"setID","name","year","theme","themeGroup","subtheme","category","released","pieces","bricksetURL","rating","reviewCount","packagingType","availability","US_retailPrice","UK_retailPrice","thumbnailURL","imageURL"
7465,"Basic Set",1973,"Universal Building Set","Basic",NA,"Normal",TRUE,107,"https://brickset.com/sets/1-7",0,1,"{Not specified}","{Not specified}",NA,NA,"https://images.brickset.com/sets/small/1-7.jpg","https://images.brickset.com/sets/images/1-7.jpg"
7466,"Basic Set",1973,"Universal Building Set","Basic",NA,"Normal",TRUE,184,"https://brickset.com/sets/2-7",0,1,"{Not specified}","{Not specified}",NA,NA,"https://images.brickset.com/sets/small/2-7.jpg","https://images.brickset.com/sets/images/2-7.jpg"
7467,"Basic Set",1973,"Universal Building Set","Basic",NA,"Normal",TRUE,184,"https://brickset.com/sets/3-4",0,1,"{Not specified}","{Not specified}",NA,NA,"https://images.brickset.com/sets/small/3-4.jpg","https://images.brickset.com/sets/images/3-4.jpg"
7468,"Basic Set",1973,"Universal Building Set","Basic",NA,"Normal",TRUE,230,"https://brickset.com/sets/4-3",0,1,"{Not specified}","{Not specified}",NA,NA,"https://images.brickset.com/sets/small/4-3.jpg","https://images.brickset.com/sets/images/4-3.jpg"
7469,"Basic Set",1973,"Universal Building Set","Basic",NA,"Normal",TRUE,349,"https://brickset.com/sets/5-3",0,0,"Box","Retail",7,NA,"https://images.brickset.com/sets/small/5-3.jpg","https://images.brickset.com/sets/images/5-3.jpg"
7470,"Basic Set",1973,"Universal Building Set","Basic",NA,"Normal",TRUE,349,"https://brickset.com/sets/6-3",0,0,"{Not specified}","{Not specified}",NA,NA,"https://images.brickset.com/sets/small/6-3.jpg","https://images.brickset.com/sets/images/6-3.jpg"
7471,"Basic Set",1973,"Universal Building Set","Basic",NA,"Normal",TRUE,415,"https://brickset.com/sets/7-3",0,0,"{Not specified}","{Not specified}",16,NA,"https://images.brickset.com/sets/small/7-3.jpg","https://images.brickset.com/sets/images/7-3.jpg"
7239,"Basic Set #8",1973,"Universal Building Set","Basic",NA,"Normal",TRUE,776,"https://brickset.com/sets/8-3",0,1,"{Not specified}","{Not specified}",19,NA,"https://images.brickset.com/sets/small/8-3.jpg","https://images.brickset.com/sets/images/8-3.jpg"
7530,"Pre-School Set",1973,"Duplo","Pre-school",NA,"Normal",TRUE,17,"https://brickset.com/sets/010-2",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA
7700,"Small pre-school set",1973,"Minitalia","Vintage",NA,"Normal",TRUE,32,"https://brickset.com/sets/11-2",0,0,"{Not specified}","{Not specified}",NA,NA,"https://images.brickset.com/sets/small/11-2.jpg","https://images.brickset.com/sets/images/11-2.jpg"
7701,"Medium pre-school set",1973,"Minitalia","Vintage",NA,"Normal",TRUE,70,"https://brickset.com/sets/12-2",0,0,"{Not specified}","{Not specified}",NA,NA,"https://images.brickset.com/sets/small/12-2.jpg","https://images.brickset.com/sets/images/12-2.jpg"
7702,"Large pre-school set",1973,"Minitalia","Vintage",NA,"Normal",TRUE,92,"https://brickset.com/sets/13-2",0,0,"{Not specified}","{Not specified}",NA,NA,"https://images.brickset.com/sets/small/13-2.jpg","https://images.brickset.com/sets/images/13-2.jpg"
7703,"Small house set",1973,"Minitalia","Vintage",NA,"Normal",TRUE,NA,"https://brickset.com/sets/14-3",0,0,"{Not specified}","{Not specified}",NA,NA,"https://images.brickset.com/sets/small/14-3.jpg","https://images.brickset.com/sets/images/14-3.jpg"
7704,"Large house set",1973,"Minitalia","Vintage",NA,"Normal",TRUE,157,"https://brickset.com/sets/15-2",0,0,"{Not specified}","{Not specified}",NA,NA,"https://images.brickset.com/sets/small/15-2.jpg","https://images.brickset.com/sets/images/15-2.jpg"
7705,"City square",1973,"Minitalia","Vintage",NA,"Normal",TRUE,NA,"https://brickset.com/sets/16-2",0,0,"{Not specified}","{Not specified}",NA,NA,"https://images.brickset.com/sets/small/16-2.jpg","https://images.brickset.com/sets/images/16-2.jpg"
7706,"Airport",1973,"Minitalia","Vintage",NA,"Normal",TRUE,NA,"https://brickset.com/sets/17-2",0,0,"{Not specified}","{Not specified}",NA,NA,"https://images.brickset.com/sets/small/17-2.jpg","https://images.brickset.com/sets/images/17-2.jpg"
7531,"Building Set",1973,"Duplo","Pre-school",NA,"Normal",TRUE,25,"https://brickset.com/sets/020-2",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA
7532,"Building Set",1973,"Duplo","Pre-school",NA,"Normal",TRUE,29,"https://brickset.com/sets/030-2",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA
7711,"Small ship",1973,"Minitalia","Vintage",NA,"Normal",TRUE,26,"https://brickset.com/sets/30-2",0,0,"{Not specified}","{Not specified}",NA,NA,"https://images.brickset.com/sets/small/30-2.jpg","https://images.brickset.com/sets/images/30-2.jpg"
7712,"Medium ship",1973,"Minitalia","Vintage",NA,"Normal",TRUE,39,"https://brickset.com/sets/31-1",0,0,"{Not specified}","{Not specified}",NA,NA,"https://images.brickset.com/sets/small/31-1.jpg","https://images.brickset.com/sets/images/31-1.jpg"
7713,"Large ship",1973,"Minitalia","Vintage",NA,"Normal",TRUE,57,"https://brickset.com/sets/32-2",0,0,"{Not specified}","{Not specified}",NA,NA,"https://images.brickset.com/sets/small/32-2.jpg","https://images.brickset.com/sets/images/32-2.jpg"
5265,"Building Set",1973,"Universal Building Set","Basic",NA,"Normal",TRUE,149,"https://brickset.com/sets/105-2",0,0,"Box","Retail",NA,NA,"https://images.brickset.com/sets/small/105-2.jpg","https://images.brickset.com/sets/images/105-2.jpg"
