"setID","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","US_retailPrice","US_dateFirstAvailable","US_dateLastAvailable","UK_retailPrice","UK_dateFirstAvailable","UK_dateLastAvailable","CA_retailPrice","CA_dateFirstAvailable","CA_dateLastAvailable","DE_retailPrice","DE_dateFirstAvailable","DE_dateLastAvailable","height","width","depth","weight","thumbnailURL","imageURL"
4272,"Battery Motor, 9V",1992,"Basic","Basic","Supplementaries","Normal",TRUE,27,NA,"https://brickset.com/sets/845-1",0,1,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/845-1.jpg","https://images.brickset.com/sets/images/845-1.jpg"
4282,"Lighting Set, 9V",1992,"Basic","Basic","Supplementaries","Normal",TRUE,39,NA,"https://brickset.com/sets/846-1",0,1,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/846-1.jpg","https://images.brickset.com/sets/images/846-1.jpg"
328,"Turbo Force",1992,"Town","Modern day","Racing","Normal",TRUE,31,1,"https://brickset.com/sets/1461-1",3.4,1,"Polybag","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1461-1.jpg","https://images.brickset.com/sets/images/1461-1.jpg"
329,"Galactic Scout",1992,"Space","Action/Adventure","Blacktron 2","Normal",TRUE,23,1,"https://brickset.com/sets/1462-1",3.2,5,"Polybag","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1462-1.jpg","https://images.brickset.com/sets/images/1462-1.jpg"
330,"Treasure Cart",1992,"Castle","Historical","Lion Knights","Normal",TRUE,23,1,"https://brickset.com/sets/1463-1",3.5,4,"Polybag","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1463-1.jpg","https://images.brickset.com/sets/images/1463-1.jpg"
331,"Pirate Lookout",1992,"Pirates","Historical",NA,"Normal",TRUE,17,1,"https://brickset.com/sets/1464-1",3.1,3,"Polybag","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1464-1.jpg","https://images.brickset.com/sets/images/1464-1.jpg"
358,"Dual Defender",1992,"Castle","Historical","Black Knights","Normal",TRUE,48,2,"https://brickset.com/sets/1491-1",3.8,5,"Polybag","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1491-1.jpg","https://images.brickset.com/sets/images/1491-1.jpg"
359,"Battle Cove",1992,"Pirates","Historical",NA,"Normal",TRUE,26,1,"https://brickset.com/sets/1492-1",3.6,4,"Polybag","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1492-1.jpg","https://images.brickset.com/sets/images/1492-1.jpg"
5504,"Build-A-Rabbit",1992,"Basic","Basic",NA,"Normal",TRUE,27,NA,"https://brickset.com/sets/1545-1",0,3,"Polybag","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1545-2.jpg","https://images.brickset.com/sets/images/1545-2.jpg"
406,"Santa and Chimney",1992,"Basic","Basic","Seasonal","Normal",TRUE,62,NA,"https://brickset.com/sets/1549-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1549-1.jpg","https://images.brickset.com/sets/images/1549-1.jpg"
