"setID","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","US_retailPrice","US_dateFirstAvailable","US_dateLastAvailable","UK_retailPrice","UK_dateFirstAvailable","UK_dateLastAvailable","CA_retailPrice","CA_dateFirstAvailable","CA_dateLastAvailable","DE_retailPrice","DE_dateFirstAvailable","DE_dateLastAvailable","height","width","depth","weight","thumbnailURL","imageURL"
7649,"Heart",2009,"Miscellaneous","Miscellaneous","Employee gift","Normal",TRUE,92,NA,"https://brickset.com/sets/2009-1",0,1,"Box","Promotional",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2009-1.jpg","https://images.brickset.com/sets/images/2009-1.jpg"
9698,"Knights' Kingdom Board Game",2009,"Games","Miscellaneous",NA,"Normal",FALSE,NA,NA,"https://brickset.com/sets/3592-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6751,"Bob's Workshop",2009,"Duplo","Pre-school","Bob the Builder","Normal",TRUE,14,1,"https://brickset.com/sets/3594-1",0,0,"{Not specified}","{Not specified}",2,14.99,"2009-05-07T00:00:00Z","2009-12-17T00:00:00Z",12.69,"2009-03-07T00:00:00Z","2009-12-15T00:00:00Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/3594-1.jpg","https://images.brickset.com/sets/images/3594-1.jpg"
6825,"Scoop at Bobland Bay",2009,"Duplo","Pre-school","Bob the Builder","Normal",TRUE,28,NA,"https://brickset.com/sets/3595-1",0,0,"{Not specified}","{Not specified}",2,19.99,"2009-05-07T00:00:00Z","2010-02-08T00:00:00Z",15.65,"2009-03-10T00:00:00Z","2009-11-30T00:00:00Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/3595-1.jpg","https://images.brickset.com/sets/images/3595-1.jpg"
6826,"Muck Can Do It",2009,"Duplo","Pre-school","Bob the Builder","Normal",TRUE,39,NA,"https://brickset.com/sets/3596-1",0,0,"{Not specified}","{Not specified}",2,29.99,"2009-06-08T00:00:00Z","2010-02-19T00:00:00Z",22.49,"2009-03-10T00:00:00Z","2010-01-25T00:00:00Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/3596-1.jpg","https://images.brickset.com/sets/images/3596-1.jpg"
6827,"Lofty and Dizzy Hard At Work",2009,"Duplo","Pre-school","Bob the Builder","Normal",TRUE,51,1,"https://brickset.com/sets/3597-1",0,0,"{Not specified}","{Not specified}",2,39.99,"2009-05-07T00:00:00Z","2010-01-14T00:00:00Z",29.35,"2009-03-10T00:00:00Z","2009-12-26T00:00:00Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/3597-1.jpg","https://images.brickset.com/sets/images/3597-1.jpg"
6888,"Krusty Krab Adventures",2009,"SpongeBob SquarePants","Licensed",NA,"Normal",TRUE,209,3,"https://brickset.com/sets/3833-1",3.3,10,"Box","Retail",6,24.99,"2008-12-28T00:00:00Z","2012-11-07T00:00:00Z",24.99,"2008-12-28T00:00:00Z","2012-05-22T00:00:00Z",34.99,"2010-09-24T00:00:00Z","2012-11-07T00:00:00Z",NA,NA,NA,26.2,28.2,6.4,0.39,"https://images.brickset.com/sets/small/3833-1.jpg","https://images.brickset.com/sets/images/3833-1.jpg"
6889,"Good Neighbours at Bikini Bottom",2009,"SpongeBob SquarePants","Licensed",NA,"Normal",TRUE,425,3,"https://brickset.com/sets/3834-1",3.7,8,"Box","Retail",7,39.99,"2008-12-28T00:00:00Z","2011-11-24T00:00:00Z",39.99,"2008-12-28T00:00:00Z","2011-12-14T00:00:00Z",54.99,"2010-09-24T00:00:00Z","2011-11-24T00:00:00Z",NA,NA,NA,26.2,38.2,5.65,0.6,"https://images.brickset.com/sets/small/3834-1.jpg","https://images.brickset.com/sets/images/3834-1.jpg"
7146,"Robo Champ",2009,"Games","Miscellaneous",NA,"Normal",TRUE,118,NA,"https://brickset.com/sets/3835-1",3.7,3,"Box","Retail",6,4.99,"2010-06-03T00:00:00Z","2011-11-27T00:00:00Z",7.99,"2009-07-02T00:00:00Z","2011-01-04T00:00:00Z",12.99,"2010-09-24T00:00:00Z","2011-11-27T00:00:00Z",NA,NA,NA,19.99,14.4,6.71,0.22,"https://images.brickset.com/sets/small/3835-1.jpg","https://images.brickset.com/sets/images/3835-1.jpg"
7147,"Magikus ",2009,"Games","Miscellaneous",NA,"Normal",TRUE,108,NA,"https://brickset.com/sets/3836-1",3.4,3,"Box","Retail",6,9.99,"2010-06-03T00:00:00Z","2011-07-21T00:00:00Z",7.99,"2009-07-02T00:00:00Z","2012-04-04T00:00:00Z",12.99,"2010-09-24T00:00:00Z","2011-08-20T00:00:00Z",NA,NA,NA,19.99,14.4,6.71,0.25,"https://images.brickset.com/sets/small/3836-1.jpg","https://images.brickset.com/sets/images/3836-1.jpg"
