"setID","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","US_retailPrice","US_dateFirstAvailable","US_dateLastAvailable","UK_retailPrice","UK_dateFirstAvailable","UK_dateLastAvailable","CA_retailPrice","CA_dateFirstAvailable","CA_dateLastAvailable","DE_retailPrice","DE_dateFirstAvailable","DE_dateLastAvailable","height","width","depth","weight","thumbnailURL","imageURL"
28559,"Corner Garage",2019,"Creator Expert","Model making","Modular Buildings Collection","Normal",TRUE,2569,6,"https://brickset.com/sets/10264-1",4.1,7,"Box","LEGO exclusive",16,199.99,"2019-01-02T00:00:00Z","2021-12-17T00:00:00Z",159.99,"2019-01-02T00:00:00Z","2021-10-25T00:00:00Z",269.99,"2019-01-02T00:00:00Z","2021-12-17T00:00:00Z",179.99,"2019-01-02T00:00:00Z","2021-11-15T00:00:00Z",47.4,57.7,8.6,3.044,"https://images.brickset.com/sets/small/10264-1.jpg","https://images.brickset.com/sets/images/10264-1.jpg"
28959,"Ford Mustang",2019,"Creator Expert","Model making","Vehicles","Normal",TRUE,1471,NA,"https://brickset.com/sets/10265-1",4.5,9,"Box","LEGO exclusive",16,169.99,"2019-03-01T00:00:00Z",NA,149.99,"2019-03-01T00:00:00Z",NA,209.99,"2019-03-01T00:00:00Z",NA,169.99,"2019-03-05T00:00:00Z",NA,28.2,48,11.8,NA,"https://images.brickset.com/sets/small/10265-1.jpg","https://images.brickset.com/sets/images/10265-1.jpg"
28592,"NASA Apollo 11 Lunar Lander",2019,"Creator Expert","Model making","Space","Normal",TRUE,1087,2,"https://brickset.com/sets/10266-1",4.4,9,"Box","LEGO exclusive",NA,99.99,"2019-06-12T00:00:00Z",NA,89.99,"2019-06-13T00:00:00Z",NA,139.99,"2019-06-12T00:00:00Z",NA,99.99,"2019-06-02T00:00:00Z",NA,28.2,48,9.1,NA,"https://images.brickset.com/sets/small/10266-1.jpg","https://images.brickset.com/sets/images/10266-1.jpg"
28591,"Gingerbread House",2019,"Creator Expert","Model making","Winter Village Collection","Normal",TRUE,1477,2,"https://brickset.com/sets/10267-1",4.2,3,"Box","LEGO exclusive",12,99.99,"2019-10-01T00:00:00Z","2021-10-29T00:00:00Z",84.99,"2019-10-11T00:00:00Z","2021-10-05T00:00:00Z",139.99,"2019-10-01T00:00:00Z","2021-10-29T00:00:00Z",89.99,"2019-10-04T00:00:00Z","2021-10-06T00:00:00Z",27.8,47.8,8.8,1.448,"https://images.brickset.com/sets/small/10267-1.jpg","https://images.brickset.com/sets/images/10267-1.jpg"
28590,"Harley-Davidson Fat Boy",2019,"Creator Expert","Model making","Vehicles","Normal",TRUE,1023,NA,"https://brickset.com/sets/10269-1",4.2,3,"Box","LEGO exclusive",16,99.99,"2019-08-02T00:00:00Z","2021-11-21T00:00:00Z",84.99,"2019-08-02T00:00:00Z","2021-12-06T00:00:00Z",139.99,"2019-08-02T00:00:00Z","2021-11-21T00:00:00Z",89.99,"2019-08-02T00:00:00Z","2021-12-09T00:00:00Z",28.2,48,7.4,NA,"https://images.brickset.com/sets/small/10269-1.jpg","https://images.brickset.com/sets/images/10269-1.jpg"
28939,"Woody & RC",2019,"Disney","Licensed","Toy Story 4","Normal",TRUE,69,1,"https://brickset.com/sets/10766-1",3.7,4,"Box","Retail",4,9.99,"2019-04-22T00:00:00Z","2021-02-26T00:00:00Z",8.99,"2019-04-22T00:00:00Z","2020-11-04T00:00:00Z",13.99,"2019-04-22T00:00:00Z","2021-02-26T00:00:00Z",9.74,"2019-04-23T00:00:00Z","2020-11-04T00:00:00Z",14.1,19.1,4.6,NA,"https://images.brickset.com/sets/small/10766-1.jpg","https://images.brickset.com/sets/images/10766-1.jpg"
28940,"Duke Caboom's Stunt Show",2019,"Disney","Licensed","Toy Story 4","Normal",TRUE,120,2,"https://brickset.com/sets/10767-1",3.6,1,"Box","Retail",4,19.99,"2019-04-22T00:00:00Z","2021-02-27T00:00:00Z",15.99,"2019-04-22T00:00:00Z","2020-11-17T00:00:00Z",24.99,"2019-04-22T00:00:00Z","2021-02-27T00:00:00Z",19.49,"2019-04-23T00:00:00Z","2020-11-17T00:00:00Z",19.1,26.2,6.1,NA,"https://images.brickset.com/sets/small/10767-1.jpg","https://images.brickset.com/sets/images/10767-1.jpg"
28941,"Buzz and Bo Peep's Playground Adventure",2019,"Disney","Licensed","Toy Story 4","Normal",TRUE,139,3,"https://brickset.com/sets/10768-1",3.6,2,"Box","Retail",4,24.99,"2019-04-22T00:00:00Z","2020-11-15T00:00:00Z",19.99,"2019-04-22T00:00:00Z","2020-12-11T00:00:00Z",34.99,"2019-04-22T00:00:00Z","2020-11-15T00:00:00Z",24.36,"2019-04-23T00:00:00Z","2020-12-11T00:00:00Z",19.1,26.2,7.2,NA,"https://images.brickset.com/sets/small/10768-1.jpg","https://images.brickset.com/sets/images/10768-1.jpg"
28942,"RV Vacation",2019,"Disney","Licensed","Toy Story 4","Normal",TRUE,178,3,"https://brickset.com/sets/10769-1",3.6,3,"Box","Retail",4,34.99,"2019-04-22T00:00:00Z","2021-02-26T00:00:00Z",29.99,"2019-04-22T00:00:00Z","2020-11-06T00:00:00Z",49.99,"2019-04-22T00:00:00Z","2021-02-26T00:00:00Z",34.11,"2019-04-23T00:00:00Z","2020-11-06T00:00:00Z",26.2,28.2,7.6,NA,"https://images.brickset.com/sets/small/10769-1.jpg","https://images.brickset.com/sets/images/10769-1.jpg"
28943,"Buzz & Woody's Carnival Mania!",2019,"Disney","Licensed","Toy Story 4","Normal",TRUE,230,5,"https://brickset.com/sets/10770-1",3.6,3,"Box","Retail",4,49.99,"2019-04-22T00:00:00Z","2021-02-16T00:00:00Z",44.99,"2019-04-22T00:00:00Z","2021-02-17T00:00:00Z",69.99,"2019-04-22T00:00:00Z","2021-02-16T00:00:00Z",49.99,"2019-04-23T00:00:00Z","2021-02-17T00:00:00Z",26.2,38.2,5.7,NA,"https://images.brickset.com/sets/small/10770-1.jpg","https://images.brickset.com/sets/images/10770-1.jpg"
29102,"Carnival Thrill Coaster",2019,"Disney","Licensed","Toy Story 4","Normal",TRUE,98,2,"https://brickset.com/sets/10771-1",3.3,2,"Box","Retail",NA,19.99,"2019-04-22T00:00:00Z","2020-11-28T00:00:00Z",15.99,"2019-04-22T00:00:00Z","2020-12-18T00:00:00Z",24.99,"2019-04-22T00:00:00Z","2020-11-28T00:00:00Z",19.49,"2019-04-23T00:00:00Z","2020-11-07T00:00:00Z",19.1,26.2,4.6,NA,"https://images.brickset.com/sets/small/10771-1.jpg","https://images.brickset.com/sets/images/10771-1.jpg"
28517,"My First Tow Truck",2019,"Duplo","Pre-school",NA,"Normal",TRUE,11,NA,"https://brickset.com/sets/10883-1",0,0,"Box","Retail",NA,9.99,"2019-01-02T00:00:00Z","2021-02-26T00:00:00Z",7.99,"2019-01-01T00:00:00Z","2020-11-27T00:00:00Z",13.99,"2019-01-02T00:00:00Z","2021-02-26T00:00:00Z",9.74,"2019-01-02T00:00:00Z","2020-11-28T00:00:00Z",14.1,26.2,7.2,0.26,"https://images.brickset.com/sets/small/10883-1.jpg","https://images.brickset.com/sets/images/10883-1.jpg"
28516,"My First Balancing Animals",2019,"Duplo","Pre-school",NA,"Normal",TRUE,15,NA,"https://brickset.com/sets/10884-1",0,0,"Box","Retail",NA,14.99,"2019-01-02T00:00:00Z","2020-12-31T00:00:00Z",12.99,"2019-01-01T00:00:00Z","2020-12-24T00:00:00Z",19.99,"2019-01-02T00:00:00Z","2020-12-04T00:00:00Z",14.61,"2019-01-02T00:00:00Z","2020-12-14T00:00:00Z",26.2,22.2,7.6,NA,"https://images.brickset.com/sets/small/10884-1.jpg","https://images.brickset.com/sets/images/10884-1.jpg"
28515,"My First Fun Puzzle",2019,"Duplo","Pre-school",NA,"Normal",TRUE,15,NA,"https://brickset.com/sets/10885-1",0,0,"{Not specified}","{Not specified}",NA,19.99,"2019-01-02T00:00:00Z","2020-06-19T00:00:00Z",12.99,"2019-01-01T00:00:00Z","2020-11-19T00:00:00Z",24.99,"2019-01-02T00:00:00Z","2020-06-19T00:00:00Z",19.49,"2019-01-02T00:00:00Z","2020-11-19T00:00:00Z",19.1,35.4,9.1,0.55,"https://images.brickset.com/sets/small/10885-1.jpg","https://images.brickset.com/sets/images/10885-1.jpg"
