"setID","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","US_retailPrice","thumbnailURL","imageURL"
658,"Boat",1983,"Basic","Basic",NA,"Normal",TRUE,27,NA,"https://brickset.com/sets/1913-1",0,0,"Polybag","Promotional",NA,"https://images.brickset.com/sets/small/1913-1.jpg","https://images.brickset.com/sets/images/1913-1.jpg"
659,"Helicopter",1983,"Basic","Basic",NA,"Normal",TRUE,20,NA,"https://brickset.com/sets/1914-1",0,1,"Polybag","Promotional",NA,"https://images.brickset.com/sets/small/1914-1.jpg","https://images.brickset.com/sets/images/1914-1.jpg"
660,"Aircraft",1983,"Basic","Basic",NA,"Normal",TRUE,20,NA,"https://brickset.com/sets/1915-1",0,1,"Polybag","Promotional",NA,"https://images.brickset.com/sets/small/1915-1.jpg","https://images.brickset.com/sets/images/1915-1.jpg"
26994,"Animal",1983,"Duplo","Pre-school",NA,"Normal",TRUE,6,NA,"https://brickset.com/sets/1916-2",0,0,"Polybag","{Not specified}",NA,"https://images.brickset.com/sets/small/1916-2.jpg","https://images.brickset.com/sets/images/1916-2.jpg"
26995,"Animal",1983,"Duplo","Pre-school",NA,"Normal",TRUE,5,NA,"https://brickset.com/sets/1917-2",0,0,"Polybag","{Not specified}",NA,"https://images.brickset.com/sets/small/1917-2.jpg","https://images.brickset.com/sets/images/1917-2.jpg"
22553,"Bird",1983,"Duplo","Pre-school",NA,"Normal",TRUE,5,NA,"https://brickset.com/sets/1918-1",0,0,"Polybag","Promotional",NA,"https://images.brickset.com/sets/small/1918-1.jpg","https://images.brickset.com/sets/images/1918-1.jpg"
5874,"Duplo Promotional Set",1983,"Duplo","Pre-school",NA,"Normal",TRUE,4,1,"https://brickset.com/sets/1919-1",0,0,"Polybag","Promotional",NA,"https://images.brickset.com/sets/small/1919-1.jpg","https://images.brickset.com/sets/images/1919-1.jpg"
664,"Motorcycle",1983,"Technic","Technical",NA,"Normal",TRUE,103,NA,"https://brickset.com/sets/1924-1",0,4,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/1924-1.jpg","https://images.brickset.com/sets/images/1924-1.jpg"
9242,"Universal Building Set with Storage Case",1983,"Basic","Basic",NA,"Normal",TRUE,138,NA,"https://brickset.com/sets/1944-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1944-1.jpg","https://images.brickset.com/sets/images/1944-1.jpg"
691,"Special Three-Set Space Pack",1983,"Space","Action/Adventure","Bonus/Value Pack","Collection",TRUE,82,NA,"https://brickset.com/sets/1977-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1977-1.jpg","https://images.brickset.com/sets/images/1977-1.jpg"
693,"Town Value Pack",1983,"Town","Modern day","Bonus/Value Pack","Collection",TRUE,100,NA,"https://brickset.com/sets/1978-2",0,0,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/1978-2.jpg","https://images.brickset.com/sets/images/1978-2.jpg"
716,"Oval Rattle",1983,"Duplo","Pre-school","Baby","Normal",TRUE,1,NA,"https://brickset.com/sets/2015-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2015-1.jpg","https://images.brickset.com/sets/images/2015-1.jpg"
721,"Square Rattle",1983,"Duplo","Pre-school","Baby","Normal",TRUE,1,NA,"https://brickset.com/sets/2023-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2023-1.jpg","https://images.brickset.com/sets/images/2023-1.jpg"
722,"Duck Rattle",1983,"Duplo","Pre-school","Baby","Normal",TRUE,1,NA,"https://brickset.com/sets/2024-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2024-1.jpg","https://images.brickset.com/sets/images/2024-1.jpg"
735,"Spin-A-Coaster",1983,"Duplo","Pre-school","Baby","Normal",TRUE,2,NA,"https://brickset.com/sets/2037-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
736,"Activity and Bath Toy",1983,"Duplo","Pre-school","Baby","Normal",TRUE,2,NA,"https://brickset.com/sets/2038-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
891,"Basic Set Safari",1983,"Duplo","Pre-school",NA,"Normal",TRUE,34,NA,"https://brickset.com/sets/2365-1",0,0,"Box","Retail",NA,NA,NA
22557,"Racer",1983,"Duplo","Pre-school",NA,"Normal",TRUE,3,1,"https://brickset.com/sets/2401-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
22558,"Police Car",1983,"Duplo","Pre-school",NA,"Normal",TRUE,5,1,"https://brickset.com/sets/2402-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
22559,"Camping",1983,"Duplo","Pre-school",NA,"Normal",TRUE,11,2,"https://brickset.com/sets/2411-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
984,"Tip Truck",1983,"Duplo","Pre-school",NA,"Normal",TRUE,7,1,"https://brickset.com/sets/2634-1",0,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/2634-1.jpg","https://images.brickset.com/sets/images/2634-1.jpg"
22554,"Crane Set",1983,"Duplo","Pre-school",NA,"Normal",TRUE,23,1,"https://brickset.com/sets/2646-1",0,0,"Box","Retail",NA,NA,NA
1048,"Train Set",1983,"Duplo","Pre-school","Trains","Normal",TRUE,31,1,"https://brickset.com/sets/2700-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2700-1.jpg","https://images.brickset.com/sets/images/2700-1.jpg"
1049,"Passenger Train",1983,"Duplo","Pre-school","Trains","Normal",TRUE,12,2,"https://brickset.com/sets/2705-1",0,1,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2705-1.jpg","https://images.brickset.com/sets/images/2705-1.jpg"
1054,"Straight Tracks",1983,"Duplo","Pre-school","Trains","Normal",TRUE,4,NA,"https://brickset.com/sets/2711-1",0,0,"{Not specified}","{Not specified}",4,NA,NA
1055,"Curved Tracks",1983,"Duplo","Pre-school","Trains","Normal",TRUE,4,NA,"https://brickset.com/sets/2712-1",0,1,"{Not specified}","{Not specified}",4,NA,NA
1693,"Roger Racoon and his Sports Car",1983,"Fabuland","Junior",NA,"Normal",TRUE,16,1,"https://brickset.com/sets/3626-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3626-1.jpg","https://images.brickset.com/sets/images/3626-1.jpg"
1694,"Bonnie Bunny ",1983,"Fabuland","Junior",NA,"Normal",TRUE,18,1,"https://brickset.com/sets/3627-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3627-1.jpg","https://images.brickset.com/sets/images/3627-1.jpg"
1703,"Gertrude Goat the painter",1983,"Fabuland","Junior",NA,"Normal",TRUE,14,1,"https://brickset.com/sets/3637-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3637-1.jpg","https://images.brickset.com/sets/images/3637-1.jpg"
1704,"Fire Engine",1983,"Fabuland","Junior",NA,"Normal",TRUE,17,1,"https://brickset.com/sets/3638-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3638-1.jpg","https://images.brickset.com/sets/images/3638-1.jpg"
1755,"Henry Horse the carpenter",1983,"Fabuland","Junior",NA,"Normal",TRUE,2,1,"https://brickset.com/sets/3709-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3709-1.jpg","https://images.brickset.com/sets/images/3709-1.jpg"
1756,"Patrick Panda",1983,"Fabuland","Junior",NA,"Normal",TRUE,2,1,"https://brickset.com/sets/3710-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3710-1.jpg","https://images.brickset.com/sets/images/3710-1.jpg"
1814,"Hannah Hippopotamus the public gardener",1983,"Fabuland","Junior",NA,"Normal",TRUE,8,1,"https://brickset.com/sets/3787-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3787-1.jpg","https://images.brickset.com/sets/images/3787-1.jpg"
1815,"Paulette Poodles' Living Room",1983,"Fabuland","Junior",NA,"Normal",TRUE,12,1,"https://brickset.com/sets/3788-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3788-1.jpg","https://images.brickset.com/sets/images/3788-1.jpg"
2974,"Town Figures",1983,"Town","Modern day","Accessories","Normal",TRUE,20,4,"https://brickset.com/sets/6002-1",0,0,"Blister pack","Retail - limited",NA,"https://images.brickset.com/sets/small/6002-1.jpg","https://images.brickset.com/sets/images/6002-1.jpg"
4924,"Castle Figures",1983,"Castle","Historical","Classic","Normal",TRUE,22,4,"https://brickset.com/sets/6002-2",0,2,"Blister pack","Retail - limited",NA,"https://images.brickset.com/sets/small/6002-2.jpg","https://images.brickset.com/sets/images/6002-2.jpg"
3154,"Firemen",1983,"Town","Modern day","Accessories","Normal",TRUE,22,4,"https://brickset.com/sets/6307-1",0,1,"Blister pack","Retail - limited",NA,"https://images.brickset.com/sets/small/6307-1.jpg","https://images.brickset.com/sets/images/6307-1.jpg"
3224,"Shell Service Station",1983,"Town","Modern day","Shops and Services","Normal",TRUE,261,3,"https://brickset.com/sets/6371-1",4.2,2,"Box","Retail",NA,"https://images.brickset.com/sets/small/6371-1.jpg","https://images.brickset.com/sets/images/6371-1.jpg"
3227,"Holiday Home",1983,"Town","Modern day","Leisure","Normal",TRUE,257,2,"https://brickset.com/sets/6374-1",4.4,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/6374-1.jpg","https://images.brickset.com/sets/images/6374-1.jpg"
3239,"Police Station",1983,"Town","Modern day","Police","Normal",TRUE,389,4,"https://brickset.com/sets/6384-1",4.2,6,"Box","Retail",NA,"https://images.brickset.com/sets/small/6384-1.jpg","https://images.brickset.com/sets/images/6384-1.jpg"
3463,"Road Repair Set",1983,"Town","Modern day","Maintenance","Normal",TRUE,27,1,"https://brickset.com/sets/6606-1",3.4,2,"Box","Retail",NA,"https://images.brickset.com/sets/small/6606-1.jpg","https://images.brickset.com/sets/images/6606-1.jpg"
3479,"Police Car",1983,"Town","Modern day","Police","Normal",TRUE,39,1,"https://brickset.com/sets/6623-1",3.7,6,"Box","Retail",NA,"https://images.brickset.com/sets/small/6623-1.jpg","https://images.brickset.com/sets/images/6623-1.jpg"
3480,"Delivery Van",1983,"Town","Modern day","Vehicles","Normal",TRUE,41,1,"https://brickset.com/sets/6624-1",3.9,6,"Box","Retail",NA,"https://images.brickset.com/sets/small/6624-1.jpg","https://images.brickset.com/sets/images/6624-1.jpg"
3506,"Construction Truck",1983,"Town","Modern day","Construction","Normal",TRUE,44,1,"https://brickset.com/sets/6652-1",3.5,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/6652-1.jpg","https://images.brickset.com/sets/images/6652-1.jpg"
3508,"Motorcycle Transport",1983,"Town","Modern day","Vehicles","Normal",TRUE,42,1,"https://brickset.com/sets/6654-1",3.9,5,"Box","Retail",NA,"https://images.brickset.com/sets/small/6654-1.jpg","https://images.brickset.com/sets/images/6654-1.jpg"
3538,"Hamburger Stand",1983,"Town","Modern day","Shops and Services","Normal",TRUE,69,2,"https://brickset.com/sets/6683-1",4.4,7,"Box","Retail",NA,"https://images.brickset.com/sets/small/6683-1.jpg","https://images.brickset.com/sets/images/6683-1.jpg"
3547,"Tractor Trailer",1983,"Town","Modern day","Vehicles","Normal",TRUE,96,1,"https://brickset.com/sets/6692-1",4.2,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/6692-1.jpg","https://images.brickset.com/sets/images/6692-1.jpg"
3556,"Minifig Pack",1983,"Space","Action/Adventure","Classic","Normal",TRUE,36,6,"https://brickset.com/sets/6701-1",4.3,2,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/6701-1.jpg","https://images.brickset.com/sets/images/6701-1.jpg"
3566,"Minifig Pack",1983,"Space","Action/Adventure","Classic","Normal",TRUE,24,4,"https://brickset.com/sets/6711-1",0,1,"{Not specified}","{Not specified}",4.5,"https://images.brickset.com/sets/small/6711-1.jpg","https://images.brickset.com/sets/images/6711-1.jpg"
3618,"Space Patrol",1983,"Space","Action/Adventure","Classic","Normal",TRUE,25,1,"https://brickset.com/sets/6803-1",3.8,3,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/6803-1.jpg","https://images.brickset.com/sets/images/6803-1.jpg"
3637,"Surface Transport",1983,"Space","Action/Adventure","Classic","Normal",TRUE,27,1,"https://brickset.com/sets/6823-1",3.6,2,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/6823-1.jpg","https://images.brickset.com/sets/images/6823-1.jpg"
3654,"Sismobile",1983,"Space","Action/Adventure","Classic","Normal",TRUE,46,1,"https://brickset.com/sets/6844-1",3.9,4,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/6844-1.jpg","https://images.brickset.com/sets/images/6844-1.jpg"
3714,"Space Supply Station",1983,"Space","Action/Adventure","Classic","Normal",TRUE,206,4,"https://brickset.com/sets/6930-1",4.4,10,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/6930-1.jpg","https://images.brickset.com/sets/images/6930-1.jpg"
3748,"Galaxy Commander",1983,"Space","Action/Adventure","Classic","Normal",TRUE,443,5,"https://brickset.com/sets/6980-1",4.5,11,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/6980-1.jpg","https://images.brickset.com/sets/images/6980-1.jpg"
3998,"Freight Steam Train Set",1983,"Trains","Modern day","4.5/12V","Normal",TRUE,570,2,"https://brickset.com/sets/7727-1",0,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/7727-1.jpg","https://images.brickset.com/sets/images/7727-1.jpg"
4005,"Diesel Heavy Shunting Locomotive",1983,"Trains","Modern day","4.5/12V","Normal",TRUE,164,1,"https://brickset.com/sets/7755-1",4.2,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/7755-1.jpg","https://images.brickset.com/sets/images/7755-1.jpg"
4011,"Passenger Carriage / Sleeper",1983,"Trains","Modern day","4.5/12V","Normal",TRUE,228,2,"https://brickset.com/sets/7815-1",4.4,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/7815-1.jpg","https://images.brickset.com/sets/images/7815-1.jpg"
4015,"Postal Container Wagon",1983,"Trains","Modern day","4.5/12V","Normal",TRUE,183,1,"https://brickset.com/sets/7819-1",3.9,2,"Box","Retail",NA,"https://images.brickset.com/sets/small/7819-1.jpg","https://images.brickset.com/sets/images/7819-1.jpg"
4017,"Track & Lighting Maintenance Wagon",1983,"Trains","Modern day","4.5/12V","Normal",TRUE,90,2,"https://brickset.com/sets/7821-1",0,2,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/7821-1.jpg","https://images.brickset.com/sets/images/7821-1.jpg"
4020,"Railway Station",1983,"Trains","Modern day","4.5/12V","Normal",TRUE,478,9,"https://brickset.com/sets/7824-1",4.4,5,"Box","Retail",44.75,"https://images.brickset.com/sets/small/7824-1.jpg","https://images.brickset.com/sets/images/7824-1.jpg"
4029,"Freight Loading Depot",1983,"Trains","Modern day","4.5/12V","Normal",TRUE,315,3,"https://brickset.com/sets/7838-1",0,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/7838-1.jpg","https://images.brickset.com/sets/images/7838-1.jpg"
4048,"Remote Controlled Road Crossing 12V",1983,"Trains","Modern day","4.5/12V","Normal",TRUE,191,1,"https://brickset.com/sets/7866-1",4.7,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/7866-1.jpg","https://images.brickset.com/sets/images/7866-1.jpg"
4049,"4 Lighting Standards Electric 12V",1983,"Trains","Modern day","4.5/12V","Normal",TRUE,52,NA,"https://brickset.com/sets/7867-1",0,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/7867-1.jpg","https://images.brickset.com/sets/images/7867-1.jpg"
4483,"Dune Buggy",1983,"Technic","Technical",NA,"Normal",TRUE,180,NA,"https://brickset.com/sets/8841-1",3.7,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/8841-1.jpg","https://images.brickset.com/sets/images/8841-1.jpg"
4489,"Dragster",1983,"Technic","Technical",NA,"Normal",TRUE,250,NA,"https://brickset.com/sets/8847-1",0,2,"Box","Retail",NA,"https://images.brickset.com/sets/small/8847-1.jpg","https://images.brickset.com/sets/images/8847-1.jpg"
