"setID","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","US_retailPrice","US_dateFirstAvailable","US_dateLastAvailable","height","width","depth","weight","thumbnailURL","imageURL"
3697,"Cyber Saucer",1997,"Space","Action/Adventure","UFO","Normal",TRUE,114,1,"https://brickset.com/sets/6900-1",4,8,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6900-1.jpg","https://images.brickset.com/sets/images/6900-1.jpg"
3705,"Warp Wing Fighter",1997,"Space","Action/Adventure","UFO","Normal",TRUE,236,2,"https://brickset.com/sets/6915-1",4.3,12,"Box","Retail",NA,NA,NA,NA,28.8,28.8,7.2,NA,"https://images.brickset.com/sets/small/6915-1.jpg","https://images.brickset.com/sets/images/6915-1.jpg"
3744,"Alien Avenger",1997,"Space","Action/Adventure","UFO","Normal",TRUE,369,4,"https://brickset.com/sets/6975-1",4.3,18,"Box","Retail",NA,NA,NA,NA,28.8,43.2,7.2,NA,"https://images.brickset.com/sets/small/6975-1.jpg","https://images.brickset.com/sets/images/6975-1.jpg"
3746,"Interstellar Starfighter",1997,"Space","Action/Adventure","UFO","Normal",TRUE,292,3,"https://brickset.com/sets/6979-1",4.4,10,"Box","Retail",NA,NA,NA,NA,38.4,48,7.2,NA,"https://images.brickset.com/sets/small/6979-1.jpg","https://images.brickset.com/sets/images/6979-1.jpg"
3760,"Cyber Saucer",1997,"Space","Action/Adventure","UFO","Normal",TRUE,114,1,"https://brickset.com/sets/6999-1",0,3,"Box","Retail - limited",NA,NA,NA,NA,32.3,42,10.8,NA,"https://images.brickset.com/sets/small/6999-1.jpg","https://images.brickset.com/sets/images/6999-1.jpg"
4139,"Bungee Blaster",1997,"Technic","Technical",NA,"Normal",TRUE,64,NA,"https://brickset.com/sets/8205-1",3.2,1,"Box","Retail",NA,NA,NA,NA,9.6,19.2,4.8,NA,"https://images.brickset.com/sets/small/8205-1.jpg","https://images.brickset.com/sets/images/8205-1.jpg"
4146,"Gyro Copter",1997,"Technic","Technical",NA,"Normal",TRUE,108,NA,"https://brickset.com/sets/8215-1",0,0,"Box","Retail",NA,NA,NA,NA,14.4,14.4,4.8,NA,"https://images.brickset.com/sets/small/8215-1.jpg","https://images.brickset.com/sets/images/8215-1.jpg"
4147,"Turbo 1",1997,"Technic","Technical",NA,"Normal",TRUE,91,NA,"https://brickset.com/sets/8216-1",3.5,2,"Box","Retail",NA,NA,NA,NA,14.4,19.2,4.8,NA,"https://images.brickset.com/sets/small/8216-1.jpg","https://images.brickset.com/sets/images/8216-1.jpg"
4152,"VTOL",1997,"Technic","Technical",NA,"Normal",TRUE,141,1,"https://brickset.com/sets/8222-1",3.7,2,"Box","Retail",NA,NA,NA,NA,14.4,24,4.8,NA,"https://images.brickset.com/sets/small/8222-1.jpg","https://images.brickset.com/sets/images/8222-1.jpg"
4156,"Tread Trekker",1997,"Technic","Technical",NA,"Normal",TRUE,186,1,"https://brickset.com/sets/8229-1",3.7,2,"Box","Retail",NA,NA,NA,NA,19.2,24,6,NA,"https://images.brickset.com/sets/small/8229-1.jpg","https://images.brickset.com/sets/images/8229-1.jpg"
4158,"Chopper Force",1997,"Technic","Technical",NA,"Normal",TRUE,280,1,"https://brickset.com/sets/8232-1",0,1,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/8232-1.jpg","https://images.brickset.com/sets/images/8232-1.jpg"
4173,"Search Sub",1997,"Technic","Technical",NA,"Normal",TRUE,383,1,"https://brickset.com/sets/8250-1",3.8,3,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/8250-1.jpg","https://images.brickset.com/sets/images/8250-1.jpg"
4182,"Giant Model Set",1997,"Technic","Technical",NA,"Normal",TRUE,546,NA,"https://brickset.com/sets/8277-1",0,2,"Box","Retail",NA,NA,NA,NA,38.4,48,6,NA,"https://images.brickset.com/sets/small/8277-1.jpg","https://images.brickset.com/sets/images/8277-1.jpg"
4186,"Search Sub",1997,"Technic","Technical",NA,"Collection",TRUE,0,1,"https://brickset.com/sets/8299-1",0,0,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/8299-1.jpg","https://images.brickset.com/sets/images/8299-1.jpg"
4247,"Mountain Rambler",1997,"Technic","Technical",NA,"Normal",TRUE,244,NA,"https://brickset.com/sets/8414-1",3.6,3,"Box","Retail",NA,NA,NA,NA,24,28.8,6,NA,"https://images.brickset.com/sets/small/8414-1.jpg","https://images.brickset.com/sets/images/8414-1.jpg"
4262,"Future Car",1997,"Technic","Technical",NA,"Normal",TRUE,419,NA,"https://brickset.com/sets/8437-1",4.2,2,"Box","Retail",NA,NA,NA,NA,28.8,33.6,6,NA,"https://images.brickset.com/sets/small/8437-1.jpg","https://images.brickset.com/sets/images/8437-1.jpg"
4281,"Pneumatic Front-End Loader",1997,"Technic","Technical",NA,"Normal",TRUE,591,NA,"https://brickset.com/sets/8459-1",4.5,4,"Box","Retail",NA,NA,NA,NA,28.8,43.2,9.6,NA,"https://images.brickset.com/sets/small/8459-1.jpg","https://images.brickset.com/sets/images/8459-1.jpg"
4297,"Barcode Multi-Set",1997,"Technic","Technical",NA,"Normal",TRUE,1280,NA,"https://brickset.com/sets/8479-1",4.4,9,"Box","Retail",NA,NA,NA,NA,38.4,53.2,9.6,NA,"https://images.brickset.com/sets/small/8479-1.jpg","https://images.brickset.com/sets/images/8479-1.jpg"
4440,"Motor Set, 9V",1997,"Technic","Technical","Supplementary","Normal",TRUE,60,NA,"https://brickset.com/sets/8735-1",3.4,4,"Box","Retail",7,NA,NA,NA,14.2,23.8,4.8,0.278,"https://images.brickset.com/sets/small/8735-1.jpg","https://images.brickset.com/sets/images/8735-1.jpg"
23776,"Search Sub CD-ROM",1997,"Gear","Miscellaneous","Digital media","Gear",TRUE,NA,NA,"https://brickset.com/sets/8760-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/8760-1.jpg","https://images.brickset.com/sets/images/8760-1.jpg"
31676,"Giant Basic Set",1997,"Dacta","Educational",NA,"Normal",TRUE,1417,NA,"https://brickset.com/sets/9280-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9295,"Medium LEGO DACTA Basic Set",1997,"Dacta","Educational",NA,"Normal",TRUE,822,NA,"https://brickset.com/sets/9291-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9296,"Town Set",1997,"Dacta","Educational",NA,"Normal",TRUE,413,NA,"https://brickset.com/sets/9366-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7007,"Castle Set",1997,"Dacta","Educational","Castle","Normal",TRUE,321,14,"https://brickset.com/sets/9376-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/9376-1.jpg","https://images.brickset.com/sets/images/9376-1.jpg"
4917,"Universal School Set",1997,"Dacta","Educational",NA,"Normal",TRUE,716,NA,"https://brickset.com/sets/9453-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/9453-1.jpg","https://images.brickset.com/sets/images/9453-1.jpg"
4897,"Motor Add-On for Simple Mechanisms",1997,"Dacta","Educational","Technic","Normal",TRUE,3,NA,"https://brickset.com/sets/9615-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/9615-1.jpg","https://images.brickset.com/sets/images/9615-1.jpg"
22775,"Introducing Air Power ",1997,"Dacta","Educational",NA,"Normal",TRUE,89,NA,"https://brickset.com/sets/9617-1",0,0,"Box","Educational",NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/9617-1.jpg","https://images.brickset.com/sets/images/9617-1.jpg"
4900,"Simple Mechanisms Set",1997,"Dacta","Educational","Technic","Normal",TRUE,277,NA,"https://brickset.com/sets/9630-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/9630-1.jpg","https://images.brickset.com/sets/images/9630-1.jpg"
9395,"Advanced Air Power Set",1997,"Education","Educational","Technic","Normal",TRUE,238,NA,"https://brickset.com/sets/9633-1",0,0,"Plastic box","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/9633-1.jpg","https://images.brickset.com/sets/images/9633-1.jpg"
6655,"Intelligent House Activity Pack",1997,"Gear","Miscellaneous","Education","Gear",TRUE,NA,NA,"https://brickset.com/sets/9708-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/9708-1.jpg","https://images.brickset.com/sets/images/9708-1.jpg"
24349,"9v Lamps",1997,"Dacta","Educational",NA,"Normal",TRUE,9,NA,"https://brickset.com/sets/9848-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/9848-1.jpg","https://images.brickset.com/sets/images/9848-1.jpg"
9485,"Cyber Saucer ",1997,"Space","Action/Adventure","UFO","Extended",TRUE,114,NA,"https://brickset.com/sets/4117463-1",0,0,"Box","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32031,"Mania Magazine January - February 1997",1997,"Books","Miscellaneous","Mania Magazine","Book",TRUE,NA,NA,"https://brickset.com/sets/MM14JAN1997-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/MM14JAN1997-1.jpg","https://images.brickset.com/sets/images/MM14JAN1997-1.jpg"
32032,"Mania Magazine March - April 1997",1997,"Books","Miscellaneous","Mania Magazine","Book",TRUE,NA,NA,"https://brickset.com/sets/MM15MAR1997-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/MM15MAR1997-1.jpg","https://images.brickset.com/sets/images/MM15MAR1997-1.jpg"
32033,"Mania Magazine May - June 1997",1997,"Books","Miscellaneous","Mania Magazine","Book",TRUE,NA,NA,"https://brickset.com/sets/MM16MAY1997-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/MM16MAY1997-1.jpg","https://images.brickset.com/sets/images/MM16MAY1997-1.jpg"
32034,"Mania Magazine July - August 1997",1997,"Books","Miscellaneous","Mania Magazine","Book",TRUE,NA,NA,"https://brickset.com/sets/MM17JUL1997-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/MM17JUL1997-1.jpg","https://images.brickset.com/sets/images/MM17JUL1997-1.jpg"
32035,"Mania Magazine September - October 1997",1997,"Books","Miscellaneous","Mania Magazine","Book",TRUE,NA,NA,"https://brickset.com/sets/MM18SEP1997-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/MM18SEP1997-1.jpg","https://images.brickset.com/sets/images/MM18SEP1997-1.jpg"
32036,"Mania Magazine November - December 1997",1997,"Books","Miscellaneous","Mania Magazine","Book",TRUE,NA,NA,"https://brickset.com/sets/MM19NOV1997-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/MM19NOV1997-1.jpg","https://images.brickset.com/sets/images/MM19NOV1997-1.jpg"
9583,"{Bag of Bricks} ",1997,"Promotional","Miscellaneous","LEGO brand store opening set","Other",TRUE,3,NA,"https://brickset.com/sets/ORLANDO-1",0,0,"None (loose parts)","LEGO exclusive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9372,"UFO Value Pack",1997,"Space","Action/Adventure","UFO","Other",TRUE,115,NA,"https://brickset.com/sets/VP5-1",0,0,"Box","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/VP5-1.jpg","https://images.brickset.com/sets/images/VP5-1.jpg"
