"setID","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","US_retailPrice","UK_retailPrice","weight","thumbnailURL","imageURL"
3004,"Skeleton Surprise",1995,"Castle","Historical","Royal Knights","Normal",TRUE,74,2,"https://brickset.com/sets/6036-1",3.9,10,"Box","Retail",NA,8,NA,NA,"https://images.brickset.com/sets/small/6036-1.jpg","https://images.brickset.com/sets/images/6036-1.jpg"
3013,"King's Carriage",1995,"Castle","Historical","Royal Knights","Normal",TRUE,124,4,"https://brickset.com/sets/6044-1",3.7,5,"Box","Retail",NA,16.5,NA,NA,"https://images.brickset.com/sets/small/6044-1.jpg","https://images.brickset.com/sets/images/6044-1.jpg"
3040,"Royal Drawbridge",1995,"Castle","Historical","Royal Knights","Normal",TRUE,258,5,"https://brickset.com/sets/6078-1",4,6,"Box","Retail",NA,30,NA,NA,"https://images.brickset.com/sets/small/6078-1.jpg","https://images.brickset.com/sets/images/6078-1.jpg"
3053,"Royal Knight's Castle",1995,"Castle","Historical","Royal Knights","Normal",TRUE,764,11,"https://brickset.com/sets/6090-1",4.5,26,"Box","Retail",NA,95,NA,NA,"https://images.brickset.com/sets/small/6090-1.jpg","https://images.brickset.com/sets/images/6090-1.jpg"
3072,"Shark Scout",1995,"Aquazone","Action/Adventure","Aquasharks","Normal",TRUE,28,1,"https://brickset.com/sets/6115-1",3.5,10,"Box","Retail",NA,3.5,NA,NA,"https://images.brickset.com/sets/small/6115-1.jpg","https://images.brickset.com/sets/images/6115-1.jpg"
3073,"Sea Sprint 9",1995,"Aquazone","Action/Adventure","Aquanauts","Normal",TRUE,32,1,"https://brickset.com/sets/6125-1",3.5,11,"Box","Retail",NA,4,3.25,NA,"https://images.brickset.com/sets/small/6125-1.jpg","https://images.brickset.com/sets/images/6125-1.jpg"
3079,"Deep Sea Predator",1995,"Aquazone","Action/Adventure","Aquasharks","Normal",TRUE,103,1,"https://brickset.com/sets/6155-1",4.1,9,"Box","Retail",NA,22,NA,NA,"https://images.brickset.com/sets/small/6155-1.jpg","https://images.brickset.com/sets/images/6155-1.jpg"
3082,"Crystal Explorer Sub",1995,"Aquazone","Action/Adventure","Aquanauts","Normal",TRUE,167,2,"https://brickset.com/sets/6175-1",4.2,11,"Box","Retail",NA,33,NA,NA,"https://images.brickset.com/sets/small/6175-1.jpg","https://images.brickset.com/sets/images/6175-1.jpg"
3085,"Neptune Discovery Lab",1995,"Aquazone","Action/Adventure","Aquanauts","Normal",TRUE,508,4,"https://brickset.com/sets/6195-1",4.7,19,"Box","Retail",NA,89,NA,NA,"https://images.brickset.com/sets/small/6195-1.jpg","https://images.brickset.com/sets/images/6195-1.jpg"
3110,"Rocky Reef",1995,"Pirates","Historical",NA,"Normal",TRUE,103,3,"https://brickset.com/sets/6254-1",4,7,"Box","Retail",NA,15,NA,NA,"https://images.brickset.com/sets/small/6254-1.jpg","https://images.brickset.com/sets/images/6254-1.jpg"
3121,"Imperial Outpost",1995,"Pirates","Historical","Imperial Guards","Normal",TRUE,216,4,"https://brickset.com/sets/6263-1",4,9,"Box","Retail",NA,27.5,NA,NA,"https://images.brickset.com/sets/small/6263-1.jpg","https://images.brickset.com/sets/images/6263-1.jpg"
3135,"Skull Island",1995,"Pirates","Historical",NA,"Normal",TRUE,378,6,"https://brickset.com/sets/6279-1",4.4,8,"Box","Retail",NA,53,NA,NA,"https://images.brickset.com/sets/small/6279-1.jpg","https://images.brickset.com/sets/images/6279-1.jpg"
3186,"Launch Response Unit",1995,"Town","Modern day","Launch Command","Normal",TRUE,185,2,"https://brickset.com/sets/6336-1",3.9,4,"Box","Retail",NA,16.5,NA,NA,"https://images.brickset.com/sets/small/6336-1.jpg","https://images.brickset.com/sets/images/6336-1.jpg"
3188,"Hurricane Harbour",1995,"Town","Modern day","Coastguard","Normal",TRUE,364,3,"https://brickset.com/sets/6338-1",4,3,"Box","Retail",NA,49.5,NA,NA,"https://images.brickset.com/sets/small/6338-1.jpg","https://images.brickset.com/sets/images/6338-1.jpg"
3189,"Shuttle Launch Pad",1995,"Town","Modern day","Launch Command","Normal",TRUE,564,4,"https://brickset.com/sets/6339-1",4.6,14,"Box","Retail",NA,66,NA,NA,"https://images.brickset.com/sets/small/6339-1.jpg","https://images.brickset.com/sets/images/6339-1.jpg"
3269,"Dolphin Point",1995,"Town","Modern day","Paradisa","Normal",TRUE,207,4,"https://brickset.com/sets/6414-1",4.1,2,"Box","Retail",NA,33,NA,NA,"https://images.brickset.com/sets/small/6414-1.jpg","https://images.brickset.com/sets/images/6414-1.jpg"
3335,"F1 Hauler",1995,"Town","Modern day","Rescue","Normal",TRUE,269,3,"https://brickset.com/sets/6484-1",4.4,2,"Box","Retail",NA,49.5,NA,NA,"https://images.brickset.com/sets/small/6484-1.jpg","https://images.brickset.com/sets/images/6484-1.jpg"
3370,"Moon Walker",1995,"Town","Modern day","Launch Command","Normal",TRUE,34,1,"https://brickset.com/sets/6516-1",3.3,8,"Box","Retail",NA,3,NA,NA,"https://images.brickset.com/sets/small/6516-1.jpg","https://images.brickset.com/sets/images/6516-1.jpg"
3381,"Blaze Commander",1995,"Town","Modern day","Fire","Normal",TRUE,50,1,"https://brickset.com/sets/6525-1",3.4,3,"Box","Retail",NA,4.5,NA,NA,"https://images.brickset.com/sets/small/6525-1.jpg","https://images.brickset.com/sets/images/6525-1.jpg"
3394,"Dumper",1995,"Town","Modern day","Construction","Normal",TRUE,42,1,"https://brickset.com/sets/6535-1",3.4,2,"Box","Retail",NA,4.5,NA,NA,"https://images.brickset.com/sets/small/6535-1.jpg","https://images.brickset.com/sets/images/6535-1.jpg"
3403,"Shuttle Transcon 2",1995,"Town","Modern day","Launch Command","Normal",TRUE,342,3,"https://brickset.com/sets/6544-1",4.4,6,"Box","Retail",NA,38.5,NA,NA,"https://images.brickset.com/sets/small/6544-1.jpg","https://images.brickset.com/sets/images/6544-1.jpg"
3423,"Gas Stop Shop",1995,"Town","Modern day","Shops and Services","Normal",TRUE,221,3,"https://brickset.com/sets/6562-1",4.1,5,"Box","Retail",NA,24.5,NA,NA,"https://images.brickset.com/sets/small/6562-1.jpg","https://images.brickset.com/sets/images/6562-1.jpg"
3451,"Wave Master",1995,"Town","Modern day","Boats","Normal",TRUE,134,1,"https://brickset.com/sets/6596-1",4.2,5,"Box","Retail",NA,12,NA,NA,"https://images.brickset.com/sets/small/6596-1.jpg","https://images.brickset.com/sets/images/6596-1.jpg"
3471,"Launch Evac 1",1995,"Town","Modern day","Launch Command","Normal",TRUE,122,1,"https://brickset.com/sets/6614-1",4,8,"Box","Retail",NA,9.25,NA,NA,"https://images.brickset.com/sets/small/6614-1.jpg","https://images.brickset.com/sets/images/6614-1.jpg"
3493,"Raven Racer",1995,"Town","Modern day","Racing","Normal",TRUE,66,1,"https://brickset.com/sets/6639-1",3.2,3,"Box","Retail",NA,7.25,NA,NA,"https://images.brickset.com/sets/small/6639-1.jpg","https://images.brickset.com/sets/images/6639-1.jpg"
3503,"Street Sweeper",1995,"Town","Modern day","Maintenance","Normal",TRUE,63,1,"https://brickset.com/sets/6649-1",4,4,"Box","Retail",NA,6.75,NA,NA,"https://images.brickset.com/sets/small/6649-1.jpg","https://images.brickset.com/sets/images/6649-1.jpg"
4144,"Nitro GTX bike",1995,"Technic","Technical",NA,"Normal",TRUE,86,NA,"https://brickset.com/sets/8210-1",3.5,1,"Box","Retail",NA,20,NA,NA,"https://images.brickset.com/sets/small/8210-1.jpg","https://images.brickset.com/sets/images/8210-1.jpg"
4154,"Road Rally V",1995,"Technic","Technical",NA,"Normal",TRUE,96,1,"https://brickset.com/sets/8225-1",3.5,2,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/8225-1.jpg","https://images.brickset.com/sets/images/8225-1.jpg"
4160,"Front End Loader",1995,"Technic","Technical",NA,"Normal",TRUE,165,1,"https://brickset.com/sets/8235-1",3.5,2,"Box","Retail",NA,30,NA,NA,"https://images.brickset.com/sets/small/8235-1.jpg","https://images.brickset.com/sets/images/8235-1.jpg"
4184,"Fire Engine",1995,"Technic","Technical",NA,"Normal",TRUE,424,2,"https://brickset.com/sets/8280-1",0,3,"Box","Retail",NA,55,NA,NA,"https://images.brickset.com/sets/small/8280-1.jpg","https://images.brickset.com/sets/images/8280-1.jpg"
4246,"Nighthawk",1995,"Technic","Technical",NA,"Normal",TRUE,286,NA,"https://brickset.com/sets/8412-1",4.2,2,"Box","Retail",NA,29.75,NA,NA,"https://images.brickset.com/sets/small/8412-1.jpg","https://images.brickset.com/sets/images/8412-1.jpg"
4250,"Circuit Shock Racer",1995,"Technic","Technical",NA,"Normal",TRUE,315,NA,"https://brickset.com/sets/8422-1",3.8,1,"Box","Retail",NA,33,NA,NA,"https://images.brickset.com/sets/small/8422-1.jpg","https://images.brickset.com/sets/images/8422-1.jpg"
4265,"Formula Flash",1995,"Technic","Technical",NA,"Normal",TRUE,414,NA,"https://brickset.com/sets/8440-1",3.5,1,"Box","Retail",NA,54,NA,NA,"https://images.brickset.com/sets/small/8440-1.jpg","https://images.brickset.com/sets/images/8440-1.jpg"
4283,"Pneumatic Crane Truck",1995,"Technic","Technical",NA,"Normal",TRUE,850,NA,"https://brickset.com/sets/8460-1",4.5,6,"Box","Retail",NA,99,NA,NA,"https://images.brickset.com/sets/small/8460-1.jpg","https://images.brickset.com/sets/images/8460-1.jpg"
4300,"Control Centre II",1995,"Technic","Technical",NA,"Normal",TRUE,1079,NA,"https://brickset.com/sets/8485-1",4.5,3,"Box","Retail",NA,219,NA,NA,"https://images.brickset.com/sets/small/8485-1.jpg","https://images.brickset.com/sets/images/8485-1.jpg"
4854,"Community People Set",1995,"Dacta","Educational",NA,"Normal",TRUE,18,18,"https://brickset.com/sets/9170-1",0,0,"{Not specified}","{Not specified}",NA,28.6,NA,NA,"https://images.brickset.com/sets/small/9170-1.jpg","https://images.brickset.com/sets/images/9170-1.jpg"
4855,"World People",1995,"Dacta","Educational",NA,"Normal",TRUE,24,24,"https://brickset.com/sets/9171-1",0,0,"{Not specified}","{Not specified}",NA,38.5,NA,NA,"https://images.brickset.com/sets/small/9171-1.jpg","https://images.brickset.com/sets/images/9171-1.jpg"
9433,"4.5V Technic Resource Set",1995,"Dacta","Educational","Technic","Normal",TRUE,268,NA,"https://brickset.com/sets/9605-1",0,0,"Box","Educational",NA,NA,NA,NA,"https://images.brickset.com/sets/small/9605-1.jpg","https://images.brickset.com/sets/images/9605-1.jpg"
23267,"Technology Resource Set",1995,"Dacta","Educational","Technic","Normal",TRUE,1733,NA,"https://brickset.com/sets/9609-1",0,0,"Box","{Not specified}",NA,NA,NA,NA,"https://images.brickset.com/sets/small/9609-1.jpg","https://images.brickset.com/sets/images/9609-1.jpg"
4898,"Wheels and Axles Set",1995,"Dacta","Educational","Technic","Normal",TRUE,75,1,"https://brickset.com/sets/9616-1",0,0,"{Not specified}","{Not specified}",NA,15,NA,NA,"https://images.brickset.com/sets/small/9616-1.jpg","https://images.brickset.com/sets/images/9616-1.jpg"
26366,"Fun Time Gears",1995,"Dacta","Educational","Duplo","Normal",TRUE,27,NA,"https://brickset.com/sets/9652-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,"https://images.brickset.com/sets/small/9652-1.jpg","https://images.brickset.com/sets/images/9652-1.jpg"
9432,"Mechanical Toy Shop",1995,"Dacta","Educational","Duplo","Normal",TRUE,32,2,"https://brickset.com/sets/9653-1",0,0,"Plastic box","Educational",NA,NA,NA,NA,NA,NA
4838,"Early Structures",1995,"Dacta","Educational",NA,"Normal",TRUE,107,2,"https://brickset.com/sets/9660-1",0,0,"{Not specified}","{Not specified}",NA,69,NA,2.27,"https://images.brickset.com/sets/small/9660-1.jpg","https://images.brickset.com/sets/images/9660-1.jpg"
9399,"Control Lab Building Set",1995,"Dacta","Educational","Technic","Normal",TRUE,557,NA,"https://brickset.com/sets/9701-1",0,0,"Plastic box","{Not specified}",NA,NA,NA,NA,"https://images.brickset.com/sets/small/9701-1.jpg","https://images.brickset.com/sets/images/9701-1.jpg"
22875,"Control Lab Serial Interface & Adapter",1995,"Dacta","Educational","Technic","Normal",TRUE,2,NA,"https://brickset.com/sets/9751-1",0,0,"Box","{Not specified}",NA,NA,NA,NA,"https://images.brickset.com/sets/small/9751-1.jpg","https://images.brickset.com/sets/images/9751-1.jpg"
5378,"Angle Sensor",1995,"Dacta","Educational",NA,"Normal",TRUE,1,NA,"https://brickset.com/sets/9891-1",0,0,"{Not specified}","{Not specified}",NA,25,NA,NA,"https://images.brickset.com/sets/small/9891-1.jpg","https://images.brickset.com/sets/images/9891-1.jpg"
9299,"Conveyor Belt Links",1995,"Dacta","Educational",NA,"Normal",TRUE,36,NA,"https://brickset.com/sets/9938-1",0,0,"{Not specified}","{Not specified}",NA,6.25,NA,NA,NA,NA
