"setID","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","US_retailPrice","US_dateFirstAvailable","US_dateLastAvailable","UK_retailPrice","UK_dateFirstAvailable","UK_dateLastAvailable","height","width","depth","thumbnailURL","imageURL"
2801,"Red Fury",1999,"Model Team","Model making",NA,"Normal",TRUE,393,NA,"https://brickset.com/sets/5533-1",0,1,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,28.8,38.4,6,"https://images.brickset.com/sets/small/5533-1.jpg","https://images.brickset.com/sets/images/5533-1.jpg"
2811,"Racing Truck",1999,"Model Team","Model making",NA,"Normal",TRUE,788,NA,"https://brickset.com/sets/5563-1",4.8,1,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,38.4,48,7.2,"https://images.brickset.com/sets/small/5563-1.jpg","https://images.brickset.com/sets/images/5563-1.jpg"
2829,"LEGO Racers",1999,"Gear","Miscellaneous","Video Games/Nintendo 64","Gear",TRUE,NA,NA,"https://brickset.com/sets/5703-1",0,4,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/5703-1.jpg","https://images.brickset.com/sets/images/5703-1.jpg"
2830,"LEGO Racers",1999,"Gear","Miscellaneous","Video Games/PC","Gear",TRUE,NA,NA,"https://brickset.com/sets/5704-1",4.6,14,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/5704-1.jpg","https://images.brickset.com/sets/images/5704-1.jpg"
2831,"LEGO Racers",1999,"Gear","Miscellaneous","Video Games/PS","Gear",TRUE,NA,NA,"https://brickset.com/sets/5705-1",0,2,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/5705-1.jpg","https://images.brickset.com/sets/images/5705-1.jpg"
2832,"LEGOLAND",1999,"Gear","Miscellaneous","Video Games/PC","Gear",TRUE,NA,NA,"https://brickset.com/sets/5706-1",4,4,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/5706-1.jpg","https://images.brickset.com/sets/images/5706-1.jpg"
2833,"LEGO Friends",1999,"Gear","Miscellaneous","Video Games/PC","Gear",TRUE,NA,NA,"https://brickset.com/sets/5707-1",0,1,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/5707-1.jpg","https://images.brickset.com/sets/images/5707-1.jpg"
2834,"LEGO Rock Raiders",1999,"Gear","Miscellaneous","Video Games/PC","Gear",TRUE,NA,NA,"https://brickset.com/sets/5708-1",4.5,10,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/5708-1.jpg","https://images.brickset.com/sets/images/5708-1.jpg"
2835,"LEGO Rock Raiders",1999,"Gear","Miscellaneous","Video Games/PS","Gear",TRUE,NA,NA,"https://brickset.com/sets/5709-1",0,2,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/5709-1.jpg","https://images.brickset.com/sets/images/5709-1.jpg"
2865,"Millimy the Fairy",1999,"Belville","Girls","Fairy-Tale","Normal",TRUE,14,1,"https://brickset.com/sets/5801-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/5801-1.jpg","https://images.brickset.com/sets/images/5801-1.jpg"
2866,"Princess Rosaline",1999,"Belville","Girls","Fairy-Tale","Normal",TRUE,9,1,"https://brickset.com/sets/5802-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/5802-1.jpg","https://images.brickset.com/sets/images/5802-1.jpg"
2867,"Iris",1999,"Belville","Girls","Fairy-Tale","Normal",TRUE,6,1,"https://brickset.com/sets/5803-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/5803-1.jpg","https://images.brickset.com/sets/images/5803-1.jpg"
2868,"Witch's Cottage",1999,"Belville","Girls","Fairy-Tale","Normal",TRUE,38,1,"https://brickset.com/sets/5804-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,19.2,24,4.8,"https://images.brickset.com/sets/small/5804-1.jpg","https://images.brickset.com/sets/images/5804-1.jpg"
2869,"Princess Rosaline's Room",1999,"Belville","Girls","Fairy-Tale","Normal",TRUE,69,2,"https://brickset.com/sets/5805-1",0,0,"{Not specified}","{Not specified}",6,NA,NA,NA,NA,NA,NA,28.8,33.6,6,"https://images.brickset.com/sets/small/5805-1.jpg","https://images.brickset.com/sets/images/5805-1.jpg"
2870,"The Royal Stable",1999,"Belville","Girls","Fairy-Tale","Normal",TRUE,61,3,"https://brickset.com/sets/5807-1",0,0,"{Not specified}","{Not specified}",6,NA,NA,NA,NA,NA,NA,28.8,43.2,6,"https://images.brickset.com/sets/small/5807-1.jpg","https://images.brickset.com/sets/images/5807-1.jpg"
2871,"The Enchanted Palace",1999,"Belville","Girls","Fairy-Tale","Normal",TRUE,213,4,"https://brickset.com/sets/5808-1",0,0,"{Not specified}","{Not specified}",7,NA,NA,NA,NA,NA,NA,43.2,53.2,9.6,"https://images.brickset.com/sets/small/5808-1.jpg","https://images.brickset.com/sets/images/5808-1.jpg"
2873,"Prince Justin",1999,"Belville","Girls","Fairy-Tale","Normal",TRUE,5,1,"https://brickset.com/sets/5811-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/5811-1.jpg","https://images.brickset.com/sets/images/5811-1.jpg"
2874,"King",1999,"Belville","Girls","Fairy-Tale","Normal",TRUE,8,1,"https://brickset.com/sets/5812-1",0,0,"{Not specified}","{Not specified}",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/5812-1.jpg","https://images.brickset.com/sets/images/5812-1.jpg"
2927,"River Raft",1999,"Adventurers","Historical","Jungle","Normal",TRUE,19,1,"https://brickset.com/sets/5901-1",4,5,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/5901-1.jpg","https://images.brickset.com/sets/images/5901-1.jpg"
2928,"River Raft",1999,"Adventurers","Historical","Jungle","Normal",TRUE,19,1,"https://brickset.com/sets/5902-1",0,4,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/5902-1.jpg","https://images.brickset.com/sets/images/5902-1.jpg"
2931,"Hidden Treasure",1999,"Adventurers","Historical","Jungle","Normal",TRUE,33,1,"https://brickset.com/sets/5905-1",3.3,3,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,7.2,9.6,4.8,"https://images.brickset.com/sets/small/5905-1.jpg","https://images.brickset.com/sets/images/5905-1.jpg"
2932,"Ruler of the Jungle",1999,"Adventurers","Historical","Jungle","Normal",TRUE,24,1,"https://brickset.com/sets/5906-1",4,7,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,7.2,9.6,4.8,"https://images.brickset.com/sets/small/5906-1.jpg","https://images.brickset.com/sets/images/5906-1.jpg"
2944,"Pontoon Plane",1999,"Adventurers","Historical","Jungle","Normal",TRUE,72,1,"https://brickset.com/sets/5925-1",4.1,11,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,9.6,14.4,4.8,"https://images.brickset.com/sets/small/5925-1.jpg","https://images.brickset.com/sets/images/5925-1.jpg"
2949,"Spider's Secret",1999,"Adventurers","Historical","Jungle","Normal",TRUE,128,3,"https://brickset.com/sets/5936-1",4.2,9,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,14.4,19.2,4.8,"https://images.brickset.com/sets/small/5936-1.jpg","https://images.brickset.com/sets/images/5936-1.jpg"
2962,"Expedition Balloon",1999,"Adventurers","Historical","Jungle","Normal",TRUE,175,4,"https://brickset.com/sets/5956-1",4.2,6,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,24,35.2,14.4,"https://images.brickset.com/sets/small/5956-1.jpg","https://images.brickset.com/sets/images/5956-1.jpg"
2965,"River Expedition",1999,"Adventurers","Historical","Jungle","Normal",TRUE,318,7,"https://brickset.com/sets/5976-1",4.5,7,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,28.8,38.4,7.2,"https://images.brickset.com/sets/small/5976-1.jpg","https://images.brickset.com/sets/images/5976-1.jpg"
2967,"Amazon Ancient Ruins",1999,"Adventurers","Historical","Jungle","Normal",TRUE,458,8,"https://brickset.com/sets/5986-1",4.7,7,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,38.4,43.2,12,"https://images.brickset.com/sets/small/5986-1.jpg","https://images.brickset.com/sets/images/5986-1.jpg"
3280,"TV Chopper",1999,"Town","Modern day","City","Normal",TRUE,37,1,"https://brickset.com/sets/6425-1",3,9,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,7.2,14.4,7.2,"https://images.brickset.com/sets/small/6425-1.jpg","https://images.brickset.com/sets/images/6425-1.jpg"
3282,"Road Signs",1999,"Town","Modern day","Accessories","Normal",TRUE,43,NA,"https://brickset.com/sets/6427-1",4.3,2,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6427-1.jpg","https://images.brickset.com/sets/images/6427-1.jpg"
3284,"Blaze Responder",1999,"Town","Modern day","City","Normal",TRUE,45,2,"https://brickset.com/sets/6429-1",3.3,9,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,14.4,19.2,7.2,"https://images.brickset.com/sets/small/6429-1.jpg","https://images.brickset.com/sets/images/6429-1.jpg"
3288,"Speedway Transport",1999,"Town","Modern day","City","Normal",TRUE,134,2,"https://brickset.com/sets/6432-1",3.1,2,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,19.2,28.8,9.6,"https://images.brickset.com/sets/small/6432-1.jpg","https://images.brickset.com/sets/images/6432-1.jpg"
3289,"Coast Watch",1999,"Town","Modern day","City","Normal",TRUE,90,3,"https://brickset.com/sets/6433-1",0,3,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,24,28.8,6,"https://images.brickset.com/sets/small/6433-1.jpg","https://images.brickset.com/sets/images/6433-1.jpg"
3290,"Roadside Repair",1999,"Town","Modern day","City","Normal",TRUE,210,5,"https://brickset.com/sets/6434-1",0,3,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,28.8,38.4,9.6,"https://images.brickset.com/sets/small/6434-1.jpg","https://images.brickset.com/sets/images/6434-1.jpg"
3291,"Coast Guard HQ",1999,"Town","Modern day","City","Normal",TRUE,221,6,"https://brickset.com/sets/6435-1",0,1,"Box","Retail",5,NA,NA,NA,NA,NA,NA,28.8,43.2,9.6,"https://images.brickset.com/sets/small/6435-1.jpg","https://images.brickset.com/sets/images/6435-1.jpg"
3292,"Go-Kart",1999,"Town","Modern day","Racing","Normal",TRUE,22,1,"https://brickset.com/sets/6436-1",3.4,5,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,7.2,7.2,6,"https://images.brickset.com/sets/small/6436-1.jpg","https://images.brickset.com/sets/images/6436-1.jpg"
3293,"Beach Buggy",1999,"Town","Modern day","City","Normal",TRUE,28,1,"https://brickset.com/sets/6437-1",3.1,14,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,7.2,9.6,6,"https://images.brickset.com/sets/small/6437-1.jpg","https://images.brickset.com/sets/images/6437-1.jpg"
3294,"Mini Dumper",1999,"Town","Modern day","City","Normal",TRUE,30,1,"https://brickset.com/sets/6439-1",3.1,3,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,7.2,9.6,7.2,"https://images.brickset.com/sets/small/6439-1.jpg","https://images.brickset.com/sets/images/6439-1.jpg"
3301,"Crane Truck",1999,"Town","Modern day","City","Normal",TRUE,26,1,"https://brickset.com/sets/6446-1",2.6,4,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,7.2,14.4,6,"https://images.brickset.com/sets/small/6446-1.jpg","https://images.brickset.com/sets/images/6446-1.jpg"
3302,"Dumper",1999,"Town","Modern day","City","Normal",TRUE,49,2,"https://brickset.com/sets/6447-1",2.6,3,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,9.6,14.4,6,"https://images.brickset.com/sets/small/6447-1.jpg","https://images.brickset.com/sets/images/6447-1.jpg"
3306,"Mini Rocket Launcher",1999,"Town","Modern day","Space Port","Normal",TRUE,32,1,"https://brickset.com/sets/6452-1",3.4,6,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,7.2,9.6,6,"https://images.brickset.com/sets/small/6452-1.jpg","https://images.brickset.com/sets/images/6452-1.jpg"
3307,"Com-Link Cruiser",1999,"Town","Modern day","Space Port","Normal",TRUE,60,1,"https://brickset.com/sets/6453-1",3.6,9,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,9.6,14.4,7.2,"https://images.brickset.com/sets/small/6453-1.jpg","https://images.brickset.com/sets/images/6453-1.jpg"
3308,"Countdown Corner",1999,"Town","Modern day","Space Port","Normal",TRUE,133,1,"https://brickset.com/sets/6454-1",3.9,6,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,19.2,24,9.6,"https://images.brickset.com/sets/small/6454-1.jpg","https://images.brickset.com/sets/images/6454-1.jpg"
3309,"Space Simulation Station",1999,"Town","Modern day","Space Port","Normal",TRUE,245,3,"https://brickset.com/sets/6455-1",3.9,5,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6455-1.jpg","https://images.brickset.com/sets/images/6455-1.jpg"
3310,"Mission Control",1999,"Town","Modern day","Space Port","Normal",TRUE,494,4,"https://brickset.com/sets/6456-1",4.4,7,"Box","Retail",8,NA,NA,NA,NA,NA,NA,38.4,48,9.6,"https://images.brickset.com/sets/small/6456-1.jpg","https://images.brickset.com/sets/images/6456-1.jpg"
3311,"Astronaut Figure",1999,"Town","Modern day","Space Port","Normal",TRUE,18,1,"https://brickset.com/sets/6457-1",3.5,5,"Box","Retail",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6457-1.jpg","https://images.brickset.com/sets/images/6457-1.jpg"
3312,"Satellite with Astronaut",1999,"Town","Modern day","Space Port","Normal",TRUE,31,1,"https://brickset.com/sets/6458-1",3.9,4,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,7.2,14.4,4.8,"https://images.brickset.com/sets/small/6458-1.jpg","https://images.brickset.com/sets/images/6458-1.jpg"
3313,"Fuel Truck",1999,"Town","Modern day","Space Port","Normal",TRUE,112,2,"https://brickset.com/sets/6459-1",3.7,2,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,14.4,19.2,7.2,"https://images.brickset.com/sets/small/6459-1.jpg","https://images.brickset.com/sets/images/6459-1.jpg"
6652,"{unknown}",1999,"Town","Modern day","Space Port","Normal",FALSE,16,NA,"https://brickset.com/sets/6460-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6460-1.jpg","https://images.brickset.com/sets/images/6460-1.jpg"
3315,"Surveillance Chopper",1999,"Town","Modern day","Space Port","Normal",TRUE,30,1,"https://brickset.com/sets/6461-1",0,3,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,7.2,14.4,4.8,"https://images.brickset.com/sets/small/6461-1.jpg","https://images.brickset.com/sets/images/6461-1.jpg"
3317,"Lunar Rover",1999,"Town","Modern day","Space Port","Normal",TRUE,36,1,"https://brickset.com/sets/6463-1",3.5,12,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,7.2,14.4,6,"https://images.brickset.com/sets/small/6463-1.jpg","https://images.brickset.com/sets/images/6463-1.jpg"
3318,"Super Rescue Complex",1999,"Town","Modern day","City","Normal",TRUE,334,6,"https://brickset.com/sets/6464-1",0,6,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,38.4,48,9.6,"https://images.brickset.com/sets/small/6464-1.jpg","https://images.brickset.com/sets/images/6464-1.jpg"
3319,"Space Port Jet",1999,"Town","Modern day","Space Port","Normal",TRUE,66,1,"https://brickset.com/sets/6465-1",0,2,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,9.6,14.4,6,"https://images.brickset.com/sets/small/6465-1.jpg","https://images.brickset.com/sets/images/6465-1.jpg"
3320,"Power Pitstop",1999,"Town","Modern day","City","Normal",TRUE,66,2,"https://brickset.com/sets/6467-1",3.6,5,"Box","Retail - limited",NA,NA,NA,NA,NA,NA,NA,9.6,19.2,7.2,"https://images.brickset.com/sets/small/6467-1.jpg","https://images.brickset.com/sets/images/6467-1.jpg"
3321,"Tow-n-Go Value Pack",1999,"Town","Modern day","City","Normal",TRUE,50,2,"https://brickset.com/sets/6468-1",0,2,"Box","Retail - limited",NA,NA,NA,NA,NA,NA,NA,19.2,14.4,4.8,"https://images.brickset.com/sets/small/6468-1.jpg","https://images.brickset.com/sets/images/6468-1.jpg"
3322,"Space Port Value Pack",1999,"Town","Modern day","Bonus/Value Pack","Collection",TRUE,129,NA,"https://brickset.com/sets/6469-1",0,1,"Box","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6469-1.jpg","https://images.brickset.com/sets/images/6469-1.jpg"
3347,"Go-Kart",1999,"Town","Modern day","Racing","Normal",TRUE,22,1,"https://brickset.com/sets/6498-1",0,1,"Polybag","Retail - limited",NA,NA,NA,NA,NA,NA,NA,14.1,14.1,0,"https://images.brickset.com/sets/small/6498-1.jpg","https://images.brickset.com/sets/images/6498-1.jpg"
3722,"Zo Weevil",1999,"Space","Action/Adventure","Insectoids","Normal",TRUE,20,1,"https://brickset.com/sets/6942-1",3.4,2,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6942-1.jpg","https://images.brickset.com/sets/images/6942-1.jpg"
3723,"Speed Sled",1999,"Space","Action/Adventure","Insectoids","Normal",TRUE,20,1,"https://brickset.com/sets/6943-1",0,2,"Polybag","Retail - limited",NA,NA,NA,NA,NA,NA,NA,15,14,0,"https://images.brickset.com/sets/small/6943-1.jpg","https://images.brickset.com/sets/images/6943-1.jpg"
3791,"Lightsaber Duel",1999,"Star Wars","Licensed","Episode I","Normal",TRUE,52,2,"https://brickset.com/sets/7101-1",3.6,27,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,9.6,14.4,4.8,"https://images.brickset.com/sets/small/7101-1.jpg","https://images.brickset.com/sets/images/7101-1.jpg"
3795,"Landspeeder",1999,"Star Wars","Licensed","Episode IV","Normal",TRUE,49,2,"https://brickset.com/sets/7110-1",3.7,33,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,9.6,14.4,4.8,"https://images.brickset.com/sets/small/7110-1.jpg","https://images.brickset.com/sets/images/7110-1.jpg"
3796,"Droid Fighter",1999,"Star Wars","Licensed","Episode I","Normal",TRUE,62,NA,"https://brickset.com/sets/7111-1",3.4,36,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,9.6,14.4,6,"https://images.brickset.com/sets/small/7111-1.jpg","https://images.brickset.com/sets/images/7111-1.jpg"
3800,"Naboo Swamp",1999,"Star Wars","Licensed","Episode I","Normal",TRUE,82,4,"https://brickset.com/sets/7121-1",3.6,21,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,14.4,14.4,4.8,"https://images.brickset.com/sets/small/7121-1.jpg","https://images.brickset.com/sets/images/7121-1.jpg"
3804,"Speeder Bikes",1999,"Star Wars","Licensed","Episode VI","Normal",TRUE,93,3,"https://brickset.com/sets/7128-1",4.1,26,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,14.4,14.4,4.8,"https://images.brickset.com/sets/small/7128-1.jpg","https://images.brickset.com/sets/images/7128-1.jpg"
3805,"Snowspeeder",1999,"Star Wars","Licensed","Episode V","Normal",TRUE,215,3,"https://brickset.com/sets/7130-1",4.1,22,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,19.2,24,6,"https://images.brickset.com/sets/small/7130-1.jpg","https://images.brickset.com/sets/images/7130-1.jpg"
3806,"Anakin's Podracer",1999,"Star Wars","Licensed","Episode I","Normal",TRUE,136,3,"https://brickset.com/sets/7131-1",3.7,10,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,14.4,24,4.8,"https://images.brickset.com/sets/small/7131-1.jpg","https://images.brickset.com/sets/images/7131-1.jpg"
3810,"X-wing Fighter",1999,"Star Wars","Licensed","Episode IV","Normal",TRUE,266,4,"https://brickset.com/sets/7140-1",4.2,27,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,24,33.6,6,"https://images.brickset.com/sets/small/7140-1.jpg","https://images.brickset.com/sets/images/7140-1.jpg"
3811,"Naboo Fighter",1999,"Star Wars","Licensed","Episode I","Normal",TRUE,179,4,"https://brickset.com/sets/7141-1",3.7,13,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,19.2,24,6,"https://images.brickset.com/sets/small/7141-1.jpg","https://images.brickset.com/sets/images/7141-1.jpg"
3817,"TIE Fighter & Y-wing",1999,"Star Wars","Licensed","Episode IV","Normal",TRUE,409,3,"https://brickset.com/sets/7150-1",4,12,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,28.8,43.2,6,"https://images.brickset.com/sets/small/7150-1.jpg","https://images.brickset.com/sets/images/7150-1.jpg"
3818,"Sith Infiltrator",1999,"Star Wars","Licensed","Episode I","Normal",TRUE,244,1,"https://brickset.com/sets/7151-1",3.5,11,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,24,33.6,7.2,"https://images.brickset.com/sets/small/7151-1.jpg","https://images.brickset.com/sets/images/7151-1.jpg"
3823,"Gungan Sub",1999,"Star Wars","Licensed","Episode I","Normal",TRUE,379,3,"https://brickset.com/sets/7161-1",3.8,12,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,28.8,43.2,6,"https://images.brickset.com/sets/small/7161-1.jpg","https://images.brickset.com/sets/images/7161-1.jpg"
3826,"Mos Espa Podrace",1999,"Star Wars","Licensed","Episode I","Normal",TRUE,896,10,"https://brickset.com/sets/7171-1",4.2,13,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,38.4,53.2,7.2,"https://images.brickset.com/sets/small/7171-1.jpg","https://images.brickset.com/sets/images/7171-1.jpg"
4170,"Hydro Racer",1999,"Technic","Technical",NA,"Normal",TRUE,46,NA,"https://brickset.com/sets/8246-1",3,4,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,7.2,14.4,4.8,"https://images.brickset.com/sets/small/8246-1.jpg","https://images.brickset.com/sets/images/8246-1.jpg"
4171,"Road Rebel",1999,"Technic","Technical",NA,"Normal",TRUE,44,NA,"https://brickset.com/sets/8247-1",0,1,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,9.6,14.4,4.8,"https://images.brickset.com/sets/small/8247-1.jpg","https://images.brickset.com/sets/images/8247-1.jpg"
4174,"Sonic Cycle",1999,"Technic","Technical",NA,"Normal",TRUE,89,NA,"https://brickset.com/sets/8251-1",3.4,1,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,14.4,14.4,4.8,"https://images.brickset.com/sets/small/8251-1.jpg","https://images.brickset.com/sets/images/8251-1.jpg"
4175,"Beach Buster",1999,"Technic","Technical",NA,"Normal",TRUE,183,1,"https://brickset.com/sets/8252-1",3.8,3,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,19.2,28.8,7.2,"https://images.brickset.com/sets/small/8252-1.jpg","https://images.brickset.com/sets/images/8252-1.jpg"
4176,"Fire Helicopter",1999,"Technic","Technical",NA,"Normal",TRUE,210,1,"https://brickset.com/sets/8253-1",0,1,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,19.2,28.8,7.2,"https://images.brickset.com/sets/small/8253-1.jpg","https://images.brickset.com/sets/images/8253-1.jpg"
4177,"Rescue Bike",1999,"Technic","Technical",NA,"Normal",TRUE,202,2,"https://brickset.com/sets/8255-1",0,0,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,19.2,28.8,7.2,"https://images.brickset.com/sets/small/8255-1.jpg","https://images.brickset.com/sets/images/8255-1.jpg"
4180,"Scorpion Attack",1999,"Technic","Technical","Competition","Normal",TRUE,85,1,"https://brickset.com/sets/8268-1",0,2,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,14.4,24,4.8,"https://images.brickset.com/sets/small/8268-1.jpg","https://images.brickset.com/sets/images/8268-1.jpg"
4181,"Cyber Stinger",1999,"Technic","Technical","Competition","Normal",TRUE,345,1,"https://brickset.com/sets/8269-1",0,0,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,24,33.6,7.2,"https://images.brickset.com/sets/small/8269-1.jpg","https://images.brickset.com/sets/images/8269-1.jpg"
4268,"Air Enforcer",1999,"Technic","Technical",NA,"Normal",TRUE,309,NA,"https://brickset.com/sets/8444-1",0,1,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,24,28.8,6,"https://images.brickset.com/sets/small/8444-1.jpg","https://images.brickset.com/sets/images/8444-1.jpg"
4269,"Indy Storm",1999,"Technic","Technical",NA,"Normal",TRUE,446,NA,"https://brickset.com/sets/8445-1",3.8,1,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,28.8,33.6,6,"https://images.brickset.com/sets/small/8445-1.jpg","https://images.brickset.com/sets/images/8445-1.jpg"
4270,"Crane Truck",1999,"Technic","Technical",NA,"Normal",TRUE,582,NA,"https://brickset.com/sets/8446-1",3.7,6,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,28.8,43.2,7.2,"https://images.brickset.com/sets/small/8446-1.jpg","https://images.brickset.com/sets/images/8446-1.jpg"
4271,"Super Street Sensation",1999,"Technic","Technical",NA,"Normal",TRUE,1437,NA,"https://brickset.com/sets/8448-1",4.4,20,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,43.2,59.2,9.6,"https://images.brickset.com/sets/small/8448-1.jpg","https://images.brickset.com/sets/images/8448-1.jpg"
4273,"The Mission",1999,"Technic","Technical","Competition","Normal",TRUE,643,NA,"https://brickset.com/sets/8450-1",0,0,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/8450-1.jpg","https://images.brickset.com/sets/images/8450-1.jpg"
4302,"Torch",1999,"Technic","Technical","Slizer","Normal",TRUE,33,NA,"https://brickset.com/sets/8500-1",3.8,6,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,11,17.5,7.6,"https://images.brickset.com/sets/small/8500-1.jpg","https://images.brickset.com/sets/images/8500-1.jpg"
4303,"Ski",1999,"Technic","Technical","Slizer","Normal",TRUE,34,NA,"https://brickset.com/sets/8501-1",3.7,8,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,11,17.5,7.6,"https://images.brickset.com/sets/small/8501-1.jpg","https://images.brickset.com/sets/images/8501-1.jpg"
4304,"Turbo",1999,"Technic","Technical","Slizer","Normal",TRUE,45,NA,"https://brickset.com/sets/8502-1",3.7,10,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,11,17.5,7.6,"https://images.brickset.com/sets/small/8502-1.jpg","https://images.brickset.com/sets/images/8502-1.jpg"
4305,"Scuba",1999,"Technic","Technical","Slizer","Normal",TRUE,39,NA,"https://brickset.com/sets/8503-1",3.8,7,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,11,17.5,7.6,"https://images.brickset.com/sets/small/8503-1.jpg","https://images.brickset.com/sets/images/8503-1.jpg"
