"setID","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","height","width","depth","thumbnailURL","imageURL"
3118,"Shipwreck Island",1989,"Pirates","Historical",NA,"Normal",TRUE,71,2,"https://brickset.com/sets/6260-1",4,8,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/6260-1.jpg","https://images.brickset.com/sets/images/6260-1.jpg"
3123,"Sabre Island",1989,"Pirates","Historical",NA,"Normal",TRUE,96,3,"https://brickset.com/sets/6265-1",4.2,27,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/6265-1.jpg","https://images.brickset.com/sets/images/6265-1.jpg"
3128,"Forbidden Island",1989,"Pirates","Historical",NA,"Normal",TRUE,182,4,"https://brickset.com/sets/6270-1",4.3,16,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/6270-1.jpg","https://images.brickset.com/sets/images/6270-1.jpg"
3131,"Caribbean Clipper",1989,"Pirates","Historical",NA,"Normal",TRUE,378,4,"https://brickset.com/sets/6274-1",4.3,19,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/6274-1.jpg","https://images.brickset.com/sets/images/6274-1.jpg"
3132,"Eldorado Fortress",1989,"Pirates","Historical",NA,"Normal",TRUE,506,8,"https://brickset.com/sets/6276-1",4.6,23,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/6276-1.jpg","https://images.brickset.com/sets/images/6276-1.jpg"
3138,"Black Seas Barracuda",1989,"Pirates","Historical",NA,"Normal",TRUE,909,8,"https://brickset.com/sets/6285-1",4.7,40,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/6285-1.jpg","https://images.brickset.com/sets/images/6285-1.jpg"
3206,"Derby Trotter",1989,"Town","Modern day","Leisure","Normal",TRUE,140,1,"https://brickset.com/sets/6355-1",4,7,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/6355-1.jpg","https://images.brickset.com/sets/images/6355-1.jpg"
3242,"Coastal Rescue Base",1989,"Town","Modern day","Coastguard","Normal",TRUE,374,4,"https://brickset.com/sets/6387-1",4.1,3,"Box","Retail - limited",NA,NA,NA,NA,"https://images.brickset.com/sets/small/6387-1.jpg","https://images.brickset.com/sets/images/6387-1.jpg"
3243,"Holiday Home with Campervan",1989,"Town","Modern day","Leisure","Normal",TRUE,353,4,"https://brickset.com/sets/6388-1",4.6,5,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/6388-1.jpg","https://images.brickset.com/sets/images/6388-1.jpg"
3332,"Construction Crew",1989,"Town","Modern day","Construction","Normal",TRUE,169,2,"https://brickset.com/sets/6481-1",4.4,5,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/6481-1.jpg","https://images.brickset.com/sets/images/6481-1.jpg"
3333,"Rescue Helicopter",1989,"Town","Modern day","Rescue","Normal",TRUE,198,3,"https://brickset.com/sets/6482-1",4.4,5,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/6482-1.jpg","https://images.brickset.com/sets/images/6482-1.jpg"
3355,"Precinct Cruiser",1989,"Town","Modern day","Police","Normal",TRUE,32,1,"https://brickset.com/sets/6506-1",3.1,6,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/6506-1.jpg","https://images.brickset.com/sets/images/6506-1.jpg"
3357,"Mini Dumper",1989,"Town","Modern day","Construction","Normal",TRUE,30,1,"https://brickset.com/sets/6507-1",3.2,2,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/6507-1.jpg","https://images.brickset.com/sets/images/6507-1.jpg"
3382,"Red Line Racer",1989,"Town","Modern day","Racing","Normal",TRUE,47,1,"https://brickset.com/sets/6526-1",3.1,2,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/6526-1.jpg","https://images.brickset.com/sets/images/6526-1.jpg"
3383,"Tipper Truck",1989,"Town","Modern day","Construction","Normal",TRUE,43,1,"https://brickset.com/sets/6527-1",3.5,1,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/6527-1.jpg","https://images.brickset.com/sets/images/6527-1.jpg"
3384,"Sand Storm Racer",1989,"Town","Modern day","Vehicles","Normal",TRUE,39,1,"https://brickset.com/sets/6528-1",3.2,5,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/6528-1.jpg","https://images.brickset.com/sets/images/6528-1.jpg"
3446,"Nitro-Dragsters",1989,"Town","Modern day","Racing","Normal",TRUE,143,2,"https://brickset.com/sets/6591-1",0,1,"Box","Retail - limited",NA,NA,NA,NA,"https://images.brickset.com/sets/small/6591-1.jpg","https://images.brickset.com/sets/images/6591-1.jpg"
3514,"Hook & Haul Wrecker",1989,"Town","Modern day","Vehicles","Normal",TRUE,52,1,"https://brickset.com/sets/6660-1",3.9,4,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/6660-1.jpg","https://images.brickset.com/sets/images/6660-1.jpg"
3515,"Mobile TV Studio",1989,"Town","Modern day","Vehicles","Normal",TRUE,78,1,"https://brickset.com/sets/6661-1",3.8,4,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/6661-1.jpg","https://images.brickset.com/sets/images/6661-1.jpg"
3525,"Utility Repair Lift",1989,"Town","Modern day","Maintenance","Normal",TRUE,92,1,"https://brickset.com/sets/6671-1",4,7,"Box","Retail",6,NA,NA,NA,"https://images.brickset.com/sets/small/6671-1.jpg","https://images.brickset.com/sets/images/6671-1.jpg"
3610,"SP-Striker",1989,"Space","Action/Adventure","Space Police","Normal",TRUE,230,2,"https://brickset.com/sets/6781-1",4.6,6,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/6781-1.jpg","https://images.brickset.com/sets/images/6781-1.jpg"
3625,"Laser Ranger",1989,"Space","Action/Adventure","Futuron","Normal",TRUE,41,1,"https://brickset.com/sets/6810-1",3.7,7,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/6810-1.jpg","https://images.brickset.com/sets/images/6810-1.jpg"
3645,"Message Decoder",1989,"Space","Action/Adventure","Space Police","Normal",TRUE,34,1,"https://brickset.com/sets/6831-1",3.8,8,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/6831-1.jpg","https://images.brickset.com/sets/images/6831-1.jpg"
3661,"Auxiliary Patroller",1989,"Space","Action/Adventure","Futuron","Normal",TRUE,46,1,"https://brickset.com/sets/6850-1",3.9,3,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/6850-1.jpg","https://images.brickset.com/sets/images/6850-1.jpg"
3684,"Galactic Peace Keeper",1989,"Space","Action/Adventure","Space Police","Normal",TRUE,121,2,"https://brickset.com/sets/6886-1",4.3,11,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/6886-1.jpg","https://images.brickset.com/sets/images/6886-1.jpg"
3692,"Spy Trak 1",1989,"Space","Action/Adventure","Space Police","Normal",TRUE,148,2,"https://brickset.com/sets/6895-1",4.1,12,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/6895-1.jpg","https://images.brickset.com/sets/images/6895-1.jpg"
3730,"Space Lock-Up Isolation Base",1989,"Space","Action/Adventure","Space Police","Normal",TRUE,253,3,"https://brickset.com/sets/6955-1",4.4,6,"Box","Retail - limited",NA,NA,NA,NA,"https://images.brickset.com/sets/small/6955-1.jpg","https://images.brickset.com/sets/images/6955-1.jpg"
3754,"Mission Commander",1989,"Space","Action/Adventure","Space Police","Normal",TRUE,478,3,"https://brickset.com/sets/6986-1",4.6,9,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/6986-1.jpg","https://images.brickset.com/sets/images/6986-1.jpg"
4100,"Universal Set",1989,"Technic","Technical","Universal","Normal",TRUE,113,NA,"https://brickset.com/sets/8024-1",3.4,2,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/8024-1.jpg","https://images.brickset.com/sets/images/8024-1.jpg"
4104,"Universal Set",1989,"Technic","Technical","Universal","Normal",TRUE,187,NA,"https://brickset.com/sets/8034-1",3.9,2,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/8034-1.jpg","https://images.brickset.com/sets/images/8034-1.jpg"
4109,"Universal Pneumatic Set",1989,"Technic","Technical","Universal","Normal",TRUE,198,NA,"https://brickset.com/sets/8044-1",3.9,1,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/8044-1.jpg","https://images.brickset.com/sets/images/8044-1.jpg"
4112,"Universal Motor Set",1989,"Technic","Technical","Universal","Normal",TRUE,196,NA,"https://brickset.com/sets/8054-1",0,1,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/8054-1.jpg","https://images.brickset.com/sets/images/8054-1.jpg"
4477,"Forklift",1989,"Technic","Technical",NA,"Normal",TRUE,240,NA,"https://brickset.com/sets/8835-1",3.7,2,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/8835-1.jpg","https://images.brickset.com/sets/images/8835-1.jpg"
4497,"Power Crane",1989,"Technic","Technical",NA,"Normal",TRUE,516,NA,"https://brickset.com/sets/8854-1",4.3,2,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/8854-1.jpg","https://images.brickset.com/sets/images/8854-1.jpg"
4507,"Backhoe Grader",1989,"Technic","Technical",NA,"Normal",TRUE,671,NA,"https://brickset.com/sets/8862-1",4.5,8,"Box","Retail",NA,NA,NA,NA,"https://images.brickset.com/sets/small/8862-1.jpg","https://images.brickset.com/sets/images/8862-1.jpg"
22626,"Bridge and rails",1989,"Dacta","Educational","Duplo","Normal",TRUE,32,NA,"https://brickset.com/sets/9154-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,"https://images.brickset.com/sets/small/9154-1.jpg","https://images.brickset.com/sets/images/9154-1.jpg"
30490,"Supplementary bricks for LEGO play tables",1989,"Dacta","Educational","Supplementary Set","Normal",TRUE,NA,NA,"https://brickset.com/sets/9802-1",0,0,"Box","{Not specified}",NA,NA,NA,NA,"https://images.brickset.com/sets/small/9802-1.jpg","https://images.brickset.com/sets/images/9802-1.jpg"
31856,"BRICK KICKS Spring '89",1989,"Books","Miscellaneous","Brick Kicks","Book",TRUE,NA,NA,"https://brickset.com/sets/BK07SPR1989-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,"https://images.brickset.com/sets/small/BK07SPR1989-1.jpg","https://images.brickset.com/sets/images/BK07SPR1989-1.jpg"
31857,"BRICK KICKS Summer '89",1989,"Books","Miscellaneous","Brick Kicks","Book",TRUE,NA,NA,"https://brickset.com/sets/BK08SUM1989-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,"https://images.brickset.com/sets/small/BK08SUM1989-1.jpg","https://images.brickset.com/sets/images/BK08SUM1989-1.jpg"
31858,"BRICK KICKS Fall '89",1989,"Books","Miscellaneous","Brick Kicks","Book",TRUE,NA,NA,"https://brickset.com/sets/BK09FAL1989-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,"https://images.brickset.com/sets/small/BK09FAL1989-1.jpg","https://images.brickset.com/sets/images/BK09FAL1989-1.jpg"
31859,"BRICK KICKS Winter 1989",1989,"Books","Miscellaneous","Brick Kicks","Book",TRUE,NA,NA,"https://brickset.com/sets/BK10WIN1989-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,"https://images.brickset.com/sets/small/BK10WIN1989-1.jpg","https://images.brickset.com/sets/images/BK10WIN1989-1.jpg"
