"setID","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","US_retailPrice","US_dateFirstAvailable","US_dateLastAvailable","UK_retailPrice","UK_dateFirstAvailable","UK_dateLastAvailable","thumbnailURL","imageURL"
2665,"Tyres and Hubs 49.6 mm White",1991,"Service Packs","Miscellaneous",NA,"Normal",TRUE,4,NA,"https://brickset.com/sets/5271-1",0,0,"Polybag","LEGO exclusive",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/5271-1.jpg","https://images.brickset.com/sets/images/5271-1.jpg"
2666,"Cylinder Motor",1991,"Service Packs","Miscellaneous","Technic","Normal",TRUE,9,NA,"https://brickset.com/sets/5272-1",0,0,"Polybag","LEGO exclusive",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/5272-1.jpg","https://images.brickset.com/sets/images/5272-1.jpg"
2692,"Train Motor 9V",1991,"Service Packs","Miscellaneous","Trains","Normal",TRUE,3,NA,"https://brickset.com/sets/5300-1",0,0,"Polybag","LEGO exclusive",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/5300-1.jpg","https://images.brickset.com/sets/images/5300-1.jpg"
2808,"Custom Rally Van",1991,"Model Team","Model making",NA,"Normal",TRUE,525,NA,"https://brickset.com/sets/5550-1",4.5,4,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/5550-1.jpg","https://images.brickset.com/sets/images/5550-1.jpg"
3095,"Renegade's Raft",1991,"Pirates","Historical",NA,"Normal",TRUE,38,1,"https://brickset.com/sets/6234-1",3.5,13,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6234-1.jpg","https://images.brickset.com/sets/images/6234-1.jpg"
3115,"Broadside's Brig",1991,"Pirates","Historical","Imperial Guards","Normal",TRUE,68,3,"https://brickset.com/sets/6259-1",3.7,10,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6259-1.jpg","https://images.brickset.com/sets/images/6259-1.jpg"
3125,"Lagoon Lock-Up",1991,"Pirates","Historical","Imperial Guards","Normal",TRUE,193,5,"https://brickset.com/sets/6267-1",4.4,13,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6267-1.jpg","https://images.brickset.com/sets/images/6267-1.jpg"
3130,"Rock Island Refuge",1991,"Pirates","Historical",NA,"Normal",TRUE,381,7,"https://brickset.com/sets/6273-1",4.5,7,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6273-1.jpg","https://images.brickset.com/sets/images/6273-1.jpg"
3197,"Monorail Accessory Track",1991,"Town","Modern day","Monorail","Normal",TRUE,54,NA,"https://brickset.com/sets/6347-1",4.3,2,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6347-1.jpg","https://images.brickset.com/sets/images/6347-1.jpg"
3203,"Cargomaster Crane",1991,"Town","Modern day","Vehicles","Normal",TRUE,140,1,"https://brickset.com/sets/6352-1",3.9,4,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6352-1.jpg","https://images.brickset.com/sets/images/6352-1.jpg"
3204,"Coastal Cutter",1991,"Town","Modern day","Coastguard","Normal",TRUE,185,2,"https://brickset.com/sets/6353-1",4,6,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6353-1.jpg","https://images.brickset.com/sets/images/6353-1.jpg"
3286,"Night Patroller",1991,"Town","Modern day","Police","Normal",TRUE,140,1,"https://brickset.com/sets/6430-1",4.2,5,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6430-1.jpg","https://images.brickset.com/sets/images/6430-1.jpg"
3296,"Jetport Fire Squad",1991,"Town","Modern day","Fire","Normal",TRUE,159,2,"https://brickset.com/sets/6440-1",4.1,2,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6440-1.jpg","https://images.brickset.com/sets/images/6440-1.jpg"
3361,"Red Devil Racer",1991,"Town","Modern day","Racing","Normal",TRUE,39,1,"https://brickset.com/sets/6509-1",3.8,4,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6509-1.jpg","https://images.brickset.com/sets/images/6509-1.jpg"
3362,"Mud Runner",1991,"Town","Modern day","Vehicles","Normal",TRUE,34,1,"https://brickset.com/sets/6510-1",3.3,4,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6510-1.jpg","https://images.brickset.com/sets/images/6510-1.jpg"
3390,"Flame Chaser",1991,"Town","Modern day","Fire","Normal",TRUE,55,1,"https://brickset.com/sets/6531-1",3.5,2,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6531-1.jpg","https://images.brickset.com/sets/images/6531-1.jpg"
3391,"Diesel Dumper",1991,"Town","Modern day","Construction","Normal",TRUE,46,1,"https://brickset.com/sets/6532-1",3.1,3,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6532-1.jpg","https://images.brickset.com/sets/images/6532-1.jpg"
3399,"Pier Police",1991,"Town","Modern day","Police","Normal",TRUE,352,4,"https://brickset.com/sets/6540-1",4.1,8,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6540-1.jpg","https://images.brickset.com/sets/images/6540-1.jpg"
3400,"Intercoastal Seaport",1991,"Town","Modern day","Boats","Normal",TRUE,545,5,"https://brickset.com/sets/6541-1",4.5,5,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6541-1.jpg","https://images.brickset.com/sets/images/6541-1.jpg"
3401,"Launch & Load Seaport",1991,"Town","Modern day","Boats","Normal",TRUE,1080,7,"https://brickset.com/sets/6542-1",4.8,9,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6542-1.jpg","https://images.brickset.com/sets/images/6542-1.jpg"
3448,"Blaze Battler",1991,"Town","Modern day","Fire","Normal",TRUE,126,1,"https://brickset.com/sets/6593-1",3.8,4,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6593-1.jpg","https://images.brickset.com/sets/images/6593-1.jpg"
3498,"Street Sweeper",1991,"Town","Modern day","Maintenance","Normal",TRUE,65,2,"https://brickset.com/sets/6645-1",4,5,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6645-1.jpg","https://images.brickset.com/sets/images/6645-1.jpg"
3499,"Screaming Patriot",1991,"Town","Modern day","Racing","Normal",TRUE,65,1,"https://brickset.com/sets/6646-1",3.4,4,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6646-1.jpg","https://images.brickset.com/sets/images/6646-1.jpg"
3523,"Diesel Daredevil",1991,"Town","Modern day","Vehicles","Normal",TRUE,90,1,"https://brickset.com/sets/6669-1",3.7,2,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6669-1.jpg","https://images.brickset.com/sets/images/6669-1.jpg"
3534,"Dark Shark",1991,"Town","Modern day","Boats","Normal",TRUE,83,2,"https://brickset.com/sets/6679-1",3.9,9,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6679-1.jpg","https://images.brickset.com/sets/images/6679-1.jpg"
3559,"Minifig Pack",1991,"Space","Action/Adventure","Miscellaneous","Normal",TRUE,44,6,"https://brickset.com/sets/6704-1",4.4,4,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6704-1.jpg","https://images.brickset.com/sets/images/6704-1.jpg"
3565,"Space Landing Pads",1991,"Space","Action/Adventure","Blacktron 2","Normal",TRUE,2,NA,"https://brickset.com/sets/6710-1",4.7,1,"Shrink-wrapped","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6710-1.jpg","https://images.brickset.com/sets/images/6710-1.jpg"
3627,"Grid Trekkor",1991,"Space","Action/Adventure","Blacktron 2","Normal",TRUE,25,1,"https://brickset.com/sets/6812-1",3.6,8,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6812-1.jpg","https://images.brickset.com/sets/images/6812-1.jpg"
3646,"Super Nova II",1991,"Space","Action/Adventure","Blacktron 2","Normal",TRUE,42,1,"https://brickset.com/sets/6832-1",3.6,5,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6832-1.jpg","https://images.brickset.com/sets/images/6832-1.jpg"
3662,"Tri-Wheeled Tyrax",1991,"Space","Action/Adventure","Blacktron 2","Normal",TRUE,39,1,"https://brickset.com/sets/6851-1",3.3,6,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6851-1.jpg","https://images.brickset.com/sets/images/6851-1.jpg"
3668,"Secret Space Voyager",1991,"Space","Action/Adventure","M-Tron","Normal",TRUE,254,NA,"https://brickset.com/sets/6862-1",0,1,"Other","LEGO exclusive",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6862-1.jpg","https://images.brickset.com/sets/images/6862-1.jpg"
3676,"Sub Orbital Guardian",1991,"Space","Action/Adventure","Blacktron 2","Normal",TRUE,69,1,"https://brickset.com/sets/6878-1",4,4,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6878-1.jpg","https://images.brickset.com/sets/images/6878-1.jpg"
3685,"Allied Avenger",1991,"Space","Action/Adventure","Blacktron 2","Normal",TRUE,100,1,"https://brickset.com/sets/6887-1",4.2,4,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6887-1.jpg","https://images.brickset.com/sets/images/6887-1.jpg"
3717,"Spectral Starguider",1991,"Space","Action/Adventure","Blacktron 2","Normal",TRUE,208,2,"https://brickset.com/sets/6933-1",4.2,8,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6933-1.jpg","https://images.brickset.com/sets/images/6933-1.jpg"
3749,"Aerial Intruder",1991,"Space","Action/Adventure","Blacktron 2","Normal",TRUE,267,2,"https://brickset.com/sets/6981-1",4.2,10,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6981-1.jpg","https://images.brickset.com/sets/images/6981-1.jpg"
3756,"Alpha Centauri Outpost",1991,"Space","Action/Adventure","Blacktron 2","Normal",TRUE,406,5,"https://brickset.com/sets/6988-1",4.1,6,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/6988-1.jpg","https://images.brickset.com/sets/images/6988-1.jpg"
4118,"Universal Set with Flex System",1991,"Technic","Technical","Universal","Normal",TRUE,313,NA,"https://brickset.com/sets/8074-1",0,1,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/8074-1.jpg","https://images.brickset.com/sets/images/8074-1.jpg"
4463,"Cafe Racer",1991,"Technic","Technical",NA,"Normal",TRUE,80,NA,"https://brickset.com/sets/8810-1",3.3,3,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/8810-1.jpg","https://images.brickset.com/sets/images/8810-1.jpg"
4466,"Speedway Bandit",1991,"Technic","Technical",NA,"Normal",TRUE,78,NA,"https://brickset.com/sets/8815-1",3.6,4,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/8815-1.jpg","https://images.brickset.com/sets/images/8815-1.jpg"
4469,"Mountain Rambler",1991,"Technic","Technical",NA,"Normal",TRUE,139,NA,"https://brickset.com/sets/8820-1",3.5,1,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/8820-1.jpg","https://images.brickset.com/sets/images/8820-1.jpg"
4480,"Shock Cycle",1991,"Technic","Technical",NA,"Normal",TRUE,251,NA,"https://brickset.com/sets/8838-1",3.9,4,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/8838-1.jpg","https://images.brickset.com/sets/images/8838-1.jpg"
4499,"Whirlwind Rescue",1991,"Technic","Technical",NA,"Normal",TRUE,517,NA,"https://brickset.com/sets/8856-1",4,4,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/8856-1.jpg","https://images.brickset.com/sets/images/8856-1.jpg"
4516,"Designer's Manual",1991,"Books","Miscellaneous","LEGO","Book",TRUE,1,NA,"https://brickset.com/sets/8891-1",0,1,"None (loose parts)","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/8891-1.jpg","https://images.brickset.com/sets/images/8891-1.jpg"
9341,"Theme Set",1991,"Dacta","Educational","Town","Normal",TRUE,924,NA,"https://brickset.com/sets/9353-1",0,0,"Plastic box","{Not specified}",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/9353-1.jpg","https://images.brickset.com/sets/images/9353-1.jpg"
9391,"Town Street Theme",1991,"Dacta","Educational","Town","Normal",TRUE,496,NA,"https://brickset.com/sets/9354-1",0,0,"Plastic box","{Not specified}",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/9354-1.jpg","https://images.brickset.com/sets/images/9354-1.jpg"
8074,"Dacta Space Theme Set",1991,"Dacta","Educational",NA,"Normal",TRUE,538,8,"https://brickset.com/sets/9355-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/9355-1.jpg","https://images.brickset.com/sets/images/9355-1.jpg"
8786,"People",1991,"Dacta","Educational",NA,"Normal",TRUE,36,24,"https://brickset.com/sets/9361-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/9361-1.jpg","https://images.brickset.com/sets/images/9361-1.jpg"
23263,"Road plates",1991,"Dacta","Educational",NA,"Normal",TRUE,8,NA,"https://brickset.com/sets/9362-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA
31665,"Giant LEGO topic set",1991,"Dacta","Educational",NA,"Normal",TRUE,2165,NA,"https://brickset.com/sets/9452-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA
31864,"BRICK KICKS Spring 1991",1991,"Books","Miscellaneous","Brick Kicks","Book",TRUE,NA,NA,"https://brickset.com/sets/BK15SPR1991-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/BK15SPR1991-1.jpg","https://images.brickset.com/sets/images/BK15SPR1991-1.jpg"
31865,"BRICK KICKS Summer 1991",1991,"Books","Miscellaneous","Brick Kicks","Book",TRUE,NA,NA,"https://brickset.com/sets/BK16SUM1991-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/BK16SUM1991-1.jpg","https://images.brickset.com/sets/images/BK16SUM1991-1.jpg"
31866,"BRICK KICKS Fall 1991",1991,"Books","Miscellaneous","Brick Kicks","Book",TRUE,NA,NA,"https://brickset.com/sets/BK17FAL1991-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/BK17FAL1991-1.jpg","https://images.brickset.com/sets/images/BK17FAL1991-1.jpg"
31867,"BRICK KICKS Winter 1991 - 1992",1991,"Books","Miscellaneous","Brick Kicks","Book",TRUE,NA,NA,"https://brickset.com/sets/BK18WIN1991-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/BK18WIN1991-1.jpg","https://images.brickset.com/sets/images/BK18WIN1991-1.jpg"
