"setID","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","US_retailPrice","US_dateFirstAvailable","US_dateLastAvailable","UK_retailPrice","UK_dateFirstAvailable","UK_dateLastAvailable","CA_retailPrice","CA_dateFirstAvailable","CA_dateLastAvailable","DE_retailPrice","DE_dateFirstAvailable","DE_dateLastAvailable","height","width","depth","weight","thumbnailURL","imageURL"
24994,"Brick Bank",2016,"Creator Expert","Model making","Modular Buildings","Normal",TRUE,2380,5,"https://brickset.com/sets/10251-1",4.4,7,"Box","Retail - limited",16,169.99,"2016-01-02T00:00:00Z","2018-11-14T00:00:00Z",129.99,"2016-01-01T00:00:00Z","2018-11-20T00:00:00Z",219.99,"2016-01-02T00:00:00Z","2018-11-14T00:00:00Z",149.99,"2016-01-02T00:00:00Z","2018-11-19T00:00:00Z",37.5,58,8.2,NA,"https://images.brickset.com/sets/small/10251-1.jpg","https://images.brickset.com/sets/images/10251-1.jpg"
26172,"Volkswagen Beetle",2016,"Creator Expert","Model making","Vehicles","Normal",TRUE,1167,NA,"https://brickset.com/sets/10252-1",4.3,4,"Box","LEGO exclusive",16,99.99,"2016-08-01T00:00:00Z","2020-11-21T00:00:00Z",74.99,"2016-08-01T00:00:00Z","2020-12-03T00:00:00Z",129.99,"2016-08-01T00:00:00Z","2020-11-21T00:00:00Z",87.72,"2016-08-01T00:00:00Z","2020-12-03T00:00:00Z",28,48,7,NA,"https://images.brickset.com/sets/small/10252-1.jpg","https://images.brickset.com/sets/images/10252-1.jpg"
25617,"Big Ben",2016,"Creator Expert","Model making","Buildings","Normal",TRUE,4163,NA,"https://brickset.com/sets/10253-1",4.3,3,"Box","LEGO exclusive",16,249.99,"2016-07-02T00:00:00Z","2018-11-25T00:00:00Z",179.99,"2016-07-02T00:00:00Z","2019-02-01T00:00:00Z",299.99,"2016-07-02T00:00:00Z","2018-11-25T00:00:00Z",219.99,"2016-07-03T00:00:00Z","2019-02-01T00:00:00Z",NA,NA,NA,NA,"https://images.brickset.com/sets/small/10253-1.jpg","https://images.brickset.com/sets/images/10253-1.jpg"
26215,"Winter Holiday Train",2016,"Creator Expert","Model making","Winter Village","Normal",TRUE,734,5,"https://brickset.com/sets/10254-1",4.1,7,"Box","Retail - limited",12,99.99,"2016-10-02T00:00:00Z","2019-12-02T00:00:00Z",74.99,"2016-10-02T00:00:00Z","2019-12-12T00:00:00Z",129.99,"2016-10-02T00:00:00Z","2019-12-02T00:00:00Z",89.99,"2016-10-02T00:00:00Z","2019-12-13T00:00:00Z",28,48,9,NA,"https://images.brickset.com/sets/small/10254-1.jpg","https://images.brickset.com/sets/images/10254-1.jpg"
26341,"XL Creative Brick Box",2016,"Classic","Basic","Basic Set","Normal",TRUE,1600,NA,"https://brickset.com/sets/10654-1",4,0,"{Not specified}","{Not specified}",4,NA,NA,NA,49.99,"2016-10-06T00:00:00Z","2016-12-25T00:00:00Z",NA,NA,NA,59.99,"2016-10-02T00:00:00Z","2016-12-23T00:00:00Z",NA,NA,NA,NA,"https://images.brickset.com/sets/small/10654-1.jpg","https://images.brickset.com/sets/images/10654-1.jpg"
24995,"Creative Building Set",2016,"Classic","Basic",NA,"Normal",TRUE,583,NA,"https://brickset.com/sets/10702-1",3.8,1,"Box","Retail",4,29.99,"2016-01-02T00:00:00Z","2017-11-24T00:00:00Z",19.99,"2016-01-01T00:00:00Z","2017-11-11T00:00:00Z",39.99,"2016-01-02T00:00:00Z","2017-11-24T00:00:00Z",24.99,"2016-01-02T00:00:00Z","2017-11-11T00:00:00Z",NA,NA,NA,NA,"https://images.brickset.com/sets/small/10702-1.jpg","https://images.brickset.com/sets/images/10702-1.jpg"
26210,"Creative Building Basket",2016,"Classic","Basic",NA,"Normal",TRUE,1000,NA,"https://brickset.com/sets/10705-1",3.9,0,"Box","{Not specified}",NA,59.99,"2016-06-01T00:00:00Z","2017-11-25T00:00:00Z",39.99,"2016-06-01T00:00:00Z","2017-11-26T00:00:00Z",79.99,"2016-06-01T00:00:00Z","2017-11-25T00:00:00Z",39.99,"2016-06-03T00:00:00Z","2017-11-27T00:00:00Z",NA,NA,NA,NA,"https://images.brickset.com/sets/small/10705-1.jpg","https://images.brickset.com/sets/images/10705-1.jpg"
24738,"Police Helicopter Chase",2016,"Juniors","Junior","City","Normal",TRUE,63,2,"https://brickset.com/sets/10720-1",3.5,1,"Box","Retail",4,9.99,"2016-03-01T00:00:00Z","2017-11-19T00:00:00Z",8.99,"2016-01-01T00:00:00Z","2017-11-11T00:00:00Z",12.99,"2016-03-01T00:00:00Z","2017-11-19T00:00:00Z",9.99,"2016-01-02T00:00:00Z","2017-11-11T00:00:00Z",14.097,15.6972,6.096,0.140613526,"https://images.brickset.com/sets/small/10720-1.jpg","https://images.brickset.com/sets/images/10720-1.jpg"
24739,"Iron Man vs. Loki",2016,"Juniors","Junior","Marvel Super Heroes","Normal",TRUE,66,2,"https://brickset.com/sets/10721-1",3.4,3,"Box","Retail",4,12.99,"2016-03-01T00:00:00Z","2016-11-26T00:00:00Z",11.99,"2016-01-01T00:00:00Z","2016-12-26T00:00:00Z",17.99,"2016-03-01T00:00:00Z","2016-11-26T00:00:00Z",12.99,"2016-01-02T00:00:00Z","2016-12-26T00:00:00Z",14.097,15.6972,4.4958,0.1362,"https://images.brickset.com/sets/small/10721-1.jpg","https://images.brickset.com/sets/images/10721-1.jpg"
24740,"Snake Showdown",2016,"Juniors","Junior","Ninjago","Normal",TRUE,92,2,"https://brickset.com/sets/10722-1",3.4,1,"Box","Retail",4,14.99,"2016-03-01T00:00:00Z","2017-12-16T00:00:00Z",12.99,"2016-01-01T00:00:00Z","2018-01-05T00:00:00Z",17.99,"2016-03-01T00:00:00Z","2017-12-16T00:00:00Z",14.99,"2016-01-02T00:00:00Z","2018-01-06T00:00:00Z",14.097,19.1008,6.096,0.195044562,"https://images.brickset.com/sets/small/10722-1.jpg","https://images.brickset.com/sets/images/10722-1.jpg"
