"setID","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","US_retailPrice","US_dateFirstAvailable","US_dateLastAvailable","UK_retailPrice","UK_dateFirstAvailable","UK_dateLastAvailable","height","width","depth","weight","thumbnailURL","imageURL"
173,"Air Police",2002,"Town","Modern day","Special","Normal",TRUE,24,NA,"https://brickset.com/sets/1149-1",0,1,"Polybag","LEGO exclusive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1149-1.jpg","https://images.brickset.com/sets/images/1149-1.jpg"
10022,"Audi TT Roadster ",2002,"Promotional","Miscellaneous","LEGOLAND","Normal",TRUE,57,NA,"https://brickset.com/sets/1359-1",0,0,"Box","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/AUDITT-1.jpg","https://images.brickset.com/sets/images/AUDITT-1.jpg"
269,"Green Goblin",2002,"Studios","Modern day","Spider-Man","Normal",TRUE,58,2,"https://brickset.com/sets/1374-1",3.7,13,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,14.4,14.4,4.8,NA,"https://images.brickset.com/sets/small/1374-1.jpg","https://images.brickset.com/sets/images/1374-1.jpg"
270,"Wrestling Scene",2002,"Studios","Modern day","Spider-Man","Normal",FALSE,NA,NA,"https://brickset.com/sets/1375-1",0,0,"Box","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1375-1.jpg","https://images.brickset.com/sets/images/1375-1.jpg"
271,"Spider-Man Action Studio",2002,"Studios","Modern day","Spider-Man","Normal",TRUE,248,5,"https://brickset.com/sets/1376-1",3.7,7,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,28.8,28.8,6,NA,"https://images.brickset.com/sets/small/1376-1.jpg","https://images.brickset.com/sets/images/1376-1.jpg"
272,"Werewolf Ambush",2002,"Studios","Modern day","Horror","Normal",TRUE,117,3,"https://brickset.com/sets/1380-1",4,12,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,14.4,19.2,4.8,NA,"https://images.brickset.com/sets/small/1380-1.jpg","https://images.brickset.com/sets/images/1380-1.jpg"
273,"Vampire's Crypt",2002,"Studios","Modern day","Horror","Normal",TRUE,176,4,"https://brickset.com/sets/1381-1",4.3,17,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,19.2,28.8,7.2,NA,"https://images.brickset.com/sets/small/1381-1.jpg","https://images.brickset.com/sets/images/1381-1.jpg"
274,"Scary Laboratory",2002,"Studios","Modern day","Horror","Normal",TRUE,493,6,"https://brickset.com/sets/1382-1",4.5,10,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,28.8,38.4,6,NA,"https://images.brickset.com/sets/small/1382-1.jpg","https://images.brickset.com/sets/images/1382-1.jpg"
275,"Curse of the Pharaoh",2002,"Studios","Modern day","Horror","Normal",TRUE,50,2,"https://brickset.com/sets/1383-1",4.4,12,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,9.6,14.4,4.8,NA,"https://images.brickset.com/sets/small/1383-1.jpg","https://images.brickset.com/sets/images/1383-1.jpg"
276,"Bird",2002,"Explore","Pre-school","Imagination","Normal",TRUE,6,NA,"https://brickset.com/sets/1384-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1384-1.jpg","https://images.brickset.com/sets/images/1384-1.jpg"
305,"Alpha Team Jet Sub",2002,"Alpha Team","Action/Adventure","Mission Deep Sea","Normal",TRUE,22,1,"https://brickset.com/sets/1425-1",0,1,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1425-1.jpg","https://images.brickset.com/sets/images/1425-1.jpg"
306,"Alpha Team Wing Diver",2002,"Alpha Team","Action/Adventure","Mission Deep Sea","Normal",TRUE,21,1,"https://brickset.com/sets/1426-1",0,0,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1426-1.jpg","https://images.brickset.com/sets/images/1426-1.jpg"
307,"Ogel Underwater Slizer",2002,"Alpha Team","Action/Adventure","Mission Deep Sea","Normal",TRUE,21,1,"https://brickset.com/sets/1427-1",0,0,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1427-1.jpg","https://images.brickset.com/sets/images/1427-1.jpg"
308,"Kick 'n' Score",2002,"Sports","Modern day","Football","Normal",TRUE,23,1,"https://brickset.com/sets/1428-1",0,0,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1428-1.jpg","https://images.brickset.com/sets/images/1428-1.jpg"
309,"Goalkeeper Training",2002,"Sports","Modern day","Football","Normal",TRUE,23,1,"https://brickset.com/sets/1429-1",0,1,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1429-1.jpg","https://images.brickset.com/sets/images/1429-1.jpg"
310,"Precision Training",2002,"Sports","Modern day","Football","Normal",TRUE,16,1,"https://brickset.com/sets/1430-1",0,0,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1430-1.jpg","https://images.brickset.com/sets/images/1430-1.jpg"
6944,"Super Glider",2002,"Jack Stone","Junior",NA,"Normal",TRUE,7,1,"https://brickset.com/sets/1435-1",0,1,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1435-1.jpg","https://images.brickset.com/sets/images/1435-1.jpg"
6598,"Ultralight Flyer",2002,"Jack Stone","Junior",NA,"Normal",TRUE,15,1,"https://brickset.com/sets/1436-1",0,0,"Polybag","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1436-1.jpg","https://images.brickset.com/sets/images/1436-1.jpg"
6599,"Turbo Chopper",2002,"Jack Stone","Junior",NA,"Normal",TRUE,13,1,"https://brickset.com/sets/1437-1",0,0,"Polybag","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1437-1.jpg","https://images.brickset.com/sets/images/1437-1.jpg"
398,"Pen Jack Stone",2002,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1542-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1542-1.jpg","https://images.brickset.com/sets/images/1542-1.jpg"
399,"Pen Belville",2002,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1543-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1543-1.jpg","https://images.brickset.com/sets/images/1543-1.jpg"
401,"Pen Alpha Team",2002,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1545-3",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,"Pen Racers",2002,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1546-2",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1546-2.jpg","https://images.brickset.com/sets/images/1546-2.jpg"
524,"Pen Darth Vader",2002,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1709-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1709-1.jpg","https://images.brickset.com/sets/images/1709-1.jpg"
527,"Pen R2-D2",2002,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1710-2",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1710-2.jpg","https://images.brickset.com/sets/images/1710-2.jpg"
529,"Pen C-3PO",2002,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1711-2",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1711-2.jpg","https://images.brickset.com/sets/images/1711-2.jpg"
531,"Pen Anakin Skywalker",2002,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1712-2",0,1,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1712-2.jpg","https://images.brickset.com/sets/images/1712-2.jpg"
533,"Pen Jango Fett",2002,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1713-2",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1713-2.jpg","https://images.brickset.com/sets/images/1713-2.jpg"
535,"Pen Clone Trooper",2002,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1714-2",0,2,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1714-2.jpg","https://images.brickset.com/sets/images/1714-2.jpg"
536,"Pen Gahlok",2002,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1715-2",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1715-2.jpg","https://images.brickset.com/sets/images/1715-2.jpg"
537,"Pen Kohrak",2002,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1716-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1716-1.jpg","https://images.brickset.com/sets/images/1716-1.jpg"
538,"Pen Lehvak",2002,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1717-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1717-1.jpg","https://images.brickset.com/sets/images/1717-1.jpg"
539,"Pen Nuhvok",2002,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1718-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1718-1.jpg","https://images.brickset.com/sets/images/1718-1.jpg"
540,"Pen Pahrak",2002,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1719-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1719-1.jpg","https://images.brickset.com/sets/images/1719-1.jpg"
542,"Pen Tahnok",2002,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1720-2",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1720-2.jpg","https://images.brickset.com/sets/images/1720-2.jpg"
