"setID","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","US_retailPrice","US_dateFirstAvailable","US_dateLastAvailable","UK_retailPrice","UK_dateFirstAvailable","UK_dateLastAvailable","height","width","depth","weight","thumbnailURL","imageURL"
142,"Sky Pirates",2001,"Town","Modern day","Special","Normal",TRUE,109,2,"https://brickset.com/sets/1100-1",0,1,"Box","Promotional (Airline)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1100-1.jpg","https://images.brickset.com/sets/images/1100-1.jpg"
188,"Alien Encounter",2001,"Space","Action/Adventure","Life On Mars","Normal",TRUE,42,2,"https://brickset.com/sets/1195-1",3.9,7,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1195-1.jpg","https://images.brickset.com/sets/images/1195-1.jpg"
22439,"Chicken Run",2001,"Duplo","Pre-school",NA,"Normal",TRUE,6,NA,"https://brickset.com/sets/1201-2",0,0,"Polybag","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,"Single Racers Figure Pack",2001,"Racers","Racing","Xalax","Normal",TRUE,1,1,"https://brickset.com/sets/1202-1",0,1,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1202-1.jpg","https://images.brickset.com/sets/images/1202-1.jpg"
196,"Honda Asimo",2001,"Technic","Technical",NA,"Normal",TRUE,56,NA,"https://brickset.com/sets/1237-1",0,1,"Box","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1237-1.jpg","https://images.brickset.com/sets/images/1237-1.jpg"
22440,"Medium Bucket",2001,"Duplo","Pre-school",NA,"Normal",TRUE,NA,NA,"https://brickset.com/sets/1238-1",0,0,"Bucket","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,"Subzero",2001,"Racers","Racing","Xalax","Normal",TRUE,4,1,"https://brickset.com/sets/1239-1",0,5,"Box","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1239-1.jpg","https://images.brickset.com/sets/images/1239-1.jpg"
254,"Movie Backdrop Studio",2001,"Studios","Modern day","Stunts","Normal",TRUE,211,3,"https://brickset.com/sets/1351-1",0,2,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,28.8,48,6,NA,"https://images.brickset.com/sets/small/1351-1.jpg","https://images.brickset.com/sets/images/1351-1.jpg"
255,"Explosion Studio",2001,"Studios","Modern day","Stunts","Normal",TRUE,233,4,"https://brickset.com/sets/1352-1",4,6,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1352-1.jpg","https://images.brickset.com/sets/images/1352-1.jpg"
256,"Car Stunt Studio",2001,"Studios","Modern day","Stunts","Normal",TRUE,166,2,"https://brickset.com/sets/1353-1",0,1,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1353-1.jpg","https://images.brickset.com/sets/images/1353-1.jpg"
257,"Dino Head Attack",2001,"Studios","Modern day","Adventurers","Normal",TRUE,94,2,"https://brickset.com/sets/1354-1",3.6,6,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1354-1.jpg","https://images.brickset.com/sets/images/1354-1.jpg"
258,"Temple of Gloom",2001,"Studios","Modern day","Adventurers","Normal",TRUE,58,2,"https://brickset.com/sets/1355-1",3.7,9,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1355-1.jpg","https://images.brickset.com/sets/images/1355-1.jpg"
259,"Stuntman Catapult",2001,"Studios","Modern day","Stunts","Normal",TRUE,29,2,"https://brickset.com/sets/1356-1",3.6,11,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,9.6,9.6,4.8,NA,"https://images.brickset.com/sets/small/1356-1.jpg","https://images.brickset.com/sets/images/1356-1.jpg"
260,"Cameraman",2001,"Studios","Modern day",NA,"Normal",TRUE,21,1,"https://brickset.com/sets/1357-1",3.6,11,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,7.2,9.6,4.8,NA,"https://images.brickset.com/sets/small/1357-1.jpg","https://images.brickset.com/sets/images/1357-1.jpg"
262,"Director's Copter",2001,"Studios","Modern day",NA,"Normal",TRUE,22,1,"https://brickset.com/sets/1360-1",0,2,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,14.4,9.6,3.9,NA,"https://images.brickset.com/sets/small/1360-1.jpg","https://images.brickset.com/sets/images/1360-1.jpg"
263,"Camera Car",2001,"Studios","Modern day",NA,"Normal",TRUE,20,1,"https://brickset.com/sets/1361-1",0,2,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,14.4,9.6,3.9,NA,"https://images.brickset.com/sets/small/1361-1.jpg","https://images.brickset.com/sets/images/1361-1.jpg"
264,"Air Boat",2001,"Studios","Modern day","Stunts","Normal",TRUE,24,1,"https://brickset.com/sets/1362-1",0,2,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,14.4,9.6,3.9,NA,"https://images.brickset.com/sets/small/1362-1.jpg","https://images.brickset.com/sets/images/1362-1.jpg"
265,"Stunt Go-Cart",2001,"Studios","Modern day","Stunts","Normal",TRUE,25,1,"https://brickset.com/sets/1363-1",0,1,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,14.4,9.6,3.9,NA,"https://images.brickset.com/sets/small/1363-1.jpg","https://images.brickset.com/sets/images/1363-1.jpg"
267,"Raptor Rumble",2001,"Studios","Modern day","Jurassic Park III","Normal",TRUE,157,3,"https://brickset.com/sets/1370-1",3.5,8,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,19.2,28.8,4.8,NA,"https://images.brickset.com/sets/small/1370-1.jpg","https://images.brickset.com/sets/images/1370-1.jpg"
268,"Spinosaurus Attack",2001,"Studios","Modern day","Jurassic Park III","Normal",TRUE,155,2,"https://brickset.com/sets/1371-1",4,4,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,28.8,28.8,4.8,NA,"https://images.brickset.com/sets/small/1371-1.jpg","https://images.brickset.com/sets/images/1371-1.jpg"
279,"Huki",2001,"Bionicle","Constraction","Matoran","Normal",TRUE,8,NA,"https://brickset.com/sets/1388-1",4,14,"Polybag","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1388-1.jpg","https://images.brickset.com/sets/images/1388-1.jpg"
280,"Onepu",2001,"Bionicle","Constraction","Matoran","Normal",TRUE,8,NA,"https://brickset.com/sets/1389-1",3.9,15,"Polybag","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1389-1.jpg","https://images.brickset.com/sets/images/1389-1.jpg"
281,"Maku",2001,"Bionicle","Constraction","Matoran","Normal",TRUE,8,NA,"https://brickset.com/sets/1390-1",3.9,13,"Polybag","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1390-1.jpg","https://images.brickset.com/sets/images/1390-1.jpg"
282,"Jala",2001,"Bionicle","Constraction","Matoran","Normal",TRUE,8,NA,"https://brickset.com/sets/1391-1",4,12,"Polybag","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1391-1.jpg","https://images.brickset.com/sets/images/1391-1.jpg"
283,"Kongu",2001,"Bionicle","Constraction","Matoran","Normal",TRUE,8,NA,"https://brickset.com/sets/1392-1",4.1,10,"Polybag","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1392-1.jpg","https://images.brickset.com/sets/images/1392-1.jpg"
284,"Matoro",2001,"Bionicle","Constraction","Matoran","Normal",TRUE,8,NA,"https://brickset.com/sets/1393-1",3.7,9,"Polybag","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1393-1.jpg","https://images.brickset.com/sets/images/1393-1.jpg"
286,"Racing Leopard",2001,"Duplo","Pre-school",NA,"Normal",TRUE,2,1,"https://brickset.com/sets/1403-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1403-1.jpg","https://images.brickset.com/sets/images/1403-1.jpg"
287,"Racing Tiger",2001,"Duplo","Pre-school",NA,"Normal",TRUE,2,1,"https://brickset.com/sets/1404-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1404-1.jpg","https://images.brickset.com/sets/images/1404-1.jpg"
288,"Racing Lion",2001,"Duplo","Pre-school",NA,"Normal",TRUE,2,1,"https://brickset.com/sets/1405-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1405-1.jpg","https://images.brickset.com/sets/images/1405-1.jpg"
289,"Nursing the Baby",2001,"Duplo","Pre-school",NA,"Normal",TRUE,5,1,"https://brickset.com/sets/1406-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1406-1.jpg","https://images.brickset.com/sets/images/1406-1.jpg"
290,"Cooking with Mummy",2001,"Duplo","Pre-school",NA,"Normal",TRUE,6,1,"https://brickset.com/sets/1407-1",0,1,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1407-1.jpg","https://images.brickset.com/sets/images/1407-1.jpg"
291,"Walking the dog with Daddy",2001,"Duplo","Pre-school",NA,"Normal",TRUE,4,1,"https://brickset.com/sets/1408-1",0,1,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1408-1.jpg","https://images.brickset.com/sets/images/1408-1.jpg"
292,"Pirates Treasure Hunt",2001,"Studios","Modern day","Promotional","Normal",TRUE,31,4,"https://brickset.com/sets/1411-1",3.9,7,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1411-1.jpg","https://images.brickset.com/sets/images/1411-1.jpg"
293,"Rover",2001,"Space","Action/Adventure","Life On Mars","Normal",TRUE,29,1,"https://brickset.com/sets/1413-1",0,1,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1413-1.jpg","https://images.brickset.com/sets/images/1413-1.jpg"
294,"Double Hover",2001,"Space","Action/Adventure","Life On Mars","Normal",TRUE,21,1,"https://brickset.com/sets/1414-1",0,0,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1414-1.jpg","https://images.brickset.com/sets/images/1414-1.jpg"
295,"Jet Scooter",2001,"Space","Action/Adventure","Life On Mars","Normal",TRUE,24,1,"https://brickset.com/sets/1415-1",0,0,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1415-1.jpg","https://images.brickset.com/sets/images/1415-1.jpg"
296,"Worker Robot",2001,"Space","Action/Adventure","Life On Mars","Normal",TRUE,30,1,"https://brickset.com/sets/1416-1",0,0,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1416-1.jpg","https://images.brickset.com/sets/images/1416-1.jpg"
297,"Vakama",2001,"Bionicle","Constraction","Promotional","Normal",TRUE,28,NA,"https://brickset.com/sets/1417-1",0,1,"Polybag","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1417-1.jpg","https://images.brickset.com/sets/images/1417-1.jpg"
298,"Matau",2001,"Bionicle","Constraction","Promotional","Normal",TRUE,26,NA,"https://brickset.com/sets/1418-1",0,2,"Polybag","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1418-1.jpg","https://images.brickset.com/sets/images/1418-1.jpg"
299,"Nokama",2001,"Bionicle","Constraction","Promotional","Normal",TRUE,27,NA,"https://brickset.com/sets/1419-1",0,1,"Polybag","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1419-1.jpg","https://images.brickset.com/sets/images/1419-1.jpg"
