"setID","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","US_retailPrice","US_dateFirstAvailable","US_dateLastAvailable","UK_retailPrice","UK_dateFirstAvailable","UK_dateLastAvailable","CA_retailPrice","CA_dateFirstAvailable","CA_dateLastAvailable","DE_retailPrice","DE_dateFirstAvailable","DE_dateLastAvailable","height","width","depth","weight","thumbnailURL","imageURL"
5740,"9V Train Track Starter Collection",2006,"Trains","Modern day","9V","Normal",TRUE,24,NA,"https://brickset.com/sets/2159-1",0,1,"Box","LEGO exclusive",8,29.99,"2007-10-24T00:00:00Z","2008-03-03T00:00:00Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2159-1.jpg","https://images.brickset.com/sets/images/2159-1.jpg"
5308,"Large Red Building Plate",2006,"Duplo","Pre-school",NA,"Normal",TRUE,1,NA,"https://brickset.com/sets/2598-1",0,0,"{Not specified}","{Not specified}",NA,14.99,"2007-10-24T00:00:00Z","2010-02-13T00:00:00Z",7.35,"2007-10-24T00:00:00Z","2010-01-01T00:00:00Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2598-1.jpg","https://images.brickset.com/sets/images/2598-1.jpg"
5343,"City In-Flight 2006",2006,"City","Modern day","Airport","Normal",TRUE,141,2,"https://brickset.com/sets/2928-1",0,1,"Box","Promotional (Airline)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,19.2,6,NA,"https://images.brickset.com/sets/small/2928-1.jpg","https://images.brickset.com/sets/images/2928-1.jpg"
29640,"City in-Flight 2016 (ANA version)",2006,"City","Modern day","Airport","Normal",TRUE,134,2,"https://brickset.com/sets/2928-2",0,0,"{Not specified}","Promotional (Airline)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,19.2,6,NA,NA,NA
5346,"Anniversary Bucket",2006,"Duplo","Pre-school",NA,"Normal",TRUE,103,NA,"https://brickset.com/sets/3191-1",0,0,"Bucket","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/3191-1.jpg","https://images.brickset.com/sets/images/3191-1.jpg"
6128,"Yellow Half-Tub, Special Edition",2006,"Duplo","Pre-school",NA,"Normal",TRUE,103,NA,"https://brickset.com/sets/3191-2",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/3191-2.jpg","https://images.brickset.com/sets/images/3191-2.jpg"
9691,"Cool Friends Clips & Pad",2006,"Clikits","Girls",NA,"Normal",FALSE,NA,NA,"https://brickset.com/sets/3192-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5439,"Lift and Load Sumsy",2006,"Duplo","Pre-school","Bob the Builder","Normal",TRUE,12,1,"https://brickset.com/sets/3298-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2,28.8,7.2,0.3,"https://images.brickset.com/sets/small/3298-1.jpg","https://images.brickset.com/sets/images/3298-1.jpg"
5440,"Scrambler and Dizzy at Bob's Workshop",2006,"Duplo","Pre-school","Bob the Builder","Normal",TRUE,50,3,"https://brickset.com/sets/3299-1",0,0,"{Not specified}","{Not specified}",NA,19.99,"2008-03-23T00:00:00Z","2008-09-11T00:00:00Z",24.99,"2008-01-07T00:00:00Z","2008-09-11T00:00:00Z",NA,NA,NA,NA,NA,NA,28.8,38.4,9.6,0.82,"https://images.brickset.com/sets/small/3299-1.jpg","https://images.brickset.com/sets/images/3299-1.jpg"
5076,"Harold the Helicopter",2006,"Duplo","Pre-school","Thomas the Tank Engine","Normal",TRUE,7,1,"https://brickset.com/sets/3300-1",0,0,"Box","Retail",NA,NA,NA,NA,9.99,"2007-10-24T00:00:00Z","2007-11-13T00:00:00Z",NA,NA,NA,NA,NA,NA,19.2,28.8,7.2,0.29,"https://images.brickset.com/sets/small/3300-1.jpg","https://images.brickset.com/sets/images/3300-1.jpg"
