"setID","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","US_retailPrice","US_dateFirstAvailable","US_dateLastAvailable","UK_retailPrice","UK_dateFirstAvailable","UK_dateLastAvailable","CA_retailPrice","CA_dateFirstAvailable","CA_dateLastAvailable","weight","thumbnailURL","imageURL"
1547,"Small Play Bucket, 3+",1993,"Basic","Basic",NA,"Normal",TRUE,131,NA,"https://brickset.com/sets/345-2",0,1,"{Not specified}","{Not specified}",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26632,"Build-n-Store Chest",1993,"Basic","Basic",NA,"Normal",TRUE,333,NA,"https://brickset.com/sets/365-3",0,0,"Plastic box","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/365-3.jpg","https://images.brickset.com/sets/images/365-3.jpg"
6318,"Family Bucket, 3+",1993,"Basic","Basic",NA,"Normal",TRUE,229,NA,"https://brickset.com/sets/1504-1",0,0,"Bucket","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1504-1.jpg","https://images.brickset.com/sets/images/1504-1.jpg"
22488,"Betsy's Bedroom",1993,"Duplo","Pre-school",NA,"Normal",TRUE,39,1,"https://brickset.com/sets/1540-1",0,0,"Other","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1540-1.jpg","https://images.brickset.com/sets/images/1540-1.jpg"
403,"Black Knights Boat",1993,"Castle","Historical","Black Knights","Normal",TRUE,58,2,"https://brickset.com/sets/1547-1",3.7,4,"Box","Retail - limited",4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1547-1.jpg","https://images.brickset.com/sets/images/1547-1.jpg"
429,"Animal Fun",1993,"Duplo","Pre-school",NA,"Normal",TRUE,30,NA,"https://brickset.com/sets/1579-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1579-1.jpg","https://images.brickset.com/sets/images/1579-1.jpg"
22489,"Girl with Cat",1993,"Duplo","Pre-school",NA,"Normal",TRUE,17,NA,"https://brickset.com/sets/1595-1",0,0,"Box","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,"Ghostly Hideout",1993,"Castle","Historical","Wolfpack","Normal",TRUE,37,2,"https://brickset.com/sets/1596-1",4.3,8,"Box","Retail - limited",4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1596-1.jpg","https://images.brickset.com/sets/images/1596-1.jpg"
442,"Castle Value Pack",1993,"Castle","Historical","Bonus/Value Pack","Collection",TRUE,117,NA,"https://brickset.com/sets/1597-1",0,2,"Box","Retail - limited",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1597-1.jpg","https://images.brickset.com/sets/images/1597-1.jpg"
453,"Build-A-Farm",1993,"Duplo","Pre-school",NA,"Normal",TRUE,23,2,"https://brickset.com/sets/1614-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,"King's Archer",1993,"Castle","Historical","Black Knights","Normal",TRUE,22,1,"https://brickset.com/sets/1624-1",3.4,5,"Box","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1624-1.jpg","https://images.brickset.com/sets/images/1624-1.jpg"
7238,"Basic Building Set Trial Size",1993,"Basic","Basic",NA,"Normal",TRUE,30,NA,"https://brickset.com/sets/1651-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1651-1.jpg","https://images.brickset.com/sets/images/1651-1.jpg"
487,"Mini Box, 5+",1993,"Basic","Basic",NA,"Normal",TRUE,39,NA,"https://brickset.com/sets/1652-1",0,1,"Box","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1652-1.jpg","https://images.brickset.com/sets/images/1652-1.jpg"
507,"Midnight Transport",1993,"Town","Modern day","Flight","Normal",TRUE,262,3,"https://brickset.com/sets/1687-1",0,2,"Box","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1687-1.jpg","https://images.brickset.com/sets/images/1687-1.jpg"
508,"Large Play Bucket, 3+",1993,"Basic","Basic",NA,"Normal",TRUE,216,NA,"https://brickset.com/sets/1688-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1688-1.jpg","https://images.brickset.com/sets/images/1688-1.jpg"
22490,"Small Bucket, 3+",1993,"Basic","Basic",NA,"Normal",TRUE,179,NA,"https://brickset.com/sets/1699-1",0,0,"Bucket","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5367,"20th Anniversary Jackpot Bucket",1993,"Basic","Basic",NA,"Normal",TRUE,400,NA,"https://brickset.com/sets/1707-1",0,0,"{Not specified}","{Not specified}",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1707-1.jpg","https://images.brickset.com/sets/images/1707-1.jpg"
22491,"20th Anniversary Jackpot Bucket",1993,"Duplo","Pre-school",NA,"Normal",TRUE,50,2,"https://brickset.com/sets/1735-1",0,0,"Bucket","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22492,"20th Anniversary Jackpot Bucket",1993,"Duplo","Pre-school",NA,"Normal",TRUE,90,3,"https://brickset.com/sets/1816-1",0,0,"Bucket","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22493,"Large Bucket",1993,"Duplo","Pre-school",NA,"Normal",TRUE,NA,NA,"https://brickset.com/sets/1830-1",0,0,"Bucket","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9214,"20th Anniversary Jackpot Bucket",1993,"Basic","Basic",NA,"Normal",TRUE,714,2,"https://brickset.com/sets/1845-1",0,0,"Bucket","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1845-1.jpg","https://images.brickset.com/sets/images/1845-1.jpg"
635,"Super Scoop",1993,"Basic","Basic",NA,"Normal",TRUE,140,NA,"https://brickset.com/sets/1874-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1874-1.jpg","https://images.brickset.com/sets/images/1874-1.jpg"
22494,"Medium Bucket",1993,"Duplo","Pre-school",NA,"Normal",TRUE,NA,NA,"https://brickset.com/sets/1903-1",0,0,"Bucket","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22495,"Small Bucket",1993,"Duplo","Pre-school",NA,"Normal",TRUE,39,2,"https://brickset.com/sets/1908-1",0,0,"Bucket","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,"Starion Patrol",1993,"Space","Action/Adventure","Space Police 2","Normal",TRUE,23,1,"https://brickset.com/sets/1916-1",3.7,5,"Box","Retail - limited",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1916-1.jpg","https://images.brickset.com/sets/images/1916-1.jpg"
662,"King's Catapult",1993,"Castle","Historical","Black Knights","Normal",TRUE,22,1,"https://brickset.com/sets/1917-1",2.9,5,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1917-1.jpg","https://images.brickset.com/sets/images/1917-1.jpg"
22496,"Medium Bucket",1993,"Duplo","Pre-school",NA,"Normal",TRUE,76,NA,"https://brickset.com/sets/1932-2",0,0,"Bucket","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,"Color Line Ferry",1993,"Promotional","Miscellaneous","Ferries","Normal",TRUE,241,NA,"https://brickset.com/sets/1955-1",0,1,"Box","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1955-1.jpg","https://images.brickset.com/sets/images/1955-1.jpg"
672,"Windsurfer",1993,"Town","Modern day","Leisure","Normal",TRUE,21,1,"https://brickset.com/sets/1958-1",0,3,"Box","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1958-1.jpg","https://images.brickset.com/sets/images/1958-1.jpg"
673,"Ultra-Light",1993,"Town","Modern day","Leisure","Normal",TRUE,30,1,"https://brickset.com/sets/1959-1",0,0,"Box","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1959-1.jpg","https://images.brickset.com/sets/images/1959-1.jpg"
674,"Magical Adventure Pack",1993,"Castle","Historical","Bonus/Value Pack","Collection",TRUE,204,NA,"https://brickset.com/sets/1960-1",0,0,"Box","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,"Five Set Bonus Pack",1993,"Assorted","Miscellaneous","Bonus/Value Pack","Collection",TRUE,156,NA,"https://brickset.com/sets/1967-1",0,2,"Box","Retail - limited",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1967-1.jpg","https://images.brickset.com/sets/images/1967-1.jpg"
682,"Mini Robot",1993,"Space","Action/Adventure","Space Police 2","Normal",TRUE,38,1,"https://brickset.com/sets/1969-1",3.3,2,"Box","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1969-1.jpg","https://images.brickset.com/sets/images/1969-1.jpg"
684,"Pirates Gun Cart",1993,"Pirates","Historical",NA,"Normal",TRUE,31,2,"https://brickset.com/sets/1970-1",3.3,1,"Box","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1970-1.jpg","https://images.brickset.com/sets/images/1970-1.jpg"
685,"Battering Ram",1993,"Castle","Historical","Black Knights","Normal",TRUE,36,1,"https://brickset.com/sets/1971-1",3.6,2,"Box","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1971-1.jpg","https://images.brickset.com/sets/images/1971-1.jpg"
697,"Octan F1 Race Car",1993,"Town","Modern day","Racing","Normal",TRUE,35,1,"https://brickset.com/sets/1990-1",0,1,"Box","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1990-1.jpg","https://images.brickset.com/sets/images/1990-1.jpg"
698,"Racing Pick-Up Truck",1993,"Town","Modern day","Racing","Normal",TRUE,81,1,"https://brickset.com/sets/1991-1",0,0,"Box","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1991-1.jpg","https://images.brickset.com/sets/images/1991-1.jpg"
699,"Dragsters",1993,"Town","Modern day","Racing","Normal",TRUE,104,2,"https://brickset.com/sets/1992-1",0,0,"Box","Retail - limited",7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1992-1.jpg","https://images.brickset.com/sets/images/1992-1.jpg"
700,"Race Value Pack",1993,"Town","Modern day","Bonus/Value Pack","Collection",TRUE,220,NA,"https://brickset.com/sets/1993-1",0,0,"Box","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1993-1.jpg","https://images.brickset.com/sets/images/1993-1.jpg"
22497,"Clown",1993,"Duplo","Pre-school",NA,"Normal",TRUE,16,NA,"https://brickset.com/sets/2311-1",0,0,"Box","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22498,"Racing Bucket",1993,"Duplo","Pre-school",NA,"Normal",TRUE,38,2,"https://brickset.com/sets/2369-1",0,0,"Bucket","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,"Zoo Bucket",1993,"Duplo","Pre-school",NA,"Normal",TRUE,36,2,"https://brickset.com/sets/2372-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22499,"Farm Bucket",1993,"Duplo","Pre-school",NA,"Normal",TRUE,53,2,"https://brickset.com/sets/2378-1",0,0,"Bucket","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6157,"Train Bucket",1993,"Duplo","Pre-school",NA,"Normal",TRUE,41,2,"https://brickset.com/sets/2382-1",0,0,"Bucket","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2382-1.jpg","https://images.brickset.com/sets/images/2382-1.jpg"
22500,"Animal Bucket",1993,"Duplo","Pre-school",NA,"Normal",TRUE,43,4,"https://brickset.com/sets/2389-1",0,0,"Bucket","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22501,"Choo Choo Train",1993,"Duplo","Pre-school",NA,"Normal",TRUE,13,2,"https://brickset.com/sets/2452-1",0,0,"Box","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"The Pony Stable",1993,"Duplo","Pre-school",NA,"Normal",TRUE,27,1,"https://brickset.com/sets/2553-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2553-1.jpg","https://images.brickset.com/sets/images/2553-1.jpg"
1025,"Police Helicopter",1993,"Duplo","Pre-school",NA,"Normal",TRUE,3,1,"https://brickset.com/sets/2675-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2675-1.jpg","https://images.brickset.com/sets/images/2675-1.jpg"
1026,"Private Plane",1993,"Duplo","Pre-school",NA,"Normal",TRUE,7,1,"https://brickset.com/sets/2676-1",0,1,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2676-1.jpg","https://images.brickset.com/sets/images/2676-1.jpg"
1027,"Fire Helicopter",1993,"Duplo","Pre-school",NA,"Normal",TRUE,7,2,"https://brickset.com/sets/2677-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1028,"Jumbo Jet",1993,"Duplo","Pre-school",NA,"Normal",TRUE,12,3,"https://brickset.com/sets/2678-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1029,"Airport",1993,"Duplo","Pre-school",NA,"Normal",TRUE,23,3,"https://brickset.com/sets/2679-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1064,"Electric Play Train Set",1993,"Duplo","Pre-school","Trains","Normal",TRUE,54,2,"https://brickset.com/sets/2730-1",0,0,"{Not specified}","{Not specified}",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2730-1.jpg","https://images.brickset.com/sets/images/2730-1.jpg"
1066,"Push-Along Play Train Set",1993,"Duplo","Pre-school","Trains","Normal",TRUE,46,3,"https://brickset.com/sets/2732-1",0,0,"{Not specified}","{Not specified}",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1067,"Push-Along Play Train",1993,"Duplo","Pre-school","Trains","Normal",TRUE,9,1,"https://brickset.com/sets/2733-1",0,0,"{Not specified}","{Not specified}",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1068,"Straight Track (Straight Rails)",1993,"Duplo","Pre-school","Trains","Normal",TRUE,6,NA,"https://brickset.com/sets/2734-1",0,1,"{Not specified}","{Not specified}",4.99,"2007-10-24T00:00:00Z","2013-02-15T00:00:00Z",7.49,"2007-10-24T00:00:00Z","2012-12-10T00:00:00Z",7.99,"2011-10-09T00:00:00Z","2013-02-15T00:00:00Z",NA,"https://images.brickset.com/sets/small/2734-1.jpg","https://images.brickset.com/sets/images/2734-1.jpg"
1069,"Curved Track (Curved Rails)",1993,"Duplo","Pre-school","Trains","Normal",TRUE,6,NA,"https://brickset.com/sets/2735-1",0,1,"{Not specified}","{Not specified}",4.99,"2007-10-29T18:28:53.967Z","2012-12-27T00:00:00Z",7.49,"2007-10-24T00:00:00Z","2012-12-04T00:00:00Z",7.99,"2011-10-09T00:00:00Z","2012-12-26T00:00:00Z",NA,"https://images.brickset.com/sets/small/2735-1.jpg","https://images.brickset.com/sets/images/2735-1.jpg"
1070,"Train Points",1993,"Duplo","Pre-school","Trains","Normal",TRUE,4,NA,"https://brickset.com/sets/2736-1",0,0,"{Not specified}","{Not specified}",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2736-1.jpg","https://images.brickset.com/sets/images/2736-1.jpg"
1071,"Diamond Crossing and Track Pack",1993,"Duplo","Pre-school","Trains","Normal",TRUE,9,NA,"https://brickset.com/sets/2737-1",0,0,"{Not specified}","{Not specified}",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2737-1.jpg","https://images.brickset.com/sets/images/2737-1.jpg"
1074,"Level Crossing",1993,"Duplo","Pre-school","Trains","Normal",TRUE,7,NA,"https://brickset.com/sets/2740-1",0,0,"{Not specified}","{Not specified}",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1168,"Accessory Pack",1993,"Duplo","Pre-school","Toolo","Normal",TRUE,19,NA,"https://brickset.com/sets/2905-1",0,0,"{Not specified}","{Not specified}",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2905-1.jpg","https://images.brickset.com/sets/images/2905-1.jpg"
1194,"Construction Site",1993,"Duplo","Pre-school","Toolo","Normal",TRUE,47,2,"https://brickset.com/sets/2950-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2950-1.jpg","https://images.brickset.com/sets/images/2950-1.jpg"
2187,"Twin Tank Transporter",1993,"Trains","Modern day","9V","Normal",TRUE,174,1,"https://brickset.com/sets/4537-1",4.2,2,"Box","Retail",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/4537-1.jpg","https://images.brickset.com/sets/images/4537-1.jpg"
2195,"Railroad Club Car",1993,"Trains","Modern day","9V","Normal",TRUE,293,5,"https://brickset.com/sets/4547-1",4.7,3,"Box","Retail",37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/4547-1.jpg","https://images.brickset.com/sets/images/4547-1.jpg"
2197,"Road 'N Rail Hauler",1993,"Trains","Modern day","9V","Normal",TRUE,451,2,"https://brickset.com/sets/4549-1",4.5,3,"Box","Retail",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/4549-1.jpg","https://images.brickset.com/sets/images/4549-1.jpg"
2403,"Motor for Basic Set 810, 9V",1993,"Service Packs","Miscellaneous",NA,"Normal",TRUE,1,NA,"https://brickset.com/sets/5011-1",0,0,"Polybag","LEGO exclusive",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/5011-1.jpg","https://images.brickset.com/sets/images/5011-1.jpg"
2420,"Signs for Use with Lighting Bricks 9V",1993,"Service Packs","Miscellaneous",NA,"Normal",TRUE,16,NA,"https://brickset.com/sets/5030-1",0,0,"Polybag","LEGO exclusive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/5030-1.jpg","https://images.brickset.com/sets/images/5030-1.jpg"
2438,"Hinges, Couplings and Turntables",1993,"Service Packs","Miscellaneous",NA,"Normal",TRUE,27,NA,"https://brickset.com/sets/5047-1",0,0,"Polybag","LEGO exclusive",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/5047-1.jpg","https://images.brickset.com/sets/images/5047-1.jpg"
