"setID","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","US_retailPrice","UK_retailPrice","height","width","depth","thumbnailURL","imageURL"
4430,"Arctic Rescue Base",1986,"Technic","Technical","Arctic","Normal",TRUE,523,2,"https://brickset.com/sets/8680-1",0,2,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/8680-1.jpg","https://images.brickset.com/sets/images/8680-1.jpg"
4484,"Go-Kart",1986,"Technic","Technical",NA,"Normal",TRUE,281,NA,"https://brickset.com/sets/8842-1",4,4,"Box","Retail",NA,25,NA,NA,NA,NA,"https://images.brickset.com/sets/small/8842-1.jpg","https://images.brickset.com/sets/images/8842-1.jpg"
4491,"Tractor",1986,"Technic","Technical",NA,"Normal",TRUE,346,NA,"https://brickset.com/sets/8849-1",0,2,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/8849-1.jpg","https://images.brickset.com/sets/images/8849-1.jpg"
23228,"Play and Build Centre",1986,"Dacta","Educational","Duplo","Normal",TRUE,14,NA,"https://brickset.com/sets/9006-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA
29877,"Baby set",1986,"Dacta","Educational","Duplo","Normal",TRUE,13,NA,"https://brickset.com/sets/9008-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA
22618,"Building plates",1986,"Dacta","Educational","Duplo","Normal",TRUE,6,NA,"https://brickset.com/sets/9060-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/9060-1.jpg","https://images.brickset.com/sets/images/9060-1.jpg"
22622,"Duplo furniture",1986,"Dacta","Educational","Duplo","Normal",TRUE,74,4,"https://brickset.com/sets/9150-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/9150-1.jpg","https://images.brickset.com/sets/images/9150-1.jpg"
22621,"Duplo family",1986,"Dacta","Educational","Duplo","Normal",TRUE,10,10,"https://brickset.com/sets/9151-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/9151-1.jpg","https://images.brickset.com/sets/images/9151-1.jpg"
9392,"Town Environment",1986,"Dacta","Educational","Town","Normal",TRUE,605,8,"https://brickset.com/sets/9356-1",0,0,"Box","{Not specified}",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/9356-1.jpg","https://images.brickset.com/sets/images/9356-1.jpg"
9393,"Roadplates and Scenery",1986,"Dacta","Educational","Town","Normal",TRUE,85,NA,"https://brickset.com/sets/9360-1",0,0,"Other","{Not specified}",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/9360-1.jpg","https://images.brickset.com/sets/images/9360-1.jpg"
