"setID","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","US_retailPrice","US_dateFirstAvailable","US_dateLastAvailable","UK_retailPrice","UK_dateFirstAvailable","UK_dateLastAvailable","CA_retailPrice","CA_dateFirstAvailable","CA_dateLastAvailable","height","width","depth","weight","thumbnailURL","imageURL"
227,"Jones and Baby Tyranno",2000,"Adventurers","Historical","Dino Island","Normal",TRUE,23,1,"https://brickset.com/sets/1278-1",0,3,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1278-1.jpg","https://images.brickset.com/sets/images/1278-1.jpg"
228,"Cunningham's Dinofinder",2000,"Adventurers","Historical","Dino Island","Normal",TRUE,21,1,"https://brickset.com/sets/1279-1",0,1,"Box","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1279-1.jpg","https://images.brickset.com/sets/images/1279-1.jpg"
230,"Dr. Kilroy's Microcopter",2000,"Adventurers","Historical","Dino Island","Normal",TRUE,28,1,"https://brickset.com/sets/1280-1",0,4,"Polybag","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1280-1.jpg","https://images.brickset.com/sets/images/1280-1.jpg"
231,"Mike's Dinohunter",2000,"Adventurers","Historical","Dino Island","Normal",TRUE,24,1,"https://brickset.com/sets/1281-1",0,2,"Box","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1281-1.jpg","https://images.brickset.com/sets/images/1281-1.jpg"
232,"Blue Racer",2000,"Town","Modern day","Race","Normal",TRUE,23,1,"https://brickset.com/sets/1282-1",0,0,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1282-1.jpg","https://images.brickset.com/sets/images/1282-1.jpg"
233,"Red Four Wheel Driver",2000,"Town","Modern day","Race","Normal",TRUE,20,1,"https://brickset.com/sets/1283-1",0,0,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1283-1.jpg","https://images.brickset.com/sets/images/1283-1.jpg"
234,"Green Buggy",2000,"Town","Modern day","Race","Normal",TRUE,23,1,"https://brickset.com/sets/1284-1",0,0,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1284-1.jpg","https://images.brickset.com/sets/images/1284-1.jpg"
235,"Yellow Tiger",2000,"Town","Modern day","Race","Normal",TRUE,23,1,"https://brickset.com/sets/1285-1",0,0,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1285-1.jpg","https://images.brickset.com/sets/images/1285-1.jpg"
236,"King Leo's Spear Cart",2000,"Castle","Historical","Knights' Kingdom I","Normal",TRUE,22,1,"https://brickset.com/sets/1286-1",0,2,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1286-1.jpg","https://images.brickset.com/sets/images/1286-1.jpg"
237,"Richard's Arrowseat",2000,"Castle","Historical","Knights' Kingdom I","Normal",TRUE,15,1,"https://brickset.com/sets/1287-1",0,2,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1287-1.jpg","https://images.brickset.com/sets/images/1287-1.jpg"
238,"Bull's Fire Attacker",2000,"Castle","Historical","Knights' Kingdom I","Normal",TRUE,24,1,"https://brickset.com/sets/1288-1",0,2,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1288-1.jpg","https://images.brickset.com/sets/images/1288-1.jpg"
239,"Weezil's Stone Bomber",2000,"Castle","Historical","Knights' Kingdom I","Normal",TRUE,22,1,"https://brickset.com/sets/1289-1",0,2,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1289-1.jpg","https://images.brickset.com/sets/images/1289-1.jpg"
240,"Lava Buggy",2000,"Technic","Technical","Robo Riders","Normal",TRUE,35,NA,"https://brickset.com/sets/1290-1",0,0,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1290-1.jpg","https://images.brickset.com/sets/images/1290-1.jpg"
241,"Power Bike",2000,"Technic","Technical","Robo Riders","Normal",TRUE,32,NA,"https://brickset.com/sets/1291-1",0,0,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1291-1.jpg","https://images.brickset.com/sets/images/1291-1.jpg"
242,"Frost Flyer",2000,"Technic","Technical","Robo Riders","Normal",TRUE,33,NA,"https://brickset.com/sets/1292-1",0,0,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1292-1.jpg","https://images.brickset.com/sets/images/1292-1.jpg"
243,"Swamp Craft",2000,"Technic","Technical","Robo Riders","Normal",TRUE,25,NA,"https://brickset.com/sets/1293-1",0,0,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1293-1.jpg","https://images.brickset.com/sets/images/1293-1.jpg"
244,"Fire Helicopter",2000,"Town","Modern day","City","Normal",TRUE,31,1,"https://brickset.com/sets/1294-1",0,0,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1294-1.jpg","https://images.brickset.com/sets/images/1294-1.jpg"
245,"Water Rider",2000,"Town","Modern day","City","Normal",TRUE,30,1,"https://brickset.com/sets/1295-1",0,0,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1295-1.jpg","https://images.brickset.com/sets/images/1295-1.jpg"
246,"Land Scooper",2000,"Town","Modern day","City","Normal",TRUE,30,1,"https://brickset.com/sets/1296-1",0,0,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1296-1.jpg","https://images.brickset.com/sets/images/1296-1.jpg"
247,"Speed Patroller",2000,"Town","Modern day","City","Normal",TRUE,34,1,"https://brickset.com/sets/1297-1",0,0,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1297-1.jpg","https://images.brickset.com/sets/images/1297-1.jpg"
253,"Steven Spielberg Moviemaker Set",2000,"Studios","Modern day",NA,"Normal",TRUE,442,7,"https://brickset.com/sets/1349-1",4,10,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1349-1.jpg","https://images.brickset.com/sets/images/1349-1.jpg"
316,"DUPLO Bucket",2000,"Duplo","Pre-school",NA,"Normal",TRUE,50,NA,"https://brickset.com/sets/1450-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1450-1.jpg","https://images.brickset.com/sets/images/1450-1.jpg"
369,"Classic Pen Series 1",2000,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1515-1",0,1,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1515-1.jpg","https://images.brickset.com/sets/images/1515-1.jpg"
371,"Decoder Pen Series 1",2000,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1516-2",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1516-2.jpg","https://images.brickset.com/sets/images/1516-2.jpg"
374,"Hieroglyph Pen Series 1",2000,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1517-2",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1517-2.jpg","https://images.brickset.com/sets/images/1517-2.jpg"
376,"Race Pen Series 1",2000,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1518-2",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1518-2.jpg","https://images.brickset.com/sets/images/1518-2.jpg"
377,"Sport Pen Series 1",2000,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1519-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,"Adventure Pen Series 1",2000,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1520-2",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1520-2.jpg","https://images.brickset.com/sets/images/1520-2.jpg"
379,"Soccer Pen Series 2",2000,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1522-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,"Arctic Pen Series 2",2000,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1523-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1523-1.jpg","https://images.brickset.com/sets/images/1523-1.jpg"
381,"Dino Island Pen Series 2",2000,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,1,"https://brickset.com/sets/1524-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1524-1.jpg","https://images.brickset.com/sets/images/1524-1.jpg"
384,"World Pen Series 2",2000,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1525-2",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1525-2.jpg","https://images.brickset.com/sets/images/1525-2.jpg"
724,"Pen Pack Alpha",2000,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/2027-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2027-1.jpg","https://images.brickset.com/sets/images/2027-1.jpg"
725,"Pen Pack Classic",2000,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/2028-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2028-1.jpg","https://images.brickset.com/sets/images/2028-1.jpg"
726,"Pen Pack Dream Star",2000,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/2029-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2029-1.jpg","https://images.brickset.com/sets/images/2029-1.jpg"
728,"Pen Pack Safari",2000,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/2030-2",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2030-2.jpg","https://images.brickset.com/sets/images/2030-2.jpg"
761,"My Bumble Bee",2000,"Baby","Pre-school",NA,"Normal",TRUE,12,NA,"https://brickset.com/sets/2077-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2077-1.jpg","https://images.brickset.com/sets/images/2077-1.jpg"
810,"Water-Plane",2000,"Basic","Basic",NA,"Normal",TRUE,18,NA,"https://brickset.com/sets/2155-1",0,0,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2155-1.jpg","https://images.brickset.com/sets/images/2155-1.jpg"
811,"Racer",2000,"Basic","Basic",NA,"Normal",TRUE,17,NA,"https://brickset.com/sets/2156-1",0,1,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2156-1.jpg","https://images.brickset.com/sets/images/2156-1.jpg"
812,"Speed Boat",2000,"Basic","Basic",NA,"Normal",TRUE,16,NA,"https://brickset.com/sets/2157-1",0,0,"Polybag","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2157-1.jpg","https://images.brickset.com/sets/images/2157-1.jpg"
813,"Copter",2000,"Basic","Basic",NA,"Normal",TRUE,10,NA,"https://brickset.com/sets/2158-1",0,0,"Polybag","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2158-1.jpg","https://images.brickset.com/sets/images/2158-1.jpg"
22577,"Heavy Loader",2000,"Duplo","Pre-school",NA,"Normal",TRUE,70,NA,"https://brickset.com/sets/2225-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
842,"Advent Calendar",2000,"Basic","Basic","Seasonal","Normal",TRUE,240,NA,"https://brickset.com/sets/2250-1",0,1,"Box","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2250-1.jpg","https://images.brickset.com/sets/images/2250-1.jpg"
852,"Cute Building Animals",2000,"Duplo","Pre-school",NA,"Normal",TRUE,11,NA,"https://brickset.com/sets/2297-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
874,"DUPLO Bucket (XL) - Elephants",2000,"Duplo","Pre-school",NA,"Normal",TRUE,88,2,"https://brickset.com/sets/2332-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,"Cute Building Vehicles",2000,"Duplo","Pre-school",NA,"Normal",TRUE,31,1,"https://brickset.com/sets/2400-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,"My First Rattle",2000,"Baby","Pre-school",NA,"Normal",TRUE,2,NA,"https://brickset.com/sets/2468-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2468-1.jpg","https://images.brickset.com/sets/images/2468-1.jpg"
922,"Basic Building Set",2000,"Duplo","Pre-school",NA,"Normal",TRUE,30,NA,"https://brickset.com/sets/2477-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,"Musical Apple",2000,"Baby","Pre-school",NA,"Normal",TRUE,2,NA,"https://brickset.com/sets/2503-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2503-1.jpg","https://images.brickset.com/sets/images/2503-1.jpg"
926,"Activity Friends",2000,"Baby","Pre-school",NA,"Normal",TRUE,9,NA,"https://brickset.com/sets/2514-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2514-1.jpg","https://images.brickset.com/sets/images/2514-1.jpg"
927,"My Rattle Friends",2000,"Baby","Pre-school",NA,"Normal",TRUE,3,NA,"https://brickset.com/sets/2517-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2517-1.jpg","https://images.brickset.com/sets/images/2517-1.jpg"
928,"Play Book",2000,"Baby","Pre-school",NA,"Normal",TRUE,2,1,"https://brickset.com/sets/2522-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2522-1.jpg","https://images.brickset.com/sets/images/2522-1.jpg"
929,"My Racing Bugs",2000,"Baby","Pre-school",NA,"Normal",TRUE,4,NA,"https://brickset.com/sets/2524-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2524-1.jpg","https://images.brickset.com/sets/images/2524-1.jpg"
930,"Tim & Tom's Adventure",2000,"Baby","Pre-school",NA,"Normal",TRUE,1,1,"https://brickset.com/sets/2526-1",0,1,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2526-1.jpg","https://images.brickset.com/sets/images/2526-1.jpg"
678,"Play Train",2000,"Baby","Pre-school",NA,"Normal",TRUE,6,1,"https://brickset.com/sets/2587-1",0,1,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
952,"Timmy on Tour Stack 'n' Learn",2000,"Baby","Pre-school",NA,"Normal",TRUE,9,1,"https://brickset.com/sets/2589-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2589-1.jpg","https://images.brickset.com/sets/images/2589-1.jpg"
953,"Happy Explorers Stack 'n' Learn",2000,"Baby","Pre-school",NA,"Normal",TRUE,17,2,"https://brickset.com/sets/2591-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2591-1.jpg","https://images.brickset.com/sets/images/2591-1.jpg"
954,"Baby Mickey & Baby Minnie",2000,"Baby","Pre-school","Disney's Baby Mickey","Normal",TRUE,18,2,"https://brickset.com/sets/2592-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2592-1.jpg","https://images.brickset.com/sets/images/2592-1.jpg"
955,"Baby Mickey",2000,"Baby","Pre-school","Disney's Baby Mickey","Normal",TRUE,8,1,"https://brickset.com/sets/2593-1",0,1,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2593-1.jpg","https://images.brickset.com/sets/images/2593-1.jpg"
956,"Baby Mickey & Baby Minnie Playground",2000,"Baby","Pre-school","Disney's Baby Mickey","Normal",TRUE,9,2,"https://brickset.com/sets/2594-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2594-1.jpg","https://images.brickset.com/sets/images/2594-1.jpg"
1050,"Glider",2000,"Basic","Basic",NA,"Normal",TRUE,9,NA,"https://brickset.com/sets/2707-1",0,0,"Polybag","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2707-1.jpg","https://images.brickset.com/sets/images/2707-1.jpg"
1051,"Aircraft",2000,"Basic","Basic",NA,"Normal",TRUE,12,NA,"https://brickset.com/sets/2708-1",0,0,"Polybag","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2708-1.jpg","https://images.brickset.com/sets/images/2708-1.jpg"
1052,"Snowmobile",2000,"Basic","Basic",NA,"Normal",TRUE,8,NA,"https://brickset.com/sets/2709-1",0,0,"Polybag","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2709-1.jpg","https://images.brickset.com/sets/images/2709-1.jpg"
1053,"Helicopter",2000,"Basic","Basic",NA,"Normal",TRUE,8,NA,"https://brickset.com/sets/2710-1",0,1,"Polybag","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2710-1.jpg","https://images.brickset.com/sets/images/2710-1.jpg"
1061,"Ship",2000,"Basic","Basic",NA,"Normal",TRUE,12,NA,"https://brickset.com/sets/2722-1",0,0,"Polybag","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2722-1.jpg","https://images.brickset.com/sets/images/2722-1.jpg"
1081,"Egg Fun",2000,"Duplo","Pre-school",NA,"Normal",TRUE,NA,NA,"https://brickset.com/sets/2751-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117,"Happy Bucket",2000,"Duplo","Pre-school",NA,"Normal",TRUE,49,1,"https://brickset.com/sets/2797-1",0,0,"Bucket","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1118,"XL Fun-time Bucket",2000,"Duplo","Pre-school",NA,"Normal",TRUE,90,1,"https://brickset.com/sets/2799-1",0,0,"Bucket","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1129,"The Meadowsweets",2000,"Duplo","Pre-school","Little Forest Friends","Normal",TRUE,15,2,"https://brickset.com/sets/2825-1",0,1,"Box","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2825-1.jpg","https://images.brickset.com/sets/images/2825-1.jpg"
1130,"Read, Listen and Play Box",2000,"Duplo","Pre-school","Little Forest Friends","Normal",TRUE,38,5,"https://brickset.com/sets/2827-1",0,1,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1167,"Motorbike",2000,"Action Wheelers","Pre-school",NA,"Normal",TRUE,11,1,"https://brickset.com/sets/2904-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/2904-1.jpg","https://images.brickset.com/sets/images/2904-1.jpg"
