"setID","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","US_retailPrice","US_dateFirstAvailable","US_dateLastAvailable","UK_retailPrice","UK_dateFirstAvailable","UK_dateLastAvailable","CA_retailPrice","CA_dateFirstAvailable","CA_dateLastAvailable","DE_retailPrice","DE_dateFirstAvailable","DE_dateLastAvailable","height","width","depth","weight","thumbnailURL","imageURL"
27725,"Baby Zoo (Re-release)",2014,"Duplo","Pre-school","Zoo","Normal",TRUE,18,1,"https://brickset.com/sets/4962-2",0,0,"Box","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/4962-2.jpg","https://images.brickset.com/sets/images/4962-2.jpg"
22879,"Maersk Line Triple-E",2014,"Creator Expert","Model making","Maersk","Normal",TRUE,1518,NA,"https://brickset.com/sets/10241-1",4.3,2,"Box","LEGO exclusive",12,149.99,"2014-01-02T00:00:00Z","2015-09-15T00:00:00Z",109.99,"2014-01-01T00:00:00Z","2015-01-29T00:00:00Z",179.99,"2014-01-01T00:00:00Z","2015-09-15T00:00:00Z",129.99,"2015-01-14T00:00:00Z","2015-01-29T00:00:00Z",NA,NA,NA,NA,"https://images.brickset.com/sets/small/10241-1.jpg","https://images.brickset.com/sets/images/10241-1.jpg"
23620,"MINI Cooper MK VII",2014,"Creator Expert","Model making","Vehicles","Normal",TRUE,1077,NA,"https://brickset.com/sets/10242-1",4.4,7,"Box","Retail - limited",16,99.99,"2014-08-01T00:00:00Z","2019-04-24T00:00:00Z",79.99,"2014-08-01T00:00:00Z","2019-01-09T00:00:00Z",119.99,"2014-08-01T00:00:00Z","2019-04-24T00:00:00Z",89.99,"2015-01-14T00:00:00Z","2018-12-28T00:00:00Z",35,37.5,9,1.32,"https://images.brickset.com/sets/small/10242-1.jpg","https://images.brickset.com/sets/images/10242-1.jpg"
22933,"Parisian Restaurant",2014,"Creator Expert","Model making","Modular Buildings","Normal",TRUE,2469,5,"https://brickset.com/sets/10243-1",4.6,21,"Box","Retail - limited",16,159.99,"2014-01-02T00:00:00Z","2019-12-02T00:00:00Z",142.99,"2014-01-01T00:00:00Z","2019-12-09T00:00:00Z",189.99,"2014-01-01T00:00:00Z","2019-12-02T00:00:00Z",149.99,"2015-01-14T00:00:00Z","2019-12-07T00:00:00Z",NA,NA,NA,NA,"https://images.brickset.com/sets/small/10243-1.jpg","https://images.brickset.com/sets/images/10243-1.jpg"
23619,"Fairground Mixer",2014,"Creator Expert","Model making","Fairground","Normal",TRUE,1746,12,"https://brickset.com/sets/10244-1",4.2,5,"Box","Retail - limited",16,149.99,"2014-06-03T00:00:00Z","2016-11-20T00:00:00Z",119.99,"2014-06-03T00:00:00Z","2016-11-25T00:00:00Z",179.99,"2014-06-02T00:00:00Z","2016-11-20T00:00:00Z",129.99,"2015-01-14T00:00:00Z","2016-12-27T00:00:00Z",37.4,57.8,8.3,NA,"https://images.brickset.com/sets/small/10244-1.jpg","https://images.brickset.com/sets/images/10244-1.jpg"
23621,"Santa's Workshop",2014,"Creator Expert","Model making","Winter Village","Normal",TRUE,883,6,"https://brickset.com/sets/10245-1",4.1,9,"Box","Retail - limited",12,69.99,"2014-09-18T00:00:00Z","2016-11-26T00:00:00Z",59.99,"2014-09-18T00:00:00Z","2016-11-24T00:00:00Z",89.99,"2014-09-18T00:00:00Z","2016-11-26T00:00:00Z",69.99,"2015-09-17T00:00:00Z","2016-12-02T00:00:00Z",28,48,6,0.99,"https://images.brickset.com/sets/small/10245-1.jpg","https://images.brickset.com/sets/images/10245-1.jpg"
23276,"Baby Calf",2014,"Duplo","Pre-school",NA,"Normal",TRUE,9,1,"https://brickset.com/sets/10521-1",0,0,"Box","Retail",2,6.99,"2014-01-02T00:00:00Z","2015-12-21T00:00:00Z",5.99,"2013-12-26T00:00:00Z","2016-01-02T00:00:00Z",8.99,"2014-01-01T00:00:00Z","2015-12-22T00:00:00Z",6.99,"2015-01-14T00:00:00Z","2016-01-03T00:00:00Z",12.192,14.097,6.096,0.11,"https://images.brickset.com/sets/small/10521-1.jpg","https://images.brickset.com/sets/images/10521-1.jpg"
23258,"Farm Animals",2014,"Duplo","Pre-school",NA,"Normal",TRUE,12,NA,"https://brickset.com/sets/10522-1",0,0,"Box","Retail",2,9.99,"2014-01-02T00:00:00Z","2015-12-01T00:00:00Z",8.99,"2013-12-26T00:00:00Z","2015-11-27T00:00:00Z",12.99,"2014-01-01T00:00:00Z","2015-12-01T00:00:00Z",9.99,"2015-01-14T00:00:00Z","2015-11-28T00:00:00Z",14.097,19.1008,9.0932,0.2,"https://images.brickset.com/sets/small/10522-1.jpg","https://images.brickset.com/sets/images/10522-1.jpg"
23249,"Farm Tractor",2014,"Duplo","Pre-school",NA,"Normal",TRUE,29,1,"https://brickset.com/sets/10524-1",0,1,"Box","Retail",2,19.99,"2014-01-02T00:00:00Z","2018-01-16T00:00:00Z",16.99,"2013-12-26T00:00:00Z","2017-11-17T00:00:00Z",24.99,"2014-01-01T00:00:00Z","2018-01-16T00:00:00Z",19.99,"2015-01-14T00:00:00Z","2017-11-17T00:00:00Z",19.1008,26.1874,11.811,0.54,"https://images.brickset.com/sets/small/10524-1.jpg","https://images.brickset.com/sets/images/10524-1.jpg"
23257,"Big Farm",2014,"Duplo","Pre-school",NA,"Normal",TRUE,121,2,"https://brickset.com/sets/10525-1",0,0,"Box","Retail",2,59.99,"2014-01-02T00:00:00Z","2017-10-17T00:00:00Z",54.99,"2013-12-26T00:00:00Z","2017-12-26T00:00:00Z",59.99,"2014-01-01T00:00:00Z","2017-10-17T00:00:00Z",59.99,"2015-01-14T00:00:00Z","2017-12-26T00:00:00Z",37.7952,48.006,11.2014,1.85519123,"https://images.brickset.com/sets/small/10525-1.jpg","https://images.brickset.com/sets/images/10525-1.jpg"
