"setID","number","numberVariant","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","thumbnailURL","imageURL"
7521,"0011",2,"Town Minifigures",1979,"Town","Modern day","Accessories","Normal",TRUE,3,3,"https://brickset.com/sets/0011-2",0,0,"Blister pack","Retail - limited",NA,"https://images.brickset.com/sets/small/0011-2.jpg","https://images.brickset.com/sets/images/0011-2.jpg"
7522,"0012",1,"Space minifigures",1979,"Space","Action/Adventure","Minifigure Pack","Normal",TRUE,12,2,"https://brickset.com/sets/0012-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/0012-1.jpg","https://images.brickset.com/sets/images/0012-1.jpg"
7523,"0013",1,"Space minifigures",1979,"Space","Action/Adventure","Minifigure Pack","Normal",TRUE,12,2,"https://brickset.com/sets/0013-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/0013-1.jpg","https://images.brickset.com/sets/images/0013-1.jpg"
7524,"0014",1,"Space minifigures",1979,"Space","Action/Adventure","Minifigure Pack","Normal",TRUE,12,2,"https://brickset.com/sets/0014-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/0014-1.jpg","https://images.brickset.com/sets/images/0014-1.jpg"
7563,"0015",1,"Space minifigures",1979,"Space","Action/Adventure","Minifigure Pack","Normal",TRUE,18,3,"https://brickset.com/sets/0015-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/0015-1.jpg","https://images.brickset.com/sets/images/0015-1.jpg"
7525,"0016",1,"Castle Minifigures",1979,"Castle","Historical","Classic","Normal",TRUE,15,3,"https://brickset.com/sets/0016-1",0,2,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/0016-1.jpg","https://images.brickset.com/sets/images/0016-1.jpg"
1119,"028",1,"Nursery Furniture",1979,"Duplo","Pre-school",NA,"Normal",TRUE,7,2,"https://brickset.com/sets/028-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/028-1.jpg","https://images.brickset.com/sets/images/028-1.jpg"
1382,"032",1,"Living Room Furniture",1979,"Duplo","Pre-school",NA,"Normal",TRUE,14,3,"https://brickset.com/sets/032-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/032-1.jpg","https://images.brickset.com/sets/images/032-1.jpg"
7143,"033",1,"Farm Animals",1979,"Duplo","Pre-school",NA,"Normal",TRUE,21,1,"https://brickset.com/sets/033-1",0,1,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/033-1.jpg","https://images.brickset.com/sets/images/033-1.jpg"
1946,"041",2,"Play-Box",1979,"Duplo","Pre-school",NA,"Normal",TRUE,4,NA,"https://brickset.com/sets/041-2",0,0,"{Not specified}","{Not specified}",NA,NA,NA
