"setID","number","numberVariant","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","thumbnailURL","imageURL","US_retailPrice","US_dateFirstAvailable","US_dateLastAvailable","UK_retailPrice","UK_dateFirstAvailable","UK_dateLastAvailable","CA_retailPrice","CA_dateFirstAvailable","CA_dateLastAvailable","DE_retailPrice","DE_dateFirstAvailable","DE_dateLastAvailable","height","width","depth","weight"
29830,"10270",1,"Bookshop",2020,"Creator Expert","Model making","Modular Buildings Collection","Normal",TRUE,2504,5,"https://brickset.com/sets/10270-1",4.2,7,"Box","LEGO exclusive",16,"https://images.brickset.com/sets/small/10270-1.jpg","https://images.brickset.com/sets/images/10270-1.jpg",199.99,"2020-01-02T00:00:00Z",NA,169.99,"2020-01-01T00:00:00Z",NA,249.99,"2020-01-02T00:00:00Z",NA,199.99,"2020-01-03T00:00:00Z",NA,37.3,57.8,10.2,2.946
29962,"10271",1,"Fiat 500",2020,"Creator Expert","Model making","Vehicles","Normal",TRUE,960,NA,"https://brickset.com/sets/10271-1",4.2,1,"Box","LEGO exclusive",16,"https://images.brickset.com/sets/small/10271-1.jpg","https://images.brickset.com/sets/images/10271-1.jpg",89.99,"2020-03-01T00:00:00Z","2022-11-04T00:00:00Z",69.99,"2020-03-01T00:00:00Z","2022-12-08T00:00:00Z",129.99,"2020-03-01T00:00:00Z","2022-11-04T00:00:00Z",79.99,"2020-03-02T00:00:00Z","2022-12-08T00:00:00Z",28,47.8,7,1.107
29878,"10272",1,"Old Trafford - Manchester United",2020,"Creator Expert","Model making","Stadiums","Normal",TRUE,3898,NA,"https://brickset.com/sets/10272-1",4.3,1,"Box","LEGO exclusive",16,"https://images.brickset.com/sets/small/10272-1.jpg","https://images.brickset.com/sets/images/10272-1.jpg",299.99,"2020-01-17T00:00:00Z","2022-11-19T00:00:00Z",244.99,"2020-01-17T00:00:00Z","2022-09-09T00:00:00Z",349.99,"2020-01-17T00:00:00Z","2022-11-19T00:00:00Z",279.99,"2020-01-18T00:00:00Z","2022-09-10T00:00:00Z",48,58.2,17,NA
30315,"10273",1,"Haunted House",2020,"Icons","Model making","Fairground Collection","Normal",TRUE,3231,10,"https://brickset.com/sets/10273-1",4.4,1,"Box","LEGO exclusive",18,"https://images.brickset.com/sets/small/10273-1.jpg","https://images.brickset.com/sets/images/10273-1.jpg",299.99,"2020-05-21T00:00:00Z",NA,259.99,"2020-05-21T00:00:00Z","2024-01-03T00:00:00Z",379.99,"2020-05-21T00:00:00Z",NA,299.99,"2020-05-22T00:00:00Z","2024-01-03T00:00:00Z",58.2,48,12.4,NA
30316,"10274",1,"Ghostbusters ECTO-1",2020,"Icons","Model making","Licensed","Normal",TRUE,2352,NA,"https://brickset.com/sets/10274-1",4.4,2,"Box","LEGO exclusive",18,"https://images.brickset.com/sets/small/10274-1.jpg","https://images.brickset.com/sets/images/10274-1.jpg",239.99,"2020-11-16T00:00:00Z","2023-12-10T00:00:00Z",209.99,"2020-11-16T00:00:00Z",NA,299.99,"2020-11-16T00:00:00Z","2023-12-10T00:00:00Z",239.99,"2020-11-16T00:00:00Z",NA,37.8,58.2,11.8,NA
30317,"10275",1,"Elf Club House",2020,"Icons","Model making","Winter Village Collection","Normal",TRUE,1197,4,"https://brickset.com/sets/10275-1",4.1,1,"Box","LEGO exclusive",18,"https://images.brickset.com/sets/small/10275-1.jpg","https://images.brickset.com/sets/images/10275-1.jpg",99.99,"2020-09-24T00:00:00Z","2022-10-15T00:00:00Z",79.99,"2020-09-24T00:00:00Z","2022-11-03T00:00:00Z",139.99,"2020-09-24T00:00:00Z","2022-10-15T00:00:00Z",89.99,"2020-09-24T00:00:00Z","2022-11-03T00:00:00Z",28,47.6,7.2,1.324
30318,"10276",1,"Colosseum",2020,"Icons","Model making","Landmarks","Normal",TRUE,9036,NA,"https://brickset.com/sets/10276-1",4.3,1,"Box","LEGO exclusive",18,"https://images.brickset.com/sets/small/10276-1.jpg","https://images.brickset.com/sets/images/10276-1.jpg",549.99,"2020-11-28T00:00:00Z",NA,474.99,"2020-11-28T00:00:00Z","2024-01-03T00:00:00Z",649.99,"2020-11-28T00:00:00Z",NA,549.99,"2020-11-28T00:00:00Z","2024-01-03T00:00:00Z",48.4,53.5,28.4,NA
30319,"10277",1,"Crocodile Locomotive",2020,"Icons","Model making","Trains","Normal",TRUE,1271,2,"https://brickset.com/sets/10277-1",4.3,4,"Box","LEGO exclusive",18,"https://images.brickset.com/sets/small/10277-1.jpg","https://images.brickset.com/sets/images/10277-1.jpg",99.99,"2020-07-03T00:00:00Z","2021-11-30T00:00:00Z",89.99,"2020-07-01T00:00:00Z","2021-10-20T00:00:00Z",149.99,"2020-07-01T00:00:00Z","2021-11-30T00:00:00Z",99.99,"2020-07-02T00:00:00Z","2021-11-15T00:00:00Z",27.8,53.6,8.7,1.54
29752,"10909",1,"Heart Box",2020,"Duplo","Pre-school",NA,"Normal",TRUE,80,NA,"https://brickset.com/sets/10909-1",0,0,"Box","Retail",1,"https://images.brickset.com/sets/small/10909-1.jpg","https://images.brickset.com/sets/images/10909-1.jpg",19.99,"2020-01-02T00:00:00Z",NA,17.99,"2020-01-01T00:00:00Z",NA,24.99,"2020-01-02T00:00:00Z","2024-01-06T00:00:00Z",19.99,"2020-01-03T00:00:00Z","2023-10-20T00:00:00Z",26.2,28.2,11.8,0.94
29753,"10913",1,"Brick Box",2020,"Duplo","Pre-school",NA,"Normal",TRUE,65,2,"https://brickset.com/sets/10913-1",0,0,"Tub","Retail",1,"https://images.brickset.com/sets/small/10913-1.jpg","https://images.brickset.com/sets/images/10913-1.jpg",29.99,"2020-01-02T00:00:00Z",NA,24.99,"2020-01-01T00:00:00Z",NA,39.99,"2020-01-02T00:00:00Z",NA,29.99,"2020-01-03T00:00:00Z",NA,18,37,18,1.01
29754,"10914",1,"Deluxe Brick Box",2020,"Duplo","Pre-school",NA,"Normal",TRUE,85,2,"https://brickset.com/sets/10914-1",0,0,"Tub","Retail",1,"https://images.brickset.com/sets/small/10914-1.jpg","https://images.brickset.com/sets/images/10914-1.jpg",49.99,"2020-01-04T00:00:00Z",NA,44.99,"2020-01-01T00:00:00Z",NA,69.99,"2020-01-04T00:00:00Z",NA,49.99,"2020-01-03T00:00:00Z",NA,26.2,37,18,1.42
29755,"10915",1,"Alphabet Truck",2020,"Duplo","Pre-school",NA,"Normal",TRUE,36,2,"https://brickset.com/sets/10915-1",0,0,"Box","Retail",1,"https://images.brickset.com/sets/small/10915-1.jpg","https://images.brickset.com/sets/images/10915-1.jpg",24.99,"2020-01-02T00:00:00Z","2022-11-16T00:00:00Z",24.99,"2020-01-01T00:00:00Z","2022-12-02T00:00:00Z",34.99,"2020-01-02T00:00:00Z","2022-11-16T00:00:00Z",29.99,"2020-01-03T00:00:00Z","2022-12-03T00:00:00Z",26.2,38.2,9.4,0.85
29756,"10917",1,"Fire Truck",2020,"Duplo","Pre-school",NA,"Normal",TRUE,6,NA,"https://brickset.com/sets/10917-1",0,1,"Box with backing card","Retail",1,"https://images.brickset.com/sets/small/10917-1.jpg","https://images.brickset.com/sets/images/10917-1.jpg",6.99,"2020-01-04T00:00:00Z","2020-11-22T00:00:00Z",4.99,"2020-01-01T00:00:00Z","2020-12-13T00:00:00Z",9.99,"2020-01-04T00:00:00Z","2020-11-22T00:00:00Z",4.86,"2020-01-03T00:00:00Z","2020-12-14T00:00:00Z",20.5,12.6,6.7,0.149
29757,"10918",1,"Tow Truck",2020,"Duplo","Pre-school",NA,"Normal",TRUE,7,NA,"https://brickset.com/sets/10918-1",0,0,"Box with backing card","Retail",1,"https://images.brickset.com/sets/small/10918-1.jpg","https://images.brickset.com/sets/images/10918-1.jpg",6.99,"2020-01-02T00:00:00Z","2020-12-08T00:00:00Z",4.99,"2020-01-01T00:00:00Z","2021-03-15T00:00:00Z",9.99,"2020-01-02T00:00:00Z","2020-12-08T00:00:00Z",4.99,"2020-01-03T00:00:00Z","2021-03-16T00:00:00Z",20.2,12.7,6.9,0.15
