"setID","number","numberVariant","name","year","theme","themeGroup","subtheme","category","released","pieces","bricksetURL","rating","reviewCount","packagingType","availability","thumbnailURL","imageURL","height","width","depth","weight"
7378,"375",3,"Refrigerator Truck and Trailer",1971,"LEGOLAND","Vintage","Vehicle","Normal",TRUE,128,"https://brickset.com/sets/375-3",0,0,"Box","Retail","https://images.brickset.com/sets/small/375-3.jpg","https://images.brickset.com/sets/images/375-3.jpg",NA,NA,NA,NA
7379,"376",1,"Low loader with Excavator",1971,"LEGOLAND","Vintage","Vehicle","Normal",TRUE,92,"https://brickset.com/sets/376-1",0,1,"Box","Retail","https://images.brickset.com/sets/small/376-1.jpg","https://images.brickset.com/sets/images/376-1.jpg",NA,NA,NA,NA
6484,"377",2,"Crane w/Float Truck",1971,"LEGOLAND","Vintage","Vehicle","Normal",TRUE,91,"https://brickset.com/sets/377-2",0,0,"Box","Retail","https://images.brickset.com/sets/small/377-2.jpg","https://images.brickset.com/sets/images/377-2.jpg",NA,NA,NA,NA
7380,"380",1,"Village Set",1971,"LEGOLAND","Vintage","Building","Normal",TRUE,485,"https://brickset.com/sets/380-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/380-1.jpg","https://images.brickset.com/sets/images/380-1.jpg",NA,NA,NA,NA
6172,"604",2,"Excavator",1971,"LEGOLAND","Vintage","Vehicle","Normal",TRUE,22,"https://brickset.com/sets/604-2",0,0,"Box","Retail","https://images.brickset.com/sets/small/604-2.jpg","https://images.brickset.com/sets/images/604-2.jpg",NA,NA,NA,NA
6173,"605",2,"Taxi",1971,"LEGOLAND","Vintage","Vehicle","Normal",TRUE,19,"https://brickset.com/sets/605-2",0,1,"Box","Retail","https://images.brickset.com/sets/small/605-2.jpg","https://images.brickset.com/sets/images/605-2.jpg",NA,NA,NA,NA
3031,"608",1,"Kiosk",1971,"LEGOLAND","Vintage","Building","Normal",TRUE,33,"https://brickset.com/sets/608-1",0,1,"Box","Retail","https://images.brickset.com/sets/small/608-1.jpg","https://images.brickset.com/sets/images/608-1.jpg",NA,NA,NA,NA
7381,"630",2,"Diplomat Set",1971,"Samsonite","Vintage","Basic set","Normal",TRUE,633,"https://brickset.com/sets/630-2",0,0,"Box","Retail - limited","https://images.brickset.com/sets/small/630-2.jpg","https://images.brickset.com/sets/images/630-2.jpg",10.16,49.53,20.32,NA
7382,"640",1,"Fire Truck",1971,"LEGOLAND","Vintage","Vehicle","Normal",TRUE,45,"https://brickset.com/sets/640-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/640-1.jpg","https://images.brickset.com/sets/images/640-1.jpg",NA,NA,NA,NA
7383,"642",2,"Double Excavator",1971,"LEGOLAND","Vintage","Vehicle","Normal",TRUE,33,"https://brickset.com/sets/642-2",0,0,"Box","Retail","https://images.brickset.com/sets/small/642-2.jpg","https://images.brickset.com/sets/images/642-2.jpg",NA,NA,NA,NA
7384,"643",2,"Mobile Crane",1971,"LEGOLAND","Vintage","Vehicle","Normal",TRUE,35,"https://brickset.com/sets/643-2",0,0,"Box","Retail","https://images.brickset.com/sets/small/643-2.jpg","https://images.brickset.com/sets/images/643-2.jpg",NA,NA,NA,NA
6330,"644",1,"Double Tanker",1971,"LEGOLAND","Vintage","Vehicle","Normal",TRUE,61,"https://brickset.com/sets/644-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/644-1.jpg","https://images.brickset.com/sets/images/644-1.jpg",NA,NA,NA,NA
6471,"645",2,"Milk Truck with Trailer",1971,"LEGOLAND","Vintage","Vehicle","Normal",TRUE,57,"https://brickset.com/sets/645-2",0,2,"Box","Retail","https://images.brickset.com/sets/small/645-2.jpg","https://images.brickset.com/sets/images/645-2.jpg",NA,NA,NA,NA
7385,"646",2,"Mobile Site Office",1971,"LEGOLAND","Vintage","Vehicle","Normal",TRUE,51,"https://brickset.com/sets/646-2",0,0,"Box","Retail","https://images.brickset.com/sets/small/646-2.jpg","https://images.brickset.com/sets/images/646-2.jpg",NA,NA,NA,NA
7386,"647",1,"Lorry With Girders",1971,"LEGOLAND","Vintage","Vehicle","Normal",TRUE,52,"https://brickset.com/sets/647-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/647-1.jpg","https://images.brickset.com/sets/images/647-1.jpg",NA,NA,NA,NA
5501,"648",1,"Service Station",1971,"LEGOLAND","Vintage","Building","Normal",TRUE,55,"https://brickset.com/sets/648-1",0,2,"Box","Retail","https://images.brickset.com/sets/small/648-1.jpg","https://images.brickset.com/sets/images/648-1.jpg",NA,NA,NA,NA
7387,"680",1,"Low-Loader with Crane",1971,"LEGOLAND","Vintage","Vehicle","Normal",TRUE,61,"https://brickset.com/sets/680-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/680-1.jpg","https://images.brickset.com/sets/images/680-1.jpg",NA,NA,NA,NA
7388,"681",1,"Low loader with 4 wheel excavator",1971,"LEGOLAND","Vintage","Vehicle","Normal",TRUE,62,"https://brickset.com/sets/681-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/681-1.jpg","https://images.brickset.com/sets/images/681-1.jpg",NA,NA,NA,NA
7389,"682",1,"Low-Loader and Tractor",1971,"LEGOLAND","Vintage","Vehicle","Normal",TRUE,57,"https://brickset.com/sets/682-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/682-1.jpg","https://images.brickset.com/sets/images/682-1.jpg",NA,NA,NA,NA
7390,"683",1,"Articulated Lorry",1971,"LEGOLAND","Vintage","Vehicle","Normal",TRUE,58,"https://brickset.com/sets/683-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/683-1.jpg","https://images.brickset.com/sets/images/683-1.jpg",NA,NA,NA,NA
22705,"695",3,"Bulk Assortment Set",1971,"Samsonite","Vintage","Basic set","Normal",TRUE,NA,"https://brickset.com/sets/695-3",0,0,"Box","{Not specified}","https://images.brickset.com/sets/small/695-3.jpg","https://images.brickset.com/sets/images/695-3.jpg",NA,NA,NA,NA
4073,"795",1,"2 Large Baseplates, Red/Blue",1971,"Universal Building Set","Basic","Supplemental","Normal",TRUE,2,"https://brickset.com/sets/795-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/795-1.jpg","https://images.brickset.com/sets/images/795-1.jpg",NA,NA,NA,NA
4074,"796",1,"2 Large Baseplates, Green/Yellow",1971,"Universal Building Set","Basic","Supplemental","Normal",TRUE,2,"https://brickset.com/sets/796-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/796-1.jpg","https://images.brickset.com/sets/images/796-1.jpg",NA,NA,NA,NA
7456,"797",1,"2 Large Baseplates, Grey/White",1971,"Universal Building Set","Basic","Supplemental","Normal",TRUE,2,"https://brickset.com/sets/797-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/797-1.jpg","https://images.brickset.com/sets/images/797-1.jpg",NA,NA,NA,NA
4077,"798",1,"2 Medium Baseplates, Green",1971,"Universal Building Set","Basic","Supplemental","Normal",TRUE,2,"https://brickset.com/sets/798-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/798-1.jpg","https://images.brickset.com/sets/images/798-1.jpg",NA,NA,NA,NA
25536,"990",1,"Trees and Signs (1971 version with granulated trees and 4 bricks)",1971,"Universal Building Set","Basic","Supplemental","Normal",TRUE,12,"https://brickset.com/sets/990-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/990-1.jpg","https://images.brickset.com/sets/images/990-1.jpg",NA,NA,NA,NA
7463,"16197",1,"Thinking with LEGO",1971,"Books","Miscellaneous","LEGO","Book",TRUE,NA,"https://brickset.com/sets/16197-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/16197-1.jpg","https://images.brickset.com/sets/images/16197-1.jpg",NA,NA,NA,NA
9530,"BB173",3,"Holdall Storage Bag",1971,"Gear","Miscellaneous","Storage","Gear",TRUE,NA,"https://brickset.com/sets/BB173-3",0,0,"Other","Retail",NA,NA,NA,NA,NA,NA
26534,"DELMONTE1",1,"Del Monte Building Kit",1971,"Samsonite","Vintage","Basic set","Other",TRUE,NA,"https://brickset.com/sets/DELMONTE1-1",0,0,"Box","Promotional","https://images.brickset.com/sets/small/DELMONTE1-1.jpg","https://images.brickset.com/sets/images/DELMONTE1-1.jpg",NA,NA,NA,NA
22732,"SAMSONITE",11,"857 Piece Basic Set",1971,"Samsonite","Vintage","Basic set","Other",TRUE,857,"https://brickset.com/sets/SAMSONITE-11",0,0,"Box","{Not specified}",NA,NA,NA,NA,NA,NA
22733,"SAMSONITE",13,"920 Piece Motorized Basic Set",1971,"Samsonite","Vintage","Basic set","Other",TRUE,920,"https://brickset.com/sets/SAMSONITE-13",0,0,"Box","{Not specified}",NA,NA,NA,NA,NA,NA
22736,"SAMSONITE",14,"1252 Piece Motorized Basic Set",1971,"Samsonite","Vintage","Basic set","Other",TRUE,1252,"https://brickset.com/sets/SAMSONITE-14",0,0,"Box","{Not specified}","https://images.brickset.com/sets/small/SAMSONITE-14.jpg","https://images.brickset.com/sets/images/SAMSONITE-14.jpg",NA,NA,NA,NA
22734,"SAMSONITE",2,"1081 Piece Basic Set",1971,"Samsonite","Vintage","Basic set","Other",TRUE,1081,"https://brickset.com/sets/SAMSONITE-2",0,0,"Box","{Not specified}",NA,NA,NA,NA,NA,NA
22735,"SAMSONITE",3,"1241 Piece Basic Set",1971,"Samsonite","Vintage","Basic set","Other",TRUE,1241,"https://brickset.com/sets/SAMSONITE-3",0,0,"Box","{Not specified}","https://images.brickset.com/sets/small/SAMSONITE-3.jpg","https://images.brickset.com/sets/images/SAMSONITE-3.jpg",NA,NA,NA,NA
