"setID","number","numberVariant","name","year","theme","themeGroup","subtheme","category","released","pieces","bricksetURL","rating","reviewCount","packagingType","availability","thumbnailURL","imageURL","height","width","depth","weight"
9652,"1",10,"Mini-Wheel Model Maker No. 1 (Kraft Velveeta)",1971,"Samsonite","Vintage","Model Maker","Normal",TRUE,86,"https://brickset.com/sets/1-10",0,0,"Box","Promotional","https://images.brickset.com/sets/small/1-10.jpg","https://images.brickset.com/sets/images/1-10.jpg",5.6,14.2,10.3,NA
25549,"2",10,"Mini-Wheel Model Maker No. 2 (Kraft Velveeta)",1971,"Samsonite","Vintage","Model Maker","Normal",TRUE,74,"https://brickset.com/sets/2-10",0,0,"Box","Promotional","https://images.brickset.com/sets/small/2-10.jpg","https://images.brickset.com/sets/images/2-10.jpg",5.6,14.2,10.3,NA
22724,"3",8,"Mini-Wheel Model Maker No. 3 (Kraft Velveeta)",1971,"Samsonite","Vintage","Model Maker","Normal",TRUE,65,"https://brickset.com/sets/3-8",0,0,"Box","Promotional","https://images.brickset.com/sets/small/3-8.jpg","https://images.brickset.com/sets/images/3-8.jpg",NA,NA,NA,NA
22725,"4",5,"Mini-Wheel Model Maker Set 4 (Kraft Velveeta)",1971,"Samsonite","Vintage","Model Maker","Normal",TRUE,NA,"https://brickset.com/sets/4-5",0,0,"Box","Promotional","https://images.brickset.com/sets/small/4-5.jpg","https://images.brickset.com/sets/images/4-5.jpg",NA,NA,NA,NA
7699,"5",4,"Large house set",1971,"Minitalia","Vintage",NA,"Normal",TRUE,307,"https://brickset.com/sets/5-4",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/5-4.jpg","https://images.brickset.com/sets/images/5-4.jpg",NA,NA,NA,NA
22726,"5",5,"Mini-Wheel Model Maker Set 5 (Kraft Velveeta)",1971,"Samsonite","Vintage","Model Maker","Normal",TRUE,2,"https://brickset.com/sets/5-5",0,0,"Box","Promotional","https://images.brickset.com/sets/small/5-5.jpg","https://images.brickset.com/sets/images/5-5.jpg",NA,NA,NA,NA
22727,"6",4,"Promotional Basic Set No. 6 (Kraft Velveeta)",1971,"Samsonite","Vintage","Basic set","Normal",TRUE,77,"https://brickset.com/sets/6-4",0,0,"Box","Promotional","https://images.brickset.com/sets/small/6-4.jpg","https://images.brickset.com/sets/images/6-4.jpg",NA,NA,NA,NA
22728,"7",5,"Promotional Basic Set No. 7 (Kraft Velveeta)",1971,"Samsonite","Vintage","Basic Set","Normal",TRUE,159,"https://brickset.com/sets/7-5",0,0,"Box","Promotional","https://images.brickset.com/sets/small/7-5.jpg","https://images.brickset.com/sets/images/7-5.jpg",NA,NA,NA,NA
22729,"8",4,"Promotional Basic Set No. 8 (Kraft Velveeta)",1971,"Samsonite","Vintage","Basic Set","Normal",TRUE,301,"https://brickset.com/sets/8-4",0,0,"Box","Promotional","https://images.brickset.com/sets/small/8-4.jpg","https://images.brickset.com/sets/images/8-4.jpg",NA,NA,NA,NA
22730,"9",2,"Promotional Basic Set No. 9 (Kraft Velveeta)",1971,"Samsonite","Vintage","Basic Set","Normal",TRUE,550,"https://brickset.com/sets/9-2",0,0,"Box","Promotional","https://images.brickset.com/sets/small/9-2.jpg","https://images.brickset.com/sets/images/9-2.jpg",NA,NA,NA,NA
22731,"10",3,"Promotional Basic Set No. 10 (Kraft Velveeta)",1971,"Samsonite","Vintage","Basic Set","Normal",TRUE,101,"https://brickset.com/sets/10-3",0,0,"Box","Promotional","https://images.brickset.com/sets/small/10-2.jpg","https://images.brickset.com/sets/images/10-2.jpg",NA,NA,NA,NA
7707,"21",2,"Truck",1971,"Minitalia","Vintage",NA,"Normal",TRUE,33,"https://brickset.com/sets/21-2",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/21-2.jpg","https://images.brickset.com/sets/images/21-2.jpg",NA,NA,NA,NA
7708,"22",1,"Car",1971,"Minitalia","Vintage",NA,"Normal",TRUE,47,"https://brickset.com/sets/22-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/22-1.jpg","https://images.brickset.com/sets/images/22-1.jpg",NA,NA,NA,NA
7709,"23",1,"Delivery truck",1971,"Minitalia","Vintage",NA,"Normal",TRUE,64,"https://brickset.com/sets/23-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/23-1.jpg","https://images.brickset.com/sets/images/23-1.jpg",NA,NA,NA,NA
7710,"24",1,"Train",1971,"Minitalia","Vintage",NA,"Normal",TRUE,88,"https://brickset.com/sets/24-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/24-1.jpg","https://images.brickset.com/sets/images/24-1.jpg",NA,NA,NA,NA
7533,"101",2,"Imagination Set 1",1971,"Samsonite","Vintage","Basic set","Normal",TRUE,290,"https://brickset.com/sets/101-2",0,0,"Box","{Not specified}","https://images.brickset.com/sets/small/101-2.jpg","https://images.brickset.com/sets/images/101-2.jpg",16.5,16.5,13.4,NA
7534,"102",2,"Imagination Set 2",1971,"Samsonite","Vintage","Basic set","Normal",TRUE,426,"https://brickset.com/sets/102-2",0,0,"Box","Retail","https://images.brickset.com/sets/small/102-2.jpg","https://images.brickset.com/sets/images/102-2.jpg",18.415,18.415,18.415,1.346
7328,"103",2,"Imagination Set 3",1971,"Samsonite","Vintage","Basic set","Normal",TRUE,576,"https://brickset.com/sets/103-2",0,0,"Box","Retail","https://images.brickset.com/sets/small/103-2.jpg","https://images.brickset.com/sets/images/103-2.jpg",NA,NA,NA,NA
7535,"104",2,"Imagination Set 4",1971,"Samsonite","Vintage","Basic set","Normal",TRUE,737,"https://brickset.com/sets/104-2",0,0,"Box","Retail","https://images.brickset.com/sets/small/104-2.jpg","https://images.brickset.com/sets/images/104-2.jpg",NA,NA,NA,NA
7356,"105",3,"Imagination Set 5",1971,"Samsonite","Vintage","Basic set","Normal",TRUE,917,"https://brickset.com/sets/105-3",0,0,"Box","Retail",NA,NA,NA,NA,NA,NA
7357,"107",3,"4.5V Reversible Power Unit",1971,"Samsonite","Vintage","Model Maker","Normal",TRUE,16,"https://brickset.com/sets/107-3",0,0,"Box","Retail","https://images.brickset.com/sets/small/107-3.jpg","https://images.brickset.com/sets/images/107-3.jpg",20,25,7,NA
7358,"110",2,"Vehicle Accessory Pack",1971,"Samsonite","Vintage","Supplemental","Normal",TRUE,61,"https://brickset.com/sets/110-2",0,0,"Box","{Not specified}",NA,NA,NA,NA,NA,NA
7359,"111",3,"Building Accessory Pack",1971,"Samsonite","Vintage","Supplemental","Normal",TRUE,111,"https://brickset.com/sets/111-3",0,0,"Box","{Not specified}",NA,NA,NA,NA,NA,NA
7959,"112",3,"Lego Giant Base Plate",1971,"Samsonite","Vintage","Supplemental","Normal",TRUE,2,"https://brickset.com/sets/112-3",0,0,"Shrink-wrapped","Retail","https://images.brickset.com/sets/small/112-3.jpg","https://images.brickset.com/sets/images/112-3.jpg",31.75,31.75,0.3175,NA
7361,"128",2,"Mobile Crane (Train Base)",1971,"Trains","Modern day","4.5V","Normal",TRUE,23,"https://brickset.com/sets/128-2",0,0,"Box","Retail","https://images.brickset.com/sets/small/128-2.jpg","https://images.brickset.com/sets/images/128-2.jpg",NA,NA,NA,NA
7362,"128",3,"Mobile Crane (Plate Base)",1971,"Trains","Modern day","4.5V","Normal",TRUE,38,"https://brickset.com/sets/128-3",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/128-3.jpg","https://images.brickset.com/sets/images/128-3.jpg",NA,NA,NA,NA
7363,"166",2,"Vehicle Extra Parts Kit",1971,"Samsonite","Vintage","Supplemental","Normal",TRUE,61,"https://brickset.com/sets/166-2",0,0,"Box","{Not specified}","https://images.brickset.com/sets/small/166-2.jpg","https://images.brickset.com/sets/images/166-2.jpg",NA,NA,NA,NA
7364,"167",2,"House and Garden Extra Parts Kit",1971,"Samsonite","Vintage","Supplemental","Normal",TRUE,111,"https://brickset.com/sets/167-2",0,0,"Box","Promotional","https://images.brickset.com/sets/small/167-2.jpg","https://images.brickset.com/sets/images/167-2.jpg",10.5,20.5,5,NA
7451,"248",2,"Factory with Conveyor Belt",1971,"Samsonite","Vintage","Model Maker","Normal",TRUE,248,"https://brickset.com/sets/248-2",0,0,"Box","{Not specified}","https://images.brickset.com/sets/small/248-2.jpg","https://images.brickset.com/sets/images/248-2.jpg",NA,NA,NA,NA
7365,"260",3,"Dolls Living Room",1971,"Homemaker","Vintage",NA,"Normal",TRUE,173,"https://brickset.com/sets/260-3",0,0,"Box","Retail","https://images.brickset.com/sets/small/260-3.jpg","https://images.brickset.com/sets/images/260-3.jpg",NA,NA,NA,NA
7366,"261",4,"Dolls Kitchen",1971,"Homemaker","Vintage",NA,"Normal",TRUE,156,"https://brickset.com/sets/261-4",0,0,"Box","Retail","https://images.brickset.com/sets/small/261-4.jpg","https://images.brickset.com/sets/images/261-4.jpg",NA,NA,NA,NA
7367,"348",1,"Garage with Automatic Doors",1971,"LEGOLAND","Vintage","Building","Normal",TRUE,38,"https://brickset.com/sets/348-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/348-1.jpg","https://images.brickset.com/sets/images/348-1.jpg",NA,NA,NA,NA
5499,"349",1,"Swiss Chalet",1971,"LEGOLAND","Vintage","Building","Normal",TRUE,81,"https://brickset.com/sets/349-1",0,2,"Box","Retail","https://images.brickset.com/sets/small/349-1.jpg","https://images.brickset.com/sets/images/349-1.jpg",NA,NA,NA,NA
7368,"349",2,"Mini-Wheel Construction Set",1971,"Samsonite","Vintage","Model Maker","Normal",TRUE,195,"https://brickset.com/sets/349-2",0,0,"Box","{Not specified}","https://images.brickset.com/sets/small/349-2.jpg","https://images.brickset.com/sets/images/349-2.jpg",NA,NA,NA,NA
7369,"350",1,"Spanish Villa",1971,"LEGOLAND","Vintage","Building","Normal",TRUE,126,"https://brickset.com/sets/350-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/350-1.jpg","https://images.brickset.com/sets/images/350-1.jpg",NA,NA,NA,NA
6324,"351",1,"Gravel Depot",1971,"LEGOLAND","Vintage","Building","Normal",TRUE,170,"https://brickset.com/sets/351-1",0,2,"Box","Retail","https://images.brickset.com/sets/small/351-1.jpg","https://images.brickset.com/sets/images/351-1.jpg",NA,NA,NA,NA
7370,"360",2,"Ambulance Kit",1971,"Samsonite","Vintage","Model Maker","Normal",TRUE,23,"https://brickset.com/sets/360-2",0,0,"Box","{Not specified}","https://images.brickset.com/sets/small/360-2.jpg","https://images.brickset.com/sets/images/360-2.jpg",NA,NA,NA,NA
7371,"361",3,"Tow Truck Kit",1971,"Samsonite","Vintage","Model Maker","Normal",TRUE,24,"https://brickset.com/sets/361-3",0,0,"Box","Retail","https://images.brickset.com/sets/small/361-3.jpg","https://images.brickset.com/sets/images/361-3.jpg",10.16,12.7,2.54,NA
7372,"362",2,"Delivery Van Kit",1971,"Samsonite","Vintage","Model Maker","Normal",TRUE,33,"https://brickset.com/sets/362-2",0,0,"Box","{Not specified}","https://images.brickset.com/sets/small/362-2.jpg","https://images.brickset.com/sets/images/362-2.jpg",NA,NA,NA,NA
6369,"363",2,"Antique Car Kit",1971,"Samsonite","Vintage","Model Maker","Normal",TRUE,38,"https://brickset.com/sets/363-2",0,1,"Box","Retail","https://images.brickset.com/sets/small/363-2.jpg","https://images.brickset.com/sets/images/363-2.jpg",10.16,12.7,3.175,NA
7374,"371",1,"Tipper Truck",1971,"LEGOLAND","Vintage","Vehicle","Normal",TRUE,48,"https://brickset.com/sets/371-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/371-1.jpg","https://images.brickset.com/sets/images/371-1.jpg",NA,NA,NA,NA
7375,"372",2,"Tow Truck",1971,"LEGOLAND","Vintage","Vehicle","Normal",TRUE,54,"https://brickset.com/sets/372-2",0,0,"Box","Retail","https://images.brickset.com/sets/small/372-2.jpg","https://images.brickset.com/sets/images/372-2.jpg",NA,NA,NA,NA
7376,"373",2,"Ambulance",1971,"LEGOLAND","Vintage","Vehicle","Normal",TRUE,65,"https://brickset.com/sets/373-2",0,0,"Box","Retail","https://images.brickset.com/sets/small/373-2.jpg","https://images.brickset.com/sets/images/373-2.jpg",NA,NA,NA,NA
7377,"374",2,"Fire Engine",1971,"LEGOLAND","Vintage","Vehicle","Normal",TRUE,74,"https://brickset.com/sets/374-2",0,0,"Box","Retail","https://images.brickset.com/sets/small/374-2.jpg","https://images.brickset.com/sets/images/374-2.jpg",NA,NA,NA,NA
