"setID","number","numberVariant","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","thumbnailURL","imageURL"
428,"1576",1,"Happy Face Carry Case",1994,"Duplo","Pre-school",NA,"Normal",TRUE,30,NA,"https://brickset.com/sets/1576-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
6317,"1701",1,"Mini Box, 3+",1994,"Basic","Basic",NA,"Normal",TRUE,26,NA,"https://brickset.com/sets/1701-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1701-1.jpg","https://images.brickset.com/sets/images/1701-1.jpg"
516,"1702",1,"Fire Fighter 4 x 4",1994,"Town","Modern day","Fire","Normal",TRUE,59,1,"https://brickset.com/sets/1702-1",3,1,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/1702-1.jpg","https://images.brickset.com/sets/images/1702-1.jpg"
22502,"1703",1,"Dalmatian Station Building Set",1994,"Basic","Basic",NA,"Normal",TRUE,172,NA,"https://brickset.com/sets/1703-1",0,0,"Other","Retail - limited",NA,NA,NA
519,"1704",1,"(Unnamed)",1994,"Space","Action/Adventure","Ice Planet 2002","Normal",TRUE,47,1,"https://brickset.com/sets/1704-1",3.7,5,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/1704-1.jpg","https://images.brickset.com/sets/images/1704-1.jpg"
22503,"1705",2,"Large Dinosaur Bucket",1994,"Basic","Basic",NA,"Normal",TRUE,329,NA,"https://brickset.com/sets/1705-2",0,0,"Bucket","Retail - limited",NA,NA,NA
22504,"1706",2,"Small Bucket",1994,"Basic","Basic",NA,"Normal",TRUE,NA,NA,"https://brickset.com/sets/1706-2",0,0,"Bucket","Retail - limited",NA,"https://images.brickset.com/sets/small/1706-2.jpg","https://images.brickset.com/sets/images/1706-2.jpg"
5212,"1708",1,"Blue Ribbon Savings!",1994,"Basic","Basic",NA,"Normal",TRUE,650,NA,"https://brickset.com/sets/1708-1",0,0,"Bucket","Retail - limited",NA,"https://images.brickset.com/sets/small/1708-2.jpg","https://images.brickset.com/sets/images/1708-2.jpg"
22505,"1709",2,"Small Bucket",1994,"Basic","Basic",NA,"Normal",TRUE,NA,NA,"https://brickset.com/sets/1709-2",0,1,"Bucket","Retail",NA,NA,NA
526,"1710",1,"Snowmobile",1994,"Town","Modern day","Leisure","Normal",TRUE,24,1,"https://brickset.com/sets/1710-1",3.5,1,"Polybag","Retail - limited",NA,"https://images.brickset.com/sets/small/1710-1.jpg","https://images.brickset.com/sets/images/1710-1.jpg"
528,"1711",1,"Ice Planet Scooter",1994,"Space","Action/Adventure","Ice Planet 2002","Normal",TRUE,19,1,"https://brickset.com/sets/1711-1",3.1,3,"Polybag","Retail - limited",NA,"https://images.brickset.com/sets/small/1711-1.jpg","https://images.brickset.com/sets/images/1711-1.jpg"
530,"1712",1,"Crossbow Cart",1994,"Castle","Historical","Dragon Knights","Normal",TRUE,23,1,"https://brickset.com/sets/1712-1",3.4,2,"Polybag","Retail - limited",NA,"https://images.brickset.com/sets/small/1712-1.jpg","https://images.brickset.com/sets/images/1712-1.jpg"
532,"1713",1,"Shipwrecked Pirate",1994,"Pirates","Historical",NA,"Normal",TRUE,23,1,"https://brickset.com/sets/1713-1",3.3,5,"Polybag","Promotional",NA,"https://images.brickset.com/sets/small/1713-1.jpg","https://images.brickset.com/sets/images/1713-1.jpg"
22506,"1716",2,"Starter Set with Building Plates",1994,"Basic","Basic",NA,"Normal",TRUE,201,NA,"https://brickset.com/sets/1716-2",0,0,"{Not specified}","Retail - limited",NA,"https://images.brickset.com/sets/small/1716-2.jpg","https://images.brickset.com/sets/images/1716-2.jpg"
541,"1720",1,"Cactus Canyon Value Pack",1994,"Town","Modern day","Bonus/Value Pack","Collection",TRUE,133,NA,"https://brickset.com/sets/1720-1",3.6,1,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/1720-1.jpg","https://images.brickset.com/sets/images/1720-1.jpg"
543,"1721",1,"Sandypoint Marina Value Pack",1994,"Town","Modern day","Bonus/Value Pack","Collection",TRUE,155,NA,"https://brickset.com/sets/1721-1",0,3,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/1721-1.jpg","https://images.brickset.com/sets/images/1721-1.jpg"
544,"1722",1,"Town / Space Value Pack",1994,"Assorted","Miscellaneous","Bonus/Value Pack","Collection",TRUE,106,NA,"https://brickset.com/sets/1722-1",0,1,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/1722-1.jpg","https://images.brickset.com/sets/images/1722-1.jpg"
546,"1723",1,"Castle / Pirates Value Pack",1994,"Assorted","Miscellaneous","Bonus/Value Pack","Collection",TRUE,72,NA,"https://brickset.com/sets/1723-1",0,5,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/1723-1.jpg","https://images.brickset.com/sets/images/1723-1.jpg"
8421,"1724",1,"Bird",1994,"Basic","Basic",NA,"Normal",TRUE,9,NA,"https://brickset.com/sets/1724-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1724-1.jpg","https://images.brickset.com/sets/images/1724-1.jpg"
8422,"1725",1,"Dinosaur",1994,"Basic","Basic",NA,"Normal",TRUE,11,NA,"https://brickset.com/sets/1725-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1725-1.jpg","https://images.brickset.com/sets/images/1725-1.jpg"
8423,"1726",1,"Girl",1994,"Basic","Basic",NA,"Normal",TRUE,7,NA,"https://brickset.com/sets/1726-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1726-1.jpg","https://images.brickset.com/sets/images/1726-1.jpg"
8424,"1727",1,"Horse",1994,"Basic","Basic",NA,"Normal",TRUE,10,NA,"https://brickset.com/sets/1727-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1727-2.jpg","https://images.brickset.com/sets/images/1727-2.jpg"
551,"1729",1,"Barnacle Bay Value Pack",1994,"Pirates","Historical","Bonus/Value Pack","Collection",TRUE,89,NA,"https://brickset.com/sets/1729-1",3.7,1,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/1729-1.jpg","https://images.brickset.com/sets/images/1729-1.jpg"
552,"1730",1,"Snow Scooter",1994,"Town","Modern day","Leisure","Normal",TRUE,24,1,"https://brickset.com/sets/1730-1",3.7,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/1730-1.jpg","https://images.brickset.com/sets/images/1730-1.jpg"
553,"1731",1,"Ice Planet Scooter",1994,"Space","Action/Adventure","Ice Planet 2002","Normal",TRUE,19,1,"https://brickset.com/sets/1731-1",3.1,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/1731-1.jpg","https://images.brickset.com/sets/images/1731-1.jpg"
554,"1732",1,"Crossbow Cart",1994,"Castle","Historical","Dragon Knights","Normal",TRUE,23,1,"https://brickset.com/sets/1732-1",3.6,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/1732-1.jpg","https://images.brickset.com/sets/images/1732-1.jpg"
555,"1733",1,"Shipwrecked Pirate",1994,"Pirates","Historical",NA,"Normal",TRUE,23,1,"https://brickset.com/sets/1733-1",3.3,8,"Box","Retail",NA,"https://images.brickset.com/sets/small/1733-1.jpg","https://images.brickset.com/sets/images/1733-1.jpg"
22507,"1738",1,"Bulk Box",1994,"Duplo","Pre-school",NA,"Normal",TRUE,NA,NA,"https://brickset.com/sets/1738-1",0,0,"Box","Retail - limited",NA,NA,NA
559,"1740",1,"(Unnamed)",1994,"Town","Modern day","Leisure","Normal",TRUE,16,1,"https://brickset.com/sets/1740-1",0,0,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/1740-1.jpg","https://images.brickset.com/sets/images/1740-1.jpg"
560,"1741",1,"(Unnamed)",1994,"Town","Modern day","Leisure","Normal",TRUE,36,1,"https://brickset.com/sets/1741-1",0,0,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/1741-1.jpg","https://images.brickset.com/sets/images/1741-1.jpg"
561,"1742",1,"(Unnamed)",1994,"Town","Modern day","Leisure","Normal",TRUE,81,1,"https://brickset.com/sets/1742-1",0,0,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/1742-1.jpg","https://images.brickset.com/sets/images/1742-1.jpg"
