"setID","number","numberVariant","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","thumbnailURL","imageURL","height","width","depth"
356,"1489",1,"Mobile Car Crane",1989,"Town","Modern day","Vehicles","Normal",TRUE,174,2,"https://brickset.com/sets/1489-1",0,0,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/1489-1.jpg","https://images.brickset.com/sets/images/1489-1.jpg",NA,NA,NA
6941,"1513",2,"Universal Building Set",1989,"Basic","Basic",NA,"Normal",TRUE,66,1,"https://brickset.com/sets/1513-2",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1513-2.jpg","https://images.brickset.com/sets/images/1513-2.jpg",NA,NA,NA
370,"1515",2,"Town Value Pack",1989,"Town","Modern day","Bonus/Value Pack","Collection",TRUE,105,NA,"https://brickset.com/sets/1515-2",0,0,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/1515-2.jpg","https://images.brickset.com/sets/images/1515-2.jpg",NA,NA,NA
373,"1517",1,"Black Racing Car",1989,"Town","Modern day","Racing","Normal",TRUE,32,1,"https://brickset.com/sets/1517-1",3.2,3,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/1517-1.jpg","https://images.brickset.com/sets/images/1517-1.jpg",NA,NA,NA
375,"1518",1,"Racing Service Crew",1989,"Town","Modern day","Racing","Normal",TRUE,73,2,"https://brickset.com/sets/1518-1",0,1,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/1518-1.jpg","https://images.brickset.com/sets/images/1518-1.jpg",NA,NA,NA
9411,"1521",1,"Basic Building Set Trial Size",1989,"Basic","Basic","Universal Building Set","Normal",TRUE,24,NA,"https://brickset.com/sets/1521-1",0,0,"Box","Retail",NA,NA,NA,NA,NA,NA
9410,"1522",2,"Basic Building Set Trial Size",1989,"Basic","Basic","Universal Building Set","Normal",TRUE,44,NA,"https://brickset.com/sets/1522-2",0,1,"Box","Retail",NA,NA,NA,NA,NA,NA
454,"1616",1,"Special Two-Set Space Pack",1989,"Space","Action/Adventure","Bonus/Value Pack","Collection",TRUE,132,NA,"https://brickset.com/sets/1616-1",0,0,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/1616-1.jpg","https://images.brickset.com/sets/images/1616-1.jpg",NA,NA,NA
458,"1620",1,"Astro Dart",1989,"Space","Action/Adventure","Futuron","Normal",TRUE,30,1,"https://brickset.com/sets/1620-1",0,0,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/1620-1.jpg","https://images.brickset.com/sets/images/1620-1.jpg",NA,NA,NA
459,"1621",1,"Lunar MPV Vehicle",1989,"Space","Action/Adventure","Futuron","Normal",TRUE,102,2,"https://brickset.com/sets/1621-1",0,1,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/1621-1.jpg","https://images.brickset.com/sets/images/1621-1.jpg",NA,NA,NA
461,"1625",1,"Snowman",1989,"Basic","Basic","Seasonal","Normal",TRUE,40,NA,"https://brickset.com/sets/1625-1",0,3,"Polybag","{Not specified}",NA,"https://images.brickset.com/sets/small/1625-1.jpg","https://images.brickset.com/sets/images/1625-1.jpg",NA,NA,NA
462,"1626",1,"Angel",1989,"Basic","Basic","Seasonal","Normal",TRUE,33,NA,"https://brickset.com/sets/1626-1",0,2,"Polybag","{Not specified}",NA,"https://images.brickset.com/sets/small/1626-1.jpg","https://images.brickset.com/sets/images/1626-1.jpg",NA,NA,NA
463,"1627",1,"Santa",1989,"Basic","Basic","Seasonal","Normal",TRUE,36,NA,"https://brickset.com/sets/1627-1",0,1,"Polybag","{Not specified}",NA,"https://images.brickset.com/sets/small/1627-1.jpg","https://images.brickset.com/sets/images/1627-1.jpg",NA,NA,NA
464,"1628",1,"Santa with Reindeer and Sleigh",1989,"Basic","Basic","Seasonal","Normal",TRUE,63,NA,"https://brickset.com/sets/1628-1",0,2,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1628-1.jpg","https://images.brickset.com/sets/images/1628-1.jpg",NA,NA,NA
474,"1640",1,"Tuttle the Turtle",1989,"Duplo","Pre-school",NA,"Normal",TRUE,6,NA,"https://brickset.com/sets/1640-1",0,1,"Polybag","{Not specified}",NA,"https://images.brickset.com/sets/small/1640-1.jpg","https://images.brickset.com/sets/images/1640-1.jpg",NA,NA,NA
475,"1641",1,"Crocodile",1989,"Duplo","Pre-school",NA,"Normal",TRUE,6,NA,"https://brickset.com/sets/1641-1",0,0,"Polybag","{Not specified}",NA,"https://images.brickset.com/sets/small/1641-1.jpg","https://images.brickset.com/sets/images/1641-1.jpg",NA,NA,NA
476,"1642",1,"Sea Eagle",1989,"Basic","Basic",NA,"Normal",TRUE,15,NA,"https://brickset.com/sets/1642-1",0,1,"Polybag","{Not specified}",NA,"https://images.brickset.com/sets/small/1642-1.jpg","https://images.brickset.com/sets/images/1642-1.jpg",NA,NA,NA
477,"1643",1,"Lightning Striker",1989,"Basic","Basic",NA,"Normal",TRUE,16,NA,"https://brickset.com/sets/1643-1",0,0,"Polybag","{Not specified}",NA,"https://images.brickset.com/sets/small/1643-1.jpg","https://images.brickset.com/sets/images/1643-1.jpg",NA,NA,NA
478,"1644",1,"Wind Whirler",1989,"Basic","Basic",NA,"Normal",TRUE,17,NA,"https://brickset.com/sets/1644-1",0,1,"Polybag","{Not specified}",NA,"https://images.brickset.com/sets/small/1644-1.jpg","https://images.brickset.com/sets/images/1644-1.jpg",NA,NA,NA
479,"1645",1,"Gyro Bird",1989,"Basic","Basic",NA,"Normal",TRUE,19,NA,"https://brickset.com/sets/1645-1",0,0,"Polybag","{Not specified}",NA,"https://images.brickset.com/sets/small/1645-1.jpg","https://images.brickset.com/sets/images/1645-1.jpg",NA,NA,NA
480,"1646",1,"Land Laser",1989,"Basic","Basic",NA,"Normal",TRUE,17,NA,"https://brickset.com/sets/1646-1",0,1,"Polybag","{Not specified}",NA,"https://images.brickset.com/sets/small/1646-1.jpg","https://images.brickset.com/sets/images/1646-1.jpg",NA,NA,NA
481,"1647",1,"Turbo Force",1989,"Basic","Basic",NA,"Normal",TRUE,14,NA,"https://brickset.com/sets/1647-1",0,1,"Polybag","{Not specified}",NA,"https://images.brickset.com/sets/small/1647-1.jpg","https://images.brickset.com/sets/images/1647-1.jpg",NA,NA,NA
482,"1648",1,"Swamp  Stinger",1989,"Basic","Basic",NA,"Normal",TRUE,16,NA,"https://brickset.com/sets/1648-1",0,0,"Polybag","{Not specified}",NA,"https://images.brickset.com/sets/small/1648-1.jpg","https://images.brickset.com/sets/images/1648-1.jpg",NA,NA,NA
483,"1649",1,"Sea Skimmer",1989,"Basic","Basic",NA,"Normal",TRUE,17,NA,"https://brickset.com/sets/1649-1",0,1,"Polybag","{Not specified}",NA,"https://images.brickset.com/sets/small/1649-1.jpg","https://images.brickset.com/sets/images/1649-1.jpg",NA,NA,NA
22419,"1653",1,"Container Set",1989,"Duplo","Pre-school",NA,"Normal",TRUE,38,2,"https://brickset.com/sets/1653-1",0,0,"Box","Retail",NA,NA,NA,NA,NA,NA
5801,"1661",1,"Basic Building Set",1989,"Basic","Basic",NA,"Normal",TRUE,407,NA,"https://brickset.com/sets/1661-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1661-1.jpg","https://images.brickset.com/sets/images/1661-1.jpg",NA,NA,NA
22420,"1662",1,"Basic Building Set",1989,"Basic","Basic",NA,"Normal",TRUE,635,2,"https://brickset.com/sets/1662-1",0,0,"Bucket","Retail - limited",NA,"https://images.brickset.com/sets/small/1662-1.jpg","https://images.brickset.com/sets/images/1662-1.jpg",NA,NA,NA
22421,"1663",1,"Basic Building Set",1989,"Basic","Basic",NA,"Normal",TRUE,451,2,"https://brickset.com/sets/1663-1",0,0,"Bucket","Retail - limited",NA,NA,NA,NA,NA,NA
22422,"1681",1,"Rattle",1989,"Duplo","Pre-school",NA,"Normal",TRUE,1,NA,"https://brickset.com/sets/1681-1",0,0,"Box","Retail",NA,NA,NA,NA,NA,NA
