"setID","number","numberVariant","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","thumbnailURL","imageURL","height","width","depth"
9777,"390",1,"Helicopter",1986,"Basic","Basic","Universal Building Set","Normal",TRUE,24,1,"https://brickset.com/sets/390-1",0,0,"Box","Retail",NA,"https://images.brickset.com/sets/small/390-1.jpg","https://images.brickset.com/sets/images/390-1.jpg",NA,NA,NA
23655,"391",2,"Police Car",1986,"Basic","Basic",NA,"Normal",TRUE,21,1,"https://brickset.com/sets/391-2",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/391-2.jpg","https://images.brickset.com/sets/images/391-2.jpg",NA,NA,NA
9215,"392",2,"Fire Engine",1986,"Basic","Basic",NA,"Normal",TRUE,23,1,"https://brickset.com/sets/392-2",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/392-2.jpg","https://images.brickset.com/sets/images/392-2.jpg",NA,NA,NA
23656,"393",2,"Tow Truck",1986,"Basic","Basic",NA,"Normal",TRUE,29,1,"https://brickset.com/sets/393-2",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/393-2.jpg","https://images.brickset.com/sets/images/393-2.jpg",NA,NA,NA
4081,"800",2,"Extra Bricks Red",1986,"Basic","Basic","Supplementaries","Normal",TRUE,62,NA,"https://brickset.com/sets/800-2",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/800-2.jpg","https://images.brickset.com/sets/images/800-2.jpg",NA,NA,NA
4092,"801",2,"Extra Bricks Blue",1986,"Basic","Basic","Supplementaries","Normal",TRUE,82,NA,"https://brickset.com/sets/801-2",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/801-2.jpg","https://images.brickset.com/sets/images/801-2.jpg",NA,NA,NA
4097,"802",2,"Extra Bricks White",1986,"Basic","Basic","Supplementaries","Normal",TRUE,30,NA,"https://brickset.com/sets/802-2",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/802-2.jpg","https://images.brickset.com/sets/images/802-2.jpg",NA,NA,NA
4101,"803",1,"Extra Bricks Yellow",1986,"Basic","Basic","Supplementaries","Normal",TRUE,62,NA,"https://brickset.com/sets/803-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/803-1.jpg","https://images.brickset.com/sets/images/803-1.jpg",NA,NA,NA
4106,"804",1,"Extra Bricks Black",1986,"Basic","Basic","Supplementaries","Normal",TRUE,62,NA,"https://brickset.com/sets/804-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/804-1.jpg","https://images.brickset.com/sets/images/804-1.jpg",NA,NA,NA
4110,"805",1,"Extra Bricks Grey",1986,"Basic","Basic","Supplementaries","Normal",TRUE,62,NA,"https://brickset.com/sets/805-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/805-1.jpg","https://images.brickset.com/sets/images/805-1.jpg",NA,NA,NA
4114,"806",1,"Extra Plates Blue",1986,"Basic","Basic","Supplementaries","Normal",TRUE,42,NA,"https://brickset.com/sets/806-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA
4117,"807",1,"Extra Plates Red",1986,"Basic","Basic","Supplementaries","Normal",TRUE,42,NA,"https://brickset.com/sets/807-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA
4119,"808",1,"Wheels and Tyres",1986,"Basic","Basic","Supplementaries","Normal",TRUE,40,NA,"https://brickset.com/sets/808-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/808-1.jpg","https://images.brickset.com/sets/images/808-1.jpg",NA,NA,NA
4121,"809",1,"Doors and Windows",1986,"Basic","Basic","Supplementaries","Normal",TRUE,38,NA,"https://brickset.com/sets/809-1",0,1,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/809-1.jpg","https://images.brickset.com/sets/images/809-1.jpg",NA,NA,NA
4126,"811",1,"Red Roof Bricks, Steep Pitch",1986,"Basic","Basic","Supplementaries","Normal",TRUE,59,NA,"https://brickset.com/sets/811-1",0,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/811-1.jpg","https://images.brickset.com/sets/images/811-1.jpg",NA,NA,NA
4127,"812",2,"Red Roof Bricks, Shallow Pitch",1986,"Basic","Basic","Supplementaries","Normal",TRUE,60,NA,"https://brickset.com/sets/812-2",0,0,"Box","Retail",NA,"https://images.brickset.com/sets/small/812-2.jpg","https://images.brickset.com/sets/images/812-2.jpg",NA,NA,NA
4128,"813",1,"Baseplate, Green",1986,"Basic","Basic","Supplementaries","Normal",TRUE,1,NA,"https://brickset.com/sets/813-1",0,1,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/813-1.jpg","https://images.brickset.com/sets/images/813-1.jpg",NA,NA,NA
4129,"814",1,"Baseplates, Green, Red and Yellow",1986,"Basic","Basic","Supplementaries","Normal",TRUE,3,NA,"https://brickset.com/sets/814-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/814-1.jpg","https://images.brickset.com/sets/images/814-1.jpg",NA,NA,NA
4130,"815",1,"Baseplate, Grey",1986,"Basic","Basic","Supplementaries","Normal",TRUE,1,NA,"https://brickset.com/sets/815-1",0,0,"Shrink-wrapped","Retail",NA,"https://images.brickset.com/sets/small/815-1.jpg","https://images.brickset.com/sets/images/815-1.jpg",NA,NA,NA
4131,"816",1,"Lighting Bricks, 4.5V",1986,"Basic","Basic","Supplementaries","Normal",TRUE,18,NA,"https://brickset.com/sets/816-1",0,2,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/816-1.jpg","https://images.brickset.com/sets/images/816-1.jpg",NA,NA,NA
7812,"1000",1,"Mosaic Set",1986,"Dacta","Educational",NA,"Normal",TRUE,191,NA,"https://brickset.com/sets/1000-1",0,2,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1000-1.jpg","https://images.brickset.com/sets/images/1000-1.jpg",NA,NA,NA
7816,"1014",2,"Mosaic Set (Pets: dogs, cats, hens, rabbits)",1986,"Dacta","Educational",NA,"Normal",TRUE,80,NA,"https://brickset.com/sets/1014-2",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1014-2.jpg","https://images.brickset.com/sets/images/1014-2.jpg",NA,NA,NA
7821,"1019",1,"Mosaic Set (Lion)",1986,"Dacta","Educational",NA,"Normal",TRUE,20,NA,"https://brickset.com/sets/1019-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1019-1.jpg","https://images.brickset.com/sets/images/1019-1.jpg",NA,NA,NA
7822,"1020",1,"Basic Bricks - 90 elements",1986,"Dacta","Educational",NA,"Normal",TRUE,86,NA,"https://brickset.com/sets/1020-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1020-1.jpg","https://images.brickset.com/sets/images/1020-1.jpg",NA,NA,NA
7823,"1021",1,"Basic Vehicles - 78 elements",1986,"Dacta","Educational",NA,"Normal",TRUE,94,12,"https://brickset.com/sets/1021-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1021-1.jpg","https://images.brickset.com/sets/images/1021-1.jpg",NA,NA,NA
7824,"1022",1,"Mini Basic Bricks - 29 elements",1986,"Dacta","Educational",NA,"Normal",TRUE,29,2,"https://brickset.com/sets/1022-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1022-1.jpg","https://images.brickset.com/sets/images/1022-1.jpg",NA,NA,NA
7825,"1023",1,"Giant Red Baseplate",1986,"Dacta","Educational",NA,"Normal",TRUE,1,NA,"https://brickset.com/sets/1023-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA
7830,"1028",1,"6 x 12 Base Bricks",1986,"Dacta","Educational",NA,"Normal",TRUE,6,NA,"https://brickset.com/sets/1028-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1028-1.jpg","https://images.brickset.com/sets/images/1028-1.jpg",NA,NA,NA
7833,"1039",1,"Manual Control Set 1",1986,"Dacta","Educational",NA,"Normal",TRUE,46,NA,"https://brickset.com/sets/1039-1",0,1,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1039-1.jpg","https://images.brickset.com/sets/images/1039-1.jpg",NA,NA,NA
5050,"1040",2,"Farm Set",1986,"Dacta","Educational",NA,"Normal",TRUE,82,4,"https://brickset.com/sets/1040-2",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1040-2.jpg","https://images.brickset.com/sets/images/1040-2.jpg",NA,NA,NA
7835,"1041",1,"Harbour",1986,"Dacta","Educational",NA,"Normal",TRUE,77,6,"https://brickset.com/sets/1041-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1041-1.jpg","https://images.brickset.com/sets/images/1041-1.jpg",NA,NA,NA
7837,"1042",1,"Community People",1986,"Dacta","Educational",NA,"Normal",TRUE,12,12,"https://brickset.com/sets/1042-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1042-1.jpg","https://images.brickset.com/sets/images/1042-1.jpg",NA,NA,NA
5051,"1043",1,"Farm Animals Set",1986,"Dacta","Educational",NA,"Normal",TRUE,30,NA,"https://brickset.com/sets/1043-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1043-1.jpg","https://images.brickset.com/sets/images/1043-1.jpg",NA,NA,NA
7838,"1044",1,"Community Vehicles",1986,"Dacta","Educational",NA,"Normal",TRUE,33,6,"https://brickset.com/sets/1044-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1044-1.jpg","https://images.brickset.com/sets/images/1044-1.jpg",NA,NA,NA
7839,"1045",1,"Industrial Elements",1986,"Dacta","Educational",NA,"Normal",TRUE,20,NA,"https://brickset.com/sets/1045-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1045-1.jpg","https://images.brickset.com/sets/images/1045-1.jpg",NA,NA,NA
7841,"1046",1,"Train Set",1986,"Dacta","Educational",NA,"Normal",TRUE,61,6,"https://brickset.com/sets/1046-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1046-1.jpg","https://images.brickset.com/sets/images/1046-1.jpg",NA,NA,NA
7843,"1047",1,"Extra Track",1986,"Dacta","Educational",NA,"Normal",TRUE,12,NA,"https://brickset.com/sets/1047-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1047-1.jpg","https://images.brickset.com/sets/images/1047-1.jpg",NA,NA,NA
7844,"1048",1,"Bridge and Crossing Tracks",1986,"Dacta","Educational",NA,"Normal",TRUE,12,NA,"https://brickset.com/sets/1048-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1048-1.jpg","https://images.brickset.com/sets/images/1048-1.jpg",NA,NA,NA
7846,"1050",1,"Basic Pack",1986,"Dacta","Educational",NA,"Normal",TRUE,402,6,"https://brickset.com/sets/1050-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1050-1.jpg","https://images.brickset.com/sets/images/1050-1.jpg",NA,NA,NA
7857,"1071",1,"Bricks 2 x 2 and 2 x 4",1986,"Dacta","Educational",NA,"Normal",TRUE,56,NA,"https://brickset.com/sets/1071-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1071-1.jpg","https://images.brickset.com/sets/images/1071-1.jpg",NA,NA,NA
7865,"1083",1,"Supplementary Pack",1986,"Dacta","Educational",NA,"Normal",TRUE,64,NA,"https://brickset.com/sets/1083-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1083-1.jpg","https://images.brickset.com/sets/images/1083-1.jpg",NA,NA,NA
6516,"1090",1,"Technic Control 1",1986,"Dacta","Educational",NA,"Normal",TRUE,404,NA,"https://brickset.com/sets/1090-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1090-1.jpg","https://images.brickset.com/sets/images/1090-1.jpg",NA,NA,NA
7872,"1092",1,"Technic Control II",1986,"Dacta","Educational",NA,"Normal",TRUE,463,NA,"https://brickset.com/sets/1092-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1092-1.jpg","https://images.brickset.com/sets/images/1092-1.jpg",NA,NA,NA
23130,"1093",1,"Interface A",1986,"Dacta","Educational",NA,"Normal",TRUE,3,NA,"https://brickset.com/sets/1093-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1093-1.jpg","https://images.brickset.com/sets/images/1093-1.jpg",NA,NA,NA
31378,"1169",1,"Bogie plates",1986,"Service Packs","Miscellaneous",NA,"Normal",TRUE,2,NA,"https://brickset.com/sets/1169-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA
31377,"1174",1,"Motor housing",1986,"Service Packs","Miscellaneous",NA,"Normal",TRUE,2,NA,"https://brickset.com/sets/1174-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA
26886,"1179",1,"Replacement Space Siren",1986,"Service Packs","Miscellaneous","Space","Normal",TRUE,1,NA,"https://brickset.com/sets/1179-1",0,0,"Polybag","{Not specified}",NA,NA,NA,NA,NA,NA
31391,"1243",1,"Hinges and Couplings",1986,"Service Packs","Miscellaneous",NA,"Normal",TRUE,9,NA,"https://brickset.com/sets/1243-1",0,0,"Polybag","{Not specified}",NA,"https://images.brickset.com/sets/small/1243-1.jpg","https://images.brickset.com/sets/images/1243-1.jpg",NA,NA,NA
23553,"1343",1,"Optosensors (4.5V) and Discs",1986,"Service Packs","Miscellaneous","Technic","Normal",TRUE,4,NA,"https://brickset.com/sets/1343-1",0,0,"Polybag","{Not specified}",NA,"https://images.brickset.com/sets/small/1343-1.jpg","https://images.brickset.com/sets/images/1343-1.jpg",NA,NA,NA
29579,"1400",1,"Basic Box",1986,"Basic","Basic",NA,"Normal",TRUE,166,2,"https://brickset.com/sets/1400-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA
9767,"1503",1,"Car Building Set",1986,"Duplo","Pre-school",NA,"Normal",TRUE,7,1,"https://brickset.com/sets/1503-1",0,0,"Box","{Not specified}",NA,NA,NA,NA,NA,NA
9768,"1504",2,"House Building Set",1986,"Duplo","Pre-school",NA,"Normal",TRUE,13,1,"https://brickset.com/sets/1504-2",0,0,"Box","{Not specified}",NA,NA,NA,NA,NA,NA
9766,"1505",1,"House and Car Building Sets",1986,"Duplo","Pre-school","Bonus/Value Pack","Collection",TRUE,20,NA,"https://brickset.com/sets/1505-1",0,0,"Other","Unknown",NA,"https://images.brickset.com/sets/small/1505-1.jpg","https://images.brickset.com/sets/images/1505-1.jpg",NA,NA,NA
365,"1506",1,"Town Value Pack",1986,"Town","Modern day","Bonus/Value Pack","Collection",TRUE,88,NA,"https://brickset.com/sets/1506-1",0,1,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/1506-1.jpg","https://images.brickset.com/sets/images/1506-1.jpg",NA,NA,NA
366,"1507",1,"Special Two-Set Space Pack",1986,"Space","Action/Adventure","Bonus/Value Pack","Collection",TRUE,96,NA,"https://brickset.com/sets/1507-1",0,1,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/1507-1.jpg","https://images.brickset.com/sets/images/1507-1.jpg",NA,NA,NA
23445,"1511",1,"Basic Building Set",1986,"Basic","Basic",NA,"Normal",TRUE,59,1,"https://brickset.com/sets/1511-1",0,0,"Box","Retail - limited",3,NA,NA,NA,NA,NA
10231,"1523",2,"Basic Building Set",1986,"Basic","Basic",NA,"Normal",TRUE,27,NA,"https://brickset.com/sets/1523-2",0,0,"Box","Retail - limited",NA,NA,NA,NA,NA,NA
382,"1524",2,"Basic Building Set",1986,"Basic","Basic",NA,"Normal",TRUE,38,NA,"https://brickset.com/sets/1524-2",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA
383,"1525",1,"LEGO Container Lorry",1986,"Town","Modern day","Vehicles","Normal",TRUE,154,1,"https://brickset.com/sets/1525-1",0,0,"Box","Unknown",NA,"https://images.brickset.com/sets/small/1525-1.jpg","https://images.brickset.com/sets/images/1525-1.jpg",NA,NA,NA
385,"1526",1,"Unknown",1986,"Space","Action/Adventure","Classic","Normal",FALSE,104,NA,"https://brickset.com/sets/1526-1",0,1,"Box","Unknown",NA,"https://images.brickset.com/sets/small/1526-1.jpg","https://images.brickset.com/sets/images/1526-1.jpg",NA,NA,NA
386,"1528",1,"Dragster",1986,"Town","Modern day","Racing","Normal",TRUE,21,1,"https://brickset.com/sets/1528-1",0,2,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/1528-1.jpg","https://images.brickset.com/sets/images/1528-1.jpg",NA,NA,NA
411,"1554",1,"Silja Line Ferry",1986,"Promotional","Miscellaneous","Ferries","Normal",TRUE,176,NA,"https://brickset.com/sets/1554-1",0,0,"Box","Promotional",NA,"https://images.brickset.com/sets/small/1554-1.jpg","https://images.brickset.com/sets/images/1554-1.jpg",NA,NA,NA
412,"1555",1,"Santa Claus",1986,"Basic","Basic","Seasonal","Normal",TRUE,19,NA,"https://brickset.com/sets/1555-1",0,5,"Polybag","Retail - limited",NA,"https://images.brickset.com/sets/small/1555-1.jpg","https://images.brickset.com/sets/images/1555-1.jpg",NA,NA,NA
22435,"1556",1,"Christmas Hearts",1986,"Basic","Basic","Seasonal","Normal",TRUE,10,NA,"https://brickset.com/sets/1556-1",0,0,"Polybag","{Not specified}",NA,NA,NA,NA,NA,NA
414,"1557",1,"Scooter",1986,"Space","Action/Adventure","Classic","Normal",TRUE,26,1,"https://brickset.com/sets/1557-1",3.2,4,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/1557-1.jpg","https://images.brickset.com/sets/images/1557-1.jpg",NA,NA,NA
415,"1558",1,"Mobile Command Trailer",1986,"Space","Action/Adventure","Classic","Normal",TRUE,70,2,"https://brickset.com/sets/1558-1",3.5,3,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/1558-1.jpg","https://images.brickset.com/sets/images/1558-1.jpg",NA,NA,NA
10091,"1570",1,"Fabuland Character Polybag",1986,"Fabuland","Junior",NA,"Normal",TRUE,4,1,"https://brickset.com/sets/1570-1",0,0,"Polybag","Unknown",NA,"https://images.brickset.com/sets/small/1570-1.jpg","https://images.brickset.com/sets/images/1570-1.jpg",NA,NA,NA
426,"1572",1,"Super Tow Truck",1986,"Town","Modern day","Vehicles","Normal",TRUE,67,1,"https://brickset.com/sets/1572-1",3.8,4,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/1572-1.jpg","https://images.brickset.com/sets/images/1572-1.jpg",NA,NA,NA
430,"1580",1,"Lunar Scout",1986,"Space","Action/Adventure","Classic","Normal",TRUE,72,1,"https://brickset.com/sets/1580-1",4.1,3,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/1580-1.jpg","https://images.brickset.com/sets/images/1580-1.jpg",NA,NA,NA
