"setID","number","numberVariant","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","thumbnailURL","imageURL","height","width","depth"
4922,"1589",2,"Breakdown Assistance, Touring Club Schweiz Edition",1986,"Town","Modern day","Special","Normal",TRUE,245,4,"https://brickset.com/sets/1589-2",0,0,"Box","Promotional",NA,"https://images.brickset.com/sets/small/1589-2.jpg","https://images.brickset.com/sets/images/1589-2.jpg",NA,NA,NA
22436,"1618",1,"Storage Container",1986,"Duplo","Pre-school",NA,"Normal",TRUE,47,3,"https://brickset.com/sets/1618-1",0,0,"Bucket","Retail - limited",NA,NA,NA,NA,NA,NA
8641,"1619",1,"Storage Container",1986,"Basic","Basic",NA,"Normal",TRUE,260,4,"https://brickset.com/sets/1619-1",0,0,"Bucket","Retail - limited",NA,NA,NA,NA,NA,NA
666,"1926",1,"DUPLO Combination Pack",1986,"Duplo","Pre-school",NA,"Normal",TRUE,6,NA,"https://brickset.com/sets/1926-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA
5943,"1963",1,"Basic Set with Storage Case",1986,"Basic","Basic",NA,"Normal",TRUE,215,1,"https://brickset.com/sets/1963-1",0,0,"{Not specified}","{Not specified}",5,"https://images.brickset.com/sets/small/1963-1.jpg","https://images.brickset.com/sets/images/1963-1.jpg",NA,NA,NA
715,"2014",1,"Oval Rattle",1986,"Duplo","Pre-school","Baby","Normal",TRUE,1,NA,"https://brickset.com/sets/2014-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA
744,"2050",1,"Squirrel Rattle",1986,"Duplo","Pre-school","Baby","Normal",TRUE,2,NA,"https://brickset.com/sets/2050-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA
745,"2051",1,"Spin-A-Coaster",1986,"Duplo","Pre-school","Baby","Normal",TRUE,2,NA,"https://brickset.com/sets/2051-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA
746,"2052",1,"Clown Shape Sorter",1986,"Duplo","Pre-school","Baby","Normal",TRUE,7,NA,"https://brickset.com/sets/2052-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2052-1.jpg","https://images.brickset.com/sets/images/2052-1.jpg",NA,NA,NA
751,"2057",1,"Rocking Horse Push-Along",1986,"Duplo","Pre-school","Baby","Normal",TRUE,2,1,"https://brickset.com/sets/2057-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA
752,"2059",1,"Activity and Bath Toy",1986,"Duplo","Pre-school","Baby","Normal",TRUE,2,NA,"https://brickset.com/sets/2059-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA
1080,"2750",1,"DUPLO Family",1986,"Duplo","Pre-school",NA,"Normal",TRUE,7,6,"https://brickset.com/sets/2750-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA
1082,"2752",1,"Bedroom",1986,"Duplo","Pre-school",NA,"Normal",TRUE,30,2,"https://brickset.com/sets/2752-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA
1083,"2754",1,"Bathroom",1986,"Duplo","Pre-school",NA,"Normal",TRUE,10,1,"https://brickset.com/sets/2754-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA
1084,"2756",1,"Kitchen",1986,"Duplo","Pre-school",NA,"Normal",TRUE,21,1,"https://brickset.com/sets/2756-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA
1086,"2758",1,"Living Room",1986,"Duplo","Pre-school",NA,"Normal",TRUE,29,1,"https://brickset.com/sets/2758-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA
1089,"2760",1,"House Supplementary Set",1986,"Duplo","Pre-school",NA,"Normal",TRUE,11,NA,"https://brickset.com/sets/2760-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA
1092,"2770",1,"Play House",1986,"Duplo","Pre-school",NA,"Normal",TRUE,64,5,"https://brickset.com/sets/2770-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2770-1.jpg","https://images.brickset.com/sets/images/2770-1.jpg",NA,NA,NA
1699,"3633",1,"Motor Boat with Walter Walrus",1986,"Fabuland","Junior",NA,"Normal",TRUE,13,1,"https://brickset.com/sets/3633-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3633-1.jpg","https://images.brickset.com/sets/images/3633-1.jpg",NA,NA,NA
1708,"3644",1,"Mike Monkey and his Taxi",1986,"Fabuland","Junior",NA,"Normal",TRUE,10,2,"https://brickset.com/sets/3644-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3644-1.jpg","https://images.brickset.com/sets/images/3644-1.jpg",NA,NA,NA
1729,"3668",1,"Merry-Go-Round with Ticket Booth",1986,"Fabuland","Junior",NA,"Normal",TRUE,42,3,"https://brickset.com/sets/3668-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3668-1.jpg","https://images.brickset.com/sets/images/3668-1.jpg",NA,NA,NA
1739,"3679",1,"Flour Mill and Shop",1986,"Fabuland","Junior",NA,"Normal",TRUE,73,2,"https://brickset.com/sets/3679-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3679-1.jpg","https://images.brickset.com/sets/images/3679-1.jpg",NA,NA,NA
1764,"3718",1,"Outdoor Cafe with Bonnie Bunny",1986,"Fabuland","Junior",NA,"Normal",TRUE,6,1,"https://brickset.com/sets/3718-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3718-1.jpg","https://images.brickset.com/sets/images/3718-1.jpg",NA,NA,NA
1823,"3796",1,"Patricia Piglet at her Bakery",1986,"Fabuland","Junior",NA,"Normal",TRUE,30,1,"https://brickset.com/sets/3796-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3796-1.jpg","https://images.brickset.com/sets/images/3796-1.jpg",NA,NA,NA
2797,"5510",1,"Off-Road 4 x 4",1986,"Model Team","Model making",NA,"Normal",TRUE,285,NA,"https://brickset.com/sets/5510-1",4.2,7,"Box","Retail",NA,"https://images.brickset.com/sets/small/5510-1.jpg","https://images.brickset.com/sets/images/5510-1.jpg",NA,NA,NA
2803,"5540",1,"Formula 1 Racer",1986,"Model Team","Model making",NA,"Normal",TRUE,451,NA,"https://brickset.com/sets/5540-1",4,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/5540-1.jpg","https://images.brickset.com/sets/images/5540-1.jpg",NA,NA,NA
2815,"5580",1,"Highway Rig",1986,"Model Team","Model making",NA,"Normal",TRUE,667,NA,"https://brickset.com/sets/5580-1",4.5,6,"Box","Retail",NA,"https://images.brickset.com/sets/small/5580-1.jpg","https://images.brickset.com/sets/images/5580-1.jpg",NA,NA,NA
2982,"6012",1,"Siege Cart",1986,"Castle","Historical","Lion Knights","Normal",TRUE,54,2,"https://brickset.com/sets/6012-1",3.7,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/6012-1.jpg","https://images.brickset.com/sets/images/6012-1.jpg",NA,NA,NA
2991,"6023",1,"Maiden's Cart",1986,"Castle","Historical","Lion Knights","Normal",TRUE,43,2,"https://brickset.com/sets/6023-1",3.8,7,"Box","Retail",NA,"https://images.brickset.com/sets/small/6023-1.jpg","https://images.brickset.com/sets/images/6023-1.jpg",NA,NA,NA
3010,"6041",1,"Armor Shop",1986,"Castle","Historical","Lion Knights","Normal",TRUE,114,2,"https://brickset.com/sets/6041-1",4.4,9,"Box","Retail",NA,"https://images.brickset.com/sets/small/6041-1.jpg","https://images.brickset.com/sets/images/6041-1.jpg",NA,NA,NA
3030,"6067",1,"Guarded Inn",1986,"Castle","Historical","Lion Knights","Normal",TRUE,230,4,"https://brickset.com/sets/6067-1",4.6,10,"Box","Retail",NA,"https://images.brickset.com/sets/small/6067-1.jpg","https://images.brickset.com/sets/images/6067-1.jpg",NA,NA,NA
3034,"6074",1,"Black Falcon's Fortress",1986,"Castle","Historical","Black Falcons","Normal",TRUE,435,6,"https://brickset.com/sets/6074-1",4.5,16,"Box","Retail",NA,"https://images.brickset.com/sets/small/6074-1.jpg","https://images.brickset.com/sets/images/6074-1.jpg",NA,NA,NA
3149,"6301",1,"Town Mini-Figures",1986,"Town","Modern day","Accessories","Normal",TRUE,32,6,"https://brickset.com/sets/6301-1",3.7,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/6301-1.jpg","https://images.brickset.com/sets/images/6301-1.jpg",NA,NA,NA
