"setID","number","numberVariant","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","thumbnailURL","imageURL","US_retailPrice","US_dateFirstAvailable","US_dateLastAvailable","UK_retailPrice","UK_dateFirstAvailable","UK_dateLastAvailable","CA_retailPrice","CA_dateFirstAvailable","CA_dateLastAvailable","DE_retailPrice","DE_dateFirstAvailable","DE_dateLastAvailable","height","width","depth","weight"
5869,"2064",1,"Rescue plane",2007,"City","Modern day","Medical","Normal",TRUE,116,2,"https://brickset.com/sets/2064-1",4.2,5,"Box","Promotional (Airline)",NA,"https://images.brickset.com/sets/small/2064-1.jpg","https://images.brickset.com/sets/images/2064-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,19.2,6,NA
6102,"3288",1,"Packer",2007,"Duplo","Pre-school","Bob the Builder","Normal",TRUE,19,2,"https://brickset.com/sets/3288-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3288-1.jpg","https://images.brickset.com/sets/images/3288-1.jpg",19.99,"2007-10-24T00:00:00Z","2008-10-27T00:00:00Z",14.99,"2007-10-24T00:00:00Z","2008-11-07T00:00:00Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6103,"3289",1,"Muck & Roley in the Sunflower Factory",2007,"Duplo","Pre-school","Bob the Builder","Normal",TRUE,37,3,"https://brickset.com/sets/3289-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3289-1.jpg","https://images.brickset.com/sets/images/3289-1.jpg",29.99,"2007-10-24T00:00:00Z","2008-11-04T00:00:00Z",24.99,"2007-10-24T00:00:00Z","2008-11-13T00:00:00Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6098,"3352",1,"Salty the Dockyard Diesel",2007,"Duplo","Pre-school","Thomas & Friends","Normal",TRUE,8,1,"https://brickset.com/sets/3352-1",0,0,"Box","Retail",NA,"https://images.brickset.com/sets/small/3352-1.jpg","https://images.brickset.com/sets/images/3352-1.jpg",12.99,"2007-10-24T00:00:00Z","2008-12-18T00:00:00Z",14.65,"2007-10-24T00:00:00Z","2009-07-08T00:00:00Z",NA,NA,NA,NA,NA,NA,19.2,28.8,6,0.31
6099,"3353",1,"Spencer and Sir Topham Hatt",2007,"Duplo","Pre-school","Thomas & Friends","Normal",TRUE,45,2,"https://brickset.com/sets/3353-1",0,0,"Box","Retail",NA,"https://images.brickset.com/sets/small/3353-1.jpg","https://images.brickset.com/sets/images/3353-1.jpg",29.99,"2007-10-24T00:00:00Z","2009-04-10T00:00:00Z",24.49,"2007-10-24T00:00:00Z","2009-08-15T00:00:00Z",NA,NA,NA,NA,NA,NA,28.8,43.2,7.2,0.97
6100,"3354",1,"Gordon's Express",2007,"Duplo","Pre-school","Thomas & Friends","Normal",TRUE,13,1,"https://brickset.com/sets/3354-1",0,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/3354-1.jpg","https://images.brickset.com/sets/images/3354-1.jpg",19.99,"2007-10-24T00:00:00Z","2008-11-21T00:00:00Z",19.55,"2007-10-24T00:00:00Z","2009-01-28T00:00:00Z",NA,NA,NA,NA,NA,NA,19.2,38.4,7.2,0.5
6319,"3573",1,"Superstar Figure ",2007,"Sports","Modern day","Football","Normal",TRUE,6,1,"https://brickset.com/sets/3573-1",0,0,"Polybag","Promotional",7,"https://images.brickset.com/sets/small/3573-1.jpg","https://images.brickset.com/sets/images/3573-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5970,"3870",1,"Red Walker",2007,"Exo-Force","Action/Adventure","Golden City","Normal",TRUE,29,1,"https://brickset.com/sets/3870-1",0,1,"Polybag","Promotional",NA,"https://images.brickset.com/sets/small/3870-1.jpg","https://images.brickset.com/sets/images/3870-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,1,NA
5971,"3871",1,"White Flyer",2007,"Exo-Force","Action/Adventure","Golden City","Normal",TRUE,21,1,"https://brickset.com/sets/3871-1",0,0,"Polybag","Promotional",NA,"https://images.brickset.com/sets/small/3871-1.jpg","https://images.brickset.com/sets/images/3871-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,1,NA
6569,"3872",1,"Robo Chopper",2007,"Exo-Force","Action/Adventure","Golden City","Normal",FALSE,29,NA,"https://brickset.com/sets/3872-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3872-1.jpg","https://images.brickset.com/sets/images/3872-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,1,NA
6203,"3885",1,"Mini Jet Fighter",2007,"Exo-Force","Action/Adventure","Golden City","Normal",TRUE,22,1,"https://brickset.com/sets/3885-1",0,1,"Polybag","Promotional",NA,"https://images.brickset.com/sets/small/3885-1.jpg","https://images.brickset.com/sets/images/3885-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,1,NA
6179,"3886",1,"Green Exo Fighter",2007,"Exo-Force","Action/Adventure","Golden City","Normal",TRUE,19,1,"https://brickset.com/sets/3886-1",0,1,"Polybag","{Not specified}",NA,"https://images.brickset.com/sets/small/3886-1.jpg","https://images.brickset.com/sets/images/3886-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,1,NA
5741,"4206",1,"9V Train Switching Track Collection",2007,"Trains","Modern day","9V","Normal",TRUE,27,NA,"https://brickset.com/sets/4206-1",0,0,"Box","LEGO exclusive",NA,"https://images.brickset.com/sets/small/4206-1.jpg","https://images.brickset.com/sets/images/4206-1.jpg",44.99,"2007-10-24T00:00:00Z","2008-03-28T00:00:00Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5702,"4825",1,"Princess and Horse",2007,"Duplo","Pre-school","Princess Castle","Normal",TRUE,8,1,"https://brickset.com/sets/4825-1",0,0,"{Not specified}","{Not specified}",3,"https://images.brickset.com/sets/small/4825-1.jpg","https://images.brickset.com/sets/images/4825-1.jpg",9.99,"2007-10-24T00:00:00Z","2008-09-11T00:00:00Z",7.99,"2007-10-24T00:00:00Z","2008-09-11T00:00:00Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5703,"4826",1,"Princess and Pony Picnic",2007,"Duplo","Pre-school","Princess Castle","Normal",TRUE,19,1,"https://brickset.com/sets/4826-1",0,0,"{Not specified}","{Not specified}",3,"https://images.brickset.com/sets/small/4826-1.jpg","https://images.brickset.com/sets/images/4826-1.jpg",19.99,"2007-10-24T00:00:00Z","2008-12-16T00:00:00Z",19.55,"2007-10-24T00:00:00Z","2009-03-11T00:00:00Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5704,"4828",1,"Princess Royal Stables",2007,"Duplo","Pre-school","Princess Castle","Normal",TRUE,49,2,"https://brickset.com/sets/4828-1",0,0,"{Not specified}","{Not specified}",3,"https://images.brickset.com/sets/small/4828-1.jpg","https://images.brickset.com/sets/images/4828-1.jpg",39.99,"2008-02-25T00:00:00Z","2008-08-28T00:00:00Z",34.99,"2007-10-24T00:00:00Z","2008-09-11T00:00:00Z",NA,NA,NA,NA,NA,NA,38.4,38.4,7.2,NA
6101,"4861",1,"Police Boat",2007,"Duplo","Pre-school","LEGO Ville","Normal",TRUE,27,3,"https://brickset.com/sets/4861-1",0,1,"{Not specified}","{Not specified}",2,"https://images.brickset.com/sets/small/4861-1.jpg","https://images.brickset.com/sets/images/4861-1.jpg",24.99,"2008-03-02T00:00:00Z","2008-12-10T00:00:00Z",19.55,"2007-10-24T00:00:00Z","2009-06-29T00:00:00Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5560,"4915",1,"Mini Construction",2007,"Creator","Model making","3 in 1","Normal",TRUE,68,NA,"https://brickset.com/sets/4915-1",3.7,9,"Plastic canister","Retail",NA,"https://images.brickset.com/sets/small/4915-1.jpg","https://images.brickset.com/sets/images/4915-1.jpg",4.99,"2007-10-24T00:00:00Z","2009-02-11T00:00:00Z",3.99,"2007-10-24T00:00:00Z","2008-11-07T00:00:00Z",NA,NA,NA,NA,NA,NA,14.35,10.2,4.8,0.1
5561,"4916",1,"Mini Animals",2007,"Creator","Model making","3 in 1","Normal",TRUE,77,NA,"https://brickset.com/sets/4916-1",3.4,7,"Plastic canister","Retail",6,"https://images.brickset.com/sets/small/4916-1.jpg","https://images.brickset.com/sets/images/4916-1.jpg",4.99,"2007-10-24T00:00:00Z","2008-03-25T00:00:00Z",3.99,"2007-11-02T00:00:00Z","2008-02-29T00:00:00Z",NA,NA,NA,NA,NA,NA,14.35,10.2,4.8,0.12
