"setID","number","numberVariant","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","thumbnailURL","imageURL","US_retailPrice","US_dateFirstAvailable","US_dateLastAvailable","UK_retailPrice","UK_dateFirstAvailable","UK_dateLastAvailable","height","width","depth","weight"
1662,"3588",1,"Heavy Truck",2003,"Explore","Pre-school","Logic","Normal",TRUE,18,1,"https://brickset.com/sets/3588-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3588-1.jpg","https://images.brickset.com/sets/images/3588-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1663,"3589",1,"Chopper",2003,"Explore","Pre-school","Logic","Normal",TRUE,22,1,"https://brickset.com/sets/3589-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3589-1.jpg","https://images.brickset.com/sets/images/3589-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1664,"3590",1,"Drill",2003,"Explore","Pre-school","Logic","Normal",TRUE,24,1,"https://brickset.com/sets/3590-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3590-1.jpg","https://images.brickset.com/sets/images/3590-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1717,"3655",1,"Fire Action",2003,"Explore","Pre-school","Together","Normal",TRUE,11,2,"https://brickset.com/sets/3655-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3655-1.jpg","https://images.brickset.com/sets/images/3655-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1718,"3656",1,"Police Action",2003,"Explore","Pre-school","Together","Normal",TRUE,32,4,"https://brickset.com/sets/3656-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3656-1.jpg","https://images.brickset.com/sets/images/3656-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1719,"3657",1,"Fire Fighters",2003,"Explore","Pre-school","Together","Normal",TRUE,35,4,"https://brickset.com/sets/3657-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3657-1.jpg","https://images.brickset.com/sets/images/3657-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1744,"3696",1,"Tow-Me Truck",2003,"Explore","Pre-school","Together","Normal",TRUE,5,1,"https://brickset.com/sets/3696-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3696-1.jpg","https://images.brickset.com/sets/images/3696-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1745,"3697",1,"Fearless Fire Fighter",2003,"Explore","Pre-school","Together","Normal",TRUE,5,1,"https://brickset.com/sets/3697-1",0,1,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3697-1.jpg","https://images.brickset.com/sets/images/3697-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1746,"3698",1,"Friendly Police Car",2003,"Explore","Pre-school","Together","Normal",TRUE,4,1,"https://brickset.com/sets/3698-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3698-1.jpg","https://images.brickset.com/sets/images/3698-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1747,"3699",1,"Happy Constructor",2003,"Explore","Pre-school","Together","Collection",TRUE,9,1,"https://brickset.com/sets/3699-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3699-1.jpg","https://images.brickset.com/sets/images/3699-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1748,"3700",1,"Emergency Vehicles Set",2003,"Explore","Pre-school","Together","Collection",TRUE,9,3,"https://brickset.com/sets/3700-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3700-1.jpg","https://images.brickset.com/sets/images/3700-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874,"4013",1,"Create and Imagine",2003,"Creator","Model making","Bucket","Normal",TRUE,1000,NA,"https://brickset.com/sets/4013-1",0,1,"Tub","Retail",NA,"https://images.brickset.com/sets/small/4013-1.jpg","https://images.brickset.com/sets/images/4013-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,"4014",1,"Creator",2003,"Creator","Model making",NA,"Normal",TRUE,500,NA,"https://brickset.com/sets/4014-1",0,0,"Box","Retail",NA,"https://images.brickset.com/sets/small/4014-1.jpg","https://images.brickset.com/sets/images/4014-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884,"4023",1,"Fun and Adventure",2003,"Creator","Model making",NA,"Normal",TRUE,55,1,"https://brickset.com/sets/4023-1",0,0,"Box","Retail",NA,"https://images.brickset.com/sets/small/4023-1.jpg","https://images.brickset.com/sets/images/4023-1.jpg",NA,NA,NA,NA,NA,NA,14.4,14.4,4.8,NA
1885,"4024",1,"Advent Calendar",2003,"Creator","Model making","Seasonal","Normal",TRUE,344,NA,"https://brickset.com/sets/4024-1",0,0,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/4024-1.jpg","https://images.brickset.com/sets/images/4024-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1887,"4026",1,"Create Your Dreams",2003,"Creator","Model making",NA,"Normal",TRUE,100,NA,"https://brickset.com/sets/4026-1",0,3,"Canister","Retail",NA,"https://images.brickset.com/sets/small/4026-1.jpg","https://images.brickset.com/sets/images/4026-1.jpg",NA,NA,NA,NA,NA,NA,19.5,8.8,8.8,NA
1888,"4027",1,"Build and Imagine",2003,"Creator","Model making",NA,"Normal",TRUE,100,NA,"https://brickset.com/sets/4027-1",0,3,"Canister","Retail",NA,"https://images.brickset.com/sets/small/4027-1.jpg","https://images.brickset.com/sets/images/4027-1.jpg",NA,NA,NA,NA,NA,NA,19.5,8.8,8.8,NA
1889,"4028",1,"World of Bricks",2003,"Creator","Model making","Bucket","Normal",TRUE,500,NA,"https://brickset.com/sets/4028-1",0,0,"Bucket","Retail",NA,"https://images.brickset.com/sets/small/4028-1.jpg","https://images.brickset.com/sets/images/4028-1.jpg",NA,NA,NA,NA,NA,NA,27.7,22.7,22.7,NA
1890,"4029",1,"Build with Bricks Bucket",2003,"Creator","Model making","Bucket","Normal",TRUE,500,NA,"https://brickset.com/sets/4029-1",0,0,"Bucket","Retail",NA,"https://images.brickset.com/sets/small/4029-1.jpg","https://images.brickset.com/sets/images/4029-1.jpg",NA,NA,NA,NA,NA,NA,27.7,22.7,22.7,NA
1893,"4032",1,"Holiday Jet (LEGO Air Version)",2003,"World City","Modern day","Special","Normal",TRUE,151,NA,"https://brickset.com/sets/4032-1",0,2,"Box","Promotional (Airline)",NA,"https://images.brickset.com/sets/small/4032-1.jpg","https://images.brickset.com/sets/images/4032-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9007,"4032",2,"Holiday Jet (SAS Version)",2003,"World City","Modern day","Special","Normal",TRUE,151,NA,"https://brickset.com/sets/4032-2",0,0,"Box","Promotional (Airline)",NA,"https://images.brickset.com/sets/small/4032-2.jpg","https://images.brickset.com/sets/images/4032-2.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9008,"4032",3,"Holiday Jet (EL AL Version)",2003,"World City","Modern day","Special","Normal",TRUE,151,NA,"https://brickset.com/sets/4032-3",0,0,"Box","Promotional (Airline)",NA,"https://images.brickset.com/sets/small/4032-3.jpg","https://images.brickset.com/sets/images/4032-3.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9009,"4032",4,"Holiday Jet (Iberia Version)",2003,"World City","Modern day","Special","Normal",TRUE,151,NA,"https://brickset.com/sets/4032-4",0,0,"Box","Promotional (Airline)",NA,"https://images.brickset.com/sets/small/4032-4.jpg","https://images.brickset.com/sets/images/4032-4.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9010,"4032",5,"Holiday Jet (JAL Version)",2003,"World City","Modern day","Special","Normal",TRUE,151,NA,"https://brickset.com/sets/4032-5",0,0,"Box","Promotional (Airline)",NA,"https://images.brickset.com/sets/small/4032-5.jpg","https://images.brickset.com/sets/images/4032-5.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9011,"4032",6,"Holiday Jet (Lauda Air Version)",2003,"World City","Modern day","Special","Normal",TRUE,151,NA,"https://brickset.com/sets/4032-6",0,0,"Box","Promotional (Airline)",NA,"https://images.brickset.com/sets/small/4032-6.jpg","https://images.brickset.com/sets/images/4032-6.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9012,"4032",7,"Holiday Jet (ANA Version)",2003,"World City","Modern day","Special","Normal",TRUE,151,NA,"https://brickset.com/sets/4032-7",0,0,"Box","Promotional (Airline)",NA,"https://images.brickset.com/sets/small/4032-7.jpg","https://images.brickset.com/sets/images/4032-7.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9013,"4032",8,"Holiday Jet (SWISS Version)",2003,"World City","Modern day","Special","Normal",TRUE,151,NA,"https://brickset.com/sets/4032-8",0,0,"Box","Promotional (Airline)",NA,"https://images.brickset.com/sets/small/4032-8.jpg","https://images.brickset.com/sets/images/4032-8.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9014,"4032",9,"Holiday Jet (Snowflake Version)",2003,"World City","Modern day","Special","Normal",TRUE,151,NA,"https://brickset.com/sets/4032-9",0,0,"Box","Promotional (Airline)",NA,"https://images.brickset.com/sets/small/4032-9.jpg","https://images.brickset.com/sets/images/4032-9.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9015,"4032",10,"Holiday Jet (Austrian Air Version)",2003,"World City","Modern day","Special","Normal",TRUE,151,NA,"https://brickset.com/sets/4032-10",0,0,"Box","Promotional (Airline)",NA,"https://images.brickset.com/sets/small/4032-10.jpg","https://images.brickset.com/sets/images/4032-10.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9016,"4032",11,"Holiday Jet (KLM Version)",2003,"World City","Modern day","Special","Normal",TRUE,151,NA,"https://brickset.com/sets/4032-11",0,0,"Box","Promotional (Airline)",NA,"https://images.brickset.com/sets/small/4032-11.jpg","https://images.brickset.com/sets/images/4032-11.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9017,"4032",12,"Holiday Jet (Malaysian Air Version)",2003,"World City","Modern day","Special","Normal",TRUE,151,NA,"https://brickset.com/sets/4032-12",0,0,"Box","Promotional (Airline)",NA,"https://images.brickset.com/sets/small/4032-12.jpg","https://images.brickset.com/sets/images/4032-12.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9018,"4032",13,"Holiday Jet (Aeroflot Version)",2003,"World City","Modern day","Special","Normal",TRUE,151,NA,"https://brickset.com/sets/4032-13",0,0,"Box","Promotional (Airline)",NA,"https://images.brickset.com/sets/small/4032-13.jpg","https://images.brickset.com/sets/images/4032-13.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4729,"4038",1,"Fun Flyer",2003,"Basic","Basic",NA,"Normal",TRUE,30,NA,"https://brickset.com/sets/4038-1",0,0,"Polybag","Promotional (Airline)",NA,"https://images.brickset.com/sets/small/4038-1.jpg","https://images.brickset.com/sets/images/4038-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1894,"4039",1,"LEGO EXPLORE Exclusive",2003,"Explore","Pre-school","Imagination","Normal",TRUE,90,NA,"https://brickset.com/sets/4039-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/4039-1.jpg","https://images.brickset.com/sets/images/4039-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,"4047",1,"Ultimate Wheels",2003,"Creator","Model making","Designer Set","Collection",TRUE,514,NA,"https://brickset.com/sets/4047-1",0,0,"Box","Retail",NA,"https://images.brickset.com/sets/small/4047-1.jpg","https://images.brickset.com/sets/images/4047-1.jpg",NA,NA,NA,NA,NA,NA,28.8,48,7.2,NA
1901,"4048",1,"Mech Lab",2003,"Creator","Model making","Designer Set","Collection",TRUE,554,NA,"https://brickset.com/sets/4048-1",0,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/4048-1.jpg","https://images.brickset.com/sets/images/4048-1.jpg",NA,NA,NA,NA,NA,NA,28.8,48,7.2,NA
1938,"4090",1,"Motion Madness",2003,"Creator","Model making","Inventor Set","Normal",TRUE,243,NA,"https://brickset.com/sets/4090-1",0,4,"Box","Retail",7,"https://images.brickset.com/sets/small/4090-1.jpg","https://images.brickset.com/sets/images/4090-1.jpg",NA,NA,NA,NA,NA,NA,19.2,28.8,6,NA
1939,"4093",1,"Wild Wind-Up",2003,"Creator","Model making","Inventor Set","Normal",TRUE,314,NA,"https://brickset.com/sets/4093-1",0,2,"Box","Retail",6,"https://images.brickset.com/sets/small/4093-1.jpg","https://images.brickset.com/sets/images/4093-1.jpg",NA,NA,NA,NA,NA,NA,28.8,28.8,6,NA
1940,"4094",1,"Motor Movers",2003,"Creator","Model making","Inventor Set","Normal",TRUE,254,NA,"https://brickset.com/sets/4094-1",0,1,"Box","Retail",6,"https://images.brickset.com/sets/small/4094-1.jpg","https://images.brickset.com/sets/images/4094-1.jpg",NA,NA,NA,NA,NA,NA,28.8,38.4,6,NA
1941,"4095",1,"Record and Play",2003,"Creator","Model making","Inventor Set","Normal",TRUE,345,NA,"https://brickset.com/sets/4095-1",4.2,6,"Box","Retail",NA,"https://images.brickset.com/sets/small/4095-1.jpg","https://images.brickset.com/sets/images/4095-1.jpg",NA,NA,NA,NA,NA,NA,28.8,48,6,NA
1942,"4096",1,"Micro Wheels",2003,"Creator","Model making","Designer Set","Normal",TRUE,215,NA,"https://brickset.com/sets/4096-1",3.6,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/4096-1.jpg","https://images.brickset.com/sets/images/4096-1.jpg",NA,NA,NA,NA,NA,NA,19.2,28.8,4.8,NA
1943,"4097",1,"Mini Robots",2003,"Creator","Model making","Designer Set","Normal",TRUE,229,NA,"https://brickset.com/sets/4097-1",4.2,5,"Box","Retail",NA,"https://images.brickset.com/sets/small/4097-1.jpg","https://images.brickset.com/sets/images/4097-1.jpg",NA,NA,NA,NA,NA,NA,19.2,28.8,4.8,NA
1944,"4098",1,"High Flyers",2003,"Creator","Model making","Designer Set","Normal",TRUE,197,NA,"https://brickset.com/sets/4098-1",4.1,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/4098-1.jpg","https://images.brickset.com/sets/images/4098-1.jpg",NA,NA,NA,NA,NA,NA,19.2,28.8,4.8,NA
1945,"4099",1,"Robobots",2003,"Creator","Model making","Designer Set","Normal",TRUE,325,NA,"https://brickset.com/sets/4099-1",3.6,6,"Box","Retail",NA,"https://images.brickset.com/sets/small/4099-1.jpg","https://images.brickset.com/sets/images/4099-1.jpg",NA,NA,NA,NA,NA,NA,28.8,28.8,6,NA
1947,"4100",1,"Maximum Wheels",2003,"Creator","Model making","Designer Set","Normal",TRUE,299,NA,"https://brickset.com/sets/4100-1",4.4,10,"Box","Retail",NA,"https://images.brickset.com/sets/small/4100-1.jpg","https://images.brickset.com/sets/images/4100-1.jpg",NA,NA,NA,NA,NA,NA,28.8,28.8,6,NA
1948,"4101",1,"Wild Collection",2003,"Creator","Model making","Designer Set","Normal",TRUE,492,NA,"https://brickset.com/sets/4101-1",4,5,"Box","Retail",NA,"https://images.brickset.com/sets/small/4101-1.jpg","https://images.brickset.com/sets/images/4101-1.jpg",NA,NA,NA,NA,NA,NA,28.8,38.4,6,NA
2060,"4278",1,"Large Tub",2003,"Creator","Model making","Promotional","Normal",TRUE,1000,NA,"https://brickset.com/sets/4278-1",0,0,"Tub","Promotional",NA,"https://images.brickset.com/sets/small/4278-1.jpg","https://images.brickset.com/sets/images/4278-1.jpg",NA,NA,NA,NA,NA,NA,19.1,41.1,27.7,NA
2061,"4279",1,"Creator Strata Red",2003,"Creator","Model making","Bucket","Normal",TRUE,1000,NA,"https://brickset.com/sets/4279-1",0,0,"Tub","Retail",NA,"https://images.brickset.com/sets/small/4279-1.jpg","https://images.brickset.com/sets/images/4279-1.jpg",NA,NA,NA,NA,NA,NA,19.1,41.1,27.7,NA
2069,"4300",1,"Green LEGO Car",2003,"Racers","Racing","Drome Racers","Normal",TRUE,21,1,"https://brickset.com/sets/4300-1",0,0,"Polybag","Promotional",NA,"https://images.brickset.com/sets/small/4300-1.jpg","https://images.brickset.com/sets/images/4300-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2070,"4301",1,"Blue LEGO Car",2003,"Racers","Racing","Drome Racers","Normal",TRUE,24,1,"https://brickset.com/sets/4301-1",0,2,"Polybag","Promotional",NA,"https://images.brickset.com/sets/small/4301-1.jpg","https://images.brickset.com/sets/images/4301-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2092,"4400",1,"Build With Bricks",2003,"Creator","Model making","Bucket","Normal",TRUE,705,NA,"https://brickset.com/sets/4400-1",0,0,"Tub","Retail - limited",NA,"https://images.brickset.com/sets/small/4400-1.jpg","https://images.brickset.com/sets/images/4400-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2093,"4401",1,"Little Creations",2003,"Creator","Model making","Designer Set","Normal",TRUE,110,NA,"https://brickset.com/sets/4401-1",0,2,"Box","Retail",NA,"https://images.brickset.com/sets/small/4401-1.jpg","https://images.brickset.com/sets/images/4401-1.jpg",NA,NA,NA,NA,NA,NA,19.2,14.4,4.8,NA
2094,"4402",1,"Sea Riders",2003,"Creator","Model making","Designer Set","Normal",TRUE,547,NA,"https://brickset.com/sets/4402-1",3.5,2,"Box","Retail",NA,"https://images.brickset.com/sets/small/4402-1.jpg","https://images.brickset.com/sets/images/4402-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2095,"4403",1,"Air Blazers",2003,"Creator","Model making","Designer Set","Normal",TRUE,702,NA,"https://brickset.com/sets/4403-1",4.5,5,"Box","Retail",NA,"https://images.brickset.com/sets/small/4403-1.jpg","https://images.brickset.com/sets/images/4403-1.jpg",NA,NA,NA,NA,NA,NA,28.8,48,7.2,NA
2096,"4404",1,"Land Busters",2003,"Creator","Model making","Designer Set","Normal",TRUE,770,NA,"https://brickset.com/sets/4404-1",4.3,11,"Box","Retail",NA,"https://images.brickset.com/sets/small/4404-1.jpg","https://images.brickset.com/sets/images/4404-1.jpg",NA,NA,NA,NA,NA,NA,38.4,48,9.6,NA
2097,"4405",1,"Large Creator Tub",2003,"Creator","Model making","Bucket","Normal",TRUE,1305,NA,"https://brickset.com/sets/4405-1",0,0,"Tub","Retail",NA,"https://images.brickset.com/sets/small/4405-1.jpg","https://images.brickset.com/sets/images/4405-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2136,"4475",1,"Jabba's Message",2003,"Star Wars","Licensed","Episode VI","Normal",TRUE,44,3,"https://brickset.com/sets/4475-1",3.8,36,"Box","Retail",NA,"https://images.brickset.com/sets/small/4475-1.jpg","https://images.brickset.com/sets/images/4475-1.jpg",NA,NA,NA,NA,NA,NA,14.4,14.4,3.9,NA
2137,"4476",1,"Jabba's Prize",2003,"Star Wars","Licensed","Episode VI","Normal",TRUE,40,2,"https://brickset.com/sets/4476-1",3.8,32,"Box","Retail",NA,"https://images.brickset.com/sets/small/4476-1.jpg","https://images.brickset.com/sets/images/4476-1.jpg",NA,NA,NA,NA,NA,NA,14.4,14.4,3.9,NA
2138,"4477",1,"T-16 Skyhopper ",2003,"Star Wars","Licensed","Episode IV","Normal",TRUE,98,1,"https://brickset.com/sets/4477-1",3.4,16,"Box","Retail",NA,"https://images.brickset.com/sets/small/4477-1.jpg","https://images.brickset.com/sets/images/4477-1.jpg",NA,NA,NA,NA,NA,NA,19.2,19.2,4.8,NA
2139,"4478",1,"Geonosian Fighter",2003,"Star Wars","Licensed","Episode II","Normal",TRUE,170,4,"https://brickset.com/sets/4478-1",3.9,30,"Box","Retail",NA,"https://images.brickset.com/sets/small/4478-1.jpg","https://images.brickset.com/sets/images/4478-1.jpg",NA,NA,NA,NA,NA,NA,19.2,28.8,4.8,NA
2140,"4479",1,"TIE Bomber",2003,"Star Wars","Licensed","Episode V","Normal",TRUE,230,1,"https://brickset.com/sets/4479-1",3.9,23,"Box","Retail",NA,"https://images.brickset.com/sets/small/4479-1.jpg","https://images.brickset.com/sets/images/4479-1.jpg",NA,NA,NA,NA,NA,NA,28.8,28.8,6,NA
2141,"4480",1,"Jabba's Palace",2003,"Star Wars","Licensed","Episode VI","Normal",TRUE,231,6,"https://brickset.com/sets/4480-1",3.8,24,"Box","Retail",NA,"https://images.brickset.com/sets/small/4480-1.jpg","https://images.brickset.com/sets/images/4480-1.jpg",NA,NA,NA,NA,NA,NA,28.8,28.8,7.2,NA
2142,"4481",1,"Hailfire Droid",2003,"Star Wars","Licensed","Episode II","Normal",TRUE,681,NA,"https://brickset.com/sets/4481-1",4.2,16,"Box","Retail",NA,"https://images.brickset.com/sets/small/4481-1.jpg","https://images.brickset.com/sets/images/4481-1.jpg",NA,NA,NA,NA,NA,NA,28.8,38.4,9.6,NA
2143,"4482",1,"AT-TE",2003,"Star Wars","Licensed","Episode II","Normal",TRUE,658,4,"https://brickset.com/sets/4482-1",4.2,16,"Box","Retail",NA,"https://images.brickset.com/sets/small/4482-1.jpg","https://images.brickset.com/sets/images/4482-1.jpg",NA,NA,NA,NA,NA,NA,38.4,48,7.2,NA
2144,"4483",1,"AT-AT",2003,"Star Wars","Licensed","Episode V","Normal",TRUE,1064,4,"https://brickset.com/sets/4483-1",4.4,48,"Box","Retail",NA,"https://images.brickset.com/sets/small/4483-1.jpg","https://images.brickset.com/sets/images/4483-1.jpg",NA,NA,NA,NA,NA,NA,38.4,57.6,9.6,NA
2145,"4484",1,"X-wing Fighter & TIE Advanced",2003,"Star Wars","Licensed","Mini Building Set","Normal",TRUE,76,NA,"https://brickset.com/sets/4484-1",3.6,18,"Blister pack","Retail",NA,"https://images.brickset.com/sets/small/4484-1.jpg","https://images.brickset.com/sets/images/4484-1.jpg",NA,NA,NA,NA,NA,NA,14.4,11,4.4,NA
2146,"4485",1,"Sebulba's Podracer & Anakin's Podracer",2003,"Star Wars","Licensed","Mini Building Set","Normal",TRUE,72,NA,"https://brickset.com/sets/4485-1",3.5,27,"Blister pack","Retail",NA,"https://images.brickset.com/sets/small/4485-1.jpg","https://images.brickset.com/sets/images/4485-1.jpg",NA,NA,NA,NA,NA,NA,14.4,11,4.4,NA
2147,"4486",1,"AT-ST & Snowspeeder",2003,"Star Wars","Licensed","Mini Building Set","Normal",TRUE,76,NA,"https://brickset.com/sets/4486-1",3.7,20,"Blister pack","Retail",NA,"https://images.brickset.com/sets/small/4486-1.jpg","https://images.brickset.com/sets/images/4486-1.jpg",NA,NA,NA,NA,NA,NA,14.4,11,4.4,NA
2148,"4487",1,"Jedi Starfighter & Slave I",2003,"Star Wars","Licensed","Mini Building Set","Normal",TRUE,53,NA,"https://brickset.com/sets/4487-1",3.6,21,"Blister pack","Retail",NA,"https://images.brickset.com/sets/small/4487-1.jpg","https://images.brickset.com/sets/images/4487-1.jpg",NA,NA,NA,NA,NA,NA,14.4,11,4.4,NA
2149,"4488",1,"Millennium Falcon",2003,"Star Wars","Licensed","Mini Building Set","Normal",TRUE,87,NA,"https://brickset.com/sets/4488-1",3.8,13,"Blister pack","Retail",NA,"https://images.brickset.com/sets/small/4488-1.jpg","https://images.brickset.com/sets/images/4488-1.jpg",NA,NA,NA,NA,NA,NA,14.4,14.4,4.4,NA
2150,"4489",1,"AT-AT",2003,"Star Wars","Licensed","Mini Building Set","Normal",TRUE,98,NA,"https://brickset.com/sets/4489-1",3.3,12,"Blister pack","Retail",NA,"https://images.brickset.com/sets/small/4489-1.jpg","https://images.brickset.com/sets/images/4489-1.jpg",NA,NA,NA,NA,NA,NA,14.4,14.4,4.4,NA
2151,"4490",1,"Republic Gunship",2003,"Star Wars","Licensed","Mini Building Set","Normal",TRUE,102,NA,"https://brickset.com/sets/4490-1",3.8,12,"Blister pack","Retail",NA,"https://images.brickset.com/sets/small/4490-1.jpg","https://images.brickset.com/sets/images/4490-1.jpg",NA,NA,NA,NA,NA,NA,14.4,14.4,4.4,NA
2152,"4491",1,"MTT",2003,"Star Wars","Licensed","Mini Building Set","Normal",TRUE,99,NA,"https://brickset.com/sets/4491-1",3.6,16,"Blister pack","Retail",NA,"https://images.brickset.com/sets/small/4491-1.jpg","https://images.brickset.com/sets/images/4491-1.jpg",NA,NA,NA,NA,NA,NA,14.4,14.4,4.4,NA
2169,"4511",1,"High Speed Train",2003,"World City","Modern day","Trains","Normal",TRUE,333,3,"https://brickset.com/sets/4511-1",3.7,9,"Box","Retail",NA,"https://images.brickset.com/sets/small/4511-1.jpg","https://images.brickset.com/sets/images/4511-1.jpg",NA,NA,NA,NA,NA,NA,28.8,48,11.4,1.94
2170,"4512",1,"Cargo Train",2003,"World City","Modern day","Trains","Normal",TRUE,544,3,"https://brickset.com/sets/4512-1",4.2,9,"Box","Retail",NA,"https://images.brickset.com/sets/small/4512-1.jpg","https://images.brickset.com/sets/images/4512-1.jpg",NA,NA,NA,NA,NA,NA,38.4,57.6,11.4,2.65
2171,"4513",1,"Grand Central Station",2003,"World City","Modern day","Trains","Normal",TRUE,344,5,"https://brickset.com/sets/4513-1",3.8,8,"Box","Retail",NA,"https://images.brickset.com/sets/small/4513-1.jpg","https://images.brickset.com/sets/images/4513-1.jpg",NA,NA,NA,NA,NA,NA,28.8,38.4,7.2,0.95
2172,"4514",1,"Cargo Crane",2003,"World City","Modern day","Trains","Normal",TRUE,175,2,"https://brickset.com/sets/4514-1",3.8,5,"Box","Retail",NA,"https://images.brickset.com/sets/small/4514-1.jpg","https://images.brickset.com/sets/images/4514-1.jpg",NA,NA,NA,NA,NA,NA,28.8,28.8,7.2,NA
2265,"4651",1,"Police Motorcycle",2003,"4 Juniors","Junior","City","Normal",TRUE,11,1,"https://brickset.com/sets/4651-1",0,3,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/4651-1.jpg","https://images.brickset.com/sets/images/4651-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2266,"4652",1,"Tow Truck",2003,"4 Juniors","Junior","City","Normal",TRUE,25,1,"https://brickset.com/sets/4652-1",0,3,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/4652-1.jpg","https://images.brickset.com/sets/images/4652-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2267,"4653",1,"Dump Truck",2003,"4 Juniors","Junior","City","Normal",TRUE,27,1,"https://brickset.com/sets/4653-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/4653-1.jpg","https://images.brickset.com/sets/images/4653-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2268,"4654",1,"Tanker Truck",2003,"4 Juniors","Junior","City","Normal",TRUE,42,1,"https://brickset.com/sets/4654-1",0,2,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/4654-1.jpg","https://images.brickset.com/sets/images/4654-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2269,"4655",1,"Quick Fix Station",2003,"4 Juniors","Junior","City","Normal",TRUE,97,2,"https://brickset.com/sets/4655-1",0,1,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/4655-1.jpg","https://images.brickset.com/sets/images/4655-1.jpg",NA,NA,NA,NA,NA,NA,28.8,38.4,7.2,NA
