"setID","number","numberVariant","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","thumbnailURL","imageURL","US_retailPrice","US_dateFirstAvailable","US_dateLastAvailable","UK_retailPrice","UK_dateFirstAvailable","UK_dateLastAvailable","CA_retailPrice","CA_dateFirstAvailable","CA_dateLastAvailable","weight"
1069,"2735",1,"Curved Track (Curved Rails)",1993,"Duplo","Pre-school","Trains","Normal",TRUE,6,NA,"https://brickset.com/sets/2735-1",0,1,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2735-1.jpg","https://images.brickset.com/sets/images/2735-1.jpg",4.99,"2007-10-29T18:28:53.967Z","2012-12-27T00:00:00Z",7.49,"2007-10-24T00:00:00Z","2012-12-04T00:00:00Z",7.99,"2011-10-09T00:00:00Z","2012-12-26T00:00:00Z",NA
1070,"2736",1,"Train Points",1993,"Duplo","Pre-school","Trains","Normal",TRUE,4,NA,"https://brickset.com/sets/2736-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2736-1.jpg","https://images.brickset.com/sets/images/2736-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1071,"2737",1,"Diamond Crossing and Track Pack",1993,"Duplo","Pre-school","Trains","Normal",TRUE,9,NA,"https://brickset.com/sets/2737-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2737-1.jpg","https://images.brickset.com/sets/images/2737-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1074,"2740",1,"Level Crossing",1993,"Duplo","Pre-school","Trains","Normal",TRUE,7,NA,"https://brickset.com/sets/2740-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1168,"2905",1,"Accessory Pack",1993,"Duplo","Pre-school","Toolo","Normal",TRUE,19,NA,"https://brickset.com/sets/2905-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2905-1.jpg","https://images.brickset.com/sets/images/2905-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1194,"2950",1,"Construction Site",1993,"Duplo","Pre-school","Toolo","Normal",TRUE,47,3,"https://brickset.com/sets/2950-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2950-1.jpg","https://images.brickset.com/sets/images/2950-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2187,"4537",1,"Twin Tank Transporter",1993,"Trains","Modern day","9V","Normal",TRUE,174,1,"https://brickset.com/sets/4537-1",4.2,2,"Box","Retail",NA,"https://images.brickset.com/sets/small/4537-1.jpg","https://images.brickset.com/sets/images/4537-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2195,"4547",1,"Railroad Club Car",1993,"Trains","Modern day","9V","Normal",TRUE,293,5,"https://brickset.com/sets/4547-1",4.6,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/4547-1.jpg","https://images.brickset.com/sets/images/4547-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2197,"4549",1,"Road 'N Rail Hauler",1993,"Trains","Modern day","9V","Normal",TRUE,451,2,"https://brickset.com/sets/4549-1",4.5,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/4549-1.jpg","https://images.brickset.com/sets/images/4549-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4976,"4741",1,"Blacktron II Space Value Pack",1993,"Space","Action/Adventure","Bonus/Value Pack","Collection",TRUE,209,NA,"https://brickset.com/sets/4741-1",0,0,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/4741-1.jpg","https://images.brickset.com/sets/images/4741-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2403,"5011",1,"Motor for Basic Set 810, 9V",1993,"Service Packs","Miscellaneous",NA,"Normal",TRUE,1,NA,"https://brickset.com/sets/5011-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5011-1.jpg","https://images.brickset.com/sets/images/5011-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2420,"5030",1,"Signs for Use with Lighting Bricks 9V",1993,"Service Packs","Miscellaneous",NA,"Normal",TRUE,16,NA,"https://brickset.com/sets/5030-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5030-1.jpg","https://images.brickset.com/sets/images/5030-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438,"5047",1,"Hinges, Couplings and Turntables",1993,"Service Packs","Miscellaneous",NA,"Normal",TRUE,27,NA,"https://brickset.com/sets/5047-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5047-1.jpg","https://images.brickset.com/sets/images/5047-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2439,"5048",1,"Town Accessories",1993,"Service Packs","Miscellaneous","Town","Normal",TRUE,36,NA,"https://brickset.com/sets/5048-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5048-1.jpg","https://images.brickset.com/sets/images/5048-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2440,"5049",1,"Transparent Windows and Bricks",1993,"Service Packs","Miscellaneous",NA,"Normal",TRUE,8,NA,"https://brickset.com/sets/5049-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5049-1.jpg","https://images.brickset.com/sets/images/5049-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2441,"5050",1,"Aeroplane Accessories",1993,"Service Packs","Miscellaneous","Town","Normal",TRUE,27,NA,"https://brickset.com/sets/5050-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5050-1.jpg","https://images.brickset.com/sets/images/5050-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2442,"5051",1,"Windscreens, Seats and Steering Wheels",1993,"Service Packs","Miscellaneous",NA,"Normal",TRUE,14,NA,"https://brickset.com/sets/5051-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5051-1.jpg","https://images.brickset.com/sets/images/5051-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2443,"5052",1,"Antennas and Control Sticks",1993,"Service Packs","Miscellaneous",NA,"Normal",TRUE,39,NA,"https://brickset.com/sets/5052-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5052-1.jpg","https://images.brickset.com/sets/images/5052-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2444,"5053",1,"Small Plates with Tool Holders, Disks and Cones (Transparent Bricks)",1993,"Service Packs","Miscellaneous",NA,"Normal",TRUE,76,NA,"https://brickset.com/sets/5053-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5053-1.jpg","https://images.brickset.com/sets/images/5053-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2445,"5054",1,"Decorated Elements",1993,"Service Packs","Miscellaneous",NA,"Normal",TRUE,28,NA,"https://brickset.com/sets/5054-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5054-1.jpg","https://images.brickset.com/sets/images/5054-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2446,"5055",1,"Magnets and Magnet Holders",1993,"Service Packs","Miscellaneous",NA,"Normal",TRUE,12,NA,"https://brickset.com/sets/5055-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5055-1.jpg","https://images.brickset.com/sets/images/5055-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2447,"5056",1,"Space Elements",1993,"Service Packs","Miscellaneous","Space","Normal",TRUE,37,NA,"https://brickset.com/sets/5056-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5056-1.jpg","https://images.brickset.com/sets/images/5056-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2448,"5057",1,"Space Accessories",1993,"Service Packs","Miscellaneous","Space","Normal",TRUE,27,NA,"https://brickset.com/sets/5057-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5057-1.jpg","https://images.brickset.com/sets/images/5057-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2449,"5058",1,"Pirate Accessories",1993,"Service Packs","Miscellaneous","Pirates","Normal",TRUE,24,NA,"https://brickset.com/sets/5058-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5058-1.jpg","https://images.brickset.com/sets/images/5058-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2450,"5059",1,"Castle Accessories",1993,"Service Packs","Miscellaneous","Castle","Normal",TRUE,30,NA,"https://brickset.com/sets/5059-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5059-1.jpg","https://images.brickset.com/sets/images/5059-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2451,"5060",1,"2 Pirate Cannons and 12 Cannon Balls",1993,"Service Packs","Miscellaneous","Pirates","Normal",TRUE,16,NA,"https://brickset.com/sets/5060-1",0,1,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5060-1.jpg","https://images.brickset.com/sets/images/5060-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2470,"5078",1,"Crane Accessories (Container Crane Set)",1993,"Service Packs","Miscellaneous",NA,"Normal",TRUE,15,NA,"https://brickset.com/sets/5078-1",0,1,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5078-1.jpg","https://images.brickset.com/sets/images/5078-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27566,"5086",1,"12V Motor",1993,"Service Packs","Miscellaneous",NA,"Normal",TRUE,1,NA,"https://brickset.com/sets/5086-1",0,0,"Polybag","Retail - limited",NA,"https://images.brickset.com/sets/small/5086-1.jpg","https://images.brickset.com/sets/images/5086-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2485,"5093",1,"Duplo Battery Train with Polarity Switch",1993,"Service Packs","Miscellaneous","Duplo","Normal",TRUE,5,NA,"https://brickset.com/sets/5093-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5093-1.jpg","https://images.brickset.com/sets/images/5093-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2511,"5117",1,"Compressor Pump for 8868",1993,"Service Packs","Miscellaneous","Technic","Normal",TRUE,7,NA,"https://brickset.com/sets/5117-1",0,1,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5117-1.jpg","https://images.brickset.com/sets/images/5117-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2513,"5119",1,"Micro Motor 9V",1993,"Service Packs","Miscellaneous",NA,"Normal",TRUE,4,NA,"https://brickset.com/sets/5119-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5119-1.jpg","https://images.brickset.com/sets/images/5119-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2514,"5120",1,"Polarity Reversal Switch for 8082 (9V)",1993,"Service Packs","Miscellaneous","Technic","Normal",TRUE,3,NA,"https://brickset.com/sets/5120-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5120-1.jpg","https://images.brickset.com/sets/images/5120-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2624,"5233",2,"Small Beams and Plates",1993,"Service Packs","Miscellaneous","Technic","Normal",TRUE,26,NA,"https://brickset.com/sets/5233-2",0,0,"Polybag","LEGO exclusive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2627,"5235",1,"10 Large Technic Beams Black",1993,"Service Packs","Miscellaneous","Technic","Normal",TRUE,10,NA,"https://brickset.com/sets/5235-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5235-1.jpg","https://images.brickset.com/sets/images/5235-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2646,"5252",1,"Shock Absorbers Large",1993,"Service Packs","Miscellaneous","Technic","Normal",TRUE,2,NA,"https://brickset.com/sets/5252-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5252-1.jpg","https://images.brickset.com/sets/images/5252-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2661,"5267",1,"Assorted Cross Axles",1993,"Service Packs","Miscellaneous","Technic","Normal",TRUE,16,NA,"https://brickset.com/sets/5267-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5267-1.jpg","https://images.brickset.com/sets/images/5267-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2669,"5275",1,"Toggle Joints and Connector Pegs and Rods",1993,"Service Packs","Miscellaneous","Technic","Normal",TRUE,48,NA,"https://brickset.com/sets/5275-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5275-1.jpg","https://images.brickset.com/sets/images/5275-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2670,"5276",1,"Gear Wheels, Worm Gears and Racks, Universal Joints",1993,"Service Packs","Miscellaneous","Technic","Normal",TRUE,23,NA,"https://brickset.com/sets/5276-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5276-1.jpg","https://images.brickset.com/sets/images/5276-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2671,"5277",1,"Wedge Belt, Pulleys and V-Belts",1993,"Service Packs","Miscellaneous","Technic","Normal",TRUE,12,NA,"https://brickset.com/sets/5277-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5277-1.jpg","https://images.brickset.com/sets/images/5277-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2673,"5279",1,"Steering Elements, Plates and Gear Racks",1993,"Service Packs","Miscellaneous","Technic","Normal",TRUE,16,NA,"https://brickset.com/sets/5279-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5279-1.jpg","https://images.brickset.com/sets/images/5279-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2674,"5280",1,"Lift-Arms and Triangles",1993,"Service Packs","Miscellaneous","Technic","Normal",TRUE,10,NA,"https://brickset.com/sets/5280-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5280-1.jpg","https://images.brickset.com/sets/images/5280-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2799,"5521",1,"Sea Jet",1993,"Model Team","Model making",NA,"Normal",TRUE,401,NA,"https://brickset.com/sets/5521-1",4.3,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/5521-1.jpg","https://images.brickset.com/sets/images/5521-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2816,"5581",1,"Magic Flash",1993,"Model Team","Model making",NA,"Normal",TRUE,784,NA,"https://brickset.com/sets/5581-1",4.5,2,"Box","Retail",NA,"https://images.brickset.com/sets/small/5581-1.jpg","https://images.brickset.com/sets/images/5581-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2988,"6020",1,"Magic Shop",1993,"Castle","Historical","Dragon Knights","Normal",TRUE,47,1,"https://brickset.com/sets/6020-1",3.9,12,"Box","Retail",NA,"https://images.brickset.com/sets/small/6020-1.jpg","https://images.brickset.com/sets/images/6020-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3012,"6043",1,"Dragon Defender",1993,"Castle","Historical","Dragon Knights","Normal",TRUE,157,2,"https://brickset.com/sets/6043-1",3.6,12,"Box","Retail",NA,"https://images.brickset.com/sets/small/6043-1.jpg","https://images.brickset.com/sets/images/6043-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3017,"6048",1,"Majisto's Magical Workshop",1993,"Castle","Historical","Dragon Knights","Normal",TRUE,185,2,"https://brickset.com/sets/6048-1",4.2,10,"Box","Retail",NA,"https://images.brickset.com/sets/small/6048-1.jpg","https://images.brickset.com/sets/images/6048-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3022,"6056",1,"Dragon Wagon",1993,"Castle","Historical","Dragon Knights","Normal",TRUE,105,2,"https://brickset.com/sets/6056-1",4,6,"Box","Retail",NA,"https://images.brickset.com/sets/small/6056-1.jpg","https://images.brickset.com/sets/images/6056-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3037,"6076",1,"Dark Dragon's Den",1993,"Castle","Historical","Dragon Knights","Normal",TRUE,214,4,"https://brickset.com/sets/6076-1",4.1,11,"Box","Retail",NA,"https://images.brickset.com/sets/small/6076-1.jpg","https://images.brickset.com/sets/images/6076-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3045,"6082",1,"Fire Breathing Fortress",1993,"Castle","Historical","Dragon Knights","Normal",TRUE,397,6,"https://brickset.com/sets/6082-1",4.3,14,"Box","Retail",NA,"https://images.brickset.com/sets/small/6082-1.jpg","https://images.brickset.com/sets/images/6082-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3068,"6105",1,"Medieval Knights",1993,"Castle","Historical","Accessories","Normal",TRUE,41,4,"https://brickset.com/sets/6105-1",3.8,7,"Box","Retail",NA,"https://images.brickset.com/sets/small/6105-1.jpg","https://images.brickset.com/sets/images/6105-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3098,"6237",1,"Pirates Plunder",1993,"Pirates","Historical",NA,"Normal",TRUE,21,2,"https://brickset.com/sets/6237-1",3.5,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/6237-1.jpg","https://images.brickset.com/sets/images/6237-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3109,"6252",1,"Sea Mates",1993,"Pirates","Historical","Accessories","Normal",TRUE,32,4,"https://brickset.com/sets/6252-1",3.9,7,"Box","Retail",NA,"https://images.brickset.com/sets/small/6252-1.jpg","https://images.brickset.com/sets/images/6252-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3124,"6266",1,"Cannon Cove",1993,"Pirates","Historical","Imperial Guards","Normal",TRUE,106,3,"https://brickset.com/sets/6266-1",4.1,6,"Box","Retail",NA,"https://images.brickset.com/sets/small/6266-1.jpg","https://images.brickset.com/sets/images/6266-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3126,"6268",1,"Renegade Runner",1993,"Pirates","Historical",NA,"Normal",TRUE,178,4,"https://brickset.com/sets/6268-1",4.1,16,"Box","Retail",NA,"https://images.brickset.com/sets/small/6268-1.jpg","https://images.brickset.com/sets/images/6268-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3139,"6286",1,"Skull's Eye Schooner",1993,"Pirates","Historical",NA,"Normal",TRUE,912,9,"https://brickset.com/sets/6286-1",4.7,22,"Box","Retail",NA,"https://images.brickset.com/sets/small/6286-1.jpg","https://images.brickset.com/sets/images/6286-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3167,"6319",1,"Trees and Fences",1993,"Town","Modern day","Accessories","Normal",TRUE,37,NA,"https://brickset.com/sets/6319-1",4.2,0,"Box","Retail",NA,"https://images.brickset.com/sets/small/6319-1.jpg","https://images.brickset.com/sets/images/6319-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3193,"6342",1,"Beach Rescue Chopper",1993,"Town","Modern day","Coastguard","Normal",TRUE,147,3,"https://brickset.com/sets/6342-1",3.8,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/6342-1.jpg","https://images.brickset.com/sets/images/6342-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3194,"6344",1,"Jet Speed Justice",1993,"Town","Modern day","Police","Normal",TRUE,157,2,"https://brickset.com/sets/6344-1",3.8,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/6344-1.jpg","https://images.brickset.com/sets/images/6344-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3195,"6345",1,"Aerial Acrobats",1993,"Town","Modern day","Flight","Normal",TRUE,351,6,"https://brickset.com/sets/6345-1",4.4,7,"Box","Retail",NA,"https://images.brickset.com/sets/small/6345-1.jpg","https://images.brickset.com/sets/images/6345-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3254,"6398",1,"Central Precinct HQ",1993,"Town","Modern day","Police","Normal",TRUE,615,5,"https://brickset.com/sets/6398-1",4.4,15,"Box","Retail",NA,"https://images.brickset.com/sets/small/6398-1.jpg","https://images.brickset.com/sets/images/6398-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3260,"6403",1,"Paradise Playground",1993,"Town","Modern day","Paradisa","Normal",TRUE,94,3,"https://brickset.com/sets/6403-1",3.6,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/6403-1.jpg","https://images.brickset.com/sets/images/6403-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3265,"6409",1,"Island Arcade",1993,"Town","Modern day","Paradisa","Normal",TRUE,145,5,"https://brickset.com/sets/6409-1",3.8,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/6409-1.jpg","https://images.brickset.com/sets/images/6409-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3366,"6513",1,"Glade Runner",1993,"Town","Modern day","Boats","Normal",TRUE,31,1,"https://brickset.com/sets/6513-1",3.5,6,"Box","Retail",NA,"https://images.brickset.com/sets/small/6513-1.jpg","https://images.brickset.com/sets/images/6513-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3395,"6536",1,"Aero Hawk",1993,"Town","Modern day","Flight","Normal",TRUE,48,1,"https://brickset.com/sets/6536-1",3.4,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/6536-1.jpg","https://images.brickset.com/sets/images/6536-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3398,"6539",1,"Victory Cup Racers",1993,"Town","Modern day","Racing","Normal",TRUE,458,4,"https://brickset.com/sets/6539-1",4.2,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/6539-1.jpg","https://images.brickset.com/sets/images/6539-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3411,"6552",1,"Rocky River Retreat",1993,"Town","Modern day","Leisure","Normal",TRUE,241,2,"https://brickset.com/sets/6552-1",4.3,10,"Box","Retail",NA,"https://images.brickset.com/sets/small/6552-1.jpg","https://images.brickset.com/sets/images/6552-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3450,"6595",1,"Surf Shack",1993,"Town","Modern day","Leisure","Normal",TRUE,93,3,"https://brickset.com/sets/6595-1",4.3,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/6595-1.jpg","https://images.brickset.com/sets/images/6595-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3517,"6663",1,"Wave Rebel",1993,"Town","Modern day","Vehicles","Normal",TRUE,79,1,"https://brickset.com/sets/6663-1",4,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/6663-1.jpg","https://images.brickset.com/sets/images/6663-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3518,"6664",1,"Chopper Cops",1993,"Town","Modern day","Police","Normal",TRUE,67,2,"https://brickset.com/sets/6664-1",3.4,5,"Box","Retail",NA,"https://images.brickset.com/sets/small/6664-1.jpg","https://images.brickset.com/sets/images/6664-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3521,"6667",1,"Pothole Patcher",1993,"Town","Modern day","Maintenance","Normal",TRUE,97,1,"https://brickset.com/sets/6667-1",3.8,2,"Box","Retail",NA,"https://images.brickset.com/sets/small/6667-1.jpg","https://images.brickset.com/sets/images/6667-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3524,"6670",1,"Rescue Rig",1993,"Town","Modern day","Vehicles","Normal",TRUE,114,1,"https://brickset.com/sets/6670-1",4,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/6670-1.jpg","https://images.brickset.com/sets/images/6670-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3628,"6813",1,"Galactic Chief",1993,"Space","Action/Adventure","Space Police 2","Normal",TRUE,24,1,"https://brickset.com/sets/6813-1",3.3,9,"Box","Retail",NA,"https://images.brickset.com/sets/small/6813-1.jpg","https://images.brickset.com/sets/images/6813-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3629,"6814",1,"Ice Tunnelator",1993,"Space","Action/Adventure","Ice Planet 2002","Normal",TRUE,25,1,"https://brickset.com/sets/6814-1",3.7,9,"Box","Retail",NA,"https://images.brickset.com/sets/small/6814-1.jpg","https://images.brickset.com/sets/images/6814-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3648,"6834",1,"Celestial Sled",1993,"Space","Action/Adventure","Ice Planet 2002","Normal",TRUE,55,1,"https://brickset.com/sets/6834-1",3.8,9,"Box","Retail",NA,"https://images.brickset.com/sets/small/6834-1.jpg","https://images.brickset.com/sets/images/6834-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3663,"6852",1,"Sonar Security",1993,"Space","Action/Adventure","Space Police 2","Normal",TRUE,61,1,"https://brickset.com/sets/6852-1",3.7,5,"Box","Retail",NA,"https://images.brickset.com/sets/small/6852-1.jpg","https://images.brickset.com/sets/images/6852-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3667,"6861",2,"Super Model Building Instruction",1993,"Space","Action/Adventure","Blacktron 2","Normal",TRUE,1,NA,"https://brickset.com/sets/6861-2",0,1,"Other","LEGO exclusive",NA,"https://images.brickset.com/sets/small/6861-2.jpg","https://images.brickset.com/sets/images/6861-2.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3677,"6879",1,"Blizzard Baron",1993,"Space","Action/Adventure","Ice Planet 2002","Normal",TRUE,82,1,"https://brickset.com/sets/6879-1",3.9,8,"Box","Retail",NA,"https://images.brickset.com/sets/small/6879-1.jpg","https://images.brickset.com/sets/images/6879-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3695,"6898",1,"Ice-Sat V",1993,"Space","Action/Adventure","Ice Planet 2002","Normal",TRUE,135,1,"https://brickset.com/sets/6898-1",4.3,8,"Box","Retail",NA,"https://images.brickset.com/sets/small/6898-1.jpg","https://images.brickset.com/sets/images/6898-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3743,"6973",1,"Deep Freeze Defender",1993,"Space","Action/Adventure","Ice Planet 2002","Normal",TRUE,417,3,"https://brickset.com/sets/6973-1",4.6,27,"Box","Retail",NA,"https://images.brickset.com/sets/small/6973-1.jpg","https://images.brickset.com/sets/images/6973-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3751,"6983",1,"Ice Station Odyssey",1993,"Space","Action/Adventure","Ice Planet 2002","Normal",TRUE,343,3,"https://brickset.com/sets/6983-1",4.4,10,"Box","Retail",NA,"https://images.brickset.com/sets/small/6983-1.jpg","https://images.brickset.com/sets/images/6983-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4099,"8022",1,"Multi Model Starter Set",1993,"Technic","Technical","Universal","Normal",TRUE,118,NA,"https://brickset.com/sets/8022-1",3.5,2,"Box","Retail",NA,"https://images.brickset.com/sets/small/8022-1.jpg","https://images.brickset.com/sets/images/8022-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
