"setID","number","numberVariant","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","thumbnailURL","imageURL"
5015,"260",1,"Idea Book",1990,"Books","Miscellaneous","LEGO","Book",TRUE,1,NA,"https://brickset.com/sets/260-1",4.1,6,"{Not specified}","Retail",NA,"https://images.brickset.com/sets/small/260-1.jpg","https://images.brickset.com/sets/images/260-1.jpg"
1362,"315",1,"Basic Building Set, 3+",1990,"Basic","Basic",NA,"Normal",TRUE,59,NA,"https://brickset.com/sets/315-1",0,0,"Box","Retail",NA,"https://images.brickset.com/sets/small/315-1.jpg","https://images.brickset.com/sets/images/315-1.jpg"
1413,"325",1,"Basic Building Set, 3+",1990,"Basic","Basic",NA,"Normal",TRUE,104,1,"https://brickset.com/sets/325-1",0,0,"Box with handle","Retail",NA,"https://images.brickset.com/sets/small/325-1.jpg","https://images.brickset.com/sets/images/325-1.jpg"
1479,"335",1,"Basic Building Set, 3+",1990,"Basic","Basic",NA,"Normal",TRUE,99,NA,"https://brickset.com/sets/335-1",0,0,"Box with handle","Retail",NA,"https://images.brickset.com/sets/small/335-1.jpg","https://images.brickset.com/sets/images/335-1.jpg"
1712,"365",2,"Basic Building Set, 3+",1990,"Basic","Basic",NA,"Normal",TRUE,333,1,"https://brickset.com/sets/365-2",0,0,"Box with handle","Retail",NA,"https://images.brickset.com/sets/small/365-2.jpg","https://images.brickset.com/sets/images/365-2.jpg"
1837,"385",2,"Basic Building Set, 3+",1990,"Basic","Basic",NA,"Normal",TRUE,421,2,"https://brickset.com/sets/385-2",0,0,"Box with handle","Retail",3,"https://images.brickset.com/sets/small/385-2.jpg","https://images.brickset.com/sets/images/385-2.jpg"
8631,"395",2,"Build-N-Store Chest",1990,"Basic","Basic",NA,"Normal",TRUE,535,NA,"https://brickset.com/sets/395-2",0,0,"Box with handle","Retail - limited",NA,"https://images.brickset.com/sets/small/395-2.jpg","https://images.brickset.com/sets/images/395-2.jpg"
2543,"515",1,"Basic Building Set, 5+",1990,"Basic","Basic",NA,"Normal",TRUE,106,NA,"https://brickset.com/sets/515-1",0,2,"Box","Retail",NA,"https://images.brickset.com/sets/small/515-1.jpg","https://images.brickset.com/sets/images/515-1.jpg"
2643,"525",1,"Basic Building Set, 5+",1990,"Basic","Basic",NA,"Normal",TRUE,175,1,"https://brickset.com/sets/525-1",3.8,3,"Box with handle","Retail",NA,"https://images.brickset.com/sets/small/525-1.jpg","https://images.brickset.com/sets/images/525-1.jpg"
2720,"535",1,"Basic Building Set, 5+",1990,"Basic","Basic",NA,"Normal",TRUE,340,2,"https://brickset.com/sets/535-1",0,1,"Box with handle","Retail",NA,"https://images.brickset.com/sets/small/535-1.jpg","https://images.brickset.com/sets/images/535-1.jpg"
