"setID","number","numberVariant","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","thumbnailURL","imageURL"
4517,"890",1,"Wind-Up Motor",1981,"Basic","Basic","Supplementaries","Normal",TRUE,10,NA,"https://brickset.com/sets/890-1",3.6,3,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/890-1.jpg","https://images.brickset.com/sets/images/890-1.jpg"
7852,"1060",1,"Road Plates and Signs",1981,"Dacta","Educational",NA,"Normal",TRUE,30,NA,"https://brickset.com/sets/1060-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1060-1.jpg","https://images.brickset.com/sets/images/1060-1.jpg"
7854,"1064",1,"Dacta Buildings",1981,"Dacta","Educational",NA,"Normal",TRUE,396,6,"https://brickset.com/sets/1064-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1064-1.jpg","https://images.brickset.com/sets/images/1064-1.jpg"
48593,"1132",1,"Hinges",1981,"Service Packs","Miscellaneous",NA,"Normal",TRUE,8,NA,"https://brickset.com/sets/1132-1",0,0,"Polybag","{Not specified}",NA,NA,NA
26967,"1134",1,"Battery Wagon",1981,"Service Packs","Miscellaneous","Trains","Normal",TRUE,4,NA,"https://brickset.com/sets/1134-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
26968,"1135",1,"Battery Cable Kit",1981,"Service Packs","Miscellaneous","Trains","Normal",TRUE,13,NA,"https://brickset.com/sets/1135-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
26969,"1136",1,"Buffers, Magnetic Couplers",1981,"Service Packs","Miscellaneous","Trains","Normal",TRUE,6,NA,"https://brickset.com/sets/1136-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
26970,"1137",1,"Train Couplings",1981,"Service Packs","Miscellaneous","Trains","Normal",TRUE,4,NA,"https://brickset.com/sets/1137-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
26971,"1138",1,"Replacement Rubber Wheel Treads for Trains",1981,"Service Packs","Miscellaneous","Trains","Normal",TRUE,8,NA,"https://brickset.com/sets/1138-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
26972,"1139",1,"Motor-Mount Plate with Magnetic Couplers",1981,"Service Packs","Miscellaneous","Trains","Normal",TRUE,5,NA,"https://brickset.com/sets/1139-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
26973,"1140",1,"12V Light Bricks",1981,"Service Packs","Miscellaneous","Trains","Normal",TRUE,2,NA,"https://brickset.com/sets/1140-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
26974,"1141",1,"Wheel Bricks with Small Red Train Wheels",1981,"Service Packs","Miscellaneous","Trains","Normal",TRUE,2,NA,"https://brickset.com/sets/1141-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
26975,"1142",1,"Wheel Bricks with Small Black Train-Wheels",1981,"Service Packs","Miscellaneous","Trains","Normal",TRUE,2,NA,"https://brickset.com/sets/1142-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
26976,"1143",1,"Wheel Bricks with Large Red Train Wheels",1981,"Service Packs","Miscellaneous","Trains","Normal",TRUE,2,NA,"https://brickset.com/sets/1143-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
26977,"1144",1,"Train Baseplate",1981,"Service Packs","Miscellaneous","Trains","Normal",TRUE,2,NA,"https://brickset.com/sets/1144-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
26978,"1145",1,"Bogie Plate",1981,"Service Packs","Miscellaneous","Trains","Normal",TRUE,2,NA,"https://brickset.com/sets/1145-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
26979,"1146",1,"Pushrods, Cylinder Housings",1981,"Service Packs","Miscellaneous","Trains","Normal",TRUE,6,NA,"https://brickset.com/sets/1146-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
26980,"1147",1,"Light Prisms & Holder, Red/Yellow Light Covers",1981,"Service Packs","Miscellaneous","Trains","Normal",TRUE,7,NA,"https://brickset.com/sets/1147-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1147-1.jpg","https://images.brickset.com/sets/images/1147-1.jpg"
30660,"1215",1,"Lower part of housing for 4.5V/12V train motor",1981,"Service Packs","Miscellaneous","Trains","Normal",TRUE,1,NA,"https://brickset.com/sets/1215-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1215-1.jpg","https://images.brickset.com/sets/images/1215-1.jpg"
432,"1581",1,"Silja Line Ferry",1981,"Promotional","Miscellaneous","Ferries","Normal",TRUE,182,NA,"https://brickset.com/sets/1581-1",0,0,"Box","Promotional",NA,"https://images.brickset.com/sets/small/1581-1.jpg","https://images.brickset.com/sets/images/1581-1.jpg"
872,"2330",1,"Basic Set",1981,"Duplo","Pre-school",NA,"Normal",TRUE,9,1,"https://brickset.com/sets/2330-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2330-1.jpg","https://images.brickset.com/sets/images/2330-1.jpg"
880,"2340",1,"Basic Set",1981,"Duplo","Pre-school",NA,"Normal",TRUE,17,1,"https://brickset.com/sets/2340-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
886,"2350",1,"Basic Building Set",1981,"Duplo","Pre-school",NA,"Normal",TRUE,22,2,"https://brickset.com/sets/2350-1",0,0,"Box","{Not specified}",1,"https://images.brickset.com/sets/small/2350-1.jpg","https://images.brickset.com/sets/images/2350-1.jpg"
889,"2360",1,"Basic Set",1981,"Duplo","Pre-school",NA,"Normal",TRUE,32,3,"https://brickset.com/sets/2360-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
894,"2370",1,"Basic Set",1981,"Duplo","Pre-school",NA,"Normal",TRUE,45,4,"https://brickset.com/sets/2370-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
976,"2624",1,"Helicopter",1981,"Duplo","Pre-school",NA,"Normal",TRUE,2,1,"https://brickset.com/sets/2624-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
995,"2644",1,"Service Station",1981,"Duplo","Pre-school",NA,"Normal",TRUE,14,2,"https://brickset.com/sets/2644-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA
1666,"3601",1,"Elton Elephant",1981,"Fabuland","Junior",NA,"Normal",TRUE,6,1,"https://brickset.com/sets/3601-1",0,1,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3601-1.jpg","https://images.brickset.com/sets/images/3601-1.jpg"
1668,"3603",1,"Boris Bulldog and Mailbox",1981,"Fabuland","Junior",NA,"Normal",TRUE,5,1,"https://brickset.com/sets/3603-1",0,1,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3603-1.jpg","https://images.brickset.com/sets/images/3603-1.jpg"
4993,"3615",1,"Percy Pig",1981,"Fabuland","Junior",NA,"Normal",TRUE,4,1,"https://brickset.com/sets/3615-1",0,0,"{Not specified}","{Not specified}",3,"https://images.brickset.com/sets/small/3615-1.jpg","https://images.brickset.com/sets/images/3615-1.jpg"
1695,"3628",1,"Perry Panda and Chester Chimp",1981,"Fabuland","Junior",NA,"Normal",TRUE,3,2,"https://brickset.com/sets/3628-1",0,1,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3628-1.jpg","https://images.brickset.com/sets/images/3628-1.jpg"
1696,"3629",1,"Barney Bear",1981,"Fabuland","Junior",NA,"Normal",TRUE,16,1,"https://brickset.com/sets/3629-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3629-1.jpg","https://images.brickset.com/sets/images/3629-1.jpg"
1701,"3635",1,"Bonnie Bunny's Camper",1981,"Fabuland","Junior",NA,"Normal",TRUE,25,1,"https://brickset.com/sets/3635-1",0,2,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3635-1.jpg","https://images.brickset.com/sets/images/3635-1.jpg"
3036,"6075",2,"Castle",1981,"Castle","Historical","Classic","Normal",TRUE,767,14,"https://brickset.com/sets/6075-2",4.7,1,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/6075-2.jpg","https://images.brickset.com/sets/images/6075-2.jpg"
3038,"6077",1,"Knight's Procession",1981,"Castle","Historical","Classic","Normal",TRUE,48,6,"https://brickset.com/sets/6077-1",0,1,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/6077-1.jpg","https://images.brickset.com/sets/images/6077-1.jpg"
3047,"6083",1,"Knight's Joust",1981,"Castle","Historical","Classic","Normal",TRUE,211,6,"https://brickset.com/sets/6083-1",0,0,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/6083-1.jpg","https://images.brickset.com/sets/images/6083-1.jpg"
3217,"6365",1,"Summer Cottage",1981,"Town","Modern day","Leisure","Normal",TRUE,144,1,"https://brickset.com/sets/6365-1",4.2,6,"Box","Retail",NA,"https://images.brickset.com/sets/small/6365-1.jpg","https://images.brickset.com/sets/images/6365-1.jpg"
3237,"6382",1,"Fire Station",1981,"Town","Modern day","Fire","Normal",TRUE,390,4,"https://brickset.com/sets/6382-1",4.3,10,"Box","Retail",NA,"https://images.brickset.com/sets/small/6382-1.jpg","https://images.brickset.com/sets/images/6382-1.jpg"
3238,"6383",1,"Public Works Centre",1981,"Town","Modern day","Maintenance","Normal",TRUE,421,4,"https://brickset.com/sets/6383-1",4.6,6,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/6383-1.jpg","https://images.brickset.com/sets/images/6383-1.jpg"
3455,"6600",1,"Police Patrol",1981,"Town","Modern day","Classic","Normal",TRUE,23,1,"https://brickset.com/sets/6600-1",0,2,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/6600-1.jpg","https://images.brickset.com/sets/images/6600-1.jpg"
3459,"6602",1,"Fire Unit I",1981,"Town","Modern day","Classic","Normal",TRUE,29,1,"https://brickset.com/sets/6602-1",0,1,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/6602-1.jpg","https://images.brickset.com/sets/images/6602-1.jpg"
3467,"6610",1,"Gas Pumps",1981,"Town","Modern day","Shops and Services","Normal",TRUE,29,1,"https://brickset.com/sets/6610-1",3.6,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/6610-1.jpg","https://images.brickset.com/sets/images/6610-1.jpg"
3468,"6611",1,"Fire Chief's Car",1981,"Town","Modern day","Fire","Normal",TRUE,20,1,"https://brickset.com/sets/6611-1",3.4,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/6611-1.jpg","https://images.brickset.com/sets/images/6611-1.jpg"
3483,"6626",1,"Rescue Helicopter",1981,"Town","Modern day","Classic","Normal",TRUE,37,NA,"https://brickset.com/sets/6626-1",0,0,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/6626-1.jpg","https://images.brickset.com/sets/images/6626-1.jpg"
3485,"6628",1,"Shell Tow Truck",1981,"Town","Modern day","Vehicles","Normal",TRUE,38,NA,"https://brickset.com/sets/6628-1",3.4,5,"Box","Retail",NA,"https://images.brickset.com/sets/small/6628-1.jpg","https://images.brickset.com/sets/images/6628-1.jpg"
3486,"6629",1,"Ambulance",1981,"Town","Modern day","Medical","Normal",TRUE,39,1,"https://brickset.com/sets/6629-1",3.4,2,"Box","Retail",NA,"https://images.brickset.com/sets/small/6629-1.jpg","https://images.brickset.com/sets/images/6629-1.jpg"
3487,"6630",1,"Bucket Loader",1981,"Town","Modern day","Construction","Normal",TRUE,34,1,"https://brickset.com/sets/6630-1",3.6,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/6630-1.jpg","https://images.brickset.com/sets/images/6630-1.jpg"
3504,"6650",1,"Fire and Rescue Van",1981,"Town","Modern day","Fire","Normal",TRUE,39,1,"https://brickset.com/sets/6650-1",3.8,1,"Box","Retail",6,"https://images.brickset.com/sets/small/6650-1.jpg","https://images.brickset.com/sets/images/6650-1.jpg"
3535,"6680",1,"Ambulance",1981,"Town","Modern day","Medical","Normal",TRUE,63,2,"https://brickset.com/sets/6680-1",3.8,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/6680-1.jpg","https://images.brickset.com/sets/images/6680-1.jpg"
3536,"6681",1,"Police Van",1981,"Town","Modern day","Police","Normal",TRUE,82,1,"https://brickset.com/sets/6681-1",3.7,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/6681-1.jpg","https://images.brickset.com/sets/images/6681-1.jpg"
3546,"6691",1,"Red Cross Helicopter",1981,"Town","Modern day","Medical","Normal",TRUE,107,2,"https://brickset.com/sets/6691-1",3.9,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/6691-1.jpg","https://images.brickset.com/sets/images/6691-1.jpg"
3616,"6801",1,"Moon Buggy",1981,"Space","Action/Adventure","Classic","Normal",TRUE,22,1,"https://brickset.com/sets/6801-1",3.8,7,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/6801-1.jpg","https://images.brickset.com/sets/images/6801-1.jpg"
3636,"6822",1,"Space Digger",1981,"Space","Action/Adventure","Classic","Normal",TRUE,33,1,"https://brickset.com/sets/6822-1",3.7,6,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/6822-1.jpg","https://images.brickset.com/sets/images/6822-1.jpg"
3653,"6842",1,"Small Space Shuttle Craft",1981,"Space","Action/Adventure","Classic","Normal",TRUE,46,1,"https://brickset.com/sets/6842-1",3.5,4,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/6842-1.jpg","https://images.brickset.com/sets/images/6842-1.jpg"
3669,"6870",1,"Space Probe Launcher",1981,"Space","Action/Adventure","Classic","Normal",TRUE,52,1,"https://brickset.com/sets/6870-1",3.7,6,"Box","Retail",NA,"https://images.brickset.com/sets/small/6870-1.jpg","https://images.brickset.com/sets/images/6870-1.jpg"
3711,"6927",1,"All-Terrain Vehicle",1981,"Space","Action/Adventure","Classic","Normal",TRUE,170,2,"https://brickset.com/sets/6927-1",4.4,7,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/6927-1.jpg","https://images.brickset.com/sets/images/6927-1.jpg"
3713,"6929",1,"Starfleet Voyager",1981,"Space","Action/Adventure","Classic","Normal",TRUE,242,1,"https://brickset.com/sets/6929-1",4.3,14,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/6929-1.jpg","https://images.brickset.com/sets/images/6929-1.jpg"
3997,"7725",1,"Electric Passenger Train Set",1981,"Trains","Modern day","4.5/12V","Normal",TRUE,485,1,"https://brickset.com/sets/7725-1",4.2,6,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/7725-1.jpg","https://images.brickset.com/sets/images/7725-1.jpg"
4007,"7777",1,"Trains Ideas Book",1981,"Books","Miscellaneous","LEGO","Book",TRUE,NA,NA,"https://brickset.com/sets/7777-1",4.7,2,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/7777-1.jpg","https://images.brickset.com/sets/images/7777-1.jpg"
4044,"7862",1,"Remote Controlled Decoupling and Signal 12V",1981,"Trains","Modern day","4.5/12V","Normal",TRUE,16,NA,"https://brickset.com/sets/7862-1",0,1,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/7862-1.jpg","https://images.brickset.com/sets/images/7862-1.jpg"
4434,"8710",1,"Technical Elements",1981,"Technic","Technical","Supplementary","Normal",TRUE,124,NA,"https://brickset.com/sets/8710-1",0,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/8710-1.jpg","https://images.brickset.com/sets/images/8710-1.jpg"
4486,"8844",1,"Helicopter",1981,"Technic","Technical",NA,"Normal",TRUE,316,NA,"https://brickset.com/sets/8844-1",3.9,5,"Box","Retail",NA,"https://images.brickset.com/sets/small/8844-1.jpg","https://images.brickset.com/sets/images/8844-1.jpg"
4487,"8845",1,"Dune Buggy",1981,"Technic","Technical",NA,"Normal",TRUE,174,NA,"https://brickset.com/sets/8845-1",4.1,8,"Box","Retail",NA,"https://images.brickset.com/sets/small/8845-1.jpg","https://images.brickset.com/sets/images/8845-1.jpg"
4490,"8848",1,"Power Truck",1981,"Technic","Technical",NA,"Normal",TRUE,398,NA,"https://brickset.com/sets/8848-1",3.8,6,"Box","Retail",NA,"https://images.brickset.com/sets/small/8848-1.jpg","https://images.brickset.com/sets/images/8848-1.jpg"
4504,"8859",1,"Tractor",1981,"Technic","Technical",NA,"Normal",TRUE,610,NA,"https://brickset.com/sets/8859-1",3.8,5,"Box","Retail",NA,"https://images.brickset.com/sets/small/8859-1.jpg","https://images.brickset.com/sets/images/8859-1.jpg"
