"setID","number","numberVariant","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","thumbnailURL","imageURL","US_retailPrice","US_dateFirstAvailable","US_dateLastAvailable","UK_retailPrice","UK_dateFirstAvailable","UK_dateLastAvailable","CA_retailPrice","CA_dateFirstAvailable","CA_dateLastAvailable","height","width","depth","weight"
836,"2234",1,"Police Chase",1998,"Town","Modern day","Special","Normal",TRUE,146,5,"https://brickset.com/sets/2234-1",0,1,"Box","Promotional",NA,"https://images.brickset.com/sets/small/2234-1.jpg","https://images.brickset.com/sets/images/2234-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8,38.4,6,NA
847,"2268",1,"Katie Cat Bucket",1998,"Duplo","Pre-school",NA,"Normal",TRUE,49,1,"https://brickset.com/sets/2268-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
848,"2269",1,"Build a Zoo",1998,"Duplo","Pre-school",NA,"Normal",TRUE,89,1,"https://brickset.com/sets/2269-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5379,"2270",1,"Spotty Dog Set",1998,"Duplo","Pre-school",NA,"Normal",TRUE,6,NA,"https://brickset.com/sets/2270-1",0,0,"{Not specified}","{Not specified}",2,"https://images.brickset.com/sets/small/2270-1.jpg","https://images.brickset.com/sets/images/2270-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9406,"2271",1,"Boy with Barrow",1998,"Duplo","Pre-school",NA,"Normal",TRUE,4,1,"https://brickset.com/sets/2271-1",0,0,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9407,"2277",1,"Boy with Cat",1998,"Duplo","Pre-school",NA,"Normal",TRUE,8,1,"https://brickset.com/sets/2277-1",0,0,"Box","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25914,"2279",1,"Tubular Motion",1998,"Duplo","Pre-school","Basic Set","Normal",TRUE,90,2,"https://brickset.com/sets/2279-1",0,0,"Bucket","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,29.6,23.8,NA
914,"2431",1,"Big Chief Brown Bear and Canoe",1998,"Duplo","Pre-school",NA,"Normal",TRUE,3,1,"https://brickset.com/sets/2431-1",0,0,"{Not specified}","{Not specified}",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28131,"2432",1,"Big Chief's Camp",1998,"Duplo","Pre-school",NA,"Normal",TRUE,18,3,"https://brickset.com/sets/2432-1",0,0,"Box","{Not specified}",NA,"https://images.brickset.com/sets/small/2432-1.jpg","https://images.brickset.com/sets/images/2432-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,"2433",1,"Stagecoach",1998,"Duplo","Pre-school",NA,"Normal",TRUE,8,2,"https://brickset.com/sets/2433-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2433-1.jpg","https://images.brickset.com/sets/images/2433-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,"2434",1,"Sheriff Jake",1998,"Duplo","Pre-school","Western","Normal",TRUE,33,2,"https://brickset.com/sets/2434-1",0,0,"{Not specified}","{Not specified}",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6885,"2435",1,"Western Town",1998,"Duplo","Pre-school",NA,"Normal",TRUE,37,4,"https://brickset.com/sets/2435-1",0,1,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,"2436",1,"Big Chief Brown Bear's Camp",1998,"Duplo","Pre-school",NA,"Normal",TRUE,45,4,"https://brickset.com/sets/2436-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2436-1.jpg","https://images.brickset.com/sets/images/2436-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30894,"2437",1,"Sheriff Canister",1998,"Duplo","Pre-school","Western","Normal",TRUE,69,2,"https://brickset.com/sets/2437-1",0,0,"Plastic canister","Retail - limited",2,"https://images.brickset.com/sets/small/2437-1.jpg","https://images.brickset.com/sets/images/2437-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,24,31.5,22,NA
27751,"2438",1,"Big Western Set",1998,"Duplo","Pre-school",NA,"Normal",TRUE,62,6,"https://brickset.com/sets/2438-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,"2449",1,"Basic Building Set, 3+",1998,"Basic","Basic",NA,"Normal",TRUE,466,NA,"https://brickset.com/sets/2449-1",0,0,"Box","Retail",NA,"https://images.brickset.com/sets/small/2449-1.jpg","https://images.brickset.com/sets/images/2449-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30656,"2453",1,"Large Bulk Bucket",1998,"Basic","Basic",NA,"Normal",TRUE,1000,NA,"https://brickset.com/sets/2453-1",0,0,"Bucket","{Not specified}",NA,"https://images.brickset.com/sets/small/2453-1.jpg","https://images.brickset.com/sets/images/2453-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,"2490",1,"Insectoids Combined Set",1998,"Space","Action/Adventure","Bonus/Value Pack","Collection",TRUE,170,NA,"https://brickset.com/sets/2490-1",0,0,"Box","Promotional",NA,"https://images.brickset.com/sets/small/2490-1.jpg","https://images.brickset.com/sets/images/2490-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5838,"2494",1,"Purple Bucket Set",1998,"Basic","Basic",NA,"Normal",TRUE,400,NA,"https://brickset.com/sets/2494-1",0,1,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2494-1.jpg","https://images.brickset.com/sets/images/2494-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
932,"2531",1,"Rescue Chopper",1998,"Town","Modern day","Special","Normal",TRUE,97,2,"https://brickset.com/sets/2531-1",0,0,"Box","Promotional (Airline)",7,"https://images.brickset.com/sets/small/2531-1.jpg","https://images.brickset.com/sets/images/2531-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
933,"2532",1,"Aircraft and Ground Crew",1998,"Town","Modern day","Special","Normal",TRUE,143,3,"https://brickset.com/sets/2532-1",0,1,"Box","Promotional (Airline)",NA,"https://images.brickset.com/sets/small/2532-1.jpg","https://images.brickset.com/sets/images/2532-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
934,"2535",1,"Formula 1 Racing Car",1998,"Town","Modern day","Racing","Normal",TRUE,29,1,"https://brickset.com/sets/2535-1",3.4,4,"Box","Promotional",5,"https://images.brickset.com/sets/small/2535-1.jpg","https://images.brickset.com/sets/images/2535-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
935,"2536",1,"Divers Jet Ski",1998,"Town","Modern day","Divers","Normal",TRUE,23,1,"https://brickset.com/sets/2536-1",3.8,6,"Box","Promotional",NA,"https://images.brickset.com/sets/small/2536-1.jpg","https://images.brickset.com/sets/images/2536-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,9.6,3.9,NA
936,"2537",1,"Extreme Team Raft",1998,"Town","Modern day","Extreme Team","Normal",TRUE,24,1,"https://brickset.com/sets/2537-1",3.7,9,"Box","Promotional",NA,"https://images.brickset.com/sets/small/2537-1.jpg","https://images.brickset.com/sets/images/2537-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
937,"2538",1,"Fire-Cart",1998,"Castle","Historical","Fright Knights","Normal",TRUE,20,1,"https://brickset.com/sets/2538-1",3.4,2,"Box","Promotional",NA,"https://images.brickset.com/sets/small/2538-1.jpg","https://images.brickset.com/sets/images/2538-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
938,"2539",1,"Flying Machine",1998,"Castle","Historical","Fright Knights","Normal",TRUE,21,1,"https://brickset.com/sets/2539-1",3.2,4,"Box","Promotional",NA,"https://images.brickset.com/sets/small/2539-1.jpg","https://images.brickset.com/sets/images/2539-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,9.6,3.9,NA
939,"2540",1,"Catapault Cart",1998,"Castle","Historical","Fright Knights","Normal",TRUE,28,1,"https://brickset.com/sets/2540-1",3.3,7,"Box","Promotional",NA,"https://images.brickset.com/sets/small/2540-1.jpg","https://images.brickset.com/sets/images/2540-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
940,"2541",1,"Adventurers Car",1998,"Adventurers","Historical","Desert","Normal",TRUE,24,1,"https://brickset.com/sets/2541-1",3.6,3,"Box","Promotional",NA,"https://images.brickset.com/sets/small/2541-1.jpg","https://images.brickset.com/sets/images/2541-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
941,"2542",1,"Adventurers Aeroplane",1998,"Adventurers","Historical","Desert","Normal",TRUE,21,1,"https://brickset.com/sets/2542-1",3.3,4,"Box","Promotional",NA,"https://images.brickset.com/sets/small/2542-1.jpg","https://images.brickset.com/sets/images/2542-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
942,"2543",1,"Spacecraft",1998,"Space","Action/Adventure","UFO","Normal",TRUE,18,1,"https://brickset.com/sets/2543-1",3.5,7,"Box","Promotional",NA,"https://images.brickset.com/sets/small/2543-1.jpg","https://images.brickset.com/sets/images/2543-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
943,"2544",1,"Motorcycle",1998,"Technic","Technical",NA,"Normal",TRUE,27,NA,"https://brickset.com/sets/2544-1",3.3,3,"Box","Promotional",NA,"https://images.brickset.com/sets/small/2544-1.jpg","https://images.brickset.com/sets/images/2544-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
945,"2554",1,"Formula 1 Pit Stop",1998,"Town","Modern day","Racing","Normal",TRUE,168,5,"https://brickset.com/sets/2554-1",0,2,"Box","Promotional",NA,"https://images.brickset.com/sets/small/2554-1.jpg","https://images.brickset.com/sets/images/2554-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
946,"2555",1,"Belville Swing Set",1998,"Belville","Girls",NA,"Normal",TRUE,47,2,"https://brickset.com/sets/2555-1",0,2,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2555-1.jpg","https://images.brickset.com/sets/images/2555-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
947,"2556",1,"Ferrari Formula 1 Racing Car",1998,"Model Team","Model making",NA,"Normal",TRUE,580,NA,"https://brickset.com/sets/2556-1",4.3,6,"Box","Promotional",NA,"https://images.brickset.com/sets/small/2556-1.jpg","https://images.brickset.com/sets/images/2556-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31595,"2583",1,"Fire Truck",1998,"Duplo","Pre-school",NA,"Normal",TRUE,NA,NA,"https://brickset.com/sets/2583-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
949,"2584",1,"Biker Bob",1998,"Town","Modern day","Special","Normal",TRUE,22,1,"https://brickset.com/sets/2584-1",3.5,6,"Box","Promotional",NA,"https://images.brickset.com/sets/small/2584-1.jpg","https://images.brickset.com/sets/images/2584-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
950,"2585",1,"LEGO Loco Stationmaster",1998,"Trains","Modern day","9V","Normal",TRUE,23,2,"https://brickset.com/sets/2585-1",0,2,"Box","Promotional",6,"https://images.brickset.com/sets/small/2585-1.jpg","https://images.brickset.com/sets/images/2585-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
951,"2586",1,"The Crazy LEGO King",1998,"Castle","Historical","Miscellaneous","Normal",TRUE,26,1,"https://brickset.com/sets/2586-1",3.6,6,"Box","Promotional",NA,"https://images.brickset.com/sets/small/2586-1.jpg","https://images.brickset.com/sets/images/2586-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,"2599",1,"Racing Team",1998,"Duplo","Pre-school",NA,"Normal",TRUE,13,2,"https://brickset.com/sets/2599-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2599-1.jpg","https://images.brickset.com/sets/images/2599-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,"2600",1,"Bronto Dinosaurs",1998,"Duplo","Pre-school",NA,"Normal",TRUE,30,2,"https://brickset.com/sets/2600-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1059,"2718",1,"Inflight Air 2000",1998,"Town","Modern day","Special","Normal",TRUE,142,3,"https://brickset.com/sets/2718-1",0,0,"Box","Promotional (Airline)",NA,"https://images.brickset.com/sets/small/2718-1.jpg","https://images.brickset.com/sets/images/2718-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6646,"2763",1,"Playground Bucket",1998,"Duplo","Pre-school",NA,"Normal",TRUE,50,NA,"https://brickset.com/sets/2763-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2763-1.jpg","https://images.brickset.com/sets/images/2763-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1126,"2815",1,"Bike Ride",1998,"Duplo","Pre-school",NA,"Normal",TRUE,5,1,"https://brickset.com/sets/2815-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1127,"2817",1,"LEGO DUPLO Party Time",1998,"Duplo","Pre-school",NA,"Normal",TRUE,30,3,"https://brickset.com/sets/2817-1",0,0,"{Not specified}","{Not specified}",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1128,"2818",1,"Family Home",1998,"Duplo","Pre-school",NA,"Normal",TRUE,56,4,"https://brickset.com/sets/2818-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,"2838",1,"Native American Family",1998,"Duplo","Pre-school",NA,"Normal",TRUE,77,4,"https://brickset.com/sets/2838-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2838-1.jpg","https://images.brickset.com/sets/images/2838-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30879,"2847",2,"Big Value Collectors' Bucket",1998,"Space","Action/Adventure","Insectoids","Collection",TRUE,153,NA,"https://brickset.com/sets/2847-2",0,0,"Bucket","{Not specified}",NA,"https://images.brickset.com/sets/small/2847-2.jpg","https://images.brickset.com/sets/images/2847-2.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1145,"2854",1,"Bungee Chopper",1998,"Technic","Technical","Competition","Normal",TRUE,72,NA,"https://brickset.com/sets/2854-1",0,0,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/2854-1.jpg","https://images.brickset.com/sets/images/2854-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,19.2,4.8,NA
6092,"2855",1,"Baby tiger",1998,"Primo","Pre-school",NA,"Normal",TRUE,4,1,"https://brickset.com/sets/2855-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2855-1.jpg","https://images.brickset.com/sets/images/2855-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,"2862",1,"Zoo Babies",1998,"Duplo","Pre-school",NA,"Normal",TRUE,8,NA,"https://brickset.com/sets/2862-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1148,"2864",1,"Wild Animals",1998,"Duplo","Pre-school",NA,"Normal",TRUE,16,NA,"https://brickset.com/sets/2864-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2864-1.jpg","https://images.brickset.com/sets/images/2864-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5006,"2865",1,"Children's Zoo",1998,"Duplo","Pre-school",NA,"Normal",TRUE,25,2,"https://brickset.com/sets/2865-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1149,"2866",1,"Attraction Centre",1998,"Duplo","Pre-school",NA,"Normal",TRUE,43,2,"https://brickset.com/sets/2866-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1154,"2879",1,"Desert Expedition",1998,"Adventurers","Historical","Desert","Normal",TRUE,196,5,"https://brickset.com/sets/2879-1",4.2,3,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/2879-1.jpg","https://images.brickset.com/sets/images/2879-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,6,NA
1165,"2891",1,"Wizard Trader",1998,"Castle","Historical","Dragon Knights","Normal",TRUE,17,1,"https://brickset.com/sets/2891-1",0,2,"Box","Promotional",NA,"https://images.brickset.com/sets/small/2891-1.jpg","https://images.brickset.com/sets/images/2891-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1166,"2892",1,"Thunder Arrow Boat",1998,"Castle","Historical","Royal Knights","Normal",TRUE,20,1,"https://brickset.com/sets/2892-1",0,0,"Polybag","Promotional",NA,"https://images.brickset.com/sets/small/2892-1.jpg","https://images.brickset.com/sets/images/2892-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23555,"2895",1,"Rooster on Wheels",1998,"Duplo","Pre-school",NA,"Normal",TRUE,19,NA,"https://brickset.com/sets/2895-1",0,0,"Box","{Not specified}",2,"https://images.brickset.com/sets/small/2895-1.jpg","https://images.brickset.com/sets/images/2895-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
