"setID","number","numberVariant","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","thumbnailURL","imageURL","US_retailPrice","US_dateFirstAvailable","US_dateLastAvailable","UK_retailPrice","UK_dateFirstAvailable","UK_dateLastAvailable","height","width","depth","weight"
387,"1528",2,"Pen Baseball",2001,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1528-2",0,1,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1528-2.jpg","https://images.brickset.com/sets/images/1528-2.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,"1529",1,"Pen Basketball",2001,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1529-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1529-1.jpg","https://images.brickset.com/sets/images/1529-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,"1530",1,"Pen Football",2001,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1530-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1530-1.jpg","https://images.brickset.com/sets/images/1530-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,"1532",1,"Pen Aquazone",2001,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1532-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1532-1.jpg","https://images.brickset.com/sets/images/1532-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,"1533",1,"Pen Mini Figure Faces",2001,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1533-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1533-1.jpg","https://images.brickset.com/sets/images/1533-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,"1534",1,"Pen Legoland",2001,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1534-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1534-1.jpg","https://images.brickset.com/sets/images/1534-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,"1535",1,"Pen Knights' Kingdom",2001,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1535-1",0,1,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1535-1.jpg","https://images.brickset.com/sets/images/1535-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,"1537",1,"Pen Dream Star",2001,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1537-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1537-1.jpg","https://images.brickset.com/sets/images/1537-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,"1538",1,"Pen Safari",2001,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1538-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1538-1.jpg","https://images.brickset.com/sets/images/1538-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,"1539",1,"Pen Classic II",2001,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1539-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1539-1.jpg","https://images.brickset.com/sets/images/1539-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,"1701",2,"Pen Pack Gali",2001,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1701-2",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1701-2.jpg","https://images.brickset.com/sets/images/1701-2.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,"1702",2,"Pen Pack Kopaka",2001,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1702-2",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1702-2.jpg","https://images.brickset.com/sets/images/1702-2.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,"1703",2,"Pen Pack Lewa",2001,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1703-2",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,"1704",2,"Pen Pack Onua",2001,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1704-2",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1704-2.jpg","https://images.brickset.com/sets/images/1704-2.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,"1705",1,"Pen Pack Pohatu",2001,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1705-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1705-1.jpg","https://images.brickset.com/sets/images/1705-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,"1706",1,"Pen Pack Tahu",2001,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1706-1",0,1,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1706-1.jpg","https://images.brickset.com/sets/images/1706-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523,"1708",2,"Limited Edition Pen",2001,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/1708-2",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/1708-1.jpg","https://images.brickset.com/sets/images/1708-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
731,"2032",2,"Pen Pack Space Port",2001,"Gear","Miscellaneous","Pens","Gear",TRUE,NA,NA,"https://brickset.com/sets/2032-2",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2032-2.jpg","https://images.brickset.com/sets/images/2032-2.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
948,"2580",1,"Friendly Animal Bus",2001,"Duplo","Pre-school",NA,"Normal",TRUE,103,5,"https://brickset.com/sets/2580-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2580-1.jpg","https://images.brickset.com/sets/images/2580-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22444,"2863",1,"Box of Bricks",2001,"Duplo","Pre-school",NA,"Normal",TRUE,100,NA,"https://brickset.com/sets/2863-1",0,0,"Box","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27025,"2878",2,"Santa Claus Mos Burger Gift Box- Hawaiian Shirt Santa",2001,"Seasonal","Miscellaneous","Christmas","Normal",TRUE,1,NA,"https://brickset.com/sets/2878-2",0,0,"Box","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27026,"2878",3,"Santa Claus Mos Burger Gift Box - Tuxedo Santa",2001,"Seasonal","Miscellaneous","Christmas","Normal",TRUE,1,NA,"https://brickset.com/sets/2878-3",0,0,"Box","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27027,"2878",4,"Santa Claus Mos Burger Gift Box - Soccer Santa",2001,"Seasonal","Miscellaneous","Christmas","Normal",TRUE,1,NA,"https://brickset.com/sets/2878-4",0,0,"Box","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27028,"2878",5,"Santa Claus Mos Burger Gift Box - King and Queen Santa",2001,"Seasonal","Miscellaneous","Christmas","Normal",TRUE,1,NA,"https://brickset.com/sets/2878-5",0,0,"Box","Promotional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1179,"2927",1,"{House with CD-ROM}",2001,"Duplo","Pre-school",NA,"Normal",FALSE,NA,NA,"https://brickset.com/sets/2927-1",0,1,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2927-1.jpg","https://images.brickset.com/sets/images/2927-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,"2946",1,"MyBot Expansion Kit",2001,"Action Wheelers","Pre-school",NA,"Normal",TRUE,14,1,"https://brickset.com/sets/2946-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2946-1.jpg","https://images.brickset.com/sets/images/2946-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1192,"2947",1,"Speedbike",2001,"Action Wheelers","Pre-school",NA,"Normal",TRUE,13,1,"https://brickset.com/sets/2947-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2947-1.jpg","https://images.brickset.com/sets/images/2947-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1193,"2949",1,"Remote Control Dozer",2001,"Action Wheelers","Pre-school",NA,"Normal",TRUE,21,1,"https://brickset.com/sets/2949-1",0,1,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2949-1.jpg","https://images.brickset.com/sets/images/2949-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1195,"2951",1,"Lisa",2001,"Duplo","Pre-school","Dolls","Normal",TRUE,4,2,"https://brickset.com/sets/2951-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2951-1.jpg","https://images.brickset.com/sets/images/2951-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1196,"2952",1,"Marie",2001,"Duplo","Pre-school","Dolls","Normal",TRUE,6,2,"https://brickset.com/sets/2952-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2952-1.jpg","https://images.brickset.com/sets/images/2952-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,"2953",1,"Anna",2001,"Duplo","Pre-school","Dolls","Normal",TRUE,4,2,"https://brickset.com/sets/2953-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2953-1.jpg","https://images.brickset.com/sets/images/2953-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,"2954",1,"Picnic",2001,"Duplo","Pre-school","Dolls","Normal",TRUE,14,NA,"https://brickset.com/sets/2954-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2954-1.jpg","https://images.brickset.com/sets/images/2954-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1199,"2955",1,"Sarah",2001,"Duplo","Pre-school","Dolls","Normal",TRUE,32,2,"https://brickset.com/sets/2955-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2955-1.jpg","https://images.brickset.com/sets/images/2955-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1202,"2961",1,"Bedroom",2001,"Duplo","Pre-school","Dolls","Normal",TRUE,20,NA,"https://brickset.com/sets/2961-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/2961-1.jpg","https://images.brickset.com/sets/images/2961-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
