"setID","number","numberVariant","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","thumbnailURL","imageURL","US_retailPrice","US_dateFirstAvailable","US_dateLastAvailable","height","width","depth","weight"
1409,"3242",1,"Bathroom",1997,"Scala","Girls","Dolls","Normal",TRUE,76,1,"https://brickset.com/sets/3242-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3242-1.jpg","https://images.brickset.com/sets/images/3242-1.jpg",NA,NA,NA,NA,NA,NA,NA
1410,"3243",1,"Kitchen",1997,"Scala","Girls","Dolls","Normal",TRUE,92,2,"https://brickset.com/sets/3243-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3243-1.jpg","https://images.brickset.com/sets/images/3243-1.jpg",NA,NA,NA,NA,NA,NA,NA
1422,"3270",1,"Dream Cottage",1997,"Scala","Girls","Dolls","Normal",TRUE,120,1,"https://brickset.com/sets/3270-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3270-1.jpg","https://images.brickset.com/sets/images/3270-1.jpg",NA,NA,NA,NA,NA,NA,NA
1440,"3290",1,"The Big Family House",1997,"Scala","Girls","Dolls","Normal",TRUE,265,3,"https://brickset.com/sets/3290-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3290-1.jpg","https://images.brickset.com/sets/images/3290-1.jpg",NA,NA,NA,NA,NA,NA,NA
4992,"4055",1,"Value Bucket Medium",1997,"Freestyle","Basic",NA,"Normal",TRUE,322,NA,"https://brickset.com/sets/4055-1",0,1,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/4055-1.jpg","https://images.brickset.com/sets/images/4055-1.jpg",NA,NA,NA,NA,NA,NA,NA
4991,"4128",1,"XL Value Bucket",1997,"Freestyle","Basic",NA,"Normal",TRUE,650,NA,"https://brickset.com/sets/4128-1",0,1,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/4128-1.jpg","https://images.brickset.com/sets/images/4128-1.jpg",NA,NA,NA,NA,NA,NA,NA
4984,"4129",1,"Trial Size Bag",1997,"Freestyle","Basic",NA,"Normal",TRUE,27,NA,"https://brickset.com/sets/4129-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,"4137",1,"Freestyle Clearpack (S), 3+",1997,"Freestyle","Basic",NA,"Normal",TRUE,131,NA,"https://brickset.com/sets/4137-1",0,1,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4986,"4138",1,"Value Set with Carry Bag",1997,"Freestyle","Basic",NA,"Normal",TRUE,400,NA,"https://brickset.com/sets/4138-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,"4139",1,"Freestyle Bucket, 3+",1997,"Freestyle","Basic",NA,"Normal",TRUE,249,NA,"https://brickset.com/sets/4139-1",0,0,"Bucket","Retail",NA,"https://images.brickset.com/sets/small/4139-1.jpg","https://images.brickset.com/sets/images/4139-1.jpg",NA,NA,NA,NA,NA,NA,NA
4987,"4148",1,"Large Clearpack",1997,"Freestyle","Basic",NA,"Normal",TRUE,219,NA,"https://brickset.com/sets/4148-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/4148-1.jpg","https://images.brickset.com/sets/images/4148-1.jpg",NA,NA,NA,NA,NA,NA,NA
4989,"4157",1,"Trial Size Bag 5+",1997,"Freestyle","Basic",NA,"Normal",TRUE,33,NA,"https://brickset.com/sets/4157-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4990,"4158",1,"Building Set 5+",1997,"Freestyle","Basic",NA,"Normal",TRUE,128,1,"https://brickset.com/sets/4158-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/4158-1.jpg","https://images.brickset.com/sets/images/4158-1.jpg",NA,NA,NA,NA,NA,NA,NA
4981,"4168",1,"Funimal",1997,"Freestyle","Basic",NA,"Normal",TRUE,290,NA,"https://brickset.com/sets/4168-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/4168-1.jpg","https://images.brickset.com/sets/images/4168-1.jpg",NA,NA,NA,NA,NA,NA,NA
1994,"4169",1,"Freestyle Gift Item, 3+",1997,"Freestyle","Basic",NA,"Normal",TRUE,507,NA,"https://brickset.com/sets/4169-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/4169-1.jpg","https://images.brickset.com/sets/images/4169-1.jpg",NA,NA,NA,NA,NA,NA,NA
2413,"5024",1,"Duplo Start / Stop Rail, Single Rail, Change of Direction Switch",1997,"Service Packs","Miscellaneous","Duplo","Normal",TRUE,4,NA,"https://brickset.com/sets/5024-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5024-1.jpg","https://images.brickset.com/sets/images/5024-1.jpg",NA,NA,NA,NA,NA,NA,NA
2415,"5026",1,"Toolo Loader, Hook and Turntable",1997,"Service Packs","Miscellaneous","Toolo","Normal",TRUE,3,NA,"https://brickset.com/sets/5026-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5026-1.jpg","https://images.brickset.com/sets/images/5026-1.jpg",NA,NA,NA,NA,NA,NA,NA
2596,"5201",1,"Angle Bricks Assorted",1997,"Service Packs","Miscellaneous","Technic","Normal",TRUE,20,NA,"https://brickset.com/sets/5201-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5201-1.jpg","https://images.brickset.com/sets/images/5201-1.jpg",NA,NA,NA,NA,NA,NA,NA
2597,"5202",1,"Angle Beams, Red and Blue",1997,"Service Packs","Miscellaneous","Technic","Normal",TRUE,8,NA,"https://brickset.com/sets/5202-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5202-1.jpg","https://images.brickset.com/sets/images/5202-1.jpg",NA,NA,NA,NA,NA,NA,NA
2617,"5227",1,"Fibre Optic Cables",1997,"Service Packs","Miscellaneous",NA,"Normal",TRUE,8,NA,"https://brickset.com/sets/5227-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5227-1.jpg","https://images.brickset.com/sets/images/5227-1.jpg",NA,NA,NA,NA,NA,NA,NA
2618,"5228",1,"Technic Beams and Plates with Holes, Black",1997,"Service Packs","Miscellaneous","Technic","Normal",TRUE,26,NA,"https://brickset.com/sets/5228-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5228-1.jpg","https://images.brickset.com/sets/images/5228-1.jpg",NA,NA,NA,NA,NA,NA,NA
2619,"5229",1,"Technic Gear Wheels and Differential Housing",1997,"Service Packs","Miscellaneous","Technic","Normal",TRUE,23,NA,"https://brickset.com/sets/5229-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5229-1.jpg","https://images.brickset.com/sets/images/5229-1.jpg",NA,NA,NA,NA,NA,NA,NA
2742,"5391",1,"Battery Box 9V For Electric System",1997,"Service Packs","Miscellaneous",NA,"Normal",TRUE,1,NA,"https://brickset.com/sets/5391-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5391-1.jpg","https://images.brickset.com/sets/images/5391-1.jpg",NA,NA,NA,NA,NA,NA,NA
2743,"5392",1,"Western Accessories",1997,"Service Packs","Miscellaneous","Western","Normal",TRUE,34,NA,"https://brickset.com/sets/5392-1",0,1,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5392-1.jpg","https://images.brickset.com/sets/images/5392-1.jpg",NA,NA,NA,NA,NA,NA,NA
2744,"5393",1,"Headgear (Hats and Hair)",1997,"Service Packs","Miscellaneous",NA,"Normal",TRUE,31,NA,"https://brickset.com/sets/5393-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5393-1.jpg","https://images.brickset.com/sets/images/5393-1.jpg",NA,NA,NA,NA,NA,NA,NA
2745,"5394",1,"3 Horses and Saddles",1997,"Service Packs","Miscellaneous",NA,"Normal",TRUE,12,NA,"https://brickset.com/sets/5394-1",0,0,"Polybag","LEGO exclusive",NA,"https://images.brickset.com/sets/small/5394-1.jpg","https://images.brickset.com/sets/images/5394-1.jpg",NA,NA,NA,NA,NA,NA,NA
2810,"5561",1,"Big Foot 4 x 4",1997,"Model Team","Model making",NA,"Normal",TRUE,761,NA,"https://brickset.com/sets/5561-1",4.7,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/5561-1.jpg","https://images.brickset.com/sets/images/5561-1.jpg",NA,NA,NA,NA,NA,NA,NA
2849,"5731",1,"LEGO Island",1997,"Gear","Miscellaneous","Video Games/PC","Gear",TRUE,NA,NA,"https://brickset.com/sets/5731-1",4.5,23,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/5731-1.jpg","https://images.brickset.com/sets/images/5731-1.jpg",NA,NA,NA,NA,NA,NA,NA
2876,"5821",1,"Pamela's Picnic Time",1997,"Belville","Girls",NA,"Normal",TRUE,9,1,"https://brickset.com/sets/5821-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/5821-1.jpg","https://images.brickset.com/sets/images/5821-1.jpg",NA,NA,NA,NA,NA,NA,NA
2877,"5822",1,"Jennifer and Foal",1997,"Belville","Girls",NA,"Normal",TRUE,5,1,"https://brickset.com/sets/5822-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/5822-1.jpg","https://images.brickset.com/sets/images/5822-1.jpg",NA,NA,NA,NA,NA,NA,NA
2902,"5853",1,"Lucinda and Cressida",1997,"Belville","Girls",NA,"Normal",TRUE,5,1,"https://brickset.com/sets/5853-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/5853-1.jpg","https://images.brickset.com/sets/images/5853-1.jpg",NA,NA,NA,NA,NA,NA,NA
2903,"5854",1,"Pony Trekking",1997,"Belville","Girls",NA,"Normal",TRUE,47,2,"https://brickset.com/sets/5854-1",0,1,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/5854-1.jpg","https://images.brickset.com/sets/images/5854-1.jpg",NA,NA,NA,NA,NA,NA,NA
2904,"5855",1,"Riding Stables",1997,"Belville","Girls",NA,"Normal",TRUE,148,3,"https://brickset.com/sets/5855-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/5855-1.jpg","https://images.brickset.com/sets/images/5855-1.jpg",NA,NA,NA,28.8,48,7.2,NA
2916,"5874",1,"Nursery",1997,"Belville","Girls",NA,"Normal",TRUE,62,3,"https://brickset.com/sets/5874-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/5874-1.jpg","https://images.brickset.com/sets/images/5874-1.jpg",NA,NA,NA,24,28.8,6,NA
2975,"6004",1,"Crossbow Cart",1997,"Castle","Historical","Fright Knights","Normal",TRUE,20,1,"https://brickset.com/sets/6004-1",3.6,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/6004-1.jpg","https://images.brickset.com/sets/images/6004-1.jpg",NA,NA,NA,7.2,7.2,4.8,NA
6895,"6006",1,"Crossbow Cart",1997,"Castle","Historical","Fright Knights","Normal",FALSE,20,NA,"https://brickset.com/sets/6006-1",0,0,"Polybag","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2976,"6007",1,"Bat Lord",1997,"Castle","Historical","Fright Knights","Normal",TRUE,12,1,"https://brickset.com/sets/6007-1",3.9,14,"Box","Retail",5,"https://images.brickset.com/sets/small/6007-1.jpg","https://images.brickset.com/sets/images/6007-1.jpg",NA,NA,NA,NA,NA,NA,NA
2994,"6027",1,"Bat Lord's Catapult",1997,"Castle","Historical","Fright Knights","Normal",TRUE,55,2,"https://brickset.com/sets/6027-1",3.4,6,"Box","Retail",NA,"https://images.brickset.com/sets/small/6027-1.jpg","https://images.brickset.com/sets/images/6027-1.jpg",NA,NA,NA,9.6,14.4,4.8,NA
3005,"6037",1,"Witch's Windship",1997,"Castle","Historical","Fright Knights","Normal",TRUE,56,1,"https://brickset.com/sets/6037-1",3.4,5,"Box","Retail",NA,"https://images.brickset.com/sets/small/6037-1.jpg","https://images.brickset.com/sets/images/6037-1.jpg",NA,NA,NA,14.4,19.2,4.8,NA
3016,"6047",1,"Traitor Transport",1997,"Castle","Historical","Fright Knights","Normal",TRUE,139,3,"https://brickset.com/sets/6047-1",4.2,5,"Box","Retail",NA,"https://images.brickset.com/sets/small/6047-1.jpg","https://images.brickset.com/sets/images/6047-1.jpg",NA,NA,NA,19.2,28.8,4.8,NA
3050,"6087",1,"Witch's Magic Manor",1997,"Castle","Historical","Fright Knights","Normal",TRUE,250,6,"https://brickset.com/sets/6087-1",3.4,9,"Box","Retail",NA,"https://images.brickset.com/sets/small/6087-1.jpg","https://images.brickset.com/sets/images/6087-1.jpg",NA,NA,NA,28.8,33.6,6,NA
3059,"6097",1,"Night Lord's Castle",1997,"Castle","Historical","Fright Knights","Normal",TRUE,601,8,"https://brickset.com/sets/6097-1",4.3,15,"Box","Retail",NA,"https://images.brickset.com/sets/small/6097-1.jpg","https://images.brickset.com/sets/images/6097-1.jpg",NA,NA,NA,38.4,48,7.2,NA
3061,"6099",1,"Traitor Transport",1997,"Castle","Historical","Fright Knights","Normal",TRUE,140,3,"https://brickset.com/sets/6099-1",0,3,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/6099-1.jpg","https://images.brickset.com/sets/images/6099-1.jpg",NA,NA,NA,NA,NA,NA,NA
3090,"6204",1,"Buccaneers",1997,"Pirates","Historical","Accessories","Normal",TRUE,36,5,"https://brickset.com/sets/6204-1",0,2,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/6204-1.jpg","https://images.brickset.com/sets/images/6204-1.jpg",NA,NA,NA,NA,NA,NA,NA
3105,"6249",1,"Pirates Ambush",1997,"Pirates","Historical",NA,"Normal",TRUE,156,3,"https://brickset.com/sets/6249-1",0,4,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/6249-1.jpg","https://images.brickset.com/sets/images/6249-1.jpg",NA,NA,NA,NA,NA,NA,NA
3107,"6250",1,"Cross Bone Clipper",1997,"Pirates","Historical",NA,"Normal",TRUE,154,3,"https://brickset.com/sets/6250-1",3.8,4,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/6250-1.jpg","https://images.brickset.com/sets/images/6250-1.jpg",NA,NA,NA,NA,NA,NA,NA
3137,"6281",1,"Pirates Perilous Pitfall",1997,"Pirates","Historical",NA,"Normal",TRUE,395,6,"https://brickset.com/sets/6281-1",3.9,4,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/6281-1.jpg","https://images.brickset.com/sets/images/6281-1.jpg",NA,NA,NA,NA,NA,NA,NA
3169,"6320",1,"Road Plates, Junction",1997,"Town","Modern day","Accessories","Normal",TRUE,2,NA,"https://brickset.com/sets/6320-1",3.8,2,"Shrink-wrapped","Retail",5,"https://images.brickset.com/sets/small/6320-1.jpg","https://images.brickset.com/sets/images/6320-1.jpg",NA,NA,NA,NA,NA,NA,NA
3170,"6321",1,"Road Plates, Curved",1997,"Town","Modern day","Accessories","Normal",TRUE,2,NA,"https://brickset.com/sets/6321-1",3.9,1,"Shrink-wrapped","Retail",NA,"https://images.brickset.com/sets/small/6321-1.jpg","https://images.brickset.com/sets/images/6321-1.jpg",NA,NA,NA,NA,NA,NA,NA
3171,"6322",1,"Road Plates, Straight",1997,"Town","Modern day","Accessories","Normal",TRUE,2,NA,"https://brickset.com/sets/6322-1",3.7,3,"Shrink-wrapped","Retail",NA,"https://images.brickset.com/sets/small/6322-1.jpg","https://images.brickset.com/sets/images/6322-1.jpg",NA,NA,NA,NA,NA,NA,NA
3172,"6323",1,"Road Plates, Cross",1997,"Town","Modern day","Accessories","Normal",TRUE,2,NA,"https://brickset.com/sets/6323-1",3.8,3,"Shrink-wrapped","Retail",NA,"https://images.brickset.com/sets/small/6323-1.jpg","https://images.brickset.com/sets/images/6323-1.jpg",6.99,"2007-10-24T00:00:00Z","2008-02-25T00:00:00Z",NA,NA,NA,NA
3257,"6400",1,"Go-Kart",1997,"Town","Modern day","Racing","Normal",TRUE,22,1,"https://brickset.com/sets/6400-1",3.7,5,"Box","Retail",NA,"https://images.brickset.com/sets/small/6400-1.jpg","https://images.brickset.com/sets/images/6400-1.jpg",NA,NA,NA,7.2,7.2,4.8,NA
3263,"6406",1,"Go-Kart",1997,"Town","Modern day","Racing","Normal",TRUE,22,1,"https://brickset.com/sets/6406-1",0,2,"Polybag","Retail - limited",NA,"https://images.brickset.com/sets/small/6406-1.jpg","https://images.brickset.com/sets/images/6406-1.jpg",NA,NA,NA,NA,NA,NA,NA
3264,"6407",1,"Fire Chief",1997,"Town","Modern day","Fire","Normal",TRUE,24,1,"https://brickset.com/sets/6407-1",2.6,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/6407-1.jpg","https://images.brickset.com/sets/images/6407-1.jpg",NA,NA,NA,9.6,14.4,4.8,NA
3272,"6417",1,"Show Jumping Event",1997,"Town","Modern day","Paradisa","Normal",TRUE,36,1,"https://brickset.com/sets/6417-1",3.6,2,"Box","Retail",NA,"https://images.brickset.com/sets/small/6417-1.jpg","https://images.brickset.com/sets/images/6417-1.jpg",NA,NA,NA,7.2,14.4,4.8,NA
3297,"6441",1,"Deep Reef Refuge",1997,"Town","Modern day","Divers","Normal",TRUE,433,5,"https://brickset.com/sets/6441-1",4.5,8,"Box","Retail",NA,"https://images.brickset.com/sets/small/6441-1.jpg","https://images.brickset.com/sets/images/6441-1.jpg",NA,NA,NA,28.8,43.2,7.2,NA
3298,"6442",1,"Sting Ray Explorer",1997,"Town","Modern day","Divers","Normal",TRUE,147,3,"https://brickset.com/sets/6442-1",4.2,5,"Box","Retail",NA,"https://images.brickset.com/sets/small/6442-1.jpg","https://images.brickset.com/sets/images/6442-1.jpg",NA,NA,NA,19.2,28.8,4.8,NA
3299,"6444",1,"Outback Airstrip",1997,"Town","Modern day","Outback","Normal",TRUE,167,3,"https://brickset.com/sets/6444-1",4.4,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/6444-1.jpg","https://images.brickset.com/sets/images/6444-1.jpg",NA,NA,NA,NA,NA,NA,NA
3336,"6486",1,"Fire Engine",1997,"Town","Modern day","Fire","Normal",TRUE,64,1,"https://brickset.com/sets/6486-1",3,2,"Box","Retail",NA,"https://images.brickset.com/sets/small/6486-1.jpg","https://images.brickset.com/sets/images/6486-1.jpg",NA,NA,NA,14.4,19.2,4.8,NA
3337,"6487",1,"Mountain Rescue",1997,"Town","Modern day","Outback","Normal",TRUE,67,1,"https://brickset.com/sets/6487-1",3.8,2,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/6487-1.jpg","https://images.brickset.com/sets/images/6487-1.jpg",NA,NA,NA,9.6,14.4,4.8,NA
3338,"6489",1,"Seaside Holiday Cottage",1997,"Town","Modern day","Paradisa","Normal",TRUE,84,2,"https://brickset.com/sets/6489-1",0,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/6489-1.jpg","https://images.brickset.com/sets/images/6489-1.jpg",NA,NA,NA,NA,NA,NA,NA
3339,"6490",1,"Amazon Crossing",1997,"Town","Modern day","Outback","Normal",TRUE,117,1,"https://brickset.com/sets/6490-1",4.5,10,"Box","Retail",NA,"https://images.brickset.com/sets/small/6490-1.jpg","https://images.brickset.com/sets/images/6490-1.jpg",NA,NA,NA,NA,NA,NA,NA
3344,"6495",1,"Time Tunnelator",1997,"Time Cruisers","Action/Adventure","Time Twisters","Normal",TRUE,81,1,"https://brickset.com/sets/6495-1",3.6,2,"Box","Retail",NA,"https://images.brickset.com/sets/small/6495-1.jpg","https://images.brickset.com/sets/images/6495-1.jpg",NA,NA,NA,14.4,19.2,4.8,NA
3345,"6496",1,"Whirling Time Warper",1997,"Time Cruisers","Action/Adventure","Time Twisters","Normal",TRUE,147,2,"https://brickset.com/sets/6496-1",3.9,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/6496-1.jpg","https://images.brickset.com/sets/images/6496-1.jpg",NA,NA,NA,19.2,28.8,4.8,NA
3346,"6497",1,"Twisted Time Train",1997,"Time Cruisers","Action/Adventure","Time Twisters","Normal",TRUE,300,4,"https://brickset.com/sets/6497-1",4.2,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/6497-1.jpg","https://images.brickset.com/sets/images/6497-1.jpg",NA,NA,NA,28.8,33.6,6,NA
3348,"6499",1,"Time Tunnelator",1997,"Time Cruisers","Action/Adventure","Time Twisters","Normal",TRUE,80,1,"https://brickset.com/sets/6499-1",0,5,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/6499-1.jpg","https://images.brickset.com/sets/images/6499-1.jpg",NA,NA,NA,NA,NA,NA,NA
3406,"6547",1,"Fun Fair",1997,"Town","Modern day","Paradisa","Normal",TRUE,176,5,"https://brickset.com/sets/6547-1",0,2,"Box","Retail",NA,"https://images.brickset.com/sets/small/6547-1.jpg","https://images.brickset.com/sets/images/6547-1.jpg",NA,NA,NA,NA,NA,NA,NA
3407,"6548",1,"Octan Gas Station",1997,"Town","Modern day","City","Normal",TRUE,120,3,"https://brickset.com/sets/6548-1",0,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/6548-1.jpg","https://images.brickset.com/sets/images/6548-1.jpg",NA,NA,NA,24,33.6,6,NA
3408,"6549",1,"Roadblock Runners",1997,"Town","Modern day","Vehicles","Normal",TRUE,181,4,"https://brickset.com/sets/6549-1",0,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/6549-1.jpg","https://images.brickset.com/sets/images/6549-1.jpg",NA,NA,NA,NA,NA,NA,NA
3409,"6550",1,"Outback Racer",1997,"Town","Modern day","Outback","Normal",TRUE,48,1,"https://brickset.com/sets/6550-1",3.7,6,"Box","Retail",NA,"https://images.brickset.com/sets/small/6550-1.jpg","https://images.brickset.com/sets/images/6550-1.jpg",NA,NA,NA,9.6,9.6,4.8,NA
3412,"6553",1,"Crisis News Crew",1997,"Town","Modern day","Outback","Normal",TRUE,133,3,"https://brickset.com/sets/6553-1",4.2,4,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/6553-1.jpg","https://images.brickset.com/sets/images/6553-1.jpg",NA,NA,NA,NA,NA,NA,NA
3415,"6554",1,"Blaze Brigade",1997,"Town","Modern day","Fire","Normal",TRUE,250,4,"https://brickset.com/sets/6554-1",3,9,"Box","Retail",NA,"https://images.brickset.com/sets/small/6554-1.jpg","https://images.brickset.com/sets/images/6554-1.jpg",NA,NA,NA,28.8,38.4,6,NA
3416,"6555",1,"Sea Hunter",1997,"Town","Modern day","Divers","Normal",TRUE,30,1,"https://brickset.com/sets/6555-1",3.5,7,"Box","Retail",NA,"https://images.brickset.com/sets/small/6555-1.jpg","https://images.brickset.com/sets/images/6555-1.jpg",NA,NA,NA,9.6,9.6,4.8,NA
3417,"6556",1,"Scuba Squad",1997,"Town","Modern day","Divers","Normal",TRUE,72,2,"https://brickset.com/sets/6556-1",3.9,6,"Box","Retail",NA,"https://images.brickset.com/sets/small/6556-1.jpg","https://images.brickset.com/sets/images/6556-1.jpg",NA,NA,NA,9.6,19.2,4.8,NA
3418,"6557",1,"Treasure Hunters",1997,"Town","Modern day","Divers","Normal",TRUE,139,3,"https://brickset.com/sets/6557-1",0,1,"Box","Retail - limited",7,"https://images.brickset.com/sets/small/6557-1.jpg","https://images.brickset.com/sets/images/6557-1.jpg",NA,NA,NA,NA,NA,NA,NA
3419,"6558",1,"Shark Cage Cove",1997,"Town","Modern day","Divers","Normal",TRUE,185,3,"https://brickset.com/sets/6558-1",4.2,3,"Box","Retail",7,"https://images.brickset.com/sets/small/6558-1.jpg","https://images.brickset.com/sets/images/6558-1.jpg",NA,NA,NA,28.8,28.8,6,NA
3420,"6559",1,"Deep Sea Bounty",1997,"Town","Modern day","Divers","Normal",TRUE,344,5,"https://brickset.com/sets/6559-1",4.4,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/6559-1.jpg","https://images.brickset.com/sets/images/6559-1.jpg",NA,NA,NA,28.8,38.4,7.2,NA
3421,"6560",1,"Diving Expedition Explorer",1997,"Town","Modern day","Divers","Normal",TRUE,464,7,"https://brickset.com/sets/6560-1",4.4,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/6560-1.jpg","https://images.brickset.com/sets/images/6560-1.jpg",NA,NA,NA,38.4,48,9.6,NA
3425,"6564",1,"Recycle Truck",1997,"Town","Modern day","Maintenance","Normal",TRUE,34,1,"https://brickset.com/sets/6564-1",2.5,8,"Box","Retail",NA,"https://images.brickset.com/sets/small/6564-1.jpg","https://images.brickset.com/sets/images/6564-1.jpg",NA,NA,NA,9.6,19.2,4.8,NA
3426,"6565",1,"Construction Crew",1997,"Town","Modern day","Construction","Normal",TRUE,73,3,"https://brickset.com/sets/6565-1",3.1,5,"Box","Retail",NA,"https://images.brickset.com/sets/small/6565-1.jpg","https://images.brickset.com/sets/images/6565-1.jpg",NA,NA,NA,14.4,24,4.8,NA
3427,"6566",1,"Bank",1997,"Town","Modern day","City","Normal",TRUE,96,2,"https://brickset.com/sets/6566-1",3.1,13,"Box","Retail",5,"https://images.brickset.com/sets/small/6566-1.jpg","https://images.brickset.com/sets/images/6566-1.jpg",NA,NA,NA,19.2,24,6,NA
3454,"6599",1,"Shark Attack",1997,"Town","Modern day","Divers","Normal",TRUE,55,2,"https://brickset.com/sets/6599-1",3.7,3,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/6599-1.jpg","https://images.brickset.com/sets/images/6599-1.jpg",NA,NA,NA,NA,NA,NA,NA
3561,"6706",1,"Frontier Patrol",1997,"Western","Historical","Cowboys","Normal",TRUE,25,3,"https://brickset.com/sets/6706-1",4.3,10,"Box","Retail",NA,"https://images.brickset.com/sets/small/6706-1.jpg","https://images.brickset.com/sets/images/6706-1.jpg",NA,NA,NA,9.6,14,4.8,NA
3563,"6709",1,"Tribal Chief",1997,"Western","Historical","Indians","Normal",TRUE,16,1,"https://brickset.com/sets/6709-1",3.8,6,"Box","Retail",NA,"https://images.brickset.com/sets/small/6709-1.jpg","https://images.brickset.com/sets/images/6709-1.jpg",NA,NA,NA,NA,NA,NA,NA
3571,"6718",1,"Raindance Ridge",1997,"Western","Historical","Indians","Normal",TRUE,71,2,"https://brickset.com/sets/6718-1",3.7,6,"Box","Retail",NA,"https://images.brickset.com/sets/small/6718-1.jpg","https://images.brickset.com/sets/images/6718-1.jpg",NA,NA,NA,9.6,19.2,4.8,NA
3589,"6746",1,"Chief's Tepee",1997,"Western","Historical","Indians","Normal",TRUE,131,3,"https://brickset.com/sets/6746-1",3.9,8,"Box","Retail",NA,"https://images.brickset.com/sets/small/6746-1.jpg","https://images.brickset.com/sets/images/6746-1.jpg",NA,NA,NA,19.2,28.8,4.8,NA
3590,"6748",1,"Boulder Cliff Canyon",1997,"Western","Historical","Indians","Normal",TRUE,250,6,"https://brickset.com/sets/6748-1",3.9,1,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/6748-1.jpg","https://images.brickset.com/sets/images/6748-1.jpg",NA,NA,NA,28.8,38.4,6,NA
3599,"6766",1,"Rapid River Village",1997,"Western","Historical","Indians","Normal",TRUE,343,7,"https://brickset.com/sets/6766-1",4.5,9,"Box","Retail",NA,"https://images.brickset.com/sets/small/6766-1.jpg","https://images.brickset.com/sets/images/6766-1.jpg",NA,NA,NA,28.8,48,7.2,NA
