"setID","number","numberVariant","name","year","theme","themeGroup","subtheme","category","released","pieces","bricksetURL","rating","reviewCount","packagingType","availability","thumbnailURL","imageURL"
5267,"125",2,"Universal Building Set",1974,"Universal Building Set","Basic",NA,"Normal",TRUE,234,"https://brickset.com/sets/125-2",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/125-2.jpg","https://images.brickset.com/sets/images/125-2.jpg"
5243,"145",1,"Universal Building Set",1974,"Universal Building Set","Basic",NA,"Normal",TRUE,338,"https://brickset.com/sets/145-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/145-1.jpg","https://images.brickset.com/sets/images/145-1.jpg"
5270,"196",1,"Antique Car",1974,"Building Set with People","Vintage",NA,"Normal",TRUE,115,"https://brickset.com/sets/196-1",0,1,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/196-1.jpg","https://images.brickset.com/sets/images/196-1.jpg"
5108,"200",1,"LEGO Family",1974,"Building Set with People","Vintage",NA,"Normal",TRUE,49,"https://brickset.com/sets/200-1",3.6,4,"Box","Retail","https://images.brickset.com/sets/small/200-1.jpg","https://images.brickset.com/sets/images/200-1.jpg"
7964,"250",3,"Aeroplane and pilot",1974,"Building Set with People","Vintage",NA,"Normal",TRUE,90,"https://brickset.com/sets/250-3",0,0,"Box","Retail","https://images.brickset.com/sets/small/250-3.jpg","https://images.brickset.com/sets/images/250-3.jpg"
7965,"251",1,"Windmill with miller and wife",1974,"Building Set with People","Vintage",NA,"Normal",TRUE,92,"https://brickset.com/sets/251-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/251-1.jpg","https://images.brickset.com/sets/images/251-1.jpg"
7966,"252",1,"Locomotive with driver and passenger",1974,"Building Set with People","Vintage",NA,"Normal",TRUE,121,"https://brickset.com/sets/252-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/252-1.jpg","https://images.brickset.com/sets/images/252-1.jpg"
7967,"263",1,"Kitchen",1974,"Homemaker","Vintage",NA,"Normal",TRUE,257,"https://brickset.com/sets/263-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/263-1.jpg","https://images.brickset.com/sets/images/263-1.jpg"
6728,"264",1,"Living Room",1974,"Homemaker","Vintage",NA,"Normal",TRUE,242,"https://brickset.com/sets/264-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/264-1.jpg","https://images.brickset.com/sets/images/264-1.jpg"
1000,"265",1,"Bathroom",1974,"Homemaker","Vintage",NA,"Normal",TRUE,147,"https://brickset.com/sets/265-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/265-1.jpg","https://images.brickset.com/sets/images/265-1.jpg"
7968,"266",1,"Children's room",1974,"Homemaker","Vintage",NA,"Normal",TRUE,235,"https://brickset.com/sets/266-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/266-1.jpg","https://images.brickset.com/sets/images/266-1.jpg"
7969,"274",1,"Colour TV and chair",1974,"Homemaker","Vintage",NA,"Normal",TRUE,68,"https://brickset.com/sets/274-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/274-1.jpg","https://images.brickset.com/sets/images/274-1.jpg"
7970,"275",1,"Table and chairs",1974,"Homemaker","Vintage",NA,"Normal",TRUE,92,"https://brickset.com/sets/275-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/275-1.jpg","https://images.brickset.com/sets/images/275-1.jpg"
7971,"294",1,"Wall unit",1974,"Homemaker","Vintage",NA,"Normal",TRUE,63,"https://brickset.com/sets/294-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/294-1.jpg","https://images.brickset.com/sets/images/294-1.jpg"
7972,"295",1,"Secretary's desk",1974,"Homemaker","Vintage",NA,"Normal",TRUE,128,"https://brickset.com/sets/295-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/295-1.jpg","https://images.brickset.com/sets/images/295-1.jpg"
5102,"360",1,"Gravel Works",1974,"LEGOLAND","Vintage",NA,"Normal",TRUE,211,"https://brickset.com/sets/360-1",0,1,"Box","Retail","https://images.brickset.com/sets/small/360-1.jpg","https://images.brickset.com/sets/images/360-1.jpg"
1677,"361",1,"Tea Garden Cafe",1974,"LEGOLAND","Vintage","Town","Normal",TRUE,209,"https://brickset.com/sets/361-1",4,5,"Box","Retail","https://images.brickset.com/sets/small/361-1.jpg","https://images.brickset.com/sets/images/361-1.jpg"
5101,"612",1,"Tipper Truck",1974,"LEGOLAND","Vintage",NA,"Normal",TRUE,23,"https://brickset.com/sets/612-1",3.8,2,"Box","Retail","https://images.brickset.com/sets/small/612-1.jpg","https://images.brickset.com/sets/images/612-1.jpg"
3074,"613",1,"Bi-plane",1974,"LEGOLAND","Vintage","Town","Normal",TRUE,18,"https://brickset.com/sets/613-1",0,2,"Box","Retail","https://images.brickset.com/sets/small/613-1.jpg","https://images.brickset.com/sets/images/613-1.jpg"
6328,"614",1,"Digger",1974,"LEGOLAND","Vintage",NA,"Normal",TRUE,31,"https://brickset.com/sets/614-1",0,1,"Box","Retail","https://images.brickset.com/sets/small/614-1.jpg","https://images.brickset.com/sets/images/614-1.jpg"
6332,"656",1,"Car and Caravan",1974,"LEGOLAND","Vintage",NA,"Normal",TRUE,43,"https://brickset.com/sets/656-1",4,2,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/656-1.jpg","https://images.brickset.com/sets/images/656-1.jpg"
6333,"657",1,"Aircraft",1974,"LEGOLAND","Vintage",NA,"Normal",TRUE,37,"https://brickset.com/sets/657-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/657-1.jpg","https://images.brickset.com/sets/images/657-1.jpg"
7894,"658",1,"Fire Engine",1974,"LEGOLAND","Vintage","Vehicle","Normal",TRUE,38,"https://brickset.com/sets/658-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/658-1.jpg","https://images.brickset.com/sets/images/658-1.jpg"
6336,"689",1,"Grabber",1974,"LEGOLAND","Vintage",NA,"Normal",TRUE,46,"https://brickset.com/sets/689-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/689-1.jpg","https://images.brickset.com/sets/images/689-1.jpg"
6337,"690",1,"Shell Garage",1974,"LEGOLAND","Vintage",NA,"Normal",TRUE,73,"https://brickset.com/sets/690-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/690-1.jpg","https://images.brickset.com/sets/images/690-1.jpg"
7929,"691",1,"Rescue Helicopter",1974,"LEGOLAND","Vintage","Town","Normal",TRUE,62,"https://brickset.com/sets/691-1",0,3,"Box","Retail","https://images.brickset.com/sets/small/691-1.jpg","https://images.brickset.com/sets/images/691-1.jpg"
7981,"723",2,"Diesel Locomotive with DB sticker",1974,"Trains","Modern day","4.5/12V","Normal",TRUE,98,"https://brickset.com/sets/723-2",0,1,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/723-2.jpg","https://images.brickset.com/sets/images/723-2.jpg"
6735,"725",2,"Freight Train Set",1974,"Trains","Modern day","4.5/12V","Normal",TRUE,425,"https://brickset.com/sets/725-2",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/725-2.jpg","https://images.brickset.com/sets/images/725-2.jpg"
3916,"741",1,"Transformer 12V",1974,"Trains","Modern day","Supplemental / 12V","Normal",TRUE,1,"https://brickset.com/sets/741-1",0,0,"Box","{Not specified}","https://images.brickset.com/sets/small/741-1.jpg","https://images.brickset.com/sets/images/741-1.jpg"
6738,"755",1,"Left and Right Points",1974,"Trains","Modern day","Supplemental / 12V","Normal",TRUE,12,"https://brickset.com/sets/755-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/755-1.jpg","https://images.brickset.com/sets/images/755-1.jpg"
7973,"756",1,"Electric Crossing",1974,"Trains","Modern day","Supplemental / 12V","Normal",TRUE,5,"https://brickset.com/sets/756-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/756-1.jpg","https://images.brickset.com/sets/images/756-1.jpg"
7974,"789",2,"Suitcase, red",1974,"Gear","Miscellaneous","Storage","Gear",TRUE,NA,"https://brickset.com/sets/789-2",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/789-2.jpg","https://images.brickset.com/sets/images/789-2.jpg"
7975,"790",1,"Suitcase, blue",1974,"Gear","Miscellaneous","Storage","Gear",TRUE,NA,"https://brickset.com/sets/790-1",0,0,"{Not specified}","{Not specified}",NA,NA
7976,"810",3,"Gear set",1974,"Universal Building Set","Basic","Gears","Normal",TRUE,114,"https://brickset.com/sets/810-3",0,0,"Box","Retail","https://images.brickset.com/sets/small/810-3.jpg","https://images.brickset.com/sets/images/810-3.jpg"
7977,"811",2,"Gear set",1974,"Universal Building Set","Basic","Gears","Normal",TRUE,177,"https://brickset.com/sets/811-2",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/811-2.jpg","https://images.brickset.com/sets/images/811-2.jpg"
6338,"812",1,"Gear Set",1974,"Universal Building Set","Basic","Gears","Normal",TRUE,60,"https://brickset.com/sets/812-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/812-1.jpg","https://images.brickset.com/sets/images/812-1.jpg"
6339,"813",2,"Tractor",1974,"Universal Building Set","Basic","Gears","Normal",TRUE,100,"https://brickset.com/sets/813-2",0,0,"Box","Retail","https://images.brickset.com/sets/small/813-2.jpg","https://images.brickset.com/sets/images/813-2.jpg"
7946,"941",1,"Black and Clear Bricks",1974,"Basic","Basic","Supplementaries","Normal",TRUE,48,"https://brickset.com/sets/941-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/941-1.jpg","https://images.brickset.com/sets/images/941-1.jpg"
7980,"1552",2,"Sterling Boeing 727",1974,"LEGOLAND","Vintage",NA,"Normal",TRUE,49,"https://brickset.com/sets/1552-2",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/1552-2.jpg","https://images.brickset.com/sets/images/1552-2.jpg"
485,"1650",1,"Maersk Line Container Ship",1974,"LEGOLAND","Vintage","Boats","Normal",TRUE,220,"https://brickset.com/sets/1650-1",0,1,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/1650-1.jpg","https://images.brickset.com/sets/images/1650-1.jpg"
