"setID","number","numberVariant","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","thumbnailURL","imageURL"
743,"205",2,"People Set",1978,"Basic","Basic",NA,"Normal",TRUE,120,NA,"https://brickset.com/sets/205-2",0,2,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/205-1.jpg","https://images.brickset.com/sets/images/205-1.jpg"
7513,"208",1,"Mother with baby",1978,"Building Set with People","Vintage",NA,"Normal",TRUE,46,1,"https://brickset.com/sets/208-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/208-1.jpg","https://images.brickset.com/sets/images/208-1.jpg"
853,"230",1,"Hairdressing Salon",1978,"Homemaker","Vintage",NA,"Normal",TRUE,215,NA,"https://brickset.com/sets/230-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/230-1.jpg","https://images.brickset.com/sets/images/230-1.jpg"
862,"231",1,"Hospital",1978,"Homemaker","Vintage",NA,"Normal",TRUE,379,NA,"https://brickset.com/sets/231-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/231-1.jpg","https://images.brickset.com/sets/images/231-1.jpg"
869,"232",1,"Bungalow",1978,"Homemaker","Vintage",NA,"Normal",TRUE,445,NA,"https://brickset.com/sets/232-1",0,1,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/232-1.jpg","https://images.brickset.com/sets/images/232-1.jpg"
1102,"278",1,"Television Room",1978,"Homemaker","Vintage",NA,"Normal",TRUE,104,NA,"https://brickset.com/sets/278-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/278-1.jpg","https://images.brickset.com/sets/images/278-1.jpg"
1209,"297",1,"Nursery",1978,"Homemaker","Vintage",NA,"Normal",TRUE,167,1,"https://brickset.com/sets/297-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/297-1.jpg","https://images.brickset.com/sets/images/297-1.jpg"
1234,"300",1,"Road Plates, Junction",1978,"Town","Modern day","Accessories","Normal",TRUE,2,NA,"https://brickset.com/sets/300-1",3.6,1,"Shrink-wrapped","Retail","https://images.brickset.com/sets/small/300-1.jpg","https://images.brickset.com/sets/images/300-1.jpg"
1239,"301",1,"Road Plates, Curved",1978,"Town","Modern day","Accessories","Normal",TRUE,2,NA,"https://brickset.com/sets/301-1",3.6,2,"Shrink-wrapped","Retail","https://images.brickset.com/sets/small/301-1.jpg","https://images.brickset.com/sets/images/301-1.jpg"
1248,"302",1,"Road Plates, Straight",1978,"Town","Modern day","Accessories","Normal",TRUE,2,NA,"https://brickset.com/sets/302-1",3.5,3,"Shrink-wrapped","Retail","https://images.brickset.com/sets/small/302-1.jpg","https://images.brickset.com/sets/images/302-1.jpg"
1371,"316",1,"Fire Fighting Launch",1978,"LEGOLAND","Vintage","Boats","Normal",TRUE,133,NA,"https://brickset.com/sets/316-1",0,3,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/316-1.jpg","https://images.brickset.com/sets/images/316-1.jpg"
5296,"330",2,"Gas Station",1978,"Building Set with People","Vintage",NA,"Normal",TRUE,211,NA,"https://brickset.com/sets/330-2",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/330-2.jpg","https://images.brickset.com/sets/images/330-2.jpg"
5298,"340",2,"Fire Trucks",1978,"Building Set with People","Vintage",NA,"Normal",TRUE,274,NA,"https://brickset.com/sets/340-2",0,0,"{Not specified}","{Not specified}",NA,NA
1785,"374",1,"Fire Station",1978,"Town","Modern day","Classic","Normal",TRUE,349,4,"https://brickset.com/sets/374-1",4.4,7,"Box","Retail","https://images.brickset.com/sets/small/374-1.jpg","https://images.brickset.com/sets/images/374-1.jpg"
1795,"375",2,"Castle",1978,"Castle","Historical","Classic","Normal",TRUE,767,14,"https://brickset.com/sets/375-2",4.5,26,"Box","Retail - limited","https://images.brickset.com/sets/small/375-2.jpg","https://images.brickset.com/sets/images/375-2.jpg"
1805,"376",2,"House with Garden",1978,"Town","Modern day","Classic","Normal",TRUE,221,2,"https://brickset.com/sets/376-2",4.1,5,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/376-2.jpg","https://images.brickset.com/sets/images/376-2.jpg"
1809,"377",1,"Shell Service Station",1978,"Town","Modern day","Classic","Normal",TRUE,179,2,"https://brickset.com/sets/377-1",3.9,6,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/377-1.jpg","https://images.brickset.com/sets/images/377-1.jpg"
7034,"398",1,"USS Constellation",1978,"Hobby Set","Vintage",NA,"Normal",TRUE,973,NA,"https://brickset.com/sets/398-1",0,1,"Box","Retail","https://images.brickset.com/sets/small/398-1.jpg","https://images.brickset.com/sets/images/398-1.jpg"
2261,"462",1,"Rocket Launcher",1978,"Space","Action/Adventure","Classic","Normal",TRUE,76,2,"https://brickset.com/sets/462-1",3.9,4,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/462-1.jpg","https://images.brickset.com/sets/images/462-1.jpg"
2361,"483",1,"Alpha-1 Rocket Base",1978,"Space","Action/Adventure","Classic","Normal",TRUE,187,3,"https://brickset.com/sets/483-1",4.4,11,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/483-1.jpg","https://images.brickset.com/sets/images/483-1.jpg"
2374,"487",1,"Space Cruiser",1978,"Space","Action/Adventure","Classic","Normal",TRUE,170,2,"https://brickset.com/sets/487-1",4.5,4,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/487-1.jpg","https://images.brickset.com/sets/images/487-1.jpg"
2382,"493",1,"Space Command Center",1978,"Space","Action/Adventure","Classic","Normal",TRUE,189,4,"https://brickset.com/sets/493-1",4,3,"Box","Retail","https://images.brickset.com/sets/small/493-1.jpg","https://images.brickset.com/sets/images/493-1.jpg"
6170,"528",1,"Building Set",1978,"Duplo","Pre-school",NA,"Normal",TRUE,20,NA,"https://brickset.com/sets/528-1",0,0,"Box","Retail - limited","https://images.brickset.com/sets/small/528-1.jpg","https://images.brickset.com/sets/images/528-1.jpg"
7516,"529",1,"Animals",1978,"Duplo","Pre-school",NA,"Normal",TRUE,39,NA,"https://brickset.com/sets/529-1",0,0,"{Not specified}","{Not specified}",NA,NA
2718,"534",1,"Bath-Toy Boat",1978,"Duplo","Pre-school",NA,"Normal",TRUE,3,1,"https://brickset.com/sets/534-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/534-1.jpg","https://images.brickset.com/sets/images/534-1.jpg"
2802,"554",1,"Fuel Pumper",1978,"Town","Modern day","Classic","Normal",TRUE,79,1,"https://brickset.com/sets/554-1",4.1,3,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/554-1.jpg","https://images.brickset.com/sets/images/554-1.jpg"
5301,"575",1,"Coast Guard Station",1978,"Town","Modern day",NA,"Normal",TRUE,319,5,"https://brickset.com/sets/575-1",0,4,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/575-1.jpg","https://images.brickset.com/sets/images/575-1.jpg"
31781,"575",2,"Coast Guard Station (Canadian version)",1978,"Town","Modern day",NA,"Normal",TRUE,284,5,"https://brickset.com/sets/575-2",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/575-2.jpg","https://images.brickset.com/sets/images/575-2.jpg"
2925,"590",1,"Engine Co. No. 9",1978,"Town","Modern day",NA,"Normal",TRUE,280,4,"https://brickset.com/sets/590-1",4,2,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/590-1.jpg","https://images.brickset.com/sets/images/590-1.jpg"
2972,"600",2,"Police Car",1978,"Town","Modern day","Classic","Normal",TRUE,23,2,"https://brickset.com/sets/600-2",3.3,2,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/600-2.jpg","https://images.brickset.com/sets/images/600-2.jpg"
2979,"601",1,"Shell Filling Station",1978,"Town","Modern day","Classic","Normal",TRUE,13,1,"https://brickset.com/sets/601-1",2.8,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/601-1.jpg","https://images.brickset.com/sets/images/601-1.jpg"
2987,"602",1,"Fire Chief's Car",1978,"Town","Modern day","Classic","Normal",TRUE,29,1,"https://brickset.com/sets/602-1",3.2,1,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/602-1.jpg","https://images.brickset.com/sets/images/602-1.jpg"
2997,"603",1,"Motorbike",1978,"Town","Modern day","Classic","Normal",TRUE,26,1,"https://brickset.com/sets/603-1",0,2,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/603-1.jpg","https://images.brickset.com/sets/images/603-1.jpg"
7124,"604",1,"Shell Service Car",1978,"Town","Modern day","Classic","Normal",TRUE,28,1,"https://brickset.com/sets/604-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/604-1.jpg","https://images.brickset.com/sets/images/604-1.jpg"
3019,"605",1,"Street Crew",1978,"Town","Modern day","Classic","Normal",TRUE,18,1,"https://brickset.com/sets/605-1",3.3,3,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/605-1.jpg","https://images.brickset.com/sets/images/605-1.jpg"
3025,"606",1,"Ambulance",1978,"Town","Modern day","Classic","Normal",TRUE,30,1,"https://brickset.com/sets/606-1",0,2,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/606-1.jpg","https://images.brickset.com/sets/images/606-1.jpg"
3089,"620",1,"Fire Truck",1978,"Town","Modern day","Classic","Normal",TRUE,37,1,"https://brickset.com/sets/620-1",0,1,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/620-1.jpg","https://images.brickset.com/sets/images/620-1.jpg"
3091,"621",1,"Police Car",1978,"Town","Modern day","Classic","Normal",TRUE,39,2,"https://brickset.com/sets/621-1",3.8,3,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/621-1.jpg","https://images.brickset.com/sets/images/621-1.jpg"
3092,"622",1,"Tipper Truck",1978,"Town","Modern day","Classic","Normal",TRUE,45,NA,"https://brickset.com/sets/622-1",3.4,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/622-1.jpg","https://images.brickset.com/sets/images/622-1.jpg"
3093,"623",1,"Red Cross Car",1978,"Town","Modern day","Classic","Normal",TRUE,38,1,"https://brickset.com/sets/623-1",0,1,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/623-1.jpg","https://images.brickset.com/sets/images/623-1.jpg"
3106,"625",1,"Tractor Digger",1978,"Town","Modern day","Classic","Normal",TRUE,31,1,"https://brickset.com/sets/625-1",3.5,3,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/625-1.jpg","https://images.brickset.com/sets/images/625-1.jpg"
3117,"626",2,"Red Cross Helicopter",1978,"Town","Modern day","Classic","Normal",TRUE,37,NA,"https://brickset.com/sets/626-2",0,2,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/626-2.jpg","https://images.brickset.com/sets/images/626-2.jpg"
7518,"628",2,"Police Helicopter",1978,"LEGOLAND","Vintage",NA,"Normal",TRUE,39,NA,"https://brickset.com/sets/628-2",0,0,"{Not specified}","{Not specified}",NA,NA
3256,"640",2,"Fire Truck and Trailer",1978,"Town","Modern day","Classic","Normal",TRUE,45,1,"https://brickset.com/sets/640-2",3.7,2,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/640-2.jpg","https://images.brickset.com/sets/images/640-2.jpg"
3266,"641",1,"Excavator",1978,"Town","Modern day","Classic","Normal",TRUE,41,1,"https://brickset.com/sets/641-1",3.7,2,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/641-1.jpg","https://images.brickset.com/sets/images/641-1.jpg"
3275,"642",1,"Tow Truck and Car",1978,"Town","Modern day","Classic","Normal",TRUE,44,NA,"https://brickset.com/sets/642-1",3.2,3,"Box","Retail","https://images.brickset.com/sets/small/642-1.jpg","https://images.brickset.com/sets/images/642-1.jpg"
3285,"643",1,"Flatbed Truck",1978,"Town","Modern day","Classic","Normal",TRUE,39,2,"https://brickset.com/sets/643-1",0,1,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/643-1.jpg","https://images.brickset.com/sets/images/643-1.jpg"
3295,"644",2,"Police Mobile Patrol",1978,"Town","Modern day","Classic","Normal",TRUE,64,1,"https://brickset.com/sets/644-2",3.2,2,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/644-2.jpg","https://images.brickset.com/sets/images/644-2.jpg"
3555,"670",1,"Mobile Crane",1978,"Town","Modern day","Classic","Normal",TRUE,55,1,"https://brickset.com/sets/670-1",0,1,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/670-1.jpg","https://images.brickset.com/sets/images/670-1.jpg"
3564,"671",1,"Shell Petrol Tanker",1978,"Town","Modern day","Classic","Normal",TRUE,77,1,"https://brickset.com/sets/671-1",3.4,4,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/671-1.jpg","https://images.brickset.com/sets/images/671-1.jpg"
3573,"672",1,"Fire Engine and Trailer",1978,"Town","Modern day","Classic","Normal",TRUE,70,1,"https://brickset.com/sets/672-1",0,2,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/672-1.jpg","https://images.brickset.com/sets/images/672-1.jpg"
3577,"673",1,"Rally Car and Motorbike",1978,"Town","Modern day","Classic","Normal",TRUE,65,2,"https://brickset.com/sets/673-1",0,3,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/673-1.jpg","https://images.brickset.com/sets/images/673-1.jpg"
3587,"674",1,"Forklift and Truck",1978,"Town","Modern day","Classic","Normal",TRUE,55,1,"https://brickset.com/sets/674-1",0,2,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/674-1.jpg","https://images.brickset.com/sets/images/674-1.jpg"
3787,"709",1,"Police Boat",1978,"Town","Modern day",NA,"Normal",TRUE,53,2,"https://brickset.com/sets/709-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/709-1.jpg","https://images.brickset.com/sets/images/709-1.jpg"
3943,"745",1,"Baseplate, Green",1978,"Basic","Basic","Supplementaries","Normal",TRUE,1,NA,"https://brickset.com/sets/745-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/745-1.jpg","https://images.brickset.com/sets/images/745-1.jpg"
3950,"746",1,"Baseplates, Green and Yellow",1978,"Basic","Basic","Supplementaries","Normal",TRUE,2,NA,"https://brickset.com/sets/746-1",0,0,"{Not specified}","{Not specified}",NA,NA
3957,"747",1,"Baseplates, Red and Blue",1978,"Basic","Basic","Supplementaries","Normal",TRUE,2,NA,"https://brickset.com/sets/747-1",0,0,"{Not specified}","{Not specified}",NA,NA
4003,"775",1,"Fire Fighter",1978,"LEGOLAND","Vintage",NA,"Normal",TRUE,133,NA,"https://brickset.com/sets/775-1",0,1,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/775-1.jpg","https://images.brickset.com/sets/images/775-1.jpg"
4340,"854",1,"Go-Kart",1978,"Technic","Technical",NA,"Normal",TRUE,206,NA,"https://brickset.com/sets/854-1",4,10,"Box","Retail","https://images.brickset.com/sets/small/854-1.jpg","https://images.brickset.com/sets/images/854-1.jpg"
4350,"855",1,"Mobile Crane",1978,"Technic","Technical",NA,"Normal",TRUE,512,NA,"https://brickset.com/sets/855-1",3.9,4,"Box","Retail","https://images.brickset.com/sets/small/855-1.jpg","https://images.brickset.com/sets/images/855-1.jpg"
4438,"872",1,"Two Gear Blocks",1978,"Technic","Technical","Supplementary","Normal",TRUE,77,NA,"https://brickset.com/sets/872-1",3.4,1,"Box","Retail","https://images.brickset.com/sets/small/872-1.jpg","https://images.brickset.com/sets/images/872-1.jpg"
4545,"948",1,"Go-Kart",1978,"Technic","Technical",NA,"Normal",TRUE,206,NA,"https://brickset.com/sets/948-1",4.2,4,"Box","Retail","https://images.brickset.com/sets/small/948-1.jpg","https://images.brickset.com/sets/images/948-1.jpg"
4548,"952",1,"Farm Tractor",1978,"Technic","Technical",NA,"Normal",TRUE,316,NA,"https://brickset.com/sets/952-1",0,3,"Box","Retail","https://images.brickset.com/sets/small/952-1.jpg","https://images.brickset.com/sets/images/952-1.jpg"
4549,"954",1,"Sky Copter",1978,"Technic","Technical",NA,"Normal",TRUE,365,NA,"https://brickset.com/sets/954-1",0,1,"Box","Retail","https://images.brickset.com/sets/small/954-1.jpg","https://images.brickset.com/sets/images/954-1.jpg"
4551,"956",1,"Auto Chassis",1978,"Technic","Technical",NA,"Normal",TRUE,599,NA,"https://brickset.com/sets/956-1",0,1,"Box","Retail","https://images.brickset.com/sets/small/956-1.jpg","https://images.brickset.com/sets/images/956-1.jpg"
4552,"960",1,"Power Pack",1978,"Technic","Technical","Supplementary","Normal",TRUE,22,NA,"https://brickset.com/sets/960-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/960-1.jpg","https://images.brickset.com/sets/images/960-1.jpg"
4553,"961",1,"Parts Pack",1978,"Technic","Technical","Supplementary","Normal",TRUE,78,NA,"https://brickset.com/sets/961-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/961-1.jpg","https://images.brickset.com/sets/images/961-1.jpg"
4554,"970",1,"Lighting Bricks",1978,"Basic","Basic","Supplementaries","Normal",TRUE,17,NA,"https://brickset.com/sets/970-1",3.8,2,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/970-1.jpg","https://images.brickset.com/sets/images/970-1.jpg"
24888,"1117",1,"Axles and Bushes",1978,"Service Packs","Miscellaneous","Technic","Normal",TRUE,24,NA,"https://brickset.com/sets/1117-1",0,0,"Polybag","{Not specified}","https://images.brickset.com/sets/small/1117-1.jpg","https://images.brickset.com/sets/images/1117-1.jpg"
28064,"1175",1,"4.5V Motor",1978,"Service Packs","Miscellaneous","Technic","Normal",TRUE,1,NA,"https://brickset.com/sets/1175-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/1175-1.jpg","https://images.brickset.com/sets/images/1175-1.jpg"
24889,"1176",1,"Gear racks and turntables",1978,"Service Packs","Miscellaneous","Technic","Normal",TRUE,4,NA,"https://brickset.com/sets/1176-1",0,0,"Polybag","{Not specified}","https://images.brickset.com/sets/small/1176-1.jpg","https://images.brickset.com/sets/images/1176-1.jpg"
413,"1555",2,"Sterling Airways Aircraft",1978,"LEGOLAND","Vintage","Town","Normal",TRUE,44,NA,"https://brickset.com/sets/1555-2",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/1555-2.jpg","https://images.brickset.com/sets/images/1555-2.jpg"
434,"1589",1,"Town Square",1978,"Town","Modern day","Special","Normal",TRUE,458,5,"https://brickset.com/sets/1589-1",0,2,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/1589-1.jpg","https://images.brickset.com/sets/images/1589-1.jpg"
448,"1610",2,"Airliner",1978,"LEGOLAND","Vintage",NA,"Normal",TRUE,23,NA,"https://brickset.com/sets/1610-2",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/1610-2.jpg","https://images.brickset.com/sets/images/1610-2.jpg"
451,"1611",2,"Aeroplane",1978,"LEGOLAND","Vintage",NA,"Normal",TRUE,64,NA,"https://brickset.com/sets/1611-2",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/1611-2.jpg","https://images.brickset.com/sets/images/1611-2.jpg"
457,"1620",2,"Chocolate Factory",1978,"Town","Modern day","Special","Normal",TRUE,236,3,"https://brickset.com/sets/1620-2",4.2,4,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/1620-2.jpg","https://images.brickset.com/sets/images/1620-2.jpg"
29538,"7000",2,"Educational Suitcase",1978,"Gear","Miscellaneous","Bags","Gear",TRUE,NA,NA,"https://brickset.com/sets/7000-2",0,0,"Box","Educational","https://images.brickset.com/sets/small/7000-2.jpg","https://images.brickset.com/sets/images/7000-2.jpg"
