"setID","number","numberVariant","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","thumbnailURL","imageURL","US_retailPrice","US_dateFirstAvailable","US_dateLastAvailable","UK_retailPrice","UK_dateFirstAvailable","UK_dateLastAvailable","CA_retailPrice","CA_dateFirstAvailable","CA_dateLastAvailable","DE_retailPrice","DE_dateFirstAvailable","DE_dateLastAvailable","height","width","depth","weight"
24994,"10251",1,"Brick Bank",2016,"Creator Expert","Model making","Modular Buildings Collection","Normal",TRUE,2380,5,"https://brickset.com/sets/10251-1",4.4,7,"Box","LEGO exclusive",16,"https://images.brickset.com/sets/small/10251-1.jpg","https://images.brickset.com/sets/images/10251-1.jpg",169.99,"2016-01-02T00:00:00Z","2018-11-14T00:00:00Z",129.99,"2016-01-01T00:00:00Z","2018-11-20T00:00:00Z",219.99,"2016-01-02T00:00:00Z","2018-11-14T00:00:00Z",149.99,"2016-01-02T00:00:00Z","2018-11-19T00:00:00Z",37.5,58,8.2,NA
26172,"10252",1,"Volkswagen Beetle",2016,"Creator Expert","Model making","Vehicles","Normal",TRUE,1167,NA,"https://brickset.com/sets/10252-1",4.3,5,"Box","LEGO exclusive",16,"https://images.brickset.com/sets/small/10252-1.jpg","https://images.brickset.com/sets/images/10252-1.jpg",99.99,"2016-08-01T00:00:00Z","2020-11-21T00:00:00Z",74.99,"2016-08-01T00:00:00Z","2020-12-03T00:00:00Z",129.99,"2016-08-01T00:00:00Z","2020-11-21T00:00:00Z",87.72,"2016-08-01T00:00:00Z","2020-12-03T00:00:00Z",28,48,7,NA
25617,"10253",1,"Big Ben",2016,"Creator Expert","Model making","Landmarks","Normal",TRUE,4163,NA,"https://brickset.com/sets/10253-1",4.2,3,"Box","LEGO exclusive",16,"https://images.brickset.com/sets/small/10253-1.jpg","https://images.brickset.com/sets/images/10253-1.jpg",249.99,"2016-07-02T00:00:00Z","2018-11-25T00:00:00Z",179.99,"2016-07-02T00:00:00Z","2019-02-01T00:00:00Z",299.99,"2016-07-02T00:00:00Z","2018-11-25T00:00:00Z",219.99,"2016-07-03T00:00:00Z","2019-02-01T00:00:00Z",48,58.2,9.1,NA
26215,"10254",1,"Winter Holiday Train",2016,"Creator Expert","Model making","Winter Village Collection","Normal",TRUE,734,5,"https://brickset.com/sets/10254-1",4.1,7,"Box","LEGO exclusive",12,"https://images.brickset.com/sets/small/10254-1.jpg","https://images.brickset.com/sets/images/10254-1.jpg",99.99,"2016-10-02T00:00:00Z","2019-12-02T00:00:00Z",74.99,"2016-10-02T00:00:00Z","2019-12-12T00:00:00Z",129.99,"2016-10-02T00:00:00Z","2019-12-02T00:00:00Z",89.99,"2016-10-02T00:00:00Z","2019-12-13T00:00:00Z",28,48,9,NA
26341,"10654",1,"XL Creative Brick Box",2016,"Classic","Basic","Creative Box","Normal",TRUE,1600,NA,"https://brickset.com/sets/10654-1",4,0,"Box","Retail - limited",4,"https://images.brickset.com/sets/small/10654-1.jpg","https://images.brickset.com/sets/images/10654-1.jpg",NA,NA,NA,49.99,"2016-10-06T00:00:00Z","2016-12-25T00:00:00Z",NA,NA,NA,59.99,"2016-10-02T00:00:00Z","2016-12-23T00:00:00Z",NA,NA,NA,NA
24995,"10702",1,"Creative Building Set",2016,"Classic","Basic","Creative Building","Normal",TRUE,583,NA,"https://brickset.com/sets/10702-1",3.7,2,"Box","Retail",4,"https://images.brickset.com/sets/small/10702-1.jpg","https://images.brickset.com/sets/images/10702-1.jpg",29.99,"2016-01-02T00:00:00Z","2017-11-24T00:00:00Z",19.99,"2016-01-01T00:00:00Z","2017-11-11T00:00:00Z",39.99,"2016-01-02T00:00:00Z","2017-11-24T00:00:00Z",24.99,"2016-01-02T00:00:00Z","2017-11-11T00:00:00Z",22,26,16.2,NA
26210,"10705",1,"Creative Building Basket",2016,"Classic","Basic","Creative Building","Normal",TRUE,1000,NA,"https://brickset.com/sets/10705-1",3.9,0,"Box","Retail",4,"https://images.brickset.com/sets/small/10705-1.jpg","https://images.brickset.com/sets/images/10705-1.jpg",59.99,"2016-06-01T00:00:00Z","2017-11-25T00:00:00Z",39.99,"2016-06-01T00:00:00Z","2017-11-26T00:00:00Z",79.99,"2016-06-01T00:00:00Z","2017-11-25T00:00:00Z",39.99,"2016-06-03T00:00:00Z","2017-11-27T00:00:00Z",20.8,33.8,22.4,NA
24738,"10720",1,"Police Helicopter Chase",2016,"Juniors","Junior","City","Normal",TRUE,63,2,"https://brickset.com/sets/10720-1",3.4,1,"Box","Retail",4,"https://images.brickset.com/sets/small/10720-1.jpg","https://images.brickset.com/sets/images/10720-1.jpg",9.99,"2016-03-01T00:00:00Z","2017-11-19T00:00:00Z",8.99,"2016-01-01T00:00:00Z","2017-11-11T00:00:00Z",12.99,"2016-03-01T00:00:00Z","2017-11-19T00:00:00Z",9.99,"2016-01-02T00:00:00Z","2017-11-11T00:00:00Z",14.097,15.6972,6.096,0.140613526
24739,"10721",1,"Iron Man vs. Loki",2016,"Juniors","Junior","Marvel Super Heroes","Normal",TRUE,66,2,"https://brickset.com/sets/10721-1",3.5,3,"Box","Retail",4,"https://images.brickset.com/sets/small/10721-1.jpg","https://images.brickset.com/sets/images/10721-1.jpg",12.99,"2016-03-01T00:00:00Z","2016-11-26T00:00:00Z",11.99,"2016-01-01T00:00:00Z","2016-12-26T00:00:00Z",17.99,"2016-03-01T00:00:00Z","2016-11-26T00:00:00Z",12.99,"2016-01-02T00:00:00Z","2016-12-26T00:00:00Z",14.097,15.6972,4.4958,0.1362
24740,"10722",1,"Snake Showdown",2016,"Juniors","Junior","Ninjago","Normal",TRUE,92,2,"https://brickset.com/sets/10722-1",3.4,1,"Box","Retail",4,"https://images.brickset.com/sets/small/10722-1.jpg","https://images.brickset.com/sets/images/10722-1.jpg",14.99,"2016-03-01T00:00:00Z","2017-12-16T00:00:00Z",12.99,"2016-01-01T00:00:00Z","2018-01-05T00:00:00Z",17.99,"2016-03-01T00:00:00Z","2017-12-16T00:00:00Z",14.99,"2016-01-02T00:00:00Z","2018-01-06T00:00:00Z",14.097,19.1008,6.096,0.195044562
24741,"10723",1,"Ariel's Dolphin Carriage",2016,"Juniors","Junior","Disney Princess","Normal",TRUE,70,1,"https://brickset.com/sets/10723-1",3.3,0,"Box","Retail",4,"https://images.brickset.com/sets/small/10723-1.jpg","https://images.brickset.com/sets/images/10723-1.jpg",14.99,"2016-03-01T00:00:00Z","2017-07-03T00:00:00Z",12.99,"2016-01-01T00:00:00Z","2017-04-08T00:00:00Z",17.99,"2016-03-01T00:00:00Z","2017-07-03T00:00:00Z",14.99,"2016-01-02T00:00:00Z","2017-04-11T00:00:00Z",14.097,19.1008,4.5974,0.154221281
26028,"10724",1,"Batman & Superman vs. Lex Luthor",2016,"Juniors","Junior","DC Comics Super Heroes","Normal",TRUE,164,3,"https://brickset.com/sets/10724-1",3.7,2,"Box","Retail",4,"https://images.brickset.com/sets/small/10724-1.jpg","https://images.brickset.com/sets/images/10724-1.jpg",19.99,"2016-05-22T00:00:00Z","2017-11-26T00:00:00Z",19.99,"2016-06-01T00:00:00Z","2017-12-06T00:00:00Z",24.99,"2016-05-22T00:00:00Z","2017-11-26T00:00:00Z",19.99,"2016-06-03T00:00:00Z","2017-12-07T00:00:00Z",19.1008,26.2128,6.096,0.358337671
24742,"10725",1,"Lost Temple",2016,"Juniors","Junior","Ninjago","Normal",TRUE,172,3,"https://brickset.com/sets/10725-1",0,0,"Box","Retail",4,"https://images.brickset.com/sets/small/10725-1.jpg","https://images.brickset.com/sets/images/10725-1.jpg",29.99,"2016-03-01T00:00:00Z","2017-12-11T00:00:00Z",24.99,"2016-01-01T00:00:00Z","2018-01-08T00:00:00Z",39.99,"2016-03-01T00:00:00Z","2017-12-11T00:00:00Z",34.99,"2016-01-02T00:00:00Z","2018-01-08T00:00:00Z",26.2128,28.194,5.8928,0.4808075
25942,"10726",1,"Stephanie's Horse Carriage",2016,"Juniors","Junior","Friends","Normal",TRUE,58,1,"https://brickset.com/sets/10726-1",0,0,"Box","Retail",4,"https://images.brickset.com/sets/small/10726-1.jpg","https://images.brickset.com/sets/images/10726-1.jpg",12.99,"2016-05-22T00:00:00Z","2017-11-28T00:00:00Z",8.99,"2016-06-01T00:00:00Z","2017-09-22T00:00:00Z",15.99,"2016-05-22T00:00:00Z","2017-11-28T00:00:00Z",9.99,"2016-06-03T00:00:00Z","2017-10-17T00:00:00Z",14.097,15.6972,4.4958,0.131541684
25943,"10727",1,"Emma's Ice Cream Truck",2016,"Juniors","Junior","Friends","Normal",TRUE,136,2,"https://brickset.com/sets/10727-1",3.6,0,"Box","Retail",4,"https://images.brickset.com/sets/small/10727-1.jpg","https://images.brickset.com/sets/images/10727-1.jpg",19.99,"2016-05-22T00:00:00Z","2017-11-21T00:00:00Z",17.99,"2016-06-01T00:00:00Z","2017-10-25T00:00:00Z",24.99,"2016-05-22T00:00:00Z","2017-11-21T00:00:00Z",19.99,"2016-06-03T00:00:00Z","2017-10-25T00:00:00Z",19.1008,26.2128,6.096,0.33112216
25944,"10728",1,"Mia's Vet Clinic",2016,"Juniors","Junior","Friends","Normal",TRUE,173,2,"https://brickset.com/sets/10728-1",0,0,"Box","Retail",4,"https://images.brickset.com/sets/small/10728-1.jpg","https://images.brickset.com/sets/images/10728-1.jpg",29.99,"2016-05-22T00:00:00Z","2017-12-04T00:00:00Z",24.99,"2016-06-01T00:00:00Z","2017-11-03T00:00:00Z",39.99,"2016-05-22T00:00:00Z","2017-12-04T00:00:00Z",29.99,"2016-06-03T00:00:00Z","2017-11-04T00:00:00Z",26.2128,28.194,5.8928,0.4717357
24743,"10729",1,"Cinderella's Carriage",2016,"Juniors","Junior","Disney Princess","Normal",TRUE,116,2,"https://brickset.com/sets/10729-1",3.3,1,"Box","Retail",4,"https://images.brickset.com/sets/small/10729-1.jpg","https://images.brickset.com/sets/images/10729-1.jpg",24.99,"2016-03-01T00:00:00Z","2017-11-29T00:00:00Z",19.99,"2016-01-01T00:00:00Z","2017-11-03T00:00:00Z",24.99,"2016-03-01T00:00:00Z","2017-11-29T00:00:00Z",24.99,"2016-01-02T00:00:00Z","2017-11-04T00:00:00Z",19.1008,26.2128,4.5974,0.2948348
24707,"10801",1,"Baby Animals",2016,"Duplo","Pre-school",NA,"Normal",TRUE,13,NA,"https://brickset.com/sets/10801-1",3.9,0,"Box","Retail",2,"https://images.brickset.com/sets/small/10801-1.jpg","https://images.brickset.com/sets/images/10801-1.jpg",9.99,"2016-01-02T00:00:00Z","2017-12-14T00:00:00Z",9.99,"2016-01-01T00:00:00Z","2018-01-12T00:00:00Z",12.99,"2016-01-02T00:00:00Z","2017-12-14T00:00:00Z",9.99,"2016-01-02T00:00:00Z","2018-01-28T00:00:00Z",14.1,19.1,7.1,NA
24708,"10802",1,"Savanna",2016,"Duplo","Pre-school",NA,"Normal",TRUE,18,1,"https://brickset.com/sets/10802-1",0,0,"Box","Retail",2,"https://images.brickset.com/sets/small/10802-1.jpg","https://images.brickset.com/sets/images/10802-1.jpg",19.99,"2016-01-02T00:00:00Z","2017-02-11T00:00:00Z",16.99,"2016-01-01T00:00:00Z","2016-12-10T00:00:00Z",24.99,"2016-01-02T00:00:00Z","2017-02-11T00:00:00Z",19.99,"2016-01-02T00:00:00Z","2016-12-11T00:00:00Z",19.1,26.2,9.1,NA
24709,"10803",1,"Arctic",2016,"Duplo","Pre-school",NA,"Normal",TRUE,40,2,"https://brickset.com/sets/10803-1",4.2,0,"Box","Retail",2,"https://images.brickset.com/sets/small/10803-1.jpg","https://images.brickset.com/sets/images/10803-1.jpg",29.99,"2016-01-02T00:00:00Z","2017-11-18T00:00:00Z",24.99,"2016-01-01T00:00:00Z","2018-01-10T00:00:00Z",39.99,"2016-01-02T00:00:00Z","2017-11-18T00:00:00Z",29.99,"2016-01-02T00:00:00Z","2018-01-11T00:00:00Z",26.2,38.2,9.4,NA
25656,"10804",1,"Jungle",2016,"Duplo","Pre-school",NA,"Normal",TRUE,86,2,"https://brickset.com/sets/10804-1",0,0,"Box","Retail",2,"https://images.brickset.com/sets/small/10804-1.jpg","https://images.brickset.com/sets/images/10804-1.jpg",49.99,"2016-01-02T00:00:00Z","2017-12-15T00:00:00Z",44.99,"2016-01-01T00:00:00Z","2017-12-09T00:00:00Z",64.99,"2016-01-02T00:00:00Z","2017-12-15T00:00:00Z",59.99,"2016-01-02T00:00:00Z","2017-12-09T00:00:00Z",37.8,35.4,11.8,NA
25874,"10805",1,"Around the World",2016,"Duplo","Pre-school",NA,"Normal",TRUE,163,5,"https://brickset.com/sets/10805-1",0,0,"Box","Retail",2,"https://images.brickset.com/sets/small/10805-1.jpg","https://images.brickset.com/sets/images/10805-1.jpg",99.99,"2016-01-02T00:00:00Z","2018-12-10T00:00:00Z",84.99,"2016-01-01T00:00:00Z","2018-12-07T00:00:00Z",129.99,"2016-01-02T00:00:00Z","2018-12-10T00:00:00Z",99.99,"2016-01-02T00:00:00Z","2018-12-06T00:00:00Z",47.7,57.8,12,NA
