"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"legolander","2007-06-03T23:12:26.937Z","A nice little set...","This is the smallest Harry Potter set in the series and yet, it's quite useful if you need minifigures like Harry and Draco Malfoy. This was actually my second Harry Potter set and it's a good thing they were able to come up with the remembrall chase scene. I bought this in order to acquire the two major characters in the novel. Really nice indeed! A perfect five for this set!",FALSE,5,0,0,0,0
"wolfercdat","2007-11-28T22:54:54.84Z","What's With the Remembrall","I thought this set was only O.K. and would have been impressed if it had come with Professor Hooch.  What I can't understand is how the characters are supposed to hold the remembrall.  Any ideas out there?  I don't see anything in the instructions or in the photos but it's obvious they're supposed to be able to hold it and yet the opening is too small for their hands to fit inside.",FALSE,3,0,0,0,0
"mrmitch","2008-02-11T03:44:42.64Z","Needed Malfoy for the collection","Not much to this simple little set, however you do get two minifigures, two brooms (good) and the crystal ball. Set is inexpensive to buy and with Malfoy in it, its a cheap way to obtain him without getting another $20+ set. Collection building purchase - well worth it for me.",FALSE,3,0,0,0,0
"sethlee","2007-11-29T23:49:17.093Z","broom lessions","harry potter and the other guy may have good brooms but the ball looks like an robots head to put on a robot and who needs a carriges I mean its not like they have to go to the carridges to have its better without it.",FALSE,3,0,0,0,0
"smiley905","2007-12-16T23:51:36.61Z","? cool set ?","this set was in my stocking on christmas and santa clause (yes he's real and you cant change my mind!) has a good taste in little lego sets, this set has harry and malphoy and their brooms which are cool. it also has a VERY nice remembrall which is a verry nice touch the only thing is the little catr is quite unneseceary (a did my best at spelling that word =P)   a definite five cuz of the remebrall",FALSE,5,0,0,0,0
"skyscraper","2008-01-04T19:04:32.78Z","just for getting the 2 minifigs","well I am not a big fan of harry potter legos this set just &quot;appeared in my stocking one christmas&quot; 2 hours later I lost harry's hair:(

pros
harry
malfoy
remembral 
cons 
lack of stuff 
cart is useless",FALSE,3,0,0,0,0
"hustla187","2008-10-18T00:32:30.56Z","Potter vs. Malfoy","This is a classic example of a rivalry type of set. There is Harry, Draco, 2 brooms, and some Quidditch supplies. The Golden Snitch is in a glass case which is a little odd but it's still good. 5 out of 5.",FALSE,5,0,0,0,0
"Gus_263","2008-03-25T15:53:49.077Z","Flying Lesson","this set is from the Harry Potter theme and was released in the year of 2002. This is a small set and have no much features. The two minifigures included are Harry Potter and Draco Malfoy. The both are good designed and sometimes, looks like the characters of the movie in a lego style. The both also have covers and the original lego brooms. They cannot ride very well on it but it still cool when they are with it. The little cart is good builted but notfeatures much action and not stay well without some minifigure carrying it. The crystal ball is jus a crystal ball but it is like other from old sets, so, still cool but with no much new features. Altough the set is not much playable and have few pieces, this is a good small set and can increase something in other Harry Potter sets. So, i rate the &quot;Flying Lesson&quot; 4/5",FALSE,4,0,0,0,0
"rabk295","2008-10-18T11:03:48.5Z","Waste.","This is a stupid set which has no point except for the figs. There is no point to getting it. And it doesn't come with a snitch. That is Neville's Rememberall. You have to have seen the movie to understand. Overall this is a stupid set and it is not worth buying.",FALSE,3,0,0,0,0
"jhh7487","2008-09-15T16:11:01.75Z","Flying Lessons","My favorite part about this set is the teeny instruction booklet. Awesome to have 2 more broomsticks though, and I like to keep all the minifigures with the set they came in so I don't really mind if I will eventually have 30 Harry's. My remembrall has been on Draco's hand since i got this set in 02, never been a problem. ",FALSE,4,0,0,0,0
