"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"Irene","2011-05-13T10:40:25.77Z","This is a nice set for combining HP Hogwarts","I like to stack some of the Harry Potter sets. Like building one ""Escape from"" Tower to upper floor, and moving the Third Floor girls bathroom to&nbsp;a higher level.&nbsp;&nbsp; This is also useful in connecting one part of my castle to the other. ",FALSE,5,5,5,5,5
