"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"A_Brickset_user","2005-02-16T14:44:34Z","plastic land scape","The pieces that I use from this set the most are the exuast pipes and the plastic landscape (and I dont even like &quot;junorization&quot;.I have used the landscaoe for adventurers, Rock Raiders, and space infantry battles(nt star wars).",FALSE,4,0,0,0,0
