"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"Soundczar","2011-04-23T20:22:39.163Z","My First Set","I received this set for Christmas when I was six.&nbsp; We built and rebuilt everything with the great piece variety.&nbsp; With windows, fences, doors, trailor hitches, trees, wheels and the mid-seventies version of the mini-figs this set became cities, houses, cars, wagons, planes, ships and so much more.&nbsp; It's variety really made for unending building and play.&nbsp; Today's sets could learn a few things from old classics like this.<br>",TRUE,4,5,4,5,5
