"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"nevertrustahippy","2012-03-26T03:52:47.54Z","Lucky there a re so many sets with animals","<p>While there's not too&nbsp;much&nbsp;to say about a four piece set, this is a good one. &nbsp;</p><p>A vet and a bunny fits nicely with any of the zoo, farm or even family Duplo set - good cross theme appeal here. &nbsp;It also helps that the bunny and the vet figures are good looking as well. &nbsp;The block and the flower give the vet&nbsp;something&nbsp;to work on and the bunny something to eat, so pretty good&nbsp;play-ability&nbsp;for four blocks. &nbsp;Can't think of a negative about this set.&nbsp;</p><p><br></p><p><br></p>",TRUE,4,2,1,4,4
