"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"Model_Gal","2012-05-29T10:55:36.75Z","Beach Party -- A good way to get figs you missed","I didn't pick up this set, but I didn't really need to considering what the set is. &nbsp;Its a little on the pricey side for 3 figs and a bit of LEGO at $14.99 USD. But if you somehow missed the two surfer figs or the hula girl fig from the collectible minifigures or if you wanted them in quantity this might be the way to go. &nbsp;I almost picked up a set myself, but as I have all of those figures I didn't buy it.",FALSE,3,4,2,3,3
"Lego600269","2013-12-06T10:31:55.827Z","Awesome set-we need more","This is the pros/cons:<br><br>Pros:<br><ul><li>Exclusive</li><li>Contains minifigs you may not have</li><li>Exclusive minifigures</li><li>$15 only</li><li>Very rare parrot</li><li>Cool type of surfboard</li><li>Bananas&amp;Chicken(Yum!)</li><li>Cool grass skirt and maracas(this in the&nbsp; Hula dancer)<br></li></ul>Cons:<br><ul><li>Available mainly in the LEGO store only</li><li>63 pieces! :(</li><li>More recommended for getting in the summer rather than winter</li><li>If this is a surfer set, why include the Hula Dancer(I mean, it's awesome, but a lifeguard would be better)?<br></li></ul>",TRUE,5,5,4,4,5
