"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"Legocityfanatic","2010-11-21T11:10:42.41Z","Don't take a bite!","<span class=""Apple-tab-span"" style=""white-space:pre"">	</span>I got this Lego set at my local Lego shop half-off. It was $5.00. The parts are pretty good for the size of what you get, there's even a core inside! If you're building a Lego City like me, this would make a good tourist attraction. For a while, it looks good in the fruit bowl. You can't really play with it so it's better a display. Well, there's not much more to say so, thanks for reading.<div><br></div><div><br></div><div><br></div><div>P.S. Don't eat it!</div>",TRUE,4,5,5,3,5
