"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"stux","2010-09-21T00:35:01.937Z","Good way to get some good sets and PF parts","The subsets are delivered with boxes, which is good.<div><br></div><div>I wanted the PF expansion pack, the mini sets and the big digger... so was a perfect way&nbsp;for me to save some money :)</div><div><br></div><div>I've had fun building the little technic sets with some a keen 4 year old that I know :)</div><div><br></div><div>I rated the superpack so highly because of the diversity of the building/playing experiences</div>",TRUE,4,5,5,5,5
