"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"jof","2010-11-01T18:01:53.237Z","small and swooshy","Another of the 45p Daily Mirror giveaways.<br><br>Its like one of the air race planes &amp; quite swooshy for small boys to zoom around.<br><br><span style=""font-weight: bold;"">Pros:</span><br>Yellow wing plates, couple of smoked clear, yellow, trans red &amp; 4 white 2/3 cheeses.<br>A propellor if you don't have plenty of them already.<br><br><span style=""font-weight: bold;"">Cons:</span><br>Not really much to this set. could have done with an undercarriage (skateboard wheels type maybe)<br><br>",TRUE,4,4,4,4,5
