"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"just2good","2008-12-18T16:07:43.45Z","Great Set!","This set is awsome!
Pros:
4 minifigs
Bench
Signs
Blonde Hair
Box
On $10
Cons:
Nothing!
At Target (where I got this), they had alot of 09' sets! 
Also, this was a great deal, as it was only $10!",FALSE,5,0,0,0,0
"legomakes3","2008-12-26T15:02:28.187Z","It is a Cool Set!","I just bought this set at my local Target and it is a great $10 set. TARGET has some great 09 sets already in stock!

Pros:

*Boosts up your collection of mini-figs
*Fun things to build (including a boom box and a bench)
*Hair! (It is my first piece of LEGO air in my collection!)

Cons:

*I'm not a big fan of stickers.

Overall, this collection is the bomb! :)",FALSE,5,0,0,0,0
"jpmanalo","2009-01-15T18:52:44.903Z","The Town Minifig Pack Is Back!","Many people have been hoping to see the LEGO Group release a Town minifig pack for a long time, and the LEGO Group has delivered with set 8401. 
 
 
Features of set 8401 include: 
 
* Street Signs: 
Street signs are made up from stickers, (compare against set 5612 where the street sign is *printed* on the piece). 

Some people may like this, as it allows them to create their own stickers, whereas other people prefer printed pieces as it means they don't need to 'fiddle-around' with stickers. 

* Minifigs and Accessories: 
Good assortment of minifigs - set includes a male policeman, a delivery-man, a business-man, and one female 'fig. 

Fans of Classic-Space (SPACE!) will appreciate the torso design for the delivery-man, as it features a jacket with a Classic-Space logo. 
 
The minfig accessories include: 
    -- A black megaphone and walkie-talkie for the policeman 
    -- A brown briefcase for the business-man 
    -- A red hand-cart, a brown box (with lid), and a yellow cup for the delivery-man 
    -- A brick-built portable sound-system for the female minifig 

* Other items: 
A fire hydrant and a bench - nice little items to add to a town layout. 
 
 
In summary, fans of Town / City will really appreciate this set, and other LEGO enthusiasts will find elements within this set useful in their creations. 

As at 16 January 2009, this set retails in Australia for AUD $14.95 from Target, K-Mart, and Myer. LEGO Shop@Home has this set for AUD$14.99. 
 
-- J.P. Manalo",FALSE,5,0,0,0,0
"zidane","2009-02-23T08:50:38.247Z","Great set, great minifigs","I could`t resist to buy this set. It is small but minifigs are just too great! 

Girl with blond hair is really cool and I agree is rare minifing. All figures except cop are very nice, and I thing that this set could be even better if plan civilian was in the set instead of cop. There are already many sets with cops, but I`m giving highest rate 5+!

It was 8 EUR when I bought it. I think it is reasonable price for 4 minifigs and great accessories. ",FALSE,5,0,0,0,0
"villicus","2008-12-31T05:27:13.78Z","Just wonderful!","This set contains 4 figures, a girl and three guys, and offers some tools you can easily use to improve your city. design of the figs is nice and detailed, and for you older guys around, the delivery man has a small classic space logo on his jacket! The nowadays children might not see that hint to lego history. Thanks lego for that little detail. Get this set, its worth it. ",FALSE,5,0,0,0,0
"lotographia","2009-03-12T02:53:07.233Z","Debbie, Fred, Derek and Officer Fernandez.","I haven't bothered with the city sets in quite some time. If I had, I'm quite sure I'd end up with a city composed entirely of police, fire and rescue vehicles and buildings with the occasional city maintenance vehicle or service station thrown in. And maybe a token civilian to be rescued or assisted by any of the above.

This year seems to be set to change that trend. There's a farm, a horse and trailer, a camper, a sports car, a bus and some shops. Finally! A lego city that actually looks like a city! To be exact, a city with surrounding farmland.

The civilian to policeman ratio in this set is what all lego should ideally be like - the police presence shouldn't completely overwhelm the society. Hopefully the lego company will start making a more proportionally realistic society from now on.

This is my first city set for the year, and it provides me with a mix of citizens, accessories and municipal features. I am happy.",FALSE,5,0,0,0,0
"hustla187","2009-04-12T16:13:33.7Z","Great Addition to Any Lego City","I got this set for Easter, and I really like this set alot. I like the traffic signals and the signs are good too. However, the stickers are annoying as always. The stereo is very cool and the bench is just perfect. Overall, I have to say this is a great set.",FALSE,5,0,0,0,0
"Noah1997","2009-06-27T18:15:32.263Z","great for any city","this lego set is awesome! it comes with a girl and a tape deck the drink is cool to the business man's suitcase is pretty nice it comes with cool dark brown hair and a blond ponytail the police man is great
the signs are OK over all I would give this set a 5/5",FALSE,5,0,0,0,0
"Buckbrick","2009-03-23T03:23:42.64Z","All about minifigs","This is a great minifig set to either supplement your city/town, or custom some minifigs for other purposes. For example, put the businessman with the handcart, plop the briefcase on it and you have a concierge/porter for your Cafe Corner hotel - at least that was what I did :)

The girl is a nice addition with with her sleeveless top and blond hairdo. The policeman however is a dime a dozen, and one can get tired of too many of variations of these fellas.

All in all, you do not get many of such sets - larger than a single impulse set, but substantial enough to be useful.",FALSE,4,0,0,0,0
"indykid","2009-08-06T20:12:02.59Z","Really Good","You may think I talk to good about every set I have, but that's because I've never been disappointed by LEGO. That sounded really cliche. But nevermind, I'm supposed to be talking about this great set. It's good for adding signs, benches and citizens to your LEGO town.

Minifigures: The majority of this set. There are four in all. Surfer girl, Delivery boy (even though he doesn't really look like a boy, he looks like a man; i guess delivering too many packages makes you age badly.), Guy in a suit, Police Man

Accessories: Boom box for surfer girl, Coffee Mug for Delivery Boy/Man, Brown briefcase for the guy in a suit, Radio and Megaphone for Police Man. 

City Accessories: Crate with red carrier, Bench, very similar to the bench in Cafe Corner but one of the planks has studs so the Minifigs sit more easily in it, Signs like the Crosswalk sign, Speed Limit Sign, and Street light sign, Street light, and Fire hydrant. 

Build: Easy Build. Very few pieces. You put together like 4 pieces and you're almost finished. that was a joke.

Playability: Tons of playability. 

Overall: 8.7/10. Could have come with a few more accessories or even people but it should have come with a car and/or a road plate. I still like this set and it is fun to add to the 'Camper' set to have a dance party BBQ. It's also very cheap for so many figures. ",FALSE,4,0,0,0,0
"Teez","2009-06-06T02:34:44.543Z","Great addition to any Lego city!","If you're like me and keep the minifigs that come with sets inside the set itself (eg, drivers in vehicles) your Lego city will look like a ghost town. City Minifigure Collection to the rescue! Each of these four minifigs comes with appropriate gear and they can be used nearly anywhere in your Lego city without looking out of place. This set also includes three street signs, a traffic signal, fire hydrant and park bench. The delivery man has a dolly & box, the cop a walkie-talkie and loudspeaker, the businessman a briefcase and coffee mug and the female a boom box (radio). This is a reasonably-priced set that enhances any Lego city or collection.",FALSE,5,0,0,0,0
"kaboomlegoman","2009-03-19T12:55:13.53Z","minifigure collection. only four minifigs.","Um,what in the world are just four minifigures doing in this set.It said it was a minifigure collection. this set is nice but only four minifigures in a minifigure collection. Buy this set only if you like sets that don't follow their title, or if you like street signs. Overall, nice set but something tells me you shouldn't get it. Or if you want to you can.",FALSE,3,0,0,0,0
"galonschiente","2009-06-22T12:28:52.093Z","good but...","I got this set a couple of months ago. I think the minifigs are cool but there should have been a base plate to connect it all. Bench was a nice touch and boombox too. anyways this set is a great addition to a lego city and every lego city needs a good policeman!
smell ya later!",FALSE,4,0,0,0,0
"ethanistherock","2009-09-01T19:38:30.937Z","Bad set","Pros

4 minifigs
Stoplight
Radio

Cons

STICKERS! There are simply to many stickers for this set 3 to be exact most sets like this have NO stickers (unless it's a police) 

Still the stoplight makes it a sure addition to any city so if I were you I'd cough up ten bucks and buy this great set.

IT IS A SIMPLE BUILD",FALSE,2,0,0,0,0
"Exo_brick","2009-11-09T20:57:26.39Z","Great","I bought this set so I didn't have to have star wars guys as civilians. I like that it comes with four minifigs for $10. Time to break it down:

Section 1: People
      Subsection 1: Police Officer
            Not much new here. Just another police officer. This is my eighth officer.
      Good for a town with no police.
      Subsection 2:Girl
            A nice figure, with a good color scheme. The shirt is one I didn't have,
      so thats nice.
      Subsection 3: Delivery man
            This guy looks like a jerk. He looks like he'd be on a rocking chair
      saying ""You darn kids, get off my lawn!"" Always a welcome person, one who
      is in the delivery system.
      Subsection 4: Business man
            Nice fellow, seems good for a corperate worker.
Section 2: Items and signs
      Subsection 1: Items
            The bench is a nice addition. A fire hydrant is essential. The radio is
      awesome for a kid. The hand truck is great; you can never have enough.
      Subsection 2: Signs
            A few nice signs and the trafic light is cool.

Conclusion: A nice set great for boosting residents.

*What did you think of the section/subsection system? It would be better for larger sets. Use the ""Was this review useful button"" to reply. Yes for good, No for complete failure.",FALSE,5,0,0,0,0
