"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"icepick","2010-10-11T15:02:22.36Z","I like it!","Overall:&nbsp; You get sweet stuff.&nbsp; I love LEGO magnets, but these are pretty overpriced unless you catch them on sale.<br><br>Build:&nbsp; No build...&nbsp; None whatsoever.&nbsp; But that also makes it not a terrible experience.<br><br>Parts:&nbsp; I love the magnets, and the figs come with great accessories!&nbsp; :D<br><br>Play:&nbsp; Really good play.&nbsp; all kinds of epic battles await with these guys.<br><br>Value:&nbsp; Meh.&nbsp; Get it on sale, otherwise not worth it.",TRUE,4,5,3,5,3
