"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"Minifigurefan","2012-12-10T10:30:58.3Z","My Review","Ok, for this review (my first!) I'll do a Pros and Cons list. <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Pros:<b><br></b><ul><li>Easy to build</li><li>Portable</li><li>Lightweight</li></ul>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Cons:<br><ul><li>Not many parts</li><li>No spares</li></ul>Overall I think it's a great set.<br>",TRUE,4,3,5,4,5
