"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"A_Brickset_user","2004-10-23T07:54:12Z","Yes, I have it","I bought at a 2nd hand shop at legoworld 2004. It has 2 forestman, a thing to shoot arrows in. And much leaves pieces. The tree self is good, Maybe it's a nice idea to make it a legend, But then put some more brown pieces in it instead of black .",FALSE,5,0,0,0,0
"A_Brickset_user","2005-03-07T21:09:49Z","One of my favorites","I have always been a big fan of the Forestmen line, and this set is in many ways the best. It is not large, but the detail is quite good and there are lots of play and perspective possibilties in the fairly unique shape. Strongly recommended!",FALSE,5,0,0,0,0
"legotrainfan","2007-10-10T14:24:17Z","Robin's tree hideout","The tree looks great. It is very detailed. You can open and close the whole thing. No matter what you do, it looks great both ways. I have never bothered about it being black instead of brown. I like it the way it is. I am not sure if it would look much better if it were in brown. 

For me the figure with the bow was always Robin Hood and the other one Little John. Of course, Robin can also fight againts the king's soldiers with a sword. You don't see it in the picture, but there is one included. It is under the blue roof. 

The problem with this set is that there is not so much space where to put minifigs. You can put one under the blue roof. There is also enough room for two additional minifigs, but you cannot put more forestmen in it.

By the way, the white feather on Little John's hat is quite rare. White feathers do not come with many sets, I believe. Of course, you get three different white feathers when you buy this set (provided it is MISB).  ",FALSE,5,0,0,0,0
"Novelty","2007-03-31T00:29:59.27Z","What's up the tree?","This tree is a little bit weird, and it doesn't help that the tree has been built up with black bricks instead of brown.  It looks more like a tower instead of a tree, particularly with the balcony sticking out of it.  The plus is that the balcony is actually rather well constructed and adds a lot of detail to the tree.

Playwise, the set is fun with vines that the forestmen can hang on and the archery target piece, but it could have included at least one more forestman (or forestwoman!).",FALSE,3,0,0,0,0
"brickzone","2007-03-21T17:58:50.98Z","Detailed","If there's one thing noteworthy about this set, it's the detail. Just following the instructions you see that it's quite a complex design for such a size of set. The overall impression created is great; it looks tree-like not only when closed up, but also when semi-open due to the leaf arrangement at the top.

And of course the Robin Hood sets are well-executed in general. The outfits are straight out of the stereotypical portrayals.",FALSE,5,0,0,0,0
"YeahYeahYouWere","2007-11-08T09:13:22.047Z","I LOVE This Set","As I sit here reflecting on this set, I am trying my absolute hardest to find something negative to say about it, and I simply cannot.  Of all the series of Legos I have ever had the pleasure of playing with, the Forestmen line is probably my favorite.  I have also been fascinated by medieval things, and this was no exception.  I would play with these for days on end. 

This set was one of my all-time favorites.  I loved the figures it came with, and I loved the little &quot;secret&quot; entrance on the back.  I love the way it would open up to allow you better access to the inside for more adventures.  I also loved the little balcony on the front with the opening roof.  Not to mention I always thought it was awesome that it came with the two very cool buck bust shields.  

On the whole this was just an amazing set, it was imaginative (and lent itself well to imagination), well put together, had plenty of features, and to put it succinctly was simply just really a ton of fun!",FALSE,5,0,0,0,0
"StormSworder","2008-03-18T16:03:39.31Z","Tree-mendous","A hideout inside a tree, this is a great set.  The tree is hinged and opens up to reveal a hiding place for minifigs and for a barrel containing treasure.  There is a nice-looking balcony, two minifigs and details such as vines and an archery target board.",FALSE,5,0,0,0,0
"hustla187","2008-08-03T12:43:21.233Z","Forestmen are Awesome!","I think the Forestmen theme was the best theme in Lego Castle history. I really like the minifigures with the bow and arrows. The hideout is very cool and also makes it fun to play with. This set should be rereleased because it is so good. 5 out of 5.",FALSE,5,0,0,0,0
"Bricktoothyo","2008-06-16T23:25:11.39Z","Sherwood Forest good times...","I got this one for my birthday as a kid,and its still in great shape some twenty years later.
Those two guys were Robin Hood and Little John to me too,but I always had the one with the brown cap armed with a spear(Little John) and the green capped guy as Robin of Loxley,with bow and arrows and a sword of course so he could take on those damn Lion crested Knights close up too.
I love it cause you get all those ferny bits AND two pine trees,which have got a lot of use over the years in a variety of themes and situations.
I cant think of anything bad to say about it,it was always a great theme,and I just love those Forestmen soo much.
A real classic.
",FALSE,5,0,0,0,0
"CamberbrickGreen","2013-03-30T07:08:41.327Z","Forest Of Bricks","For my siblings and I, this was the first Robin Hood set we saw or knew of and for us the inception of built woodland, forest or nature in Lego. Even if one of a family owned a set, it could be admired hugely by all. We considered this set to be the definitive hideout tree that the merry men all met around and the 'proper' Robin Hood for wearing a white feather which seems amusing now. Let us dispense with my shameless nostalgia.<div><br></div><div><b>Minifigures:</b></div><h4><b>[</b><b>·</b><b>·][</b><b>·</b><b>·][</b><b>·</b><b>·][</b><b>·</b><b>·]</b></h4><div><ul><li>Stag's head shields.</li><li>Forestmen hats.</li></ul></div><div>Robin Hood has the green peasant design top, see the money pouch on belt and green hat with small white feather.&nbsp;Will Scarlet (I insist, it surely is!), with his red chemise and arms on a green top and trousers wears a brown hat and red feather. There's one bow which the 'Hooded Man' always got even though Will is shown wearing the quiver?</div><div><br></div><div><b>Black Oak</b></div><div>The novel experience of building any tree at this stage of Lego themes was engaging and once the subtheme was gone it left the desire for natural landscape based sets that has never really been fulfilled. Regardless, this double green plated base covers a small but effective woody scene, the main black trunk of slants, diagonal panels and arches connecting to form some beloved ancient growth, broadleaf tree with a hollow at the bottom. This hollow makes a good shape to slip the Forestmen in and out of. Importantly it is triple hinged by strong two stud bricks to allow the interior play and further imaginary exploration. In this way most of the Forestmen sets achieve through trees what buildings rarely did: an encased and concealable environment rather than an open backed play set with no stairs. Lower down clips are hidden within the build to hold two brown spears or the like. Outside is a fun barrel holding two circular yellow 'gold' pieces, a small and large tree filling out the tiny scene and a brilliant circular archery target tile on a hinge for shooting practice.</div><div><br></div><div>Our hideout takes a funny turn in the upper section, one half consistently representing a large tree while the other opens to build a grey platform and box with carved or constructed pillars. Essentially this part becomes a tree house with a view over the forest floor if you like and gets a sword clipped inside. The camouflage and stealth aspect is happily traded in for the warmth of a more homely design, this being a defendable hideout even boasting its two stag's head shields symmetrically on the front, certainly not a shrewd tactical move when 'hiding' in the woods but you get the idea of a treehouse. Arched, pillared windows back this status up and its aesthetically a terrific model. The internal flooring is only half the tree's cross section so from the ground hollow, they can feasibly scramble and climb up inside the tree which is a cool idea. The staggered edges of the upper build and top of the arched windows are then roofed... in blue plate! Never mind, this is a home after all and the hinged plate extends with another plate to house them in. Its questionable as to whether this is necessary seeing as they are housed in with easy rear access but it provides more action.</div><div><br></div><div>Grey seems to accompany black to look like wood as much as it does stone. The tree build overall remains solid and careful to emphasise branches, small and large foliage being added high in the tree and lower where the balcony starts to emerge. Two remarkable green vine pieces sit high up and can thread through foliage piece holes. These allow MFs to cling on and hang out of the tree which adds a new dimension to play, the theme and other subsequent sets that could use such a piece. Its not necessarily jungle either, such deciduous creepers and vine exist; Wild Honeysuckle and straggling clumps of Ivy for example. A red flag is added on top hopefully for signalling and not alerting enemy to the presence of a 'secret' hideout.</div><div><br></div><div><b>Robbing The Rich</b></div><div>This is a marvellous set and a very worthwhile choice for kids and collectors. The Forestmen subtheme did the whole Castle theme credit for being legendary rather than fantasy and easily inclusive. Sets leaning toward the historical seemed to fit better and fantasy sets may well have benefitted from a totally seperate theme. This might be your favourite merry men set and you can not go wrong purchasing any of them as they outshine many other Castle subthemes. May woodland sets be made again.&nbsp;</div>",TRUE,5,5,4,5,4
