"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"marcintantarianszczerbak","2011-11-09T15:12:23.77Z","History in motion","<p></p><p><span class=""Apple-tab-span"" style=""white-space:pre"">	</span>I bought this set several days ago, I've never imagined that this set would give me such joy. It was quite the bargain, with undamaged box and manuals. Nowadays this set is nothing special just old style engine with battery box and a few wheels.&nbsp;</p><p><span class=""Apple-tab-span"" style=""white-space:pre"">	</span>But if You are LEGO collector, or You would like to feel like kid again, buy one. Its great addition to any collection, plus it is amazing that 40-year old engine is still in a good shape and can serve as a first LEGO engine for Your children.&nbsp;</p><p></p>",TRUE,4,4,2,3,5
