"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"A_Brickset_user","2004-01-10T13:29:55Z","A nice castle, but....","At one time this was a highly prized set for me.  Then it dawns on you...what kind of alternate models can I make with this?! If there's anything that degrades a castle, it's one of those stupid chunky baseplates.  It throws out the window any idea of linking this castle up with another one.  

Another down point to this set is the inferior castle figures, which aren't as good as the previous 80's castle figures. 

",FALSE,4,0,0,0,0
"A_Brickset_user","2004-06-10T12:55:50Z","k...k..k...kerosene!","Lovely set! 
PROS: 
All the shields! With the excellent black monarch design.
The bardings have nice designs.
Nice assortment of side-plumes.
The design of this castle is nice, like a protected courtyard rather than just a wall or a keep-in-bailey.
The well is good, rather unique. Helps the &quot;courtyard&quot; feel.
Lovely red rooves.
CONS: The helmet colours and types on the foot soldiers and archers is a bit too varied.
EXCELLENT OVERALL!! ",FALSE,5,0,0,0,0
"A_Brickset_user","2004-09-11T00:23:35Z","The Best castle set of all Time","This set is awesome, it has everything a good castle needs. The tudor gives a sense of being a castle rather than a fort that most castle sets seem to lack. The figures are cool, especially the armored knights.",FALSE,5,0,0,0,0
"A_Brickset_user","2004-09-11T17:55:50Z","Wonderful castle","This is a really wonderful castle!  The various towers make excellent places for archers, and there's two knights in full armor.  This large castle has lots of minifigs, enough for a small army of defense!  There's a dungeon inside the castle -- there's a raised baseplate for just this.  Comes with a whole slew of pieces too!  Overall, this castle is a ton of fun and is a perfect addition to the castle theme.",FALSE,4,0,0,0,0
"A_Brickset_user","2004-12-04T16:55:27Z","Sheer Anniliation","BACK AGAIN
second review,

I gave it a ten because of thr sheer amount of minifigs,GREAT design(unlike Royal Knight's Castle,
Still in my opinion is a cut below Royal Knight's Castle even though it is probally better.
PEACE",FALSE,5,0,0,0,0
"A_Brickset_user","2004-12-05T08:59:42Z","a lot of shields and....","flags so you can obiously tell it is a Black Dragons set.....i liked that lego included a lot of minifigs...the baseplate is perfect for building alterinitve modes....My brother made a castle out of 112 pieces and it is perfect....so make a castle out of 112 pieces and it is at least a 9.5",FALSE,5,0,0,0,0
"A_Brickset_user","2005-01-04T13:58:30Z","Still love it","I've had this set for over 12 years now and I still hae all of the original pieces. This was one of my first lego sets and one of my favorites. The amount of minifigs and the durability makes it one of the best in its class.",FALSE,5,0,0,0,0
"A_Brickset_user","2005-03-08T23:26:38Z","The greatest castle in Lego History","What a perfect castle set!!! I have just bought it from  internet, this is a nice castle set imitates a real castle which is built on a mountain. It contains 11 nice minifigs and 1 ghost. Nice baseplate and nice construction. Including 2 nice horse bardings with dragon pattern. The shields for the knights are also great..big and beautiful. One more, the pattern of the flags is painted by pigment, not a sticker...on nowadays, most of the lego sets prefer use sticker rather that the pigment...
Well, it's a classic castle set that is worth to purchase and never be missing it...",FALSE,5,0,0,0,0
"A_Brickset_user","2007-06-05T15:06:43.92Z","the best Lego castle ever","Well what can I say?  It's the best Lego castle ever made, and perhaps the best Lego castle set ever made too.  Admittedly, I don't own all the others but I think it's a safe bet.  The number of minifigures is great, and the fact that you get FOUR decked out knights on horses is even better, and then there is a ghost.  Maybe a princess or peasent would have made it perfect, but I'm perfectly satisfied with what's there.  There are lots of useful pieces, and the drawbridge/gate is great.  I also like the ramp out the back.  What are really nice are the tudor wall pieces that are unique to this set (I think).  I think the towers are a little weird because the minifigs stand so low, but then they are shielded better that way.  Overall a fantastic set, and a centerpiece to any Lego Castle collection.",FALSE,5,0,0,0,0
"lordjim13","2006-07-29T22:45:50Z","Nice Looking Castle","But ultimately hollow.  It is a vast improvement over Kings Mountain Fortress (6081), and looks good from the angle on the box cover, but the back is weak.  However, it has nice features like the new portculis and the postern ramp door, and a good number of figures.  Even though I was a lion guy, and needed grey bricks, I had to get this one.  Not as good as the old classics, but better than anything else since...",FALSE,4,0,0,0,0
"horak","2008-03-12T19:34:53.64Z","The Ultimate Lego Castle. Period.","Nothing can compare to this Lego Castle set.  The barding, the minifigs, tudor walls, colors and the design make this Castle set the best ever.  Contrary to the views of some, the set is expandable in spite of the raised baseplate; you just need the right bricks and it is doable.  I'm so glad that I have this set (well, actually 4 of them!)

",FALSE,5,0,0,0,0
"bcrookston","2007-12-06T21:45:45.437Z","Black Knight's Castle","Anyone can see that this set is incredible.  One of the many great things about it is the various creative building techniques.  Nothing special, but when it came out it was pretty unique. Love the yellow castle walls and the various doors. 

My first big castle and I still love it.  It is too bad that the white dragon plumes are so rare, wouldn't mind having several more sets.",FALSE,5,0,0,0,0
"Novelty","2007-04-29T09:02:51.7Z","Jack Black","This is another big castle built on a ramp and pit plate.  It has three basic sections - the gatehouse, the jailhouse tower and the kitchens with the backdoor.  The gatehouse is magnificient.  A wheeled drawbridge and a manual porticullis is built into 4 levels of the tower.  There aren't too much details on the inside, but it looks great from the outside.  The jailhouse tower is just a normal tower with a door on the 2nd level to the back of the gatehouse.  It has no lock though which is really bad design.  A similar tower without a door lies diagonally opposite the jailhouse tower, but this one has no features.  The kitchen has a cool design - it's basically a cantelevered platform with some chairs and a bench and a loft where the treasure is stored.  It is visually appealing as well thanks to the painted yellow wall bricks and the red roof.  The back door though seems a bad idea.  It's not guarded, no locks, nothing and it just opens out to allow anyone to just waltz into the castle.  A really bad idea.",FALSE,4,0,0,0,0
