"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"Planetsbend","2010-11-16T19:51:45.747Z","Great addition to any lego collection.","<p><span class=""Apple-tab-span"" style=""white-space:pre"">	</span>A very simple yet fun small set to have. &nbsp;Bought it for about 2 dollars which was a great price for many different rescue scenarios. Ah good times.&nbsp;</p>",TRUE,4,5,5,5,4
