"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"AG4HQ","2008-11-28T20:39:01.153Z","Very very simple","Not a lot of pieces, requires no construction. More of a &quot;toy&quot; than a &quot;Lego Set&quot;. The little one loves this truck though. Comes with a toolbox, wrench, fuel can and a figure. Not much else to say about this one.",FALSE,4,0,0,0,0
