"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"Lego_Fan","2007-11-23T18:48:05.217Z","Pretty Cool","This set is cool, seeing it's size. My brother got it as a present. It is comprised of a small mining car with a trailer, and an alien with a jet pack.  The car is a cockpit, with a missile and satelite dish on top, plus the sides open to reveal a mini-lab. You can also store a walkie-talkie on the side. The trailer has two small posts to brace it if the car is disconnected, along with a drill and a small chainsaw. Overall, a pretty good set. :)",FALSE,3,0,0,0,0
"Hedgehog87","2007-12-19T15:38:58.2Z","Strange Set!","I saw this at a store recently, and bought it. Its is strange set, and the alien has a weird jet pack. I'll get to the pros and cons.

Pros: I like how the alien isn't helpless.
      It has a pretty sturdy design
      It comes with a mini lab!
      It has a cute crystal droid!

Cons: It is somewhat smaller than I thought it would be.
      It's almost defenseless.
      The rocket and satellite fall off easily.

Overall, its a odd set, but not my favorite.  ",FALSE,4,0,0,0,0
"GSX_R_4S2","2008-02-02T21:08:03.733Z","BUY THIS","This would have to be the greatest cheap set in the history of Lego. Normally I would do a two-in-one review for the alien and human ships, but I'll include it in this one.

Positives

What's not to like? Well, a couple things, but mainly this set is the bomb. The front looks really good (reminds me of that police tank in the World City police station) and the sides match. The satellite and the missile work good with the set, and it even has a place to put a little radio. The lab inside looks great, and it can hold a crystal in it. As for the trailer, the mining arm works great, and the satellite/land pads look perfect. I really like that mini robot on the back that can carry the crystal. Now on to the jetpack. It really fits onto the alien, and it fits the color scheme of the alien ships. It also looks really smooth and stuff, and not clunky like other letpacks Lego has made.

Negatives

Uh...Oh, well the side doors don't cover the lab pieces, so you san see analysis thingies when its meant to be closed. There's a hole in the back that should have been filled with a 2x2x3 brick. Only complaint on the trailer is that the mining arm does not go far enough. And no real complaints on the jetpack.

This is still the all-time best less than 20$ set ever, and probably will be for a while.",FALSE,5,0,0,0,0
"Legowarroir","2008-01-06T12:39:30.34Z","Cool set","This set is cool. It has two vehicles that can be detaiched. It comes with one astronaut, an alien with a jetpack and a little robot. On the sides of the vehicle it opens up to put crystals in.

                        Pros

                        The vehicles.

                        Cons

                        The alien looks weird.",FALSE,5,0,0,0,0
"Rgijaba","2008-03-08T17:27:52.967Z","shouldnt miner be driving it...?","this set (for the price) is AMASING! it comes with: claw tank driver, and an alien with a jet pack! it also has a little satealite dish thing on the top, and i  think the trailer is also a nice addion to the set, havin little ground scanning dishes on it, i just with LEGO could have made pices that clip on better... the &quot;lab&quot; is just two cool trans black bars with some pretty cool stickers on it! theres also a rocket launcher, and a drill with some supplies... the cute little mini robot is simple yet (in my opinion) is the BEST part of the set! i think his h=name is Q2... could be the next R2! a great set that all you si-fi fans and mars mission fans should try to get! &quot;too bad i dont have any wepons...&quot;   - jet pack alien",FALSE,5,0,0,0,0
"EL_Mo","2008-01-22T16:17:17.78Z","Pretty nice for the price.","I always base a Lego set on the number of pieces to whether or not it is a good value. In a 10 dollar set, I expect more than 100 pieces, a 20 dollar set more than 200 and so on. This set is a good value containing a whopping 130 pieces. Then I base it on content. Did it get all those pieces from little connectors or are they actually usable? This set over came my expectations. It includes a nice vehicle and a little drilling unit. SO:
Pros:)
+Great playability
+Drill can fold up for easy storage
+Includes a sweet mars mission man (to bad I already have him)
+Great tools

Cons:(
-Stupid trash alien, just throw them off to the side
-Supports for trailer actually raise it, needs modification
-Some wheels do not move all the time

Overall, 9 out of 10!

P.S. this is my original, found out how to get it back sorry",FALSE,5,0,0,0,0
"Exo_brick","2008-08-07T19:17:15.763Z","Another Great Mars Mission Set!","The box almost kept me from getting it,I'm glad it didn't!

Pros:
-130 pieces for 10.00$! Dirt cheap!
-Rocket produces defense.
-Mini mining robot.
-Drilling trailer is great (btw,those are supports,not sattilites!)
-The guy has a nice face.

Cons:
-White bricks on the bottom of the trailer fall off too much.

Overall 10/10.
",FALSE,5,0,0,0,0
"Takeshi","2008-09-02T13:11:18.437Z","Keep on drilling!","This set was well built, nice and sturdy, and has a neat mini-drone.

Pros- comes with detachable drill pod and mini-drone, and a lab in the main vehicle. The alien has a neat little jetpack.

Cons- there are stickers...",FALSE,4,0,0,0,0
"Flex","2008-03-25T18:54:46.123Z","Neat Little Set!","I got this cool little set a few days ago. $10 for 130 pieces, you really can't go wrong with this one. I includes alot more then the picture shows. It has a cool driver, a small lab vehicle, a trailer with a drill, a mini robot, and lots of accessories. (satalite dish, walkie-talkie, saw, 3 crystals, rocket) The alien has a jet pack.

Pros:
-Lots of usefull pieces
-Alien isn't helpless
-Lots of accessories
-Finally a MM vehicle not centered arount the alien capture capsule thingy.

Cons:
-Trailer looks somewhat thrown together.

In response to other people who reviewed this set:
-Yes, those are stabilizers on the trailer, not satalite dishes.
-The wheels will move fine if you take the 2x2 round piece off of the bottom.",FALSE,5,0,0,0,0
"chrisdog121411","2008-06-09T14:39:11.217Z","cool  set ","this set is the bomb meaning it's a really awesome set.  i like the glow-in-the-dark alien fig you can open the doors on the side and see the jewel. but there are some stickers.the jet pack on the alien is cooler then the human and theres a mining thing on the back. bottom line is this is one heck of a set
 ",FALSE,5,0,0,0,0
