"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"JoshuaMauk","2012-02-08T23:45:43.767Z","Fun build.","I am a LEGO Store Employee and we love our building events. &nbsp;Getting to help young builders put these mini builds together is one of the best parts of my job. &nbsp;I really like the techniques that the last few have used and this one in particular has some great pieces and surprising twists. &nbsp;Another employee and I like to challenge ourselves by building these while they're still sealed in the bag. &nbsp;I beat him this month and look forward to our next event. &nbsp;See you folks on the next First Tuesday. &nbsp;",FALSE,5,5,5,5,5
