"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"1UPminifig","2014-01-09T19:54:45.21Z","Never can have to many of  these!","I do not own this set, but I own a lot of white bricks<br><br>Since no one decided to review this set I thought I might as well do it. In this pack you get a hundred white squares for seven bucks,a pretty good deal. As always with Lego, the quality of the bricks are outstanding.<br>As you would expect theirs no playability to the ""set"", but you get what you payed for, a bunch of white squares for building what ever you want!&nbsp;&nbsp; &nbsp; &nbsp;&nbsp;&nbsp; <br>",TRUE,5,5,1,1,4
