"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"jteisberg","2013-03-21T18:47:24.187Z","Quick note...","Just saying. &nbsp;I got this ""set"" when the Monster fighters series came out here in MINNESOTA USA at my LEGO store when i bought the ghost train. &nbsp;I looked online to check off that i owned it but couldn't find it. &nbsp; Guess it was part of a $75+ spending thing and got it free. &nbsp;So i'm not sure how much its worth. &nbsp;But never the less i was very exited. &nbsp;The parts are very unique and super cool. &nbsp; I especially love the pants...",FALSE,5,5,1,5,3
