"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"_add_um","2007-03-20T15:21:23.933Z","Decent set","Not bad but 1 error is harry he dosen't wear his school robes in this scene. Nice animals (Trans Orange spider,bat and a black).This is the only set with Queill which is nice minifig buy it its a great set.",FALSE,4,0,0,0,0
"mrmitch","2007-06-09T16:55:08.623Z","Only set that has professor Querrel","I like the unique mini fig only in this set! The revolving mirror is cool feature. Roof piece can be added to castle to add onto it. A solid 4 points and a much needed Harry Potter set for any H P collection.",FALSE,4,0,0,0,0
"sethlee","2007-11-29T23:44:09.747Z","say the magic word","this set is really nice 2 characteras the place looks like a abounden house what makes it is there are some spiders and bats and the purple guy looks like the owner its like some small cabin to put stuff in.",FALSE,5,0,0,0,0
"MasterBuilder","2009-01-06T18:24:26.217Z","Say 'please'!","This set is great because of the architecture and pieces. A bat, owl, and spider are included, and Quirell is made very accurately. The only part I do not understand is the spiderweb. It makes a cool addition, but I cannot remember anything at all from neither the book nor the movie about a spider. Anyway, the turning glass thing is nicely done as well.",FALSE,4,0,0,0,0
"Z_wing","2009-07-29T06:43:00.5Z","this set has lego's coolest sticker!","there is only one sticker in this set but it is the best sticker I own. it is on the rotating black door in the brown frame. if you look at it normally it shows a picture of harry. however if you look at a different angle it changes to show harry holding the philosopher's stone.

figures
pros: quirrell is only found in this set
cons: harry can be found in other sets

building
pros: black door can rotate to reveal the philosopher's stone
cons: none

pieces
pros: owl, spider, bat, quirrell's headress, philosopher's stone
cons: none

build
pros: easy, quick, strong
cons: none

price
pros: cheap
cons: should be £1.00 cheaper

I recommend this set to any harry potter fan
I hope you found my review helpful  ",FALSE,5,0,0,0,0
"LegoCollector46","2009-08-16T20:16:21.64Z","""Give Me The Stone!""","This set isn't the greatest, but it's not the worst. It comes with a regular Harry, but it also comes with Professor Quirrell who is only in this set. The sticker is pretty neat, if you look at it from one angle, it shows Harry. If you look at it from a different angle, it shows Harry holding the Sorcerer's/Phillosopher's stone. If you turn what the sticker is on around it reveals the S/P stone. I recommend this set only for Quirrell and the sticker.",FALSE,4,0,0,0,0
"mngoult","2010-01-01T09:25:17.107Z","Why all the cobwebs?","
Another scene based lego set from the movies featuring the usual players. Impossible to complain about Harry's or Quirrel presence in the set or to expect any other figures. 

The small room is solid and features a nice green roof section, the black bat and owl are a mystery to me but remain connected to the theme of Harry Potter unlike the massive orange spider. 

The often praised mirror/ revolving door is a nice touch and saves this set from a lower rating. A solid three stars, one for the collectors only.

Pros
Rare minifig in Quirrel with two sided head.
Nice sticker/hologram.

Cons
Pointless additions, like the bat and owl and spider......
Its almost too small to play with, this set should have been more along the lines of graveyard duel in terms of size.
",FALSE,3,0,0,0,0
"KLOKRIECHER","2011-07-14T12:46:43.11Z","LEGO Harry Potter - The Final Challenge Review","This set is the first and only LEGO set with a professor Quirrell. This model is an easy built and fun to play with. I like the idea how LEGO did the mirror with the sticker where you can see Harry Potter and if you move this picture you'll see Harry with the gem which is just like in the movie. The building is very sturdy and we get a sviwel mirror where you can see the translucent red gem on the back as a real LEGO piece. We also get Harry Potter who comes in lot's of other LEGO Harry Potter sets and professor Quirrell with a printing on the back of his head which shows you Lord Voldemort. I can't complain about this set and it's a good model to have.<br><br>All
in all this set is a good set and I would recommend you to get
this. You can find this set on eBay, BrickLink and Amazon for sure.
Here is the link where you can check out the full gallery I made for this set
on my website: <a href=""http://www.klokriecher.de/home.php?id=202020030015"">http://www.klokriecher.de<br></a><br><br><span style=""font-weight: bold;"">Videos I made of this set:</span><br><br><a href=""http://www.youtube.com/user/KLOKRIECHER?feature=mhee#p/search/1/tnqLMdML41c"">Stopmotion 1</a><br><a href=""http://www.youtube.com/user/KLOKRIECHER?feature=mhee#p/search/2/i4IBVmEUAkk"">Stopmotion 2</a><br><a href=""http://www.youtube.com/user/KLOKRIECHER?feature=mhee#p/search/3/3B1LLKTETDo"">Stopmotion 3</a><br><a href=""http://www.youtube.com/user/KLOKRIECHER?feature=mhee#p/search/0/E6ZP_2T0n1Q"">Review</a>   <br>",TRUE,2,3,2,2,2
"BobaFett2","2011-01-19T13:34:14.097Z","Juniorized but decent","<p>Most of the Harry Potter sets were very juniorized. This one was no exception.<br></p>
<h4>Box/Instructions</h4><p>Harry and Quirrell are ""facing off"" outside of the room.<br></p>
<h4>Parts</h4><p>You get a lot of arches from this set, although I don't know why. The set includes a bat, a black owl, and a spider-odd, but it's a nice touch. Of course there's the Mirror of Erised-a rotating door with a holographic image applied on one side. It's a very nice piece, fitting perfectly into the story. Other notable parts include the sand green roof and spider web.<br></p>
<h4>Minifigures</h4><p>The Harry is Harry-nothing special about him. Not great, but not bad. Quirrell, on the other hand, is quite a gem. He has a purple turban and a black cloak, as well as a great purple suit. The best part is his head-it's double sided, with one side being the totally evil face of Voldemort (the best ever in my opinion) and the other being the face of Quirrell.<br></p>
<h4>The build</h4><p>Ugh. It's extremely juniorized, so it's just stacking.<br></p>
<h4>The completed model</h4><p>Very simple, but fun to play with. It looks pretty nice, and the mirror ads for a lot of playability. There's a gem on the other side, so you can flip it to give Harry the Sorcerer's (Philosopher's in England) Stone.<br></p>
<h4>Summary</h4><p>This is a nice little set, if a bit expensive. It was too juniorized, but a good way to get Voldemort and a few rare parts. This is worth buying to add to your Harry Potter collection, and the mirror is the best part.<br></p>",TRUE,4,4,2,4,4
"woodall_aidan","2011-12-17T09:36:01.223Z","There is no good and evil, there is only power!","<p>This set is an awesome buy, and comes with many things, such as: <br></p>
<h4>Pros</h4>
<ul><li>Quirrell <br></li><li>Double sided Quirrell/Voldemort head<br></li><li>Orange Spider</li><li>Mirror of Erised<br></li></ul>
<h4>Cons</h4>
<ul><li>Not enough flame pieces<br></li><li>Quite small<br></li><li>Mirror is built into the structure<br></li></ul>
<p>Overall, this set gets a 4/5.<br></p>",TRUE,4,4,2,3,3
"Lee10","2010-11-22T13:08:22.03Z","Cool Sticker","<p>I bought this set on ebay a few days and i got it for a resonable price of 12.50</p>
<p>Here are the pro's&nbsp; and cons </p>
<p>&nbsp;</p>
<p>Pro's </p>
<p>Nice sticker </p>
<p>Rare figure Proffeser&nbsp;Quirrel </p>
<p>&nbsp;</p>
<p>Con's </p>
<p>Spiders,cobwebs,owls and bats </p>
<p>not in the film/book </p>
<p>&nbsp;</p>",TRUE,4,4,4,4,4
