"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"MisterGeolix814","2010-05-02T12:20:03.75Z","Wlcome to sunnyside,folks!-lotso greeting woody and the gang.","<p>I got this set with 7596 and it is very interesting.<br />
<br />
pros-<br />
-lotso,chunk, and stretch minifigs<br />
-chunk changes face<br />
-dumping function<br />
-yellow bricks<br />
<br />
cons-<br />
-lotso and chunk come with arms dis-connected (you have to put their arms on)<br />
<br />
If you are a fan of toy story,then this set is for you!</p>",TRUE,5,3,4,5,4
"Crt2","2010-05-06T18:52:00.997Z","Great Figs!","<p>I Got this set at TRU for 25% off today! It's a Great set! I'll Just Skip to The Pros and cons!</p>
<h4>Pros</h4>
<p>&nbsp;*Mini figures are Great! One Day I Realized This is The only set to Feature Strech &amp; Chunk, (Obviously!) <em>And</em> <strong>Clean Lotso</strong>! Which is a Plus!</p>
<p>*Awesome Dumper Piece for Construction Mocs!</p>
<p>* Dumping Feature Works well.</p>
<h4>Cons</h4>
<p>*Strech Should Have come with Extra Happy Face.</p>
<p>*Chunks Legs Don't Move.</p>
<p>*$20 is A Bit Steep. But you Get What you Paid For!</p>
<p>&nbsp;</p>
<p>A side from Those Cons, This Set is Great!&nbsp;You should&nbsp;Wait for a Sale Though, Like I Did.</p>",TRUE,5,5,3,3,4
"andy87","2010-10-15T13:30:53.733Z","Incredibly overpriced, but worth it for a great truck and awesome figs!","For this amazing little set, I'll just do a simple pro/con list<div><br></div><div>Pros: The dump truck has great tires, and is all-around a speedy little&nbsp;vehicle. The dumping function works really well, and the back fits lotso perfectly. The mini figs you get here are great, the little orange guy has his changing face and somehow looks intimidating, and lotso and the octopus are neat also.</div><div><br></div><div>Cons: this set looks like a 15 dollar or even lower set, but it's 20 for some odd reason. Also there is no where to keep the octopus.</div><div><br></div><div>Still 5/5 because it's such a great addition to any collection!</div>",TRUE,5,5,5,4,3
"peanut3197","2010-07-02T22:29:42.903Z","Good for 10 and under","<p>I recenly bought this set on sale, and went right home to build it with a friend. We are both experianced lego builders so the set took about 30-45 minutes. It was exciting to build, especially the device that lets the bed of the truck move. I also liked the minifigures, Lotso, Twitch, and Chunky. </p>
<p>The detail on the dump truck was really nice and it looked like the real dump truck from&nbsp; Toy Story 3. The playability is great and if you combine it with other Toy Story Lego Sets its even better.</p>
<p>I am glad to have the set because it is pretty cool, but if it had not been 25% off when I purchased it I probably would have passed because there are other much cooler sets like the Pizza Planet Truck to invest money in. Also the truck would have been much better if the builder (me) actually got to construct the bed rather than have a pre built plastic piece.</p>
<p>All in all the set was OK, a great Toy Story set for younger kids who still need a little practice with building techniques but want to build on their own.</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",TRUE,4,4,5,5,4
"Legonat","2010-05-25T21:55:07.357Z","The only set with Chunk,Stretch,and ordinary Lotso","<p>I got this set today from Wall-Mart and am very glad I did.</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Pros</p>
<ul>
    <li>&nbsp;Chunk,Stretch,and Lotso (all only-to-this-set minifigs)&nbsp;</li>
    <li>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Rare pieces,</li>
    <li>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Good addition to toy story collections,</li>
    <li>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Looks cool when complete</li>
</ul>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Cons</p>
<ul>
    <li>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Stretch's arms do not stay in place when posed (this really disappointed me),</li>
    <li>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; The bags holding Chunk,Lotso,and Stretch's arms are very hard to open (Why&nbsp;not&nbsp; just use ordinary bags)?</li>
</ul>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Overall I would recommend this to any toy story fan or,just for the rare minifigs (as<br />
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; I did.</p>",TRUE,5,5,4,5,3
"Legoboy01","2010-05-23T17:11:57.183Z","Amazing!","The figures are amazing!The chunk is the best figure and the Lotso and Stretch figures are cool too!The driver in the window is weird.A head on the round thing,that is so weird!It is so fun to play with it!I can't wait until I get the Western Train Chase!",FALSE,5,5,5,5,5
"David1971","2010-12-07T08:57:29.777Z","Extremely cute and very good value","<p>I see other reviews, from the USA, comment that this set is expensive. But to UK viewers, this is an amazing set for the RRP of £15. It is probably the best £15 set I have ever seen. And I'm sure it's still pretty wonderful for $20 in the US.</p><p>The dumper truck is really chunky and incredibly cute. It's a really nice, robust, boxy little truck; I think it looks fantastic. The build is well done and satisfying. AND you get THREE figures, or FOUR if you count the driver (which you probably do) - and they are all really nice cute ones, and each one very nicely done - so I think it's incredible value.</p><p>(The driver is, like, half a fig - the head is on a dome piece, so it's not a full minifig with legs. On the other hand Lotso is a big pink bear, and is like one-and-a-half figs! So that does add up to four).<br></p><p>Absolute full marks, 10 out of 10 to everything here.</p>",TRUE,5,5,5,5,5
"greshmalum","2011-02-11T11:44:19.767Z","ok....","<p>&nbsp;</p>
<p>First off, the bad part is the dumping function. It was made in a way that makes the bed </p>
<p>hard to stick on all the way.</p>
<p>The Minifigs are okay. </p>
<p>They are bulky, but Chunk is cool. He has a smiley and an evil face. Lotso and Chunk's&nbsp;</p>
<p>arms move, but their legs don't.</p>
<p>Stretch Flex- She does not look at all like a girl. She looks like an old man.</p>
<p>The driver has the same piece as Stretch's head in dark blue for a body.</p>
<p>The cab seats normal minifigs as well, although it is a little tight.</p>
<p>However, I do like the color scheme-Lego needs to go back into the bright colors.</p>",TRUE,4,4,2,4,3
"alva","2011-08-23T01:01:56.707Z","Juniorized Sets","The only reason I bought this set is because of the minifigs. Very cute Lotso (eventhough he is the bad guy:))<br><br>When I built the set, it really didn't feel fun. Instead, I felt like the build is very fast and unmemorable. Especially the yellow container on the rear of the truck. It is very not Lego.<br>I think it will be better if they replace it with some yellow bricks. Of course, the shape will be nicer using this one bulky bed, but I think it really ruins the spirit of Lego.<br><br>Other than the minifigs, there's no other interesting for this set. Just a so-so set.<br><br>If you are a true Toys Story lovers, then this set is definitely a must-to-have, cause the minifigs inside it is unique and can not be found in other sets, but if you search for a set to build, then you better skip this one.<br>",TRUE,3,2,2,4,3
"Boidoh","2011-03-25T22:02:57.93Z","Lotso is patrolling the area watch out!","<p>When i saw this set at a store after i have recently watched Toy Story 3 (well it was on those pay per view channels..) and i decided to buy it for 10 US Dollars (20 Belize Dollars). It was missing lotso, stretches body and chunk.&nbsp; Well you know those bad sets -_- LEGO should hire more attentive people to package their LEGO's.</p>
<p>&nbsp;</p>
<p>Pros</p>
<p>&nbsp;</p>
<ul>
<li>Realistic from Toy Story 3 
<li>Nice Extra Head (not really but i take it off and put it on another guy and put a construction worker in the dump truck. 
<li>Dumping Feature 
<li>Extra Bricks</li></ul>
<p>&nbsp;</p>
<p>Im not sure of any cons..</p>",TRUE,4,4,4,5,5
