"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"gordi99","2010-09-08T22:20:01.423Z","mission deep sea...","hi there, now this set is very good. It comes with amazing pieces like the&nbsp;red see throughs and the octopus. the drones are cool too but the best part is how the fit underneath. Sheer genuis!I rated thisw set&nbsp;fiv out of five and if you find&nbsp;this set on ebay, buy it. It will be worth it.&nbsp;",FALSE,5,5,3,5,5
