"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"A_Brickset_user","2004-11-13T06:37:35Z","Great set of bricks","&#163;13 for 800+ bricks seems great value to me.  Very esoteric extra 300 pieces (all sorts of odd colours and shapes). My set also does match the listing in Peeron for the unlisted items.  Can't go wrong at this price (but I bet it's cheaper in the US!)",FALSE,5,0,0,0,0
