"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"Gary_Bricks","2011-02-24T08:29:34.193Z","Small but Cool","<h4>Nice pieces</h4><div><br></div>This is yet another of those tiny 20 piece sets that come with the daily mirror. It was pretty cool and came with some good parts. The colours it has includes New Dark Red and beige and a cool neon green stud for the eye(s). It comes with a few hinge pieces, which is helpful&nbsp;<div><br></div><div>Overall 6/10</div>",TRUE,3,4,2,3,5
