"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"Popup","2012-08-01T03:48:46.08Z","Lego Creator Set 30026 of a Panda Build & Review","<div style=""color: rgb(34, 34, 34); "">Hi everyone...</div><div style=""color: rgb(34, 34, 34); ""><br></div><div style=""color: rgb(34, 34, 34); "">I have purchased and reviewed this product in full, if you would like to see this product in more detail including a product build then please feel free to watch the video that I created to review this product in more detail.</div><div style=""color: rgb(34, 34, 34); ""><br></div><div style=""color: rgb(34, 34, 34); ""><a href=""http://www.youtube.com/watch?v=vtXl2Nk19ok"">http://www.youtube.com/watch?v=vtXl2Nk19ok</a><br><br></div><div style=""color: rgb(34, 34, 34); "">I hope that you find the video that I have provided to be of help when purchasing this product.</div><div style=""color: rgb(34, 34, 34); ""><br></div><div style=""color: rgb(34, 34, 34); "">Thanks Popup</div>",TRUE,4,2,3,2,2
